

1	ARTICULUS	ARTICULUS	NN	Artikel	nom|sg|masc	PNC	2
10	und	und	KON	und	_	CD	4
11	Befreyung	Befreiung	NN	Befreiung	nom|sg|fem	CJ	10
12	geschritten	geschritten	VVPP	geschritten	_	OC	13
13	werden	werden	VAINF	werden	_	OC	14
14	kan	kann	VMFIN	können	sg|3|pres|ind	--	0
15	/	/	$,	/	_	--	14
16	sondern	sondern	KON	sondern	_	CD	4
17	oͤffters	öfters	ADV	öfters	_	MO	19
18	der	der	ART	d	dat|sg|fem	NK	19
19	Inquisit	Inquisit	NN	Inquisit	dat|sg|fem	CJ	16
20	,	,	$,	,	_	--	19
21	zuweilen	zuweilen	ADV	zuweilen	_	MO	49
22	nur	nur	ADV	nur	_	MO	23
23	von	von	APPR	von	_	MO	38
24	der	der	ART	d	dat|sg|fem	NK	25
25	Inquisition	Inquisition	NN	Inquisition	dat|sg|fem	NK	23
26	,	,	$,	,	_	--	25
27	gegen	gegen	APPR	gegen	_	CJ	23
28	einer	einer	ART	ein	dat|sg|fem	NK	29
29	Schrifft-	Schrift	NN	Schrift	dat|sg|fem	NK	27
30	oder	oder	KON	oder	_	CD	29
31	Muͤndlichen	Mündlichen	NN	Mündlichen	dat|sg|fem|pos	NK	32
32	Angelobung	Angelobung	NN	Angelobung	dat|sg|fem	CJ	30
33	/	/	$,	/	_	--	32
34	aus	aus	APPR	aus	_	MO	38
35	Mangel	Mangel	NN	Mangel	dat|pl|masc	NK	34
36	staͤrckern	Stärkern	ADJA	stark	dat|pl|masc	SB	38
37	Anzeigungen	Anzeigungen	NN	Anzeigung	dat|pl|fem	OA	38
38	entlassen	entlassen	VVPP	entlassen	_	OC	14
39	/	/	$,	/	_	--	38
40	oder	oder	KON	oder	_	CD	38
41	ihme	ihm	PPER	er	dat|sg|masc|3	DA	49
42	/	/	$,	/	_	--	41
43	wann	wann	KOUS	wann	_	MO	49
44	selbter	selbter	ADJA	selbter	comp	PD	49
45	bevor	bevor	APPR	bevor	_	CP	106
46	von	von	APPR	von	_	MO	44
47	gutem	gutem	ADJA	gut	dat|sg|masc|pos	NK	48
48	Wandel	Wandel	NN	Wandel	dat|sg|masc	NK	46
49	gewesen	gewesen	VAPP	sein	_	CJ	40
50	/	/	$,	/	_	--	49
51	das	das	ART	d	acc|sg|neut	NK	52
52	Juramentum	Juramentum	NN	Juramentum	acc|sg|neut	SB	58
53	purgatorium	Purgatorium	NN	Purgatorium	nom|sg|neut	NK	52
54	,	,	$,	,	_	--	53
55	so	so	PTKREL	so	_	MO	57
56	ein	ein	ART	ein	nom|sg|masc	NK	57
57	Eyd	Eid	NN	Eid	nom|sg|masc	SB	58
58	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	38
59	/	/	$,	/	_	--	58
60	durch	durch	APPR	durch	_	MO	71
61	welches	welches	PRELS	welch	acc|sg|neut	NK	60
62	sich	sich	PRF	er|es|sie	acc|sg|3	DA	70
63	derselbe	derselbe	PDS	derselbe	nom|sg|masc	SB	58
64	von	von	APPR	von	_	SBP	69
65	der	der	ART	d	dat|sg|fem	NK	67
66	zugemutheten	zugemuteten	ADJA	zugemuteten	dat|sg|fem|pos	NK	67
67	Unthat	Untat	NN	Untat	dat|sg|fem	NK	64
68	/	/	$,	/	_	--	67
69	rein	rein	ADJD	rein	pos	MO	70
70	machen	machen	VVINF	machen	_	OC	71
71	solle	solle	VMFIN	sollen	sg|3|pres|subj	RE	55
72	/	/	$,	/	_	--	71
73	zuerkandt	zuerkannt	VVPP	zuerkennen	pos	MO	87
74	/	/	$,	/	_	--	73
75	oder	oder	KON	oder	_	CD	73
76	endlichen	endlichen	ADJA	endlich	_	CJ	75
77	/	/	$,	/	_	--	76
78	wann	wann	KOUS	wann	_	MO	87
79	die	die	ART	d	nom|pl|fem	NK	80
80	Anzeigungen	Anzeigungen	NN	Anzeigung	nom|pl|fem	OA	87
81	/	/	$,	/	_	--	80
82	von	von	APPR	von	_	OP	87
83	einen	einen	ART	ein	acc|sg|masc	NK	85
84	halben	halben	ADJA	halb	acc|sg|masc|pos	NK	85
85	Beweiß	Beweis	NN	Beweis	acc|sg|masc	NK	82
86	zu	zu	PTKZU	zu	_	PM	87
87	halten	halten	VVINF	halten	_	OC	71
88	/	/	$,	/	_	--	87
89	und	und	KON	und	_	CD	58
90	der	der	ART	d	dat|sg|fem	NK	91
91	Inquisit	Inquisit	NN	Inquisit	dat|sg|fem	DA	105
92	eine	eine	ART	ein	acc|sg|fem	NK	98
93	sonst	sonst	ADV	sonst	_	MO	94
94	verdaͤchtige	verdächtige	ADJA	verdächtig	nom|sg|fem|pos	NK	98
95	/	/	$,	/	_	--	94
96	uͤbel	übel	ADJD	übel	_	MO	97
97	verhaltene	verhaltene	ADJA	verhaltene	nom|sg|fem|pos	NK	98
98	Persohn	Person	NN	Person	nom|sg|fem	PD	99
99	waͤre	wäre	VAFIN	sein	sg|3|past|subj	CJ	89
100	/	/	$,	/	_	--	99
101	er	er	PPER	er	nom|sg|masc|3	SB	106
102	zur	zur	APPRART	zur	dat|sg|fem	MO	105
103	scharffen	scharfen	ADJA	scharf	dat|sg|fem|pos	NK	104
104	Frage	Frage	NN	Frage	dat|sg|fem	NK	102
105	verurtheilet	verurteilet	VVPP	verurteilen	_	OC	106
106	wird	wird	VAFIN	werden	sg|3|pres|ind	MO	99
107	;	;	SENT	;	_	--	106

1	Als	Als	KOKOM	als	_	CM	2
2	wollen	wollen	VMFIN	wollen	pl|1|pres|ind	--	0
3	wir	wir	PPER	wir	nom|pl|*|1	SB	2
4	zwar	zwar	ADV	zwar	_	MO	15
5	in	in	APPR	in	_	MO	15
6	wichtig	wichtig	ADJD	wichtig	pos	NK	1
7	und	und	KON	und	_	CD	6
8	zweiffelhafften	zweifelhaften	ADJA	zweifelhaft	dat|pl|masc|pos	CJ	7
9	Faͤllen	Fällen	NN	Fall	dat|pl|masc	NK	5
10	die	die	ART	d	acc|sg|fem	NK	11
11	Unter-Gerichte	Unter-Gerichte	NN	Unter-Gerichte	acc|sg|fem	OA	15
12	an	an	APPR	an	_	MO	15
13	das	das	ART	d	acc|sg|neut	NK	14
14	Belehrnungs-Gesuch	Belehrnungs-Gesuch	NN	Belehrnungs-Gesuch	acc|sg|neut	NK	12
15	gewiesen	gewiesen	VVPP	weisen	_	OC	2
16	/	/	$,	/	_	--	15
17	jedannoch	jedannoch	ADV	jedannoch	_	PAR	15
18	aber	aber	ADV	aber	_	MO	17
19	/	/	$,	/	_	--	18
20	die	die	ART	d	acc|sg|fem	NK	21
21	Anstellung	Anstellung	NN	Anstellung	acc|sg|fem	OA	15
22	der	der	ART	d	gen|sg|fem	NK	24
23	Peinlichen	Peinlichen	ADJA	peinlich	gen|sg|fem|pos	NK	24
24	Frage	Frage	NN	Frage	gen|sg|fem	AG	21
25	/	/	$,	/	_	--	24
26	und	und	KON	und	_	CD	15
27	wie	wie	KOUS	wie	_	CM	28
28	auch	auch	ADV	auch	_	MO	30
29	/	/	$,	/	_	--	28
30	wann	wann	KOUS	wann	_	CJ	26
31	?	?	SENT	?	_	--	30

1	und	und	KON	und	_	JU	9
2	wider	wider	APPR	wider	_	MO	8
3	was	was	PIAT	was	acc|sg|neut	SB	9
4	vorley	Vorlai	NN	Vorlai	acc|sg|masc	NK	2
5	Leute	Leute	NN	Leute	nom|pl|*	NK	4
6	darmit	damit	PAV	damit	_	MO	8
7	zu	zu	PTKZU	zu	_	PM	8
8	verfahren	verfahren	VVINF	verfahren	_	OC	9
9	seye	sei	VAFIN	sein	sg|3|pres|subj	--	0
10	/	/	$,	/	_	--	9
11	hiemit	hiermit	PAV	hiermit	_	MO	12
12	angeordnet	angeordnet	VVPP	anordnen	_	OC	13
13	haben	haben	VAINF	haben	_	OC	9
14	.	.	SENT	.	_	--	13

1	§.	§.	$(	§	nom|sg|*|pos	--	0
2	1.	1.	CARD	@ord@	_	--	0

1	Dann	Dann	ADV	dann	_	MO	2
2	foͤrderist	förderist	ADJD	förderist	sg|3|pres|ind	--	0
3	koͤnnen	können	VMINF	können	pl|3|pres|ind	CJ	2
4	nicht	nicht	PTKNEG	nicht	_	NG	3
5	alle	alle	PIAT	all	nom|pl|*	SB	3
6	mit	mit	APPR	mit	_	MO	10
7	der	der	ART	d	dat|sg|fem	NK	9
8	scharpffen	scharpffen	ADJA	scharpffen	dat|sg|fem|pos	NK	9
9	Frag	Frage	NN	Frage	dat|sg|fem	NK	6
10	bedrohet	bedrohet	VVPP	bedrohet	_	OC	3
11	/	/	$,	/	_	--	10
12	vielweniger	viel	ADV	viel	_	MO	13
13	mit	mit	APPR	mit	_	MO	17
14	der	der	ART	d	dat|sg|fem	NK	15
15	Tortur	Tortur	NN	Tortur	dat|sg|fem	NK	13
16	wuͤrcklichen	wirklichen	ADJA	wirklich	dat|sg|neut|pos	NK	15
17	beleget	beleget	VVPP	belegen	_	OC	18
18	werden	werden	VAINF	werden	_	OC	3
19	;	;	SENT	;	_	--	18

1	Dergleichen	Dergleichen	PIAT	dergleiche	nom|pl|neut	SB	2
2	seynd	sind	VAFIN	sein	pl|3|pres|ind	--	0
3	alle	alle	PIAT	all	nom|pl|*	SB	2
4	die	die	PDS	d	nom|pl|*	SB	16
5	/	/	$,	/	_	--	4
6	welche	welche	PRELS	welch	acc|pl|neut	OA	9
7	entweder	entweder	KON	entweder	_	CD	9
8	davon	davon	PAV	davon	_	MO	9
9	privilegiret	privilegiert	VVPP	privilegieren	_	PD	2
10	/	/	$,	/	_	--	9
11	oder	oder	KON	oder	_	CD	2
12	von	von	APPR	von	_	SBP	15
13	der	der	ART	d	dat|sg|fem	NK	14
14	Tortur	Tortur	NN	Tortur	dat|sg|fem	NK	12
15	eximiret	eximieret	VVPP	eximieret	_	OC	16
16	seynd	sind	VAFIN	sein	pl|3|pres|ind	CJ	11
17	/	/	$,	/	_	--	16
18	zum	zum	APPRART	zum	dat|sg|neut	MO	16
19	Gleichnus	Gleichnus	NN	Gleichnus	dat|sg|neut	NK	18
20	:	:	SENT	:	_	--	19

1	Schwangere	Schwangere	ADJA	schwanger	nom|sg|fem|comp	NK	2
2	Weiber	Weiber	NN	Weib	nom|sg|masc	SB	38
3	/	/	$,	/	_	--	2
4	welche	welche	PRELS	welch	nom|sg|fem	NK	26
5	aber	aber	ADV	aber	_	MO	2
6	zuvor	zuvor	ADV	zuvor	_	MO	2
7	dießfalls	diesfalls	ADV	diesfalls	_	MO	2
8	/	/	$,	/	_	--	7
9	durch	durch	APPR	durch	_	MO	37
10	geschwohrne	geschwohrne	ADJA	geschwohrne	acc|pl|fem|pos	NK	11
11	Heb-Ammen	Heb-Ammen	NN	Heb-Ammen	acc|pl|fem	NK	9
12	/	/	$,	/	_	--	11
13	oder	oder	KON	oder	_	CD	9
14	/	/	$,	/	_	--	13
15	in	in	APPR	in	_	CJ	13
16	Abgang	Abgang	NN	Abgang	dat|sg|masc	NK	15
17	derer	derer	PDS	d	gen|pl|*	AG	16
18	/	/	$,	/	_	--	17
19	durch	durch	APPR	durch	_	CJ	9
20	andere	andere	ADJA	ander	acc|pl|masc|pos	NK	21
21	Ehrliche	Ehrliche	NN	Ehrliche	acc|pl|masc	NK	19
22	in	in	APPR	in	_	MNR	21
23	dieser	dieser	PDAT	dies	dat|sg|fem	NK	24
24	Sache	Sache	NN	Sache	dat|sg|fem	NK	22
25	wohlerfahrne	wohlerfahrne	ADJA	wohlerfahrne	nom|pl|neut|pos	NK	26
26	Weiber	Weiber	NN	Weib	nom|sg|masc	PAR	21
27	/	/	$,	/	_	--	26
28	zu	zu	APPR	zu	_	CJ	19
29	Vermeidung	Vermeidung	NN	Vermeidung	dat|sg|fem	NK	28
30	alles	alles	PIAT	all	nom|sg|neut	NK	31
31	Unterschleiffes	Unterschleiffes	NN	Unterschleiffes	acc|sg|neut	OA	36
32	/	/	$,	/	_	--	31
33	oder	oder	KON	oder	_	CD	31
34	Betrugs	Betrugs	NN	Betrug	gen|sg|masc	CJ	33
35	zu	zu	PTKZU	zu	_	PM	36
36	besichtigen	besichtigen	VVINF	besichtigen	_	OC	37
37	seyn	sein	VAINF	sein	_	OC	38
38	werden	werden	VAFIN	werden	pl|3|pres|ind	--	0
39	/	/	$,	/	_	--	4
40	Kindbetterinnen	Kindbetterinnen	NN	Kindbetterinnen	nom|pl|fem	SB	38
41	/	/	$,	/	_	--	40
42	Aberwitzige	Aberwitzige	NE	Aberwitzige	nom|pl|*	CJ	40
43	/	/	$,	/	_	--	42
44	Bloͤdsinnige	Blödsinnige	NN	Blödsinnige	nom|pl|*	CJ	42
45	/	/	$,	/	_	--	44
46	von	von	APPR	von	_	MO	48
47	Natur	Natur	NN	Natur	dat|sg|fem	NK	46
48	Taub-	Taub	NN	Taub	nom|sg|masc	CJ	44
49	und	und	KON	und	_	CD	48
50	Stumme	Stumme	NN	Stumme	nom|sg|fem	CJ	49
51	/	/	$,	/	_	--	50
52	Rasende	Rasende	NN	Rasende	nom|pl|neut	CJ	44
53	/	/	$,	/	_	--	52
54	gefaͤhrlich	gefährlich	ADJD	gefährlich	pos	MO	55
55	Krancke	Kranke	NN	kranke	nom|pl|*	CJ	52
56	/	/	$,	/	_	--	55
57	etc.	etc.	ADV	etc.	_	CJ	55

1	Wie	Wie	PWAV	wie	_	MO	12
2	imgleichen	ingleichen	ADV	ingleichen	nom|pl|*	NK	8
3	diejenigen	diejenigen	PDS	derjenige	nom|pl|*	SB	12
4	/	/	$,	/	_	--	3
5	so	so	ADV	so	_	MO	12
6	in	in	APPR	in	_	MO	12
7	hohen	hohen	ADJA	hoch	dat|pl|fem|pos	NK	8
8	Ehren	Ehren	NN	Ehre	dat|pl|fem	NK	6
9	/	/	$,	/	_	--	8
10	und	und	KON	und	_	CD	8
11	Wuͤrden	Würden	VAFIN	werden	acc|pl|fem	CJ	10
12	stehen	stehen	VVINF	stehen	pl|3|pres|ind	--	0
13	/	/	$,	/	_	--	12
14	als	als	KOKOM	als	_	CM	19
15	Unsere	Unsere	PPOSAT	unser	nom|pl|neut	NK	19
16	Kayserliche	kaiserliche	ADJA	kaiserlich	nom|pl|masc|pos	NK	19
17	oder	oder	KON	oder	_	CD	16
18	Koͤnigliche	Königliche	ADJA	königlich	nom|pl|masc|pos	CJ	17
19	Raͤthe	Räte	NN	Rat	nom|pl|masc	CC	5
20	/	/	$,	/	_	--	19
21	Doctores	Doctores	NN	Doctores	nom|pl|masc	CJ	19
22	,	,	$,	,	_	--	21
23	und	und	KON	und	_	CD	19
24	nobilitirte	nobilitirte	ADJA	nobilitirte	sg|3|past|ind	CJ	23
25	/	/	$,	/	_	--	24
26	ausser	außer	APPR	außer	_	AC	27
27	im	im	APPRART	im	dat|sg|masc	MO	12
28	Laster	Laster	NN	Laster	dat|sg|masc	NK	27
29	der	der	ART	d	gen|sg|fem	NK	31
30	beleidigten	beleidigten	ADJA	beleidigten	gen|sg|fem|pos	NK	31
31	GOtt-	Gott	NE	Gott	gen|sg|fem	AG	28
32	und	und	KON	und	_	CD	31
33	weltlichen	weltlichen	ADJA	weltlich	gen|sg|fem|pos	NK	34
34	Majestaͤt/	Majestät	NN	Majestät	gen|sg|fem	CJ	32
35	und	und	KON	und	_	CD	34
36	andern	anderen	ADJA	ander	dat|pl|masc|pos	NK	38
37	abscheulichen	abscheulichen	ADJA	abscheulichen	dat|pl|masc|pos	NK	38
38	Lastern	Lastern	NN	Laster	dat|pl|masc	CJ	35
39	.	.	SENT	.	_	--	38

1	§.	§.	$(	§	nom|sg|*|pos	--	0
2	4.	4.	CARD	@ord@	_	--	0

1	Andere	Andere	PIS	Andere	nom|pl|*	SB	2
2	koͤnnen	können	VMFIN	können	pl|3|pres|ind	--	0
3	mit	mit	APPR	mit	_	MO	6
4	der	der	ART	d	dat|sg|fem	NK	5
5	Tortur	Tortur	NN	Tortur	dat|sg|fem	NK	3
6	geschrecket	geschreckt	VVPP	geschreckt	_	OC	2
7	;	;	SENT	;	_	--	6

1	Jedoch	Jedoch	KON	jedoch	_	MO	4
2	damit	damit	KOUS	damit	_	MO	4
3	nicht	nicht	PTKNEG	nicht	_	NG	4
4	angegriffen	angegriffen	VVPP	angreifen	_	OC	5
5	werden	werden	VAINF	werden	_	--	0
6	:	:	SENT	:	_	--	5

1	Als	Als	KOKOM	als	_	--	0
2	Unmuͤndige	Unmündige	NN	Unmündige	nom|pl|*	NK	1
3	/	/	$,	/	_	--	2
4	Alte	Alte	NA	Alte	nom|pl|*	CJ	2
5	/	/	$,	/	_	--	4
6	und	und	KON	und	_	CD	4
7	zugleich	zugleich	ADV	zugleich	_	MO	12
8	/	/	$,	/	_	--	7
9	oder	oder	KON	oder	_	CD	4
10	sonsten	sonsten	ADV	sonst	_	MO	11
11	schwache	schwache	ADJA	schwach	*|sg|fem|pos	CJ	9
12	Leute	Leute	NN	Leute	nom|pl|*	CJ	6
13	/	/	$,	/	_	--	12
14	etc.	etc.	ADV	etc.	_	CJ	12

1	Item	Item	ADV	item	nom|sg|neut	SB	2
2	§.	§.	$(	§	sg|3|pres|ind	--	0
3	3.	3.	CARD	@ord@	_	NK	4
4	Diejenigen	Diejenigen	PDS	derjenige	acc|sg|neut	OA	2
5	/	/	$,	/	_	--	4
6	welche	welche	PRELS	welch	nom|pl|*	OA	40
7	einen	einen	ART	ein	acc|sg|masc	NK	8
8	Schaden	Schaden	NN	Schaden	acc|sg|masc	OA	14
9	oder	oder	KON	oder	_	CD	8
10	Wunden	Wunden	NN	Wunde	acc|pl|fem	CJ	9
11	an	an	APPR	an	_	MNR	8
12	dem	dem	ART	d	dat|sg|masc	NK	13
13	Leib	Leib	NN	Leib	dat|sg|masc	NK	11
14	haben	haben	VAFIN	haben	pl|3|pres|ind	RC	4
15	/	/	$,	/	_	--	14
16	und	und	KON	und	_	CD	4
17	solchen	solchen	PIS	solch	acc|sg|masc	CJ	16
18	/	/	$,	/	_	--	17
19	nach	nach	APPR	nach	_	MO	29
20	Zeugnus	Zeugnus	NN	Zeugnus	dat|sg|fem	NK	19
21	des	des	ART	d	gen|sg|neut	NK	22
22	Medici	Medici	NN	Medicus	gen|sg|neut	AG	20
23	,	,	$,	,	_	--	22
24	wann	wann	KOUS	wann	_	MO	27
25	die	die	ART	d	nom|sg|fem	NK	26
26	Peinigung	Peinigung	NN	Peinigung	nom|sg|fem	SB	27
27	erfolgte	erfolgte	VVFIN	erfolgen	sg|3|past|ind	RC	20
28	/	/	$,	/	_	--	27
29	koͤnnten	könnten	VMFIN	können	pl|3|past|subj	OC	17
30	vergroͤssern	vergrössern	ADJD	vergrössern	_	OC	29
31	/	/	$,	/	_	--	30
32	bey	bei	APPR	bei	_	MO	29
33	welchen	welchen	PWAT	welch	dat|pl|masc	NK	32
34	entweder	entweder	KON	entweder	_	CJ	32
35	mit	mit	APPR	mit	_	MO	40
36	der	der	ART	d	dat|sg|fem	NK	38
37	gantzen	ganzen	ADJA	ganz	dat|sg|fem|pos	NK	38
38	Tortur	Tortur	NN	Tortur	dat|sg|fem	NK	35
39	innen	innen	ADV	innen	_	MO	40
40	gehalten	gehalten	VVPP	halten	_	OC	29
41	/	/	$,	/	_	--	40
42	oder	oder	KON	oder	_	CD	35
43	wenigstens	wenigstens	ADV	wenigstens	_	MO	44
44	derjenige	derjenige	PDS	derjenige	nom|sg|masc	CJ	42
45	Gradus	Gradus	NE	Gradus	dat|sg|masc	SB	57
46	,	,	$,	,	_	--	45
47	durch	durch	APPR	durch	_	MO	52
48	welchen	welchen	PRELS	welch	acc|sg|masc	NK	47
49	meistens	meistens	ADV	meistens	_	MO	54
50	der	der	ART	d	nom|sg|masc	NK	51
51	Schade	Schade	ADJD	schade	nom|sg|masc	SB	54
52	vergroͤssert	vergrössert	VVPP	vergrössert	_	OC	53
53	seyn	sein	VAINF	sein	_	OC	54
54	koͤnnte	könnte	VMFIN	können	sg|3|past|subj	RC	45
55	/	/	$,	/	_	--	54
56	unterlassen	unterlassen	VVINF	unterlassen	_	OC	57
57	wird	wird	VAFIN	werden	sg|3|pres|ind	RC	44
58	/	/	$,	/	_	--	57
59	dahero	daher	ADV	daher	_	MO	56
60	dann	dann	ADV	dann	_	MO	61
61	in	in	APPR	in	_	CJ	42
62	allen	allen	PIAT	all	dat|pl|masc	NK	64
63	dergleichen	dergleichen	PDAT	dergleiche	dat|pl|masc|pos	NK	64
64	Faͤllen	Fällen	NN	Fall	dat|pl|masc	NK	61
65	/	/	$,	/	_	--	64
66	wo	wo	PWAVREL	wo	_	MO	115
67	etwas	etwas	PIS	etwas	_	OA	115
68	von	von	APPR	von	_	PG	67
69	Complexion	Komplexion	NN	Komplexion	dat|sg|fem	NK	68
70	,	,	$,	,	_	--	69
71	Gesundheit	Gesundheit	NN	Gesundheit	acc|sg|fem	CJ	69
72	/	/	$,	/	_	--	71
73	und	und	KON	und	_	CD	71
74	Staͤrcke	Stärke	NN	Stärke	acc|sg|fem	CJ	73
75	des	des	ART	d	gen|sg|masc	NK	76
76	Inquisiten	Inquisiten	NN	Inquisite	gen|sg|masc	AG	74
77	zu	zu	PTKZU	zu	_	PM	78
78	erforschen	erforschen	VVINF	erforschen	_	OC	79
79	ist	ist	VAFIN	sein	sg|3|pres|ind	RC	74
80	/	/	$,	/	_	--	79
81	das	das	ART	d	nom|sg|neut	NK	83
82	inquirirende	inquirierende	ADJA	inquirierende	nom|sg|neut|pos	NK	83
83	Gericht	Gericht	NN	Gericht	nom|sg|neut	SB	99
84	/	/	$,	/	_	--	83
85	einen	einen	ART	ein	acc|sg|masc	NK	92
86	geschwohrnen	geschwohrnen	ADJA	geschwohrnen	acc|sg|masc|pos	NK	92
87	/	/	$,	/	_	--	86
88	und	und	KON	und	_	CD	86
89	wohl-erfahrnen	wohl-erfahrnen	ADJA	wohl-erfahrnen	gen|sg|neut|pos	CJ	88
90	Leib-	Leib-	TRUNC	Leib-	_	CJ	91
91	oder	oder	KON	oder	_	CD	92
92	Wund-Artzt	Wund-Artzt	NN	Wund-Artzt	dat|sg|neut	OA	98
93	zu	zu	APPR	zu	_	MO	98
94	Besichtigung	Besichtigung	NN	Besichtigung	dat|sg|fem	NK	93
95	des	des	ART	d	gen|sg|masc	NK	96
96	Inquisiten	Inquisiten	NN	Inquisite	gen|sg|masc	AG	94
97	,	,	$,	,	_	--	96
98	deputiren	deputieren	VVINF	deputieren	_	OC	99
99	solle	solle	VMFIN	sollen	sg|3|pres|subj	RC	69
100	/	/	$,	/	_	--	99
101	welcher	welcher	PRELS	welch	nom|sg|masc	NK	114
102	/	/	$,	/	_	--	101
103	nach	nach	APPR	nach	_	MO	114
104	Befund	Befund	NN	Befund	dat|sg|masc	NK	103
105	der	der	ART	d	gen|pl|fem	NK	106
106	Sachen	Sachen	NN	Sache	gen|pl|fem	AG	104
107	/	/	$,	/	_	--	106
108	seine	seine	PPOSAT	sein	acc|sg|fem	NK	109
109	Relation	Relation	NN	Relation	acc|sg|fem	OA	114
110	/	/	$,	/	_	--	109
111	Eyd-	Eid	NN	Eid	nom|sg|masc	CJ	109
112	und	und	KON	und	_	CD	111
113	Warheits-maͤssig	Warheits-mässig	ADJA	Warheits-mässig	acc|sg|masc	CJ	112
114	abzustatten	abzustatten	VVIZU	abstatten	_	OC	115
115	haben	haben	VAINF	haben	_	OC	116
116	wird	wird	VAFIN	werden	sg|3|pres|ind	MO	53
117	.	.	SENT	.	_	--	116

1	§.	§.	$(	§	nom|sg|*|pos	--	0
2	4.	4.	CARD	@ord@	_	--	0

1	Wann	Wann	KOUS	wann	_	MO	5
2	aber	aber	ADV	aber	_	MO	5
3	die	die	ART	d	nom|sg|fem	NK	4
4	Persohn	Person	NN	Person	nom|sg|fem	SB	6
5	torquiret	torquieret	VVPP	torquieret	_	OC	6
6	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
7	/	/	$,	/	_	--	6
8	und	und	KON	und	_	CD	6
9	die	die	ART	d	nom|sg|fem	NK	10
10	Verordnung	Verordnung	NN	Verordnung	nom|sg|fem	SB	11
11	lautet	lautet	VVFIN	lauten	sg|3|pres|ind	CJ	8
12	nur	nur	ADV	nur	_	MO	13
13	dahin	dahin	ADV	dahin	_	MO	11
14	/	/	$,	/	_	--	13
15	daß	daß	KOUS	daß	_	CP	26
16	selbte	selbte	VVFIN	selbte	_	MO	17
17	mit	mit	APPR	mit	_	MO	26
18	Vorstellung	Vorstellung	NN	Vorstellung	dat|sg|fem	NK	17
19	deß	dessen	PDAT	d	gen|sg|masc	AG	20
20	Scharff-Richters	Scharff-Richters	NN	Scharff-Richters	gen|sg|masc	AG	18
21	sammt	samt	APPR	samt	_	MNR	18
22	seinen	seinen	PPOSAT	sein	dat|pl|*	NK	24
23	Peinlichen	Peinlichen	ADJA	peinlich	dat|pl|fem|pos	NK	24
24	Instrumenten	Instrumenten	NN	Instrument	dat|pl|neut	NK	21
25	/	/	$,	/	_	--	24
26	solle	solle	VMFIN	sollen	sg|3|pres|subj	RE	13
27	befraget	befraget	VVFIN	befraget	_	OC	28
28	werden	werden	VAINF	werden	_	OC	26
29	;	;	SENT	;	_	--	28

1	So	So	ADV	so	_	MO	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	171
3	diese	diese	PDAT	dies	nom|sg|fem	NK	4
4	Verordnung	Verordnung	NN	Verordnung	nom|sg|fem	SB	2
5	gantz	ganz	ADV	ganz	_	MO	9
6	in	in	APPR	in	_	MO	9
7	Geheim	Geheim	NN	Geheim	dat|sg|neut	NK	6
8	zu	zu	PTKZU	zu	_	PM	9
9	halten	halten	VVINF	halten	_	OC	2
10	/	/	$,	/	_	--	9
11	sodann	sodann	ADV	sodann	_	MO	14
12	aber	aber	ADV	aber	_	MO	14
13	/	/	$,	/	_	--	12
14	sollen	sollen	VMFIN	sollen	pl|3|pres|ind	NK	153
15	sich	sich	PRF	er|es|sie	acc|pl|3	OA	42
16	zwey	zwei	CARD	zwei	_	NK	17
17	Gerichts-Deputirte	Gerichts-Deputirte	NN	Gerichts-Deputirte	nom|pl|neut	SB	14
18	/	/	$,	/	_	--	17
19	sammt	samt	APPR	samt	_	MNR	17
20	dem	dem	ART	d	dat|sg|masc	NK	21
21	geschwornen	Geschworenen	NA	Geschworene	dat|sg|masc	NK	19
22	Schreiber	Schreiber	NE	Schreiber	nom|sg|*	NK	21
23	/	/	$,	/	_	--	22
24	mit	mit	APPR	mit	_	MO	42
25	dem	dem	ART	d	dat|sg|neut	NK	26
26	Inquisiten	Inquisiten	NN	Inquisite	dat|sg|neut	NK	24
27	in	in	APPR	in	_	MNR	26
28	die	die	ART	d	acc|pl|fem	NK	29
29	Marter-Gruben	Marter-Gruben	NN	Marter-Gruben	acc|pl|fem	NK	27
30	/	/	$,	/	_	--	29
31	Marter-Keller	Marter-Keller	NN	Marter-Keller	nom|pl|masc	CJ	29
32	/	/	$,	/	_	--	31
33	oder	oder	KON	oder	_	CD	31
34	das	das	ART	d	nom|sg|neut	NK	36
35	gewoͤhnliche	gewöhnliche	ADJA	gewöhnlich	nom|sg|neut|pos	NK	36
36	Ort	Ort	NN	Ort	nom|sg|neut	CJ	33
37	der	der	ART	d	gen|sg|fem	NK	38
38	Tortur	Tortur	NN	Tortur	gen|sg|fem	AG	36
39	verfuͤgen	verfügen	VVINF	verfügen	_	OC	42
40	/	/	$,	/	_	--	39
41	demselben	demselben	PDS	derselbe	_	SB	177
42	erstlichen	erstlichen	VVFIN	erstlichen	_	OC	14
43	/	/	$,	/	_	--	42
44	wormit	womit	PWAVREL	womit	_	OP	49
45	er	er	PPER	er	nom|sg|masc|3	SB	49
46	ungemarterter	ungemarterter	ADJD	ungemarterter	comp	MO	49
47	die	die	ART	d	acc|sg|fem	NK	48
