

1	2.	2.	CARD	@ord@	_	--	0
25	schnoͤdesten	schnödesten	ADJA	schnödesten	dat|sg|masc|sup	NK	26
26	Undank	Undank	NN	Undank	dat|sg|masc	NK	23
27	und	und	KON	und	_	CD	23
28	mit	mit	APPR	mit	_	CJ	27
29	der	der	ART	d	dat|sg|fem	NK	31
30	groͤßten	größten	ADJA	groß	dat|sg|fem|sup	NK	31
31	Verachtung	Verachtung	NN	Verachtung	dat|sg|fem	NK	28
32	.	.	SENT	.	_	--	31

1	War	War	VAFIN	sein	sg|3|past|ind	RE	9
2	nun	nun	ADV	nun	_	MO	1
3	Undank	Undank	NN	Undank	nom|sg|masc	SB	1
4	unserm	unserm	PPOSAT	unser	acc|sg|masc	NK	5
5	Erloͤser	Erlöser	NN	Erlöser	acc|sg|masc	PD	1
6	selbst	selbst	PRF	selbst	_	MNR	5
7	empfindlich	empfindlich	ADJD	empfindlich	pos	PD	1
8	,	,	$,	,	_	--	7
9	so	so	ADV	so	_	MO	10
10	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
11	es	es	PPER	es	nom|sg|neut|3	SB	10
12	gewiß	gewiß	ADJD	gewiß	_	MO	15
13	nicht	nicht	PTKNEG	nicht	_	NG	15
14	zu	zu	PTKZU	zu	_	PM	15
15	wundern	wundern	VVINF	wundern	_	OC	16
16	seyn	sein	VAINF	sein	_	OC	10
17	,	,	$,	,	_	--	16
18	wenn	wenn	KOUS	wenn	_	CP	25
19	ihn	ihn	PPER	er	acc|sg|masc|3	OA	25
20	gewoͤhnliche	gewöhnliche	ADJA	gewöhnlich	acc|pl|fem|pos	NK	21
21	Menschen	Menschen	NN	Mensch	nom|pl|masc	OA	25
22	noch	noch	ADV	noch	_	MO	24
23	weit	weit	ADJD	weit	pos	MO	24
24	schmerzlicher	schmerzlicher	ADJA	schmerzlich	comp	MO	25
25	empfinden	empfinden	NN	Empfinden	_	RE	11
26	.	.	SENT	.	_	--	25

1	Außerdem	Außerdem	ADV	außerdem	_	MO	2
2	versuͤndiget	versündiget	VVFIN	versündigen	sg|3|pres|ind	--	0
3	sich	sich	PRF	er|es|sie	acc|sg|3	OA	2
4	auch	auch	ADV	auch	_	MO	6
5	der	der	ART	d	gen|sg|fem	NK	6
6	Undankbare	Undankbare	NN	Undankbare	gen|sg|fem	SB	2
7	dadurch	dadurch	PAV	dadurch	_	MO	2
8	,	,	$,	,	_	--	7
9	daß	daß	KOUS	daß	_	CP	14
10	er	er	PPER	er	nom|sg|masc|3	SB	14
11	ein	ein	ART	ein	acc|sg|neut	NK	13
12	boͤses	böses	ADJA	böse	acc|sg|neut|pos	NK	13
13	Beyspiel	Beispiel	NN	Beispiel	acc|sg|neut	OA	14
14	giebt	gibt	VVFIN	geben	sg|3|pres|ind	RE	7
15	,	,	$,	,	_	--	14
16	und	und	KON	und	_	CD	7
17	vielen	vielen	PIAT	viel	dat|pl|masc	NK	19
18	andern	anderen	ADJA	ander	dat|pl|masc|pos	NK	19
19	Menschen	Menschen	NN	Mensch	dat|pl|masc	DA	20
20	schadet	schadet	VVFIN	schaden	_	CJ	16
21	.	.	SENT	.	_	--	20

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	zwar	zwar	ADV	zwar	_	MO	2
4	sehr	sehr	ADV	sehr	_	MO	5
5	Unrecht	Unrecht	NN	Unrecht	acc|sg|neut	PD	2
6	,	,	$,	,	_	--	5
7	wenn	wenn	KOUS	wenn	_	CP	13
8	man	man	PIS	man	nom|sg|*	SB	13
9	wegen	wegen	APPR	wegen	_	MO	13
10	einiger	einiger	PIAT	einig	gen|pl|fem	NK	11
11	Undankbaren	Undankbaren	NN	Undankbaren	gen|pl|fem	NK	9
12	muͤde	müde	ADJD	müde	pos	PD	13
13	wird	wird	VAFIN	werden	sg|3|pres|ind	MO	2
14	,	,	$,	,	_	--	13
15	Gutes	Gutes	NA	Gute	acc|sg|neut	OA	17
16	zu	zu	PTKZU	zu	_	PM	17
17	thun	tun	VVINF	tun	_	OC	12
18	;	;	SENT	;	_	--	17

1	aber	aber	ADV	aber	_	JU	4
2	die	die	ART	d	nom|sg|fem	NK	3
3	Erfahrung	Erfahrung	NN	Erfahrung	nom|sg|fem	SB	4
4	lehrt	lehrt	VVFIN	lehren	sg|3|pres|ind	--	0
5	doch	doch	ADV	doch	_	MO	4
6	,	,	$,	,	_	--	5
7	daß	daß	KOUS	daß	_	CP	11
8	es	es	PPER	es	nom|sg|neut|3	SB	11
9	sehr	sehr	ADV	sehr	_	MO	10
10	oft	oft	ADV	oft	_	MO	11
11	geschieht	geschieht	VVFIN	geschehen	sg|3|pres|ind	OC	4
12	.	.	SENT	.	_	--	11

1	Wenige	Wenige	PIAT	weniger	nom|pl|masc	NK	2
2	Menschen	Menschen	NN	Mensch	nom|pl|masc	SB	3
3	besitzen	besitzen	VVFIN	besitzen	pl|3|pres|ind	--	0
4	eine	eine	ART	ein	acc|sg|fem	NK	6
5	solche	solche	PIAT	solch	acc|sg|fem	NK	6
6	Geistesstaͤrke	Geistesstärke	NN	Geistesstärke	acc|sg|fem	OA	3
7	,	,	$,	,	_	--	6
8	daß	daß	KOUS	daß	_	CP	19
9	sie	sie	PPER	Sie	nom|sg|fem|3	SB	19
10	sich	sich	PRF	er|es|sie	acc|pl|3	OA	18
11	uͤber	über	APPR	über	_	OP	18
12	diese	diese	PDAT	dies	acc|sg|fem	NK	13
13	Art	Art	NN	Art	acc|sg|fem	NK	11
14	der	der	ART	d	gen|pl|fem	NK	15
15	Beleidigungen	Beleidigungen	NN	Beleidigung	gen|pl|fem	AG	13
16	und	und	KON	und	_	CD	15
17	Kraͤnkungen	Kränkungen	NN	Kränkung	gen|pl|fem	CJ	16
18	hinaussetzen	hinaussetzen	VVINF	hinaussetzen	_	OC	19
19	koͤnnten	könnten	VMFIN	können	pl|3|past|subj	OC	6
20	.	.	SENT	.	_	--	19

1	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
2	werden	werden	VAFIN	werden	pl|3|pres|ind	--	0
3	sehr	sehr	ADV	sehr	_	MO	4
4	oft	oft	ADV	oft	_	MO	10
5	durch	durch	APPR	durch	_	MO	10
6	Undankbare	Undankbare	NN	Undankbare	acc|pl|*	NK	5
7	verdrossen	verdrossen	ADJD	verdrossen	pl|3|past|ind	MO	15
8	zum	zum	APPRART	zum	dat|sg|neut	MO	10
9	Wohlthun	Wohltun	NN	Wohltun	dat|sg|neut	NK	8
10	gemacht	gemacht	VVPP	gemacht	_	OC	2
11	,	,	$,	,	_	--	10
12	und	und	KON	und	_	CD	2
13	lassen	lassen	VVFIN	lassen	pl|3|pres|ind	CJ	12
14	Andere	Andere	PIS	Andere	nom|pl|*	OA	13
15	entgelten	entgelten	VVINF	entgelten	_	OC	13
16	,	,	$,	,	_	--	15
17	was	was	PWREL	was	nom|sg|neut	OA	19
18	jene	jene	PDS	jen	nom|pl|*	SB	20
19	verschuldet	verschuldet	VVPP	verschulden	_	OC	20
20	haben	haben	VAINF	haben	_	CC	14
21	.	.	SENT	.	_	--	20

1	Das	Das	PDS	d	nom|sg|neut	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	zwar	zwar	ADV	zwar	_	MO	2
4	allemal	allemal	ADV	allemal	_	MO	2
5	suͤndlich	sündlich	ADJD	sündlich	pos	PD	2
6	und	und	KON	und	_	CD	5
7	strafbar	strafbar	ADJD	strafbar	pos	CJ	6
8	.	.	SENT	.	_	--	7

1	Aber	Aber	KON	aber	_	JU	6
2	ein	ein	ART	ein	nom|sg|masc	NK	3
3	Theil	Teil	NN	Teil	nom|sg|masc	SB	6
4	dieser	dieser	PDAT	dies	gen|sg|fem	NK	5
5	Versuͤndigung	Versündigung	NN	Versündigung	gen|sg|fem	AG	3
6	faͤllt	fällt	VVFIN	fallen	sg|3|pres|ind	--	0
7	auch	auch	ADV	auch	_	MO	8
8	auf	auf	APPR	auf	_	MO	6
9	den	den	ART	d	acc|sg|masc	NK	8
10	zuruͤck	zurück	PTKVZ	zurück	_	SVP	6
11	,	,	$,	,	_	--	10
12	welcher	welcher	PRELS	welch	nom|sg|masc	NK	13
13	Schuld	Schuld	ADJD	schuld	acc|sg|fem	OA	15
14	daran	daran	PAV	daran	_	MNR	13
15	hat	hat	VAFIN	haben	sg|3|pres|ind	RC	9
16	,	,	$,	,	_	--	15
17	daß	daß	KOUS	daß	_	CP	27
18	so	so	ADV	so	_	MO	19
19	mancher	mancher	PIAT	manch	gen|pl|masc	NK	20
20	Wuͤrdige	Würdige	NN	Würdige	dat|sg|fem	DA	27
21	die	die	PRELS	d	acc|sg|fem	NK	24
22	ihm	ihm	PPER	er	dat|sg|masc|3	DA	23
23	noͤthige	nötige	ADJA	nötig	acc|sg|fem|pos	NK	24
24	Unterstuͤtzung	Unterstützung	NN	Unterstützung	acc|sg|fem	OA	27
25	nicht	nicht	PTKNEG	nicht	_	NG	27
26	mehr	mehr	ADV	mehr	_	MO	25
27	findet	findet	VVFIN	finden	sg|3|pres|ind	RE	14
28	.	.	SENT	.	_	--	27

1	So	So	ADV	so	_	MO	2
2	kann	kann	VMFIN	können	sg|3|pres|ind	--	0
3	also	also	ADV	also	_	MO	2
4	der	der	ART	d	dat|sg|fem	NK	5
5	Undankbare	Undankbare	NN	Undankbare	dat|sg|fem	DA	9
6	oft	oft	ADV	oft	_	MO	9
7	vielen	vielen	PIAT	viel	dat|pl|masc	NK	8
8	Menschen	Menschen	NN	Mensch	dat|pl|masc	DA	9
9	schaden	schaden	VVINF	schaden	_	OC	2
10	.	.	SENT	.	_	--	9

1	Und	Und	KON	und	_	JU	3
2	diese	diese	PDS	dies	nom|pl|*	SB	3
3	werden	werden	VAFIN	werden	pl|3|pres|ind	--	0
4	gewiß	gewiß	ADJD	gewiß	_	MO	10
5	in	in	APPR	in	_	MO	10
6	der	der	ART	d	dat|sg|fem	NK	7
7	Stille	Stille	NN	Stille	dat|sg|fem	NK	5
8	uͤber	über	APPR	über	_	OP	10
9	ihn	ihn	PPER	er	acc|sg|masc|3	NK	8
10	seufzen	seufzen	VVINF	seufzen	_	OC	3
11	,	,	$,	,	_	--	10
12	wenn	wenn	KOUS	wenn	_	CP	18
13	ihnen	ihnen	PPER	sie	dat|pl|*|3	DA	17
14	sein	sein	PPOSAT	sein	acc|sg|neut	NK	16
15	niedriges	niedriges	ADJA	niedrig	acc|sg|neut|pos	NK	16
16	Betragen	Betragen	NN	Betragen	acc|sg|neut	SB	18
17	bekannt	bekannt	ADJD	bekannt	pos	PD	18
18	wird	wird	VAFIN	werden	sg|3|pres|ind	MO	5
19	.	.	SENT	.	_	--	18

1	Endlich	Endlich	ADV	endlich	_	MO	11
2	aber	aber	ADV	aber	_	MO	11
3	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
4	der	der	ART	d	nom|sg|masc	NK	5
5	Undankbare	Undankbare	NN	Undankbare	nom|sg|masc	SB	3
6	auch	auch	ADV	auch	_	MO	10
7	sich	sich	PRF	er|es|sie	acc|sg|3	DA	11
8	selbst	selbst	PRF	selbst	_	MNR	7
9	am	am	PTKA	am	_	PM	10
10	meisten	meisten	PIAT	meist	*|*|*|sup	MO	11
11	schaden	schaden	NN	Schaden	_	OC	3
12	.	.	SENT	.	_	--	11

1	Denn	Denn	KON	denn	_	JU	3
2	wer	wer	PWS	wer	nom|sg|masc	SB	3
3	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
4	einem	einem	ART	ein	dat|sg|masc	NK	6
5	solchen	solchen	PIAT	solch	dat|sg|masc	NK	6
6	Menschen	Menschen	NN	Mensch	dat|sg|masc	DA	18
7	,	,	$,	,	_	--	6
8	wenn	wenn	KOUS	wenn	_	CP	13
9	seine	seine	PPOSAT	sein	nom|sg|fem	NK	11
10	niedrige	niedrige	ADJA	niedrig	nom|sg|fem|pos	NK	11
11	Denkungsart	Denkungsart	NN	Denkungsart	nom|sg|fem	SB	13
12	bekannt	bekannt	ADJD	bekannt	pos	PD	13
13	wird	wird	VAFIN	werden	sg|3|pres|ind	MNR	6
14	,	,	$,	,	_	--	13
15	noch	noch	ADV	noch	_	MO	16
16	ferner	ferner	ADV	fern	_	MO	18
17	Wohlthaten	Wohltaten	NN	Wohltat	acc|pl|fem	OA	18
18	erzeigen	erzeigen	VVINF	erzeigen	_	OC	3
19	?	?	SENT	?	_	--	18

1	Wird	Wird	VAFIN	werden	sg|3|pres|ind	--	0
2	man	man	PIS	man	nom|sg|*	SB	1
3	ihm	ihm	PPER	er	dat|sg|masc|3	DA	8
4	nicht	nicht	PTKNEG	nicht	_	NG	5
5	vielmehr	vielmehr	ADV	vielmehr	_	MO	8
6	die	die	ART	d	acc|pl|*	NK	7
7	bisherigen	bisherigen	ADJA	bisherig	acc|pl|*|pos	OA	8
8	entziehen	entziehen	VVINF	entziehen	_	OC	1
9	?	?	SENT	?	_	--	8

1	Wird	Wird	VAFIN	werden	sg|3|pres|ind	--	0
2	er	er	PPER	er	nom|sg|masc|3	SB	1
3	wohl	wohl	ADV	wohl	_	MO	7
4	Huͤlfe	Hilfe	NN	Hilfe	acc|sg|fem	OA	7
5	und	und	KON	und	_	CD	4
6	Mitleiden	Mitleiden	NN	Mitleiden	dat|sg|neut	CJ	5
7	finden	finden	VVINF	finden	_	OC	1
8	,	,	$,	,	_	--	7
9	wenn	wenn	KOUS	wenn	_	CP	19
10	er	er	PPER	er	nom|sg|masc|3	SB	19
11	aufs	aufs	PTKA	aufs	acc|sg|neut	MO	13
12	neue	neue	NA	Neue	acc|sg|neut|pos	NK	11
13	in	in	APPR	in	_	MO	19
14	Verlegenheit	Verlegenheit	NN	Verlegenheit	dat|sg|fem	NK	13
15	ind	ind	VVFIN	ind	pos	MO	19
16	in	in	APPR	in	_	CVC	19
17	Huͤlfsbeduͤrftige	Hülfsbedürftige	ADJA	Hülfsbedürftige	acc|sg|fem|pos	NK	18
18	Umstaͤnde	Umstände	NN	Umstand	acc|pl|masc	NK	16
19	geraͤth	gerät	VVFIN	geraten	sg|3|pres|ind	MO	7
20	?	?	SENT	?	_	--	19

1	Wird	Wird	VAFIN	werden	sg|3|pres|ind	--	0
2	man	man	PIS	man	nom|sg|*	SB	1
3	ihn	ihn	PPER	er	acc|sg|masc|3	OA	9
4	nicht	nicht	PTKNEG	nicht	_	NG	9
5	vielmehr	vielmehr	ADV	vielmehr	_	MO	9
6	seinem	seinem	PPOSAT	sein	dat|sg|masc	NK	8
7	traurigen	traurigen	ADJA	traurig	acc|pl|neut|pos	NK	8
8	Schicksale	Schicksale	NN	Schicksal	acc|pl|neut	DA	9
9	uͤberlassen	überlassen	VVPP	überlassen	_	OC	1
10	?	?	SENT	?	_	--	9

1	Und	Und	KON	und	_	JU	2
2	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
3	er	er	PPER	er	nom|sg|masc|3	SB	2
4	es	es	PPER	es	acc|sg|neut|3	OA	6
5	nicht	nicht	PTKNEG	nicht	_	NG	6
6	verdienen	verdienen	VVINF	verdienen	_	OC	2
7	,	,	$,	,	_	--	6
8	daß	daß	KOUS	daß	_	CP	15
9	man	man	PIS	man	nom|sg|*	SB	15
10	ihn	ihn	PPER	er	acc|sg|masc|3	OA	15
11	seinem	seinem	PPOSAT	sein	dat|sg|masc	NK	13
12	ungluͤcklichen	unglücklichen	ADJA	unglücklich	acc|pl|neut|pos	NK	13
13	Schicksale	Schicksale	NN	Schicksal	acc|pl|neut	DA	15
14	ganz	ganz	ADV	ganz	_	MO	15
15	uͤberlaͤßt	überläßt	VVFIN	überlassen	sg|3|pres|ind	RE	4
16	?	?	SENT	?	_	--	15

1	Da	Da	KOUS	da	_	CP	19
2	nun	nun	ADV	nun	_	MO	19
3	der	der	ART	d	dat|sg|fem	NK	4
4	Undank	Undank	NN	Undank	dat|sg|fem	SB	19
5	ein	ein	ART	ein	acc|sg|neut	NK	18
6	so	so	ADV	so	_	MO	7
7	unnatuͤrliches	unnatürliches	ADJD	unnatürliches	acc|sg|neut|pos	NK	18
8	,	,	$,	,	_	--	7
9	schaͤndliches	schändliches	ADJA	schändliches	acc|sg|neut|pos	CJ	7
10	,	,	$,	,	_	--	9
11	Gott	Gott	NE	Gott	dat|sg|masc	CJ	9
12	und	und	KON	und	_	CD	11
13	Menschen	Menschen	NN	Mensch	dat|pl|masc	CJ	12
14	aͤußerst	äußerst	ADV	äußerst	_	MO	15
15	misfaͤlliges	missfälliges	ADJA	missfälliges	acc|sg|neut|pos	NK	18
16	und	und	KON	und	_	CD	15
17	verhaßtes	verhaßtes	ADJA	verhaßtes	nom|sg|neut|pos	CJ	16
18	Laster	Laster	NN	Laster	nom|sg|neut	PD	19
19	ist	ist	VAFIN	sein	sg|3|pres|ind	RE	21
20	,	,	$,	,	_	--	19
21	so	so	ADV	so	_	MO	22
22	sollte	sollte	VMFIN	sollen	sg|3|past|ind	--	0
23	sich	sich	PRF	er|es|sie	acc|sg|3	OA	26
24	doch	doch	ADV	doch	_	MO	26
25	jeder	jeder	PIS	jed	nom|sg|masc	SB	22
26	pruͤfen	prüfen	VVINF	prüfen	_	OC	22
27	,	,	$,	,	_	--	26
28	ob	ob	KOUS	ob	_	CP	40
29	er	er	PPER	er	nom|sg|masc|3	SB	40
30	sich	sich	PRF	er|es|sie	acc|sg|3	OA	39
31	nicht	nicht	PTKNEG	nicht	_	NG	39
32	bisher	bisher	ADV	bisher	_	MO	33
33	desselben	desselben	PDS	derselbe	gen|sg|neut	AG	4
34	auf	auf	APPR	auf	_	MO	39
35	irgend	irgend	ADV	irgend	_	MO	34
36	eine	eine	ART	ein	acc|sg|fem	NK	37
37	Art	Art	NN	Art	acc|sg|fem	NK	34
38	schuldig	schuldig	ADJD	schuldig	pos	MO	39
39	gemacht	gemacht	VVPP	gemacht	_	OC	40
40	habe	habe	VAFIN	haben	sg|3|pres|subj	OC	26
41	,	,	$,	,	_	--	40
42	oder	oder	KON	oder	_	CD	40
43	noch	noch	ADV	noch	_	MO	45
44	schuldig	schuldig	ADJD	schuldig	pos	MO	45
45	mache	mache	VVFIN	machen	sg|3|pres|subj	CJ	42
46	?	?	SENT	?	_	--	45

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	wuͤnsche	wünsche	VVFIN	wünschen	sg|1|pres|ind	--	0
3	,	,	$,	,	_	--	2
4	daß	daß	KOUS	daß	_	CP	11
5	mein	mein	PPOSAT	mein	nom|sg|masc	NK	7
6	heutiger	heutiger	ADJA	heutig	nom|sg|masc|pos	NK	7
7	Vortrag	Vortrag	NN	Vortrag	nom|sg|masc	SB	11
8	etwas	etwas	ADV	etwas	*|*|neut	OA	10
9	dazu	dazu	PAV	dazu	_	OP	10
10	beytragen	beitragen	VVINF	beitragen	_	OC	11
11	moͤge	möge	VMFIN	mögen	sg|3|pres|subj	OC	2
12	,	,	$,	,	_	--	11
13	manche	manche	PIAT	manch	acc|pl|masc|pos	NK	14
14	Leichtsinnige	Leichtsinnige	NN	Leichtsinnige	acc|pl|masc	OA	21
15	auf	auf	APPR	auf	_	MO	19
16	ihr	ihr	PPOSAT	ihr	acc|sg|neut	NK	18
17	bisheriges	bisheriges	ADJA	bisherig	acc|sg|neut|pos	NK	18
18	Verhalten	Verhalten	NN	verhalten	acc|sg|neut	NK	15
19	aufmerksam	aufmerksam	ADJD	aufmerksam	pos	MO	21
20	zu	zu	PTKZU	zu	_	PM	21
21	machen	machen	VVINF	machen	_	RE	9
22	,	,	$,	,	_	--	21
23	sie	sie	PPER	Sie	acc|pl|fem|3	OA	26
24	dahin	dahin	PAV	dahin	_	MO	26
25	zu	zu	PTKZU	zu	_	PM	26
26	bringen	bringen	VVINF	bringen	_	CJ	21
27	,	,	$,	,	_	--	26
28	daß	daß	KOUS	daß	_	CP	43
29	sie	sie	PPER	Sie	nom|pl|*|3	SB	43
30	uͤberlegen	überlegen	ADJD	überlegen	pos	MO	43
31	und	und	KON	und	_	CD	30
32	einsehen	einsehen	VVINF	einsehen	pos	CJ	31
33	,	,	$,	,	_	--	32
34	was	was	PWREL	was	acc|sg|neut	OA	40
35	sie	sie	PPER	Sie	nom|pl|*|3	SB	43
36	vielleicht	vielleicht	ADV	vielleicht	_	MO	40
37	bisher	bisher	ADV	bisher	_	MO	40
38	nicht	nicht	PTKNEG	nicht	_	NG	39
39	genug	genug	ADV	genug	_	MO	40
40	uͤberlegt	überlegt	VVPP	überlegen	_	OC	43
41	und	und	KON	und	_	CD	40
42	eingesehen	eingesehen	VVPP	eingesehen	_	CJ	41
43	haben	haben	VAFIN	haben	pl|3|pres|ind	RE	24
44	,	,	$,	,	_	--	43
45	und	und	KON	und	_	CD	26
46	sich	sich	PRF	er|es|sie	acc|pl|3	OA	65
47	durch	durch	APPR	durch	_	MO	65
48	christliche	christliche	ADJA	christlich	acc|pl|fem|pos	NK	49
49	Ueberlegungen	Überlegungen	NN	Überlegung	acc|pl|fem	NK	47
50	,	,	$,	,	_	--	49
51	und	und	KON	und	_	CD	47
52	durch	durch	APPR	durch	_	CJ	51
53	oftmalige	oftmalige	ADJA	oftmalige	*|sg|fem|pos	NK	54
54	Erinnerung	Erinnerung	NN	Erinnerung	*|sg|fem	NK	52
55	an	an	APPR	an	_	OP	54
56	ihre	ihre	PPOSAT	ihr	acc|pl|fem	NK	57
57	Pflichten	Pflichten	NN	Pflicht	acc|pl|fem	NK	55
58	vor	vor	APPR	vor	_	MO	65
59	diesem	diesem	PDAT	dies	dat|sg|masc	NK	64
60	schaͤdlichen	schädlichen	ADJA	schädlich	dat|sg|neut|pos	NK	64
61	und	und	KON	und	_	CD	60
62	hoͤchst	höchst	ADV	höchst	_	MO	63
63	strafbaren	strafbaren	ADJA	strafbar	nom|pl|masc|pos	CJ	61
64	Laster	Laster	NN	Laster	nom|pl|masc	NK	58
65	verwahren	verwahren	VVINF	verwahren	pl|3|pres|ind	CJ	45
66	.	.	SENT	.	_	--	65

1	Ehe	Ehe	KOUS	ehe	_	CP	7
2	ich	ich	PPER	ich	nom|sg|*|1	SB	7
3	aber	aber	ADV	aber	_	MO	7
4	meinen	meinen	PPOSAT	mein	acc|sg|masc	NK	6
5	heutigen	heutigen	ADJA	heutig	acc|sg|masc|pos	NK	6
6	Vortrag	Vortrag	NN	Vortrag	acc|sg|masc	OA	7
7	beschließe	beschließe	VVFIN	beschließe	sg|3|pres|subj	MO	9
8	,	,	$,	,	_	--	7
9	muß	muß	VMFIN	müssen	sg|1|pres|ind	--	0
10	ich	ich	PPER	ich	nom|sg|*|1	SB	9
11	wegen	wegen	APPR	wegen	_	MO	21
12	der	der	ART	d	*|sg|fem	NK	14
13	gegenwaͤrtigen	gegenwärtigen	ADJA	gegenwärtig	*|sg|fem|pos	NK	14
14	Umstaͤnde	Umstände	NN	Umstand	*|sg|fem	NK	11
15	noch	noch	ADV	noch	_	MO	21
16	eine	eine	ART	ein	acc|sg|fem	NK	18
17	besondere	besondere	ADJA	besonder	acc|sg|fem|pos	NK	18
18	Warnung	Warnung	NN	Warnung	acc|sg|fem	OA	21
19	und	und	KON	und	_	CD	18
20	Bitte	Bitte	NN	Bitte	acc|sg|fem	CJ	19
21	beyfuͤgen	beifügen	VVINF	beifügen	_	OC	9
22	.	.	SENT	.	_	--	21

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	naͤmlich	nämlich	ADV	nämlich	_	MO	2
4	jedermann	jedermann	PIS	jedermann	*|*|*	MO	5
5	bekannt	bekannt	ADJD	bekannt	pos	PD	2
6	,	,	$,	,	_	--	5
7	welche	welche	PRELS	welch	nom|pl|fem	NK	9
8	traurige	traurige	ADJA	traurig	nom|pl|fem|pos	NK	9
9	Unruhen	Unruhen	NN	Unruhe	nom|pl|fem	SB	31
10	und	und	KON	und	_	CD	9
11	Bewegungen	Bewegungen	NN	Bewegung	nom|pl|fem	CJ	10
12	in	in	APPR	in	_	MNR	9
13	verschiedenen	verschiedenen	ADJA	verschieden	dat|pl|fem|pos	NK	14
14	Gegenden	Gegenden	NN	Gegend	dat|pl|fem	NK	12
15	unsers	unseres	PPOSAT	unser	gen|sg|masc	NK	17
16	geliebten	geliebten	ADJA	geliebt	gen|sg|masc|pos	NK	17
17	Vaterlandes	Vaterlandes	NN	Vaterland	gen|sg|masc	AG	14
18	,	,	$,	,	_	--	17
19	und	und	KON	und	_	CD	2
20	auch	auch	ADV	auch	_	MO	21
21	in	in	APPR	in	_	MO	30
22	der	der	ART	d	dat|sg|fem	NK	23
23	Naͤhe	Nähe	NN	Nähe	dat|sg|fem	NK	21
24	um	um	APPR	um	_	MO	30
25	uns	uns	PPER	wir	dat|pl|*|1	NK	24
26	herum	herum	PTKVZ	herum	_	AC	24
27	seit	seit	APPR	seit	_	MO	30
28	einiger	einiger	PIAT	einig	dat|sg|fem	NK	29
29	Zeit	Zeit	NN	Zeit	dat|sg|fem	NK	27
30	entstanden	entstanden	VVPP	entstehen	_	OC	31
31	sind	sind	VAFIN	sein	pl|3|pres|ind	CJ	19
32	;	;	SENT	;	_	--	31

1	-	-	$.	-	_	--	3
2	-	-	$.	-	_	--	1
3	Bewegungen	Bewegungen	NN	Bewegung	nom|pl|fem	--	0
4	,	,	$,	,	_	--	3
5	welche	welche	PRELS	welch	nom|pl|fem	SB	21
6	jeden	jeden	PIAT	jed	acc|sg|masc	NK	10
7	gutgesinnten	gutgesinnten	ADJA	gutgesinnten	acc|sg|masc|pos	NK	10
8	und	und	KON	und	_	CD	7
9	rechtschaffenen	rechtschaffenen	ADJA	rechtschaffen	dat|pl|masc|pos	CJ	8
10	Unterthanen	Untertanen	NN	Untertan	dat|pl|masc	OA	20
11	um	um	APPR	um	_	MO	19
12	die	die	ART	d	acc|sg|fem	NK	16
13	so	so	ADV	so	_	MO	14
14	kostbare	kostbare	ADJA	kostbar	acc|sg|fem|pos	NK	16
15	oͤffentliche	öffentliche	ADJA	öffentlich	acc|sg|fem|pos	NK	16
16	Ruhe	Ruhe	TRUNC	Ruhe-	acc|sg|fem	NK	11
17	und	und	KON	und	_	CD	16
18	Sicherheit	Sicherheit	NN	Sicherheit	acc|sg|fem	CJ	17
19	besorgt	besorgt	ADJD	besorgt	pos	MO	20
20	machen	machen	VVINF	machen	_	OC	21
21	muͤssen	müssen	VMFIN	müssen	_	RC	3
22	.	.	SENT	.	_	--	21

1	Manche	Manche	PIAT	manch	nom|pl|fem	NK	2
2	Unterthanen	Untertanen	NN	Untertan	nom|pl|fem	SB	3
3	haben	haben	VAFIN	haben	pl|3|pres|ind	--	0
4	sich	sich	PRF	er|es|sie	acc|pl|3	OA	10
5	gegen	gegen	APPR	gegen	_	MO	10
6	ihre	ihre	PPOSAT	ihr	acc|pl|fem	NK	8
7	rechtmaͤßigen	rechtmäßigen	ADJA	rechtmäßig	acc|pl|fem|pos	NK	8
8	Gerichtsobrigkeiten	Gerichtsobrigkeiten	NN	Gerichtsobrigkeiten	acc|pl|fem	NK	5
9	Schritte	Schritte	NN	Schritt	acc|pl|masc	SB	3
10	erlaubt	erlaubt	VVPP	erlauben	_	OC	3
11	,	,	$,	,	_	--	10
12	die	die	PRELS	d	nom|pl|masc	SB	27
13	jeder	jeder	PIS	jed	nom|sg|masc	NK	17
14	verstaͤndige	verständige	VVFIN	verständigen	nom|sg|masc|pos	NK	17
15	und	und	KON	und	_	CD	14
16	rechtschaffene	rechtschaffene	ADJA	rechtschaffen	nom|sg|masc|pos	CJ	15
17	Christ	Christ	NN	Christ	nom|sg|masc	SB	27
18	nicht	nicht	PTKNEG	nicht	_	NG	19
19	nur	nur	ADV	nur	_	MO	20
