

1	Angestellter	Angestellter	NN	angestellter	gen|pl|fem|pos	NK	2
3	grossen	großen	ADJA	groß	dat|sg|masc|pos	NK	4
4	Koͤrper	Körper	NN	Körper	dat|sg|masc	NK	1
5	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
6	die	die	ART	d	nom|sg|fem	NK	7
7	Schwehre	schwere	NN	Schwere	nom|sg|fem|pos	PD	5
8	nicht	nicht	PTKNEG	nicht	_	NG	5
9	groͤsser	größer	ADJD	groß	comp	PD	5
10	als	als	KOKOM	als	_	CM	11
11	in	in	APPR	in	_	CC	9
12	einem	einem	ART	ein	dat|sg|neut	NK	13
13	kleinen	kleinen	ADJA	klein	dat|sg|neut|pos	NK	11
14	;	;	SENT	;	_	--	13

1	mit	mit	APPR	mit	_	MO	5
2	dem	dem	ART	d	dat|sg|neut	NK	3
3	Gewicht	Gewicht	NN	Gewicht	dat|sg|neut	NK	1
4	aber	aber	ADV	aber	_	MO	1
5	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
6	es	es	PPER	es	nom|sg|neut|3	SB	5
7	ganz	ganz	ADV	ganz	_	MO	8
8	anderst	anders	ADV	ander	_	MO	5
9	;	;	SENT	;	_	--	8

1	es	es	PPER	es	nom|sg|neut|3	SB	2
2	haͤnget	hänget	VVFIN	hängen	sg|3|pres|ind	--	0
3	nicht	nicht	PTKNEG	nicht	_	NG	4
4	nur	nur	ADV	nur	_	MO	5
5	von	von	APPR	von	_	MO	2
6	der	der	ART	d	dat|sg|fem	NK	7
7	Schwehre	schwere	NN	Schwere	dat|sg|fem	NK	5
8	ab	ab	PTKVZ	ab	_	SVP	2
9	,	,	$,	,	_	--	8
10	sondern	sondern	KON	sondern	_	CD	5
11	noch	noch	ADV	noch	_	MO	12
12	von	von	APPR	von	_	CJ	10
13	dem	dem	ART	d	dat|sg|masc	NK	14
14	Klumpen	Klumpen	NN	Klumpen	dat|sg|masc	NK	12
15	der	der	ART	d	gen|pl|masc	NK	16
16	Koͤrper	Körper	NN	Körper	gen|pl|masc	AG	14
17	.	.	SENT	.	_	--	16

1	Das	Das	ART	d	nom|sg|neut	NK	2
2	Gewicht	Gewicht	NN	Gewicht	nom|sg|neut	SB	5
3	eines	eines	ART	ein	gen|sg|masc	NK	4
4	Koͤrpers	Körpers	NN	Körper	gen|sg|masc	AG	2
5	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
6	um	um	APPR	um	_	AVC	7
7	so	so	ADV	so	_	MO	9
8	viel	viel	ADV	viel	_	MO	9
9	groͤsser	größer	ADJD	groß	comp	PD	5
10	,	,	$,	,	_	--	9
11	als	als	KOKOM	als	_	CM	15
12	der	der	ART	d	nom|sg|masc	NK	13
13	Koͤrper	Körper	NN	Körper	nom|sg|masc	SB	15
14	groͤsser	größer	ADJD	groß	comp	PD	15
15	ist	ist	VAFIN	sein	sg|3|pres|ind	CC	7
16	;	;	SENT	;	_	--	15

1	es	es	PPER	es	nom|sg|neut|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	das	das	ART	d	nom|sg|neut	NK	4
4	Product	Produkt	NN	Produkt	nom|sg|neut	PD	2
5	der	der	ART	d	gen|pl|neut	NK	6
6	Schwehre	schwere	NN	Schwere	gen|pl|neut	AG	4
7	durch	durch	APPR	durch	_	MNR	4
8	den	den	ART	d	acc|sg|masc	NK	9
9	Klumpen	Klumpen	NN	Klumpen	acc|sg|masc	NK	7
10	.	.	SENT	.	_	--	9

1	Ist	Ist	VAFIN	sein	sg|3|pres|ind	--	0
2	aber	aber	ADV	aber	_	MO	1
3	wohl	wohl	ADV	wohl	_	MO	1
4	die	die	ART	d	nom|sg|fem	NK	5
5	Schwehre	schwere	NN	Schwere	nom|pl|*	PD	1
6	eben	eben	ADV	eben	_	MO	7
7	dieselbe	dieselbe	PDS	derselbe	acc|sg|fem	NK	8
8	uͤber	über	APPR	über	_	MNR	5
9	die	die	ART	d	acc|sg|fem	NK	11
10	ganze	ganze	ADJA	ganz	acc|sg|fem|pos	NK	11
11	Erde	Erde	NN	Erde	acc|sg|fem	NK	8
12	?	?	SENT	?	_	--	11

1	macht	macht	VVFIN	machen	sg|3|pres|ind	--	0
2	sie	sie	PPER	Sie	acc|*|*|3	OA	1
3	wohl	wohl	ADV	wohl	_	MO	1
4	,	,	$,	,	_	--	3
5	die	die	ART	d	acc|pl|masc	NK	6
6	Koͤrper	Körper	NN	Körper	acc|pl|masc	OA	17
7	an	an	APPR	an	_	MO	17
8	allen	allen	PIAT	all	dat|pl|masc	NK	9
9	Orten	Orten	NN	Ort	dat|pl|masc	NK	7
10	von	von	APPR	von	_	MO	17
11	gleicher	gleicher	ADJA	gleich	dat|sg|fem|pos	NK	12
12	Hoͤhe	Höhe	NN	Höhe	dat|sg|fem	NK	10
13	in	in	APPR	in	_	MNR	12
14	gleicher	gleicher	ADJA	gleich	dat|sg|fem|pos	NK	15
15	Zeit	Zeit	NN	Zeit	dat|sg|fem	NK	13
16	herunter	herunter	PTKVZ	herunter	_	AC	10
17	fallen	fallen	VVINF	fallen	_	OC	1
18	?	?	SENT	?	_	--	17

1	Man	Man	PIS	man	nom|sg|*	SB	2
2	siehet	sieht	VVFIN	sehen	sg|3|pres|ind	--	0
3	wenn	wenn	KOUS	wenn	_	CP	9
4	man	man	PIS	man	nom|sg|*	SB	9
5	nur	nur	ADV	nur	_	MO	9
6	ein	ein	ART	ein	*|*|*	NK	7
7	wenig	wenig	PIAT	wenig	*|*|*	NK	8
8	Achtung	Achtung	NN	Achtung	acc|sg|fem	OA	9
9	gibt	gibt	VVFIN	geben	sg|3|pres|ind	MO	2
10	,	,	$,	,	_	--	9
11	daß	daß	KOUS	daß	_	CP	21
12	das	das	ART	d	nom|sg|neut	NK	13
13	Mittel	Mittel	NN	Mittel	nom|sg|neut	SB	21
14	,	,	$,	,	_	--	13
15	sich	sich	PRF	er|es|sie	acc|sg|3	DA	18
16	dessen	dessen	PDS	d	gen|sg|neut	OA	18
17	zu	zu	PTKZU	zu	_	PM	18
18	versichern	versichern	VVINF	versichern	_	OC	13
19	,	,	$,	,	_	--	18
20	nicht	nicht	PTKNEG	nicht	_	NG	21
21	ist	ist	VAFIN	sein	sg|3|pres|ind	OC	8
22	,	,	$,	,	_	--	21
23	durch	durch	APPR	durch	_	MO	35
24	das	das	ART	d	acc|sg|neut	NK	25
25	Gewicht	Gewicht	NN	Gewicht	acc|sg|neut	NK	23
26	des	des	ART	d	gen|sg|masc	NK	32
27	nehmlichen	nämlichen	ADJA	nämlich	gen|sg|masc|pos	NK	32
28	an	an	APPR	an	_	MO	31
29	zweyen	zweien	CARD	zwei	dat|pl|masc|pos	NK	30
30	Orten	Orten	NN	Ort	dat|pl|masc	NK	28
31	abgewogenen	abgewogenen	ADJA	abgewogenen	gen|sg|masc|pos	NK	32
32	Koͤrpers	Körpers	NN	Körper	gen|sg|masc	AG	25
33	davon	davon	PAV	davon	_	OP	35
34	zu	zu	PTKZU	zu	_	PM	35
35	urtheilen	urteilen	VVINF	urteilen	_	RE	16
36	.	.	SENT	.	_	--	35

1	Wenn	Wenn	KOUS	wenn	_	CP	17
2	die	die	ART	d	nom|sg|fem	NK	3
3	Schwehre	schwere	NN	Schwere	nom|sg|fem|pos	SB	17
4	an	an	APPR	an	_	MNR	3
5	dem	dem	ART	d	dat|sg|masc	NK	6
6	Ort	Ort	NN	Ort	dat|sg|masc	NK	4
7	,	,	$,	,	_	--	6
8	wo	wo	PWAVREL	wo	_	MO	12
9	man	man	PIS	man	nom|sg|*	SB	12
10	den	den	ART	d	acc|sg|masc	NK	11
11	Koͤrper	Körper	NN	Körper	acc|sg|masc	OA	12
12	hintraͤgt	hinträgt	VVFIN	hinträgt	sg|3|pres|ind	RC	6
13	,	,	$,	,	_	--	12
14	groͤsser	größer	ADJD	groß	comp	PD	17
15	oder	oder	KON	oder	_	CD	14
16	kleiner	kleiner	ADJD	klein	comp	CJ	15
17	ist	ist	VAFIN	sein	sg|3|pres|ind	RE	19
18	,	,	$,	,	_	--	17
19	so	so	ADV	so	_	MO	37
20	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	--	0
21	sie	sie	PPER	Sie	nom|sg|fem|3	SB	20
22	ja	ja	ADV	ja	_	MO	37
23	auf	auf	APPR	auf	_	OP	37
24	die	die	ART	d	acc|pl|masc	NK	26
25	andern	anderen	ADJA	ander	acc|pl|masc|pos	NK	26
26	Koͤrper	Körper	NN	Körper	acc|pl|masc	NK	23
27	,	,	$,	,	_	--	26
28	gegen	gegen	APPR	gegen	_	MO	32
29	welche	welche	PRELS	welch	acc|pl|masc	NK	28
30	der	der	ART	d	nom|sg|masc	NK	31
31	Koͤrper	Körper	NN	Körper	nom|sg|masc	SB	33
32	gewogen	gewogen	VVPP	wiegen	_	OC	33
33	wird	wird	VAFIN	werden	sg|3|pres|ind	RC	26
34	,	,	$,	,	_	--	33
35	eben	eben	ADV	eben	_	MO	37
36	so	so	ADV	so	_	MO	37
37	wuͤrken	wirken	VVINF	wirken	_	OC	20
38	,	,	$,	,	_	--	37
39	als	als	KOKOM	als	_	CM	40
40	auf	auf	APPR	auf	_	CC	36
41	diesen	diesen	PDAT	dies	acc|sg|masc	NK	42
42	Koͤrper	Körper	NN	Körper	acc|sg|masc	NK	40
43	selbst	selbst	PRF	selbst	_	MNR	42
44	;	;	SENT	;	_	--	43

1	und	und	KON	und	_	JU	12
2	der	der	ART	d	nom|sg|masc	NK	3
3	Koͤrper	Körper	NN	Körper	nom|sg|masc	SB	12
4	,	,	$,	,	_	--	3
5	der	der	PRELS	d	nom|sg|masc	SB	10
6	zu	zu	APPR	zu	_	MO	10
7	Pariß	Paris	NE	Paris	dat|sg|neut	NK	6
8	ein	ein	ART	ein	acc|sg|neut	NK	9
9	Pfund	Pfund	NN	Pfund	acc|sg|neut	OA	10
10	wieget	wieget	VVFIN	wieget	sg|3|pres|ind	RC	3
11	,	,	$,	,	_	--	10
12	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
13	an	an	APPR	an	_	MO	20
14	allen	allen	PIAT	all	dat|pl|masc	NK	15
15	Orten	Orten	NN	Ort	dat|pl|masc	NK	13
16	ein	ein	ART	ein	acc|sg|neut	NK	17
17	Pfund	Pfund	NN	Pfund	acc|sg|neut	OA	19
18	zu	zu	PTKZU	zu	_	PM	19
19	wiegen	wiegen	VVFIN	wiegen	_	OC	20
20	scheinen	scheinen	VVINF	scheinen	pl|3|pres|ind	OC	12
21	.	.	SENT	.	_	--	20

1	Ein	Ein	ART	ein	nom|sg|neut	NK	2
2	Pendel	Pendel	NN	Pendel	nom|sg|neut	--	0
3	aber	aber	ADV	aber	_	MO	2
4	,	,	$,	,	_	--	3
5	das	das	PRELS	d	nom|sg|neut	SB	9
6	frey	frei	ADJD	frei	pos	MO	9
7	und	und	KON	und	_	CD	6
8	ungehindert	ungehindert	ADJD	ungehindert	pos	CJ	7
9	schwenket	schwenket	VVFIN	schwenket	sg|3|pres|ind	RC	2
10	,	,	$,	,	_	--	9
11	es	es	PPER	es	nom|sg|neut|3	SB	12
12	sey	sei	VAFIN	sein	sg|3|pres|subj	OC	9
13	an	an	APPR	an	_	MO	20
14	einem	einem	ART	ein	dat|sg|masc	NK	15
15	Faden	Faden	NN	Faden	dat|sg|masc	NK	13
16	oder	oder	KON	oder	_	CD	15
17	einer	einer	ART	ein	dat|sg|fem	NK	19
18	unbiegbaren	unbiegbaren	ADJA	unbiegbaren	dat|sg|fem|pos	NK	19
19	Ruthe	Rute	NN	Rute	dat|sg|fem	CJ	16
20	angebunden	angebunden	VVPP	anbinden	_	OC	12
21	,	,	$,	,	_	--	20
22	schwenket	schwenket	VVFIN	schwenket	pos	MO	23
23	mit	mit	APPR	mit	_	MO	20
24	einer	einer	ART	ein	dat|sg|fem	NK	26
25	gewissen	gewissen	ADJA	gewiß	dat|sg|fem|pos	NK	26
26	Geschwindigkeit	Geschwindigkeit	NN	Geschwindigkeit	dat|sg|fem	NK	23
27	,	,	$,	,	_	--	26
28	welche	welche	PRELS	welch	nom|pl|fem	SB	40
29	von	von	APPR	von	_	MO	40
30	der	der	ART	d	dat|sg|fem	NK	31
31	Laͤnge	Länge	NN	Länge	dat|sg|fem	NK	29
32	des	des	ART	d	gen|sg|masc	NK	33
33	Pendels	Pendels	NN	Pendels	gen|sg|masc	AG	31
34	,	,	$,	,	_	--	33
35	und	und	KON	und	_	CD	31
36	der	der	ART	d	nom|sg|masc	NK	37
37	Kraft	Kraft	NN	Kraft	dat|sg|fem	CJ	35
38	der	der	ART	d	gen|sg|fem	NK	39
39	Schwehre	schwere	NN	Schwere	nom|sg|masc|pos	AG	37
40	abhanget	abhanget	VVFIN	abhanget	_	RC	26
41	.	.	SENT	.	_	--	40

1	Wenn	Wenn	KOUS	wenn	_	CP	7
2	man	man	PIS	man	nom|sg|*	SB	7
3	nun	nun	ADV	nun	_	MO	7
4	ein	ein	ART	ein	acc|sg|neut	NK	6
5	solches	solches	PIAT	solch	acc|sg|neut	NK	6
6	Pendel	Pendel	NN	Pendel	acc|sg|neut	OA	7
7	probiret	probieret	VVPP	probieren	pos	RE	19
8	,	,	$,	,	_	--	7
9	demselbigen	demselbigen	PIS	derselbige	pl|3|pres|ind	AG	16
10	genau	genau	ADJD	genau	pos	MO	11
11	in	in	APPR	in	_	CJ	16
12	verschiedenen	verschiedenen	ADJA	verschieden	dat|pl|neut|pos	NK	13
13	Laͤndern	Ländern	NN	Land	dat|pl|neut	NK	11
14	die	die	ART	d	acc|sg|fem	NK	16
15	gleiche	gleiche	ADJA	gleich	acc|sg|fem|pos	NK	16
16	Laͤnge	Länge	NN	Länge	acc|sg|fem	OA	17
17	erhaltend	erhaltend	ADJD	erhaltend	pos	CJ	7
18	,	,	$,	,	_	--	17
19	so	so	ADV	so	_	MO	20
20	kann	kann	VMFIN	können	sg|3|pres|ind	--	0
21	in	in	APPR	in	_	MO	20
22	der	der	ART	d	dat|sg|fem	NK	23
23	Geschwindigkeit	Geschwindigkeit	NN	Geschwindigkeit	dat|sg|fem	NK	21
24	der	der	ART	d	gen|pl|fem	NK	25
25	Schwenkungen	Schwenkungen	NN	Schwenkungen	gen|pl|fem	AG	23
26	,	,	$,	,	_	--	25
27	kein	kein	PIAT	kein	nom|sg|neut	NK	28
28	Unterschied	Unterschied	NN	Unterschied	nom|sg|masc	SB	20
29	mehr	mehr	ADV	mehr	_	MO	28
30	entstehen	entstehen	VVINF	entstehen	_	OC	20
31	,	,	$,	,	_	--	30
32	als	als	KOKOM	als	_	CM	33
33	durch	durch	APPR	durch	_	CC	29
34	die	die	ART	d	acc|sg|fem	NK	35
35	Schwehre	schwere	NN	Schwere	acc|sg|fem|pos	NK	33
36	:	:	SENT	:	_	--	35

1	Dann	Dann	ADV	dann	_	MO	3
2	der	der	ART	d	nom|sg|masc	NK	3
3	Unterscheid	Unterscheid	NN	Unterschied	nom|sg|masc	SB	17
4	,	,	$,	,	_	--	3
5	der	der	PRELS	d	nom|sg|masc	SB	15
6	sich	sich	PRF	er|es|sie	acc|sg|3	OA	14
7	in	in	APPR	in	_	MO	14
8	der	der	ART	d	dat|sg|fem	NK	9
9	Dichte	Dichte	NN	Dichte	dat|sg|fem	NK	7
10	und	und	KON	und	_	CD	9
11	Ausdehnungs-Kraft	Ausdehnungs-Kraft	NN	Ausdehnungs-Kraft	dat|sg|fem	CJ	10
12	der	der	ART	d	gen|sg|fem	NK	13
13	Luft	Luft	NN	Luft	gen|sg|fem	AG	9
14	befinden	befinden	VVINF	befinden	_	OC	15
15	kann	kann	VMFIN	können	sg|3|pres|ind	RC	3
16	,	,	$,	,	_	--	15
17	thut	tut	VVFIN	tun	sg|3|pres|ind	--	0
18	hier	hier	ADV	hier	_	MO	17
19	keine	keine	PIAT	kein	acc|sg|fem	NK	21
20	merkliche	merkliche	ADJA	merklich	acc|sg|fem|pos	NK	21
21	Wuͤrkung	Wirkung	NN	Wirkung	acc|sg|fem	OA	17
22	;	;	SENT	;	_	--	21

1	vornehmlich	vornehmlich	ADJD	fürnehmlich	pos	MO	18
2	wenn	wenn	KOUS	wenn	_	CP	15
3	die	die	ART	d	nom|pl|masc	NK	4
4	Temperature	Temperature	NN	Temperature	nom|pl|masc	SB	15
5	der	der	ART	d	gen|sg|fem	NK	6
6	Luft	Luft	NN	Luft	gen|sg|fem	AG	4
7	in	in	APPR	in	_	MNR	6
8	den	den	ART	d	dat|pl|neut	NK	9
9	Laͤndern	Ländern	NN	Land	dat|pl|neut	NK	7
10	,	,	$,	,	_	--	9
11	wo	wo	PWAVREL	wo	_	MO	14
12	die	die	ART	d	nom|pl|fem	NK	13
13	Erfahrungen	Erfahrungen	NN	Erfahrung	nom|pl|fem	SB	18
14	gemacht	gemacht	VVPP	gemacht	_	OC	15
15	werden	werden	VAINF	werden	_	CJ	18
16	,	,	$,	,	_	--	15
17	gleich	gleich	ADV	gleich	_	PD	18
18	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
19	,	,	$,	,	_	--	18
20	wie	wie	KOUS	wie	_	MO	30
21	man	man	PIS	man	nom|sg|*	SB	30
22	denn	denn	KON	denn	_	MO	30
23	solches	solches	PIS	solch	acc|sg|neut	OA	29
24	durch	durch	APPR	durch	_	MO	29
25	das	das	ART	d	acc|sg|neut	NK	26
26	Thermometer	Thermometer	NN	Thermometer	acc|sg|neut	NK	24
27	zimmlich	ziemlich	ADV	ziemlich	_	MO	28
28	genau	genau	ADJD	genau	pos	MO	29
29	erkennen	erkennen	VVINF	erkennen	_	OC	30
30	kann	kann	VMFIN	können	sg|3|pres|ind	SB	18
31	.	.	SENT	.	_	--	30

1	Wenn	Wenn	KOUS	wenn	_	CP	15
2	die	die	ART	d	nom|sg|fem	NK	3
3	Schwehre	schwere	NN	Schwere	nom|sg|fem|pos	SB	15
4	in	in	APPR	in	_	MNR	3
5	dem	dem	ART	d	dat|sg|neut	NK	6
6	Lande	Lande	NN	Land	dat|sg|neut	NK	4
7	,	,	$,	,	_	--	6
8	wohin	wohin	PWAVREL	wohin	_	MO	12
9	man	man	PIS	man	nom|sg|*	SB	12
10	das	das	ART	d	acc|sg|neut	NK	11
11	Pendel	Pendel	NN	Pendel	acc|sg|neut	OA	12
12	gebracht	gebracht	VVPP	bringen	_	PD	15
13	,	,	$,	,	_	--	12
14	groͤsser	größer	ADJD	groß	comp	CJ	12
15	ist	ist	VAFIN	sein	sg|3|pres|ind	RE	17
16	,	,	$,	,	_	--	15
17	so	so	ADV	so	_	MO	23
18	werden	werden	VAFIN	werden	pl|3|pres|ind	--	0
19	auch	auch	ADV	auch	_	MO	21
20	seine	seine	PPOSAT	sein	nom|pl|fem	NK	21
21	Schwenkungen	Schwenkungen	NN	Schwenkungen	nom|pl|fem	SB	18
22	geschwinder	geschwinder	ADJD	geschwind	_	MO	23
23	seyn	sein	VAINF	sein	_	OC	18
24	;	;	SENT	;	_	--	23

1	ist	ist	VAFIN	sein	sg|3|pres|ind	RE	7
2	aber	aber	ADV	aber	_	MO	1
3	die	die	ART	d	nom|sg|fem	NK	4
4	Schwehre	schwere	ADJA	schwer	acc|pl|neut	SB	1
5	geringer	geringer	ADJA	gering	comp	PD	1
6	,	,	$,	,	_	--	5
7	so	so	ADV	so	_	MO	11
8	werden	werden	VAFIN	werden	pl|3|pres|ind	--	0
9	sie	sie	PPER	Sie	nom|pl|*|3	SB	8
10	auch	auch	ADV	auch	_	MO	11
11	langsamer	langsamer	ADJD	langsam	comp	MO	12
12	geschehen	geschehen	VVINF	geschehen	_	OC	8
13	.	.	SENT	.	_	--	12

1	Diese	Diese	PDAT	dies	nom|sg|fem	NK	3
2	letztere	letztere	ADJA	letzter	nom|sg|fem|pos	NK	3
3	Erscheinung	Erscheinung	NN	Erscheinung	nom|sg|fem	SB	4
4	ward	wurde	VAFIN	werden	sg|3|past|ind	--	0
5	zuerst	zuerst	ADV	zuerst	_	MO	11
6	zu	zu	APPR	zu	_	MO	11
7	Cayenna	Cayenna	NE	Cayenna	dat|sg|neut	NK	6
8	durch	durch	APPR	durch	_	MNR	7
9	Hrn.	Hrn.	NN	Herr	nom|sg|masc	PNC	10
10	Richer	Richer	NN	Richer	dat|sg|masc	NK	8
11	beobachtet	beobachtet	VVPP	beobachten	_	OC	4
12	;	;	SENT	;	_	--	11

1	welches	welches	PRELS	welch	nom|sg|neut	SB	10
2	eine	eine	ART	ein	nom|sg|fem	PD	10
3	von	von	APPR	von	_	PG	2
4	den	den	ART	d	dat|pl|masc	NK	6
5	schoͤnsten	schönsten	ADJA	schön	dat|pl|masc|sup	NK	6
6	Entdeckungen	Entdeckungen	NN	Entdeckung	dat|pl|fem	NK	3
7	der	der	ART	d	gen|sg|fem	NK	9
8	heutigen	heutigen	ADJA	heutig	gen|sg|fem|pos	NK	9
9	Physik	Physik	NN	Physik	gen|sg|fem	AG	6
10	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
11	.	.	SENT	.	_	--	10

1	Die	Die	ART	d	nom|sg|fem	NK	2
2	Schwehre	schwere	NN	Schwere	sg|3|pres|subj	SB	3
3	ward	wurde	VAFIN	werden	sg|3|past|ind	--	0
4	zu	zu	APPR	zu	_	MO	7
5	Cayenna	Cayenna	NN	Cayenna	dat|sg|neut	NK	4
6	geringer	geringer	ADJD	gering	comp	MO	7
7	befunden	befunden	VVPP	befinden	_	OC	3
8	als	als	KON	als	_	CM	9
9	zu	zu	APPR	zu	_	CC	6
10	Pariß	Paris	NE	Paris	dat|sg|neut	NK	9
11	;	;	SENT	;	_	--	10

1	man	man	PIS	man	nom|sg|*	SB	2
2	fand	fand	VVFIN	finden	sg|3|past|ind	--	0
3	auch	auch	ADV	auch	_	MO	4
4	alsobald	alsobald	ADV	alsbald	_	MO	2
5	eine	eine	ART	ein	acc|sg|fem	NK	8
6	sehr	sehr	ADV	sehr	_	MO	7
7	wahrscheinliche	wahrscheinliche	ADJA	wahrscheinliche	acc|sg|fem|pos	NK	8
8	Ursach	Ursache	NN	Ursache	nom|sg|fem	OA	2
9	dieser	dieser	PDAT	dies	gen|sg|fem	NK	10
10	Erscheinung	Erscheinung	NN	Erscheinung	gen|sg|fem	AG	8
11	.	.	SENT	.	_	--	10

1	Alle	Alle	PIAT	all	nom|pl|masc	NK	2
2	Koͤrper	Körper	NN	Körper	nom|pl|masc	SB	10
3	,	,	$,	,	_	--	2
4	die	die	PRELS	d	nom|pl|masc	SB	8
5	sich	sich	PRF	er|es|sie	acc|pl|3	OA	8
6	im	im	APPRART	im	dat|sg|masc	MO	8
7	Creyse	Kreise	NN	Kreis	dat|sg|masc	NK	6
8	bewegen	bewegen	VVINF	bewegen	pl|3|pres|ind	RC	2
9	,	,	$,	,	_	--	8
10	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
11	stets	stets	ADV	stets	_	MO	12
12	bemuͤhet	bemühet	VVPP	bemühen	_	PD	10
13	,	,	$,	,	_	--	12
14	von	von	APPR	von	_	MO	21
15	dem	dem	ART	d	dat|sg|masc	NK	16
16	Mittelpunkt	Mittelpunkt	NN	Mittelpunkt	dat|sg|masc	NK	14
17	ihrer	ihrer	PPOSAT	ihr	gen|sg|fem	NK	18
18	Bewegung	Bewegung	NN	Bewegung	gen|sg|fem	AG	16
19	sich	sich	PRF	er|es|sie	acc|sg|3	OA	21
20	zu	zu	PTKZU	zu	_	PM	21
21	entfernen	entfernen	VVINF	entfernen	_	OC	12
22	.	.	SENT	.	_	--	21

1	Diese	Diese	PDAT	dies	nom|sg|fem	NK	2
2	Bemuͤhung	Bemühung	NN	Bemühung	nom|sg|fem	SB	3
3	ruͤhret	rühret	VVFIN	rühren	sg|3|pres|ind	--	0
4	her	her	ADV	her	_	MO	3
5	von	von	APPR	von	_	MO	3
6	der	der	ART	d	dat|sg|fem	NK	7
7	Kraft	Kraft	NN	Kraft	dat|sg|fem	NK	5
8	,	,	$,	,	_	--	7
9	welche	welche	PRELS	welch	nom|sg|fem	OA	21
10	die	die	ART	d	nom|sg|fem	NK	11
11	Materie	Materie	NN	Materie	nom|sg|fem	SB	12
12	hat	hat	VAFIN	haben	sg|3|pres|ind	RC	7
13	,	,	$,	,	_	--	12
14	in	in	APPR	in	_	MO	21
15	dem	dem	ART	d	dat|sg|masc	NK	16
16	Zustand	Zustand	NN	Zustand	dat|sg|masc	NK	14
17	,	,	$,	,	_	--	16
18	darinn	darin	PAVREL	darin	_	MO	21
19	sie	sie	PPER	Sie	nom|pl|masc|3	SB	21
20	sich	sich	PRF	er|es|sie	acc|pl|3	OA	21
21	befindet	befindet	VVFIN	befinden	sg|3|pres|ind	RC	2
22	,	,	$,	,	_	--	21
23	es	es	PPER	es	nom|sg|neut|3	SB	24
24	sey	sei	VAFIN	sein	sg|3|pres|subj	OC	21
25	der	der	ART	d	nom|sg|masc	NK	26
26	Ruhe	Ruhe	NN	Ruhe	dat|sg|fem	DA	33
27	oder	oder	KON	oder	_	CD	26
28	der	der	ART	d	dat|sg|fem	NK	29
29	Bewegung	Bewegung	NN	Bewegung	dat|sg|fem	CJ	27
30	,	,	$,	,	_	--	29
31	bestaͤndig	beständig	ADJD	beständig	pos	MO	33
32	zu	zu	PTKZU	zu	_	PM	33
33	verharren	verharren	VVINF	verharren	_	OC	24
34	;	;	SENT	;	_	--	33

1	und	und	KON	und	_	JU	3
2	ein	ein	ART	ein	nom|sg|masc	NK	3
3	Koͤrper	Körper	NN	Körper	nom|sg|masc	--	0
4	,	,	$,	,	_	--	3
5	der	der	PRELS	d	nom|sg|masc	SB	9
6	sich	sich	PRF	er|es|sie	acc|sg|3	OA	9
7	im	im	APPRART	im	dat|sg|masc	MO	9
8	Creyse	Kreise	NN	Kreis	dat|sg|masc	NK	7
9	beweget	beweget	VVPP	bewegen	_	RC	3
10	;	;	SENT	;	_	--	9

1	beschreibet	beschreibet	VVFIN	beschreiben	_	--	0
2	in	in	APPR	in	_	MO	1
3	jedem	jedem	PIAT	jed	dat|sg|masc	NK	4
4	Augenblick	Augenblick	NN	Augenblick	dat|sg|masc	NK	2
5	eine	eine	ART	ein	nom|sg|fem	NK	8
6	kleine	kleine	ADJA	klein	nom|sg|fem|pos	NK	8
7	grade	gerade	ADV	gerade	_	MO	8
8	Linie	Linie	NN	Linie	acc|sg|fem	OA	1
9	,	,	$,	,	_	--	8
10	welche	welche	PRELS	welch	nom|pl|fem	SB	15
11	einen	einen	ART	ein	acc|sg|masc	NK	12
12	Theil	Teil	NN	Teil	acc|sg|masc	OA	15
13	des	des	ART	d	gen|sg|masc	NK	14
14	Umkreises	Umkreises	NN	Umkreises	gen|sg|masc	AG	12
15	ausmachet	ausmachet	VVFIN	ausmachet	sg|3|pres|ind	RC	8
16	.	.	SENT	.	_	--	15

1	Dieser	Dieser	PDAT	dies	nom|sg|masc	NK	2
2	Koͤrper	Körper	NN	Körper	nom|sg|masc	SB	3
3	bemuͤhet	bemühet	VVPP	bemühen	sg|3|pres|ind	--	0
4	sich	sich	PRF	er|es|sie	acc|sg|3	OA	3
5	also	also	ADV	also	_	MO	3
6	jeden	jeden	PIAT	jed	acc|sg|masc	NK	7
7	Augenblick	Augenblick	NN	Augenblick	acc|sg|masc	MO	3
8	,	,	$,	,	_	--	7
9	in	in	APPR	in	_	MO	18
10	der	der	ART	d	dat|sg|fem	NK	11
11	Richtung	Richtung	NN	Richtung	dat|sg|fem	NK	9
12	dieser	dieser	PDAT	dies	gen|sg|fem	NK	14
13	geraden	geraden	ADJA	gerade	gen|sg|fem|pos	NK	14
14	Linie	Linie	NN	Linie	gen|sg|fem	AG	11
15	sich	sich	PRF	er|es|sie	acc|pl|3	OA	18
