

1	Andaͤchtige	Andächtige	ADJD	Andächtige	nom|pl|*	--	0
5	mich	mich	PRF	ich	acc|sg|*|1	OA	9
6	noch	noch	ADV	noch	_	MO	15
7	so	so	ADV	so	_	MO	8
8	hefftig	heftig	ADJD	heftig	pos	MO	9
9	anfechten	anfechten	VVINF	anfechten	_	RE	11
10	/	/	$,	/	_	--	9
11	so	so	ADV	so	_	MO	12
12	weiche	weiche	ADJA	weich	sg|1|pres|ind	--	0
13	ich	ich	PPER	ich	nom|sg|masc|1	SB	12
14	doch	doch	ADV	doch	_	MO	12
15	nicht	nicht	PTKNEG	nicht	_	NG	12
16	/	/	$,	/	_	--	15
17	sondern	sondern	KON	sondern	_	CD	12
18	wehre	wehre	VAFIN	sein	sg|3|pres|subj	CJ	17
19	mich	mich	PPER	ich	acc|sg|*|1	OA	18
20	durch	durch	APPR	durch	_	MO	18
21	den	den	ART	d	acc|sg|masc	NK	22
22	Glauben	Glauben	NN	Glaube	acc|sg|masc	NK	20
23	wider	wider	APPR	wider	_	OP	22
24	sie	sie	PPER	Sie	acc|pl|fem|3	NK	23
25	.	.	SENT	.	_	--	24

1	Nach	Nach	APPR	Nach	_	MO	7
2	den	den	ART	d	dat|pl|neut	NK	3
3	Worten	Worten	NN	Wort	dat|pl|neut	NK	1
4	in	in	APPR	in	_	MNR	3
5	der	der	ART	d	dat|sg|fem	NK	6
6	Grund-Sprach	Grund-Sprach	NN	Grund-Sprach	dat|sg|fem	NK	4
7	lautet	lautet	VVFIN	lauten	sg|3|pres|ind	--	0
8	es	es	PPER	es	nom|sg|neut|3	SB	7
9	zwar	zwar	ADV	zwar	_	MO	7
10	also	also	ADV	also	_	MO	7
11	:	:	SENT	:	_	--	10

1	Wo	Wo	PWAV	wo	_	MO	9
2	ich	ich	PPER	ich	nom|sg|*|1	SB	5
3	nicht	nicht	PTKNEG	nicht	_	NG	4
4	geglaͤubet	gegläubet	VVPP	gegläubet	_	OC	5
5	haͤtte	hätte	VAFIN	haben	sg|1|past|subj	PAR	53
6	/	/	$,	/	_	--	5
7	daß	daß	KOUS	daß	_	CP	9
8	ich	ich	PPER	ich	nom|sg|*|1	SB	9
9	sehen	sehen	VVINF	sehen	_	OC	10
10	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	MO	53
11	das	das	ART	d	nom|sg|neut	NK	12
12	Gute	Gute	NA	Gute	nom|sg|neut	SB	10
13	des	des	ART	d	gen|sg|masc	NK	14
14	HErrn	Herrn	NN	Herr	gen|sg|masc	AG	12
15	im	im	APPRART	im	dat|sg|neut	MNR	14
16	Lande	Lande	NN	Land	dat|sg|neut	NK	15
17	der	der	ART	d	gen|pl|*	NK	18
18	Lebendigen	Lebendigen	NA	Lebendige	gen|pl|*	AG	16
19	/	/	$,	/	_	--	18
20	so	so	ADV	so	_	MO	26
21	were	wäre	VAFIN	sein	sg|3|past|subj	--	0
22	es	es	PPER	es	nom|sg|neut|3	SB	21
23	/	/	$,	/	_	--	22
24	will	will	VMFIN	wollen	sg|3|pres|ind	MO	83
25	er	er	PPER	er	nom|sg|masc|3	SB	24
26	sagen	sagen	VVINF	sagen	_	OC	24
27	/	/	$,	/	_	--	26
28	um	um	KOUI	um	_	MO	30
29	mich	mich	PPER	ich	acc|sg|*|1	NK	28
30	geschehen	geschehen	VVINF	geschehen	_	OC	10
31	/	/	$,	/	_	--	30
32	das	das	PDS	d	nom|sg|neut	SB	33
33	ist	ist	VAFIN	sein	sg|3|pres|ind	MO	30
34	/	/	$,	/	_	--	33
35	wo	wo	PWAVREL	wo	_	MO	42
36	ich	ich	PPER	ich	nom|sg|*|1	SB	43
37	mich	mich	PPER	ich	acc|sg|1	OA	42
38	nicht	nicht	PTKNEG	nicht	_	NG	42
39	durch	durch	APPR	durch	_	MO	42
40	den	den	ART	d	acc|sg|masc	NK	41
41	Glauben	Glauben	NN	Glaube	acc|sg|masc	NK	39
42	gewehret	gewehrt	VVPP	wehren	_	OC	43
43	haͤtte	hätte	VAFIN	haben	sg|3|past|subj	RE	20
44	wider	wider	APPR	wider	_	MO	53
45	das	das	ART	d	acc|sg|neut	NK	46
46	Anfechten	Anfechten	NN	Anfechten	acc|sg|neut	NK	44
47	meiner	meiner	PPOSAT	mein	gen|pl|masc	NK	48
48	Feinde	Feinde	NN	Feind	gen|pl|masc	AG	46
49	/	/	$,	/	_	--	48
50	so	so	ADV	so	_	MO	53
51	haͤtten	hätten	VAFIN	haben	pl|3|past|subj	RE	50
52	dieselben	dieselben	PDS	derselbe	nom|pl|fem|pos	SB	51
53	gewonnen	gewonnen	VVPP	gewinnen	_	OC	43
54	wieder	wieder	APPR	wider	_	MO	55
55	mich	mich	PPER	ich	acc|sg|*|1	MO	53
56	/	/	$,	/	_	--	55
57	und	und	KON	und	_	CD	43
58	ich	ich	PPER	ich	nom|sg|*|1	SB	59
59	were	wäre	VAFIN	sein	sg|3|past|subj	CJ	57
60	zunichte	zunichte	ADV	zunichte	_	MO	61
61	worden	worden	VAPP	werden	_	OC	59
62	/	/	$,	/	_	--	61
63	es	es	PPER	es	nom|sg|neut|3	SB	64
64	hat	hat	VAFIN	haben	sg|3|pres|ind	CJ	59
65	aber	aber	ADV	aber	_	MO	64
66	Lutherus	Lutherus	NE	Lutherus	acc|pl|masc	OA	64
67	und	und	KON	und	_	CD	66
68	andere	andere	PIS	ander	nom|pl|*	CJ	67
69	es	es	PPER	es	acc|sg|neut|3	OA	70
70	vertiret	vertieret	VVPP	vertieret	pos	OC	64
71	/	/	$,	/	_	--	70
72	wie	wie	KOUS	wie	_	CM	79
73	wir	wir	PPER	wir	nom|pl|*|1	SB	79
74	es	es	PPER	es	acc|sg|neut|3	OA	100
75	in	in	APPR	in	_	MO	83
76	unser	unser	PPOSAT	unser	dat|sg|fem	NK	78
77	Teutschen	Deutschen	ADJA	deutsch	dat|sg|fem|pos	NK	78
78	Bibel	Bibel	NN	Bibel	dat|sg|fem	NK	75
79	haben	haben	VAFIN	haben	_	OC	26
80	/	/	$,	/	_	--	79
81	womit	womit	PWAVREL	womit	_	MO	83
82	darauf	darauf	PAV	darauf	_	OP	83
83	gesehen	gesehen	VVPP	sehen	_	OC	84
84	worden	worden	VAPP	werden	_	OC	21
85	/	/	$,	/	_	--	84
86	daß	daß	KOUS	daß	_	CP	88
87	der	der	ART	d	nom|sg|masc	NK	88
88	Verstand	Verstand	NN	Verstand	nom|sg|masc	CJ	101
89	der	der	ART	d	gen|sg|fem	NK	90
90	Wort	Wort	NN	Wort	gen|sg|fem	AG	88
91	desto	desto	KON	desto	_	MO	93
92	klaͤrer	Klärer	NN	Klärer	nom|pl|masc	OA	93
93	vorgelegt	vorgelegt	VVPP	vorlegen	_	OC	88
94	und	und	KON	und	_	CD	101
95	die	die	ART	d	nom|pl|fem	NK	96
96	Einfaͤltigen	Einfältigen	NN	Einfältigen	nom|pl|*	SB	101
97	desto	desto	KON	desto	_	MO	98
98	leichter	leichter	ADJD	leicht	comp	MO	101
99	denselben	denselben	PDS	derselbe	acc|pl|fem|pos	OA	100
100	fassen	fassen	VVINF	fassen	_	OC	101
101	moͤchten	möchten	VMFIN	mögen	pl|3|pres|ind	RE	82
102	.	.	SENT	.	_	--	101

1	Die	Die	ART	d	nom|sg|fem	NK	2
2	Feinde	Feinde	NN	Feind	nom|sg|fem	SB	8
3	/	/	$,	/	_	--	2
4	welche	welche	PRELS	welch	nom|sg|fem	NK	5
5	David	David	NE	David	acc|sg|masc	CJ	2
6	gehabt	gehabt	VAPP	haben	_	OC	5
7	/	/	$,	/	_	--	6
8	haben	haben	VAFIN	haben	pl|3|pres|ind	--	0
9	andere	andere	ADJA	ander	nom|pl|neut|pos	NK	10
10	Glaubigen	Gläubigen	NN	gläubige	dat|pl|*	SB	8
11	auch	auch	ADV	auch	_	MO	8
12	;	;	SENT	;	_	--	11

1	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
2	haben	haben	VAFIN	haben	pl|3|pres|ind	--	0
3	zum	zum	APPRART	zum	dat|sg|neut	MO	10
4	ärgsten	ärgsten	ADJD	arg	dat|sg|masc|sup	NK	5
5	Feind	Feind	NN	Feind	dat|sg|masc	NK	3
6	den	den	ART	d	acc|sg|masc	NK	7
7	Teuffel	Teufel	NN	Teufel	acc|sg|masc	OA	10
8	/	/	$,	/	_	--	7
9	der	der	PRELS	d	gen|sg|fem	NK	16
10	gehet	gehet	VVFIN	gehen	_	OC	2
11	herum	herum	PTKVZ	herum	_	MO	10
12	/	/	$,	/	_	--	11
13	wie	wie	KOUS	wie	_	CM	16
14	ein	ein	ART	ein	nom|sg|masc	NK	16
15	bruͤllender	brüllender	ADJA	brüllender	nom|sg|masc|pos	NK	16
16	Loͤwe	Löwe	NN	Löwe	nom|sg|masc	MO	10
17	und	und	KON	und	_	CD	2
18	suchet	suchet	VVFIN	suchen	sg|3|pres|ind	CJ	17
19	/	/	$,	/	_	--	18
20	daß	daß	KOUS	daß	_	CP	23
21	er	er	PPER	er	nom|sg|masc|3	SB	23
22	sie	sie	PPER	Sie	acc|sg|fem|3	OA	23
23	verschlinge	verschlinge	VVFIN	verschlingen	sg|3|pres|subj	OC	18
24	/	/	$,	/	_	--	23
25	der	der	PRELS	d	nom|sg|masc	SB	41
26	verursachet	verursachet	VVPP	verursachen	pos	MO	41
27	ihnen	ihnen	PPER	sie	dat|pl|*|3	DA	41
28	offt	oft	ADV	oft	_	MO	41
29	ein	ein	ART	ein	nom|sg|neut	NK	31
30	boͤses	böses	ADJA	böse	nom|sg|neut|pos	NK	31
31	Stuͤndlein	Stündlein	NN	Stündlein	nom|sg|neut	OA	10
32	/	/	$,	/	_	--	31
33	wenn	wenn	KOUS	wenn	_	CP	41
34	er	er	PPER	er	nom|sg|masc|3	SB	41
35	seine	seine	PPOSAT	sein	acc|sg|fem	NK	37
36	feurige	feurige	ADJA	feurig	acc|sg|fem|pos	NK	37
37	Pfeile	Pfeile	NN	Pfeil	acc|sg|fem	OA	41
38	in	in	APPR	in	_	MO	41
39	ihre	ihre	PPOSAT	ihr	acc|pl|neut	NK	40
40	Hertzen	Herzen	NN	Herz	acc|pl|neut	NK	38
41	scheust	scheust	VVFIN	scheust	sg|3|pres|ind	CJ	18
42	/	/	$,	/	_	--	41
43	ihnen	ihnen	PPER	sie	dat|pl|*|3	DA	75
44	die	die	ART	d	acc|pl|fem	NK	46
45	goͤttlichen	göttlichen	ADJA	göttlich	acc|pl|fem|pos	NK	46
46	Verheissungen	Verheissungen	NN	Verheißung	acc|pl|fem	OA	75
47	und	und	KON	und	_	CD	46
48	Trost	Trost	NN	Trost	nom|sg|masc	CJ	47
49	von	von	APPR	von	_	MNR	48
50	der	der	ART	d	dat|sg|fem	NK	51
51	Gnade	Gnade	NN	Gnade	dat|sg|fem	NK	49
52	Gottes	Gottes	NE	Gott	gen|sg|masc	AG	51
53	/	/	$,	/	_	--	52
54	vollkommenen	vollkommenen	ADJA	vollkommen	dat|sg|fem|pos	NK	55
55	Vergebung	Vergebung	NN	Vergebung	dat|sg|fem	PAR	51
56	der	der	ART	d	gen|pl|fem	NK	57
57	Sünden	Sünden	NN	Sünde	gen|pl|fem	AG	55
58	/	/	$,	/	_	--	57
59	der	der	ART	d	gen|sg|fem	NK	60
60	Hülffe	Hülfe	NN	Hilfe	gen|sg|fem	AG	46
61	Gottes	Gottes	NE	Gott	gen|sg|masc	AG	60
62	in	in	APPR	in	_	MO	75
63	Noth	Not	NN	Not	acc|sg|fem	NK	62
64	und	und	KON	und	_	CD	63
65	Tod	Tod	NN	Tod	acc|sg|masc	CJ	64
66	/	/	$,	/	_	--	65
67	und	und	KON	und	_	CD	63
68	Erlangung	Erlangung	NN	Erlangung	dat|sg|fem	CJ	67
69	des	des	ART	d	gen|sg|neut	NK	71
70	ewigen	ewigen	ADJA	ewig	gen|sg|neut|pos	NK	71
71	Lebens	Lebens	NN	Leben	gen|sg|neut	AG	63
72	zu	zu	APPR	zu	_	MO	73
73	nichte	nichte	NN	nichte	pos	MO	75
74	zu	zu	PTKZU	zu	_	PM	75
75	machen	machen	VVINF	machen	_	OC	41
76	/	/	$,	/	_	--	75
77	sie	sie	PPER	Sie	nom|pl|*|3	OA	86
78	zur	zur	APPRART	zur	dat|sg|fem	MO	86
79	Zaghafftigkeit	Zaghaftigkeit	NN	Zaghaftigkeit	dat|sg|fem	NK	78
80	/	/	$,	/	_	--	79
81	ja	ja	ADV	ja	_	MO	86
82	gar	gar	ADV	gar	_	MO	86
83	zur	zur	APPRART	zur	dat|sg|fem	MO	86
84	Verzweiffelung	Verzweifelung	NN	Verzweiflung	dat|sg|fem	NK	83
85	zu	zu	PTKZU	zu	_	PM	86
86	bringen	bringen	VVINF	bringen	_	CJ	75
87	/	/	$,	/	_	--	86
88	zumalen	zumalen	KOUS	zumal	_	CJ	86
89	wenn	wenn	KOUS	wenn	_	CP	93
90	s	s	PPER	es	nom|sg|neut|3	SB	93
91	zum	zum	APPRART	zum	dat|sg|neut	MO	93
92	Sterben	Sterben	NN	sterben	dat|sg|neut	NK	91
93	gehet	gehet	VVFIN	gehen	pos	MO	88
94	/	/	$,	/	_	--	93
95	und	und	KON	und	_	CD	88
96	man	man	PIS	man	nom|sg|*	SB	109
97	da	da	ADV	da	_	MO	109
98	an	an	APPR	an	_	OP	109
99	die	die	ART	d	acc|pl|masc	NK	100
100	Sünden	Sünden	NN	Sünde	acc|pl|masc	NK	98
101	/	/	$,	/	_	--	100
102	an	an	APPR	an	_	MNR	100
103	das	das	ART	d	acc|sg|neut	NK	104
104	Gericht	Gericht	NN	Gericht	acc|sg|neut	NK	102
105	des	des	ART	d	gen|sg|neut	NK	108
106	allwissenden	allwissenden	ADJA	allwissenden	gen|sg|neut|pos	NK	108
107	gerechten	gerechten	ADJA	gerecht	gen|sg|masc|pos	NK	108
108	Gottes	Gottes	NE	Gott	gen|sg|masc	AG	104
109	gedencket	gedenket	VVFIN	gedenken	_	CJ	95
110	.	.	SENT	.	_	--	109

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	koͤm̄t	kömt	VVFIN	kommen	sg|3|pres|ind	--	0
3	auch	auch	ADV	auch	_	MO	4
4	offt	oft	ADV	oft	_	MO	15
5	die	die	ART	d	nom|sg|fem	NK	7
6	boͤse	böse	ADJA	bös	nom|sg|fem|pos	NK	7
7	Welt	Welt	NN	Welt	nom|sg|fem	SB	15
8	darzu	dazu	PAV	dazu	_	MO	15
9	/	/	$,	/	_	--	8
10	welche	welche	PRELS	welch	nom|sg|fem	OA	15
11	mit	mit	APPR	mit	_	MO	15
12	den	den	ART	d	dat|pl|masc	NK	13
13	Feinden	Feinden	NN	Feind	dat|pl|masc	NK	11
14	Davids	Davids	NE	David	gen|sg|masc	AG	13
15	saget	saget	VVFIN	sagen	sg|3|pres|ind	MO	2
16	:	:	SENT	:	_	--	15

1	Wo	Wo	PWAV	wo	_	MO	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	nun	nun	ADV	nun	_	MO	2
4	dein	dein	PPOSAT	dein	nom|sg|masc	NK	5
5	GOtt	Gott	NE	Gott	dat|sg|masc	SB	2
6	?	?	SENT	?	_	--	5

1	Oder	Oder	KON	oder	_	JU	4
2	mit	mit	APPR	mit	_	--	0
3	dem	dem	ART	d	dat|sg|masc	NK	4
4	Weibe	Weibe	NN	Weib	dat|sg|masc	NK	2
5	Hiobs	Hiobs	NN	Hiobs	nom|sg|*	NK	4
6	:	:	SENT	:	_	--	5

1	Haͤltest	hehltest	VVFIN	hehltest	sg|2|pres|ind	--	0
2	du	du	PPER	du	nom|sg|*|2	SB	1
3	noch	noch	ADV	noch	_	MO	4
4	fest	fest	ADJD	fest	_	MO	1
5	an	an	APPR	an	_	MO	1
6	deiner	deiner	PPOSAT	dein	dat|sg|fem	NK	7
7	Froͤmmigkeit	Frömmigkeit	NN	Frömmigkeit	dat|sg|fem	NK	5
8	/	/	$,	/	_	--	7
9	ja	ja	ADV	ja	_	MO	1
10	seegne	segne	VVFIN	segnen	nom|pl|*|pos	NK	11
11	GOtt	Gott	NE	Gott	acc|sg|masc	OA	1
12	und	und	KON	und	_	CD	1
13	stirb	stirb	VVFIN	stirb	sg|3|past|ind	CJ	12
14	.	.	SENT	.	_	--	13

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	dabey	dabei	PAV	dabei	_	MO	31
4	geschaͤfftig	geschäftig	ADJD	geschäftig	pos	MO	12
5	die	die	ART	d	acc|sg|fem	NK	8
6	noch	noch	ADV	noch	_	MO	7
7	anklebende	anklebende	ADJA	anklebende	nom|sg|masc|pos	NK	8
8	Unarth	Unart	NN	Unart	nom|sg|masc	OA	12
9	des	des	ART	d	gen|sg|masc	NK	10
10	Fleisches	Fleisches	NN	Fleisch	gen|sg|masc	AG	8
11	/	/	$,	/	_	--	10
12	zumalen	zumalen	KOUS	zumal	_	OC	2
13	wenn	wenn	KOUS	wenn	_	CP	23
14	es	es	PPER	es	nom|sg|neut|3	SB	23
15	in	in	APPR	in	_	MO	23
16	grossen	großen	ADJA	groß	dat|pl|fem|pos	NK	17
17	Noͤthen	Nöten	NN	Nöte	dat|pl|fem	NK	15
18	/	/	$,	/	_	--	17
19	schweren	schweren	ADJA	schwer	gen|pl|fem|pos	NK	20
20	Kranckheiten	Krankheiten	NN	Krankheit	gen|pl|fem	APP	17
21	und	und	KON	und	_	CD	20
22	dergleichen	dergleichen	PIS	dergleichen	gen|pl|*	CJ	21
23	scheinet	scheinet	VVFIN	scheinen	sg|3|pres|ind	MO	12
24	/	/	$,	/	_	--	23
25	als	als	KOKOM	als	_	CM	26
26	habe	habe	VAFIN	haben	sg|3|pres|subj	CC	16
27	GOtt	Gott	NE	Gott	nom|sg|masc	SB	26
28	sein	sein	PPOSAT	sein	acc|sg|neut	NK	30
29	gnaͤdiges	gnädiges	ADJA	gnädiges	acc|sg|neut|pos	NK	30
30	Angesicht	Angesicht	NN	Angesicht	acc|sg|neut	OA	31
31	verborgen	verborgen	VVPP	verbergen	_	OC	26
32	/	/	$,	/	_	--	31
33	und	und	KON	und	_	CD	31
34	seine	seine	PPOSAT	sein	acc|sg|fem	NK	37
35	sonst	sonst	ADV	sonst	_	MO	36
36	Huͤlffreiche	Hülffreiche	ADJA	Hülffreiche	acc|sg|fem|pos	NK	37
37	Hand	Hand	NN	Hand	acc|sg|fem	OA	39
38	gar	gar	ADV	gar	_	MO	39
39	abgezogen	abgezogen	VVPP	abziehen	_	CJ	33
40	/	/	$,	/	_	--	39
41	und	und	KON	und	_	CD	26
42	wolle	wolle	ADV	wohl	sg|3|pres|subj	CJ	41
43	nicht	nicht	PTKNEG	nicht	_	NG	42
44	helffen	helfen	VVINF	helfen	_	OC	42
45	/	/	$,	/	_	--	44
46	daher	daher	ADV	daher	_	MO	47
47	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	42
48	es	es	PPER	es	nom|sg|neut|3	SB	47
49	/	/	$,	/	_	--	48
50	daß	daß	KOUS	daß	_	CP	55
51	die	die	ART	d	nom|pl|*	NK	52
52	Glaubigen	Gläubigen	NN	gläubige	nom|pl|*	SB	55
53	mit	mit	APPR	mit	_	MO	55
54	Paulo	Paulo	NE	Paulo	dat|sg|neut	NK	53
55	klagen	klagen	VVINF	klagen	_	RE	48
56	:	:	SENT	:	_	--	55

1	Auswendig	Auswendig	ADV	auswendig	pos	MO	2
2	Streit	Streit	NN	Streit	nom|sg|masc	--	0
3	/	/	$,	/	_	--	2
4	inwendig	inwendig	APPR	inwendig	pos	MO	5
5	Furcht	Furcht	NN	Furcht	acc|sg|fem	CJ	2
6	.	.	SENT	.	_	--	5

1	Diese	Diese	PDS	dies	nom|pl|*	SB	2
2	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
3	es	es	PPER	es	nom|sg|neut|3	PD	2
4	/	/	$,	/	_	--	3
5	wider	wider	APPR	wider	_	MO	12
6	welcher	welcher	PRELS	welch	gen|sg|fem	NK	11
7	des	des	ART	d	gen|sg|masc	NK	8
8	Glaubens	Glaubens	NN	Glaube	gen|sg|masc	NK	5
9	Kampff	Kampf	NN	Kampf	nom|sg|masc	PD	2
10	und	und	KON	und	_	CD	9
11	Streit	Streit	NN	Streit	nom|sg|masc	CJ	10
12	ergehet	ergehet	VVFIN	ergehen	sg|3|pres|ind	RE	3
13	.	.	SENT	.	_	--	12

1	Wir	Wir	PPER	wir	nom|pl|*|1	SB	2
2	beschauen	beschauen	VVFIN	beschauen	pl|1|pres|ind	--	0
3	2.	2.	CARD	@ord@	_	MO	2
4	woruͤber	worüber	PWAV	worüber	_	MO	2
5	er	er	PPER	er	nom|sg|masc|3	SB	2
6	geschicht	Geschichte	VVFIN	geschehen	acc|sg|fem	OA	2
7	.	.	SENT	.	_	--	6

1	Aus	Aus	APPR	aus	_	MO	5
2	den	den	ART	d	dat|pl|neut	NK	3
3	Worten	Worten	NN	Wort	dat|pl|neut	NK	1
4	Davids	Davids	NE	David	gen|sg|*	AG	3
5	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
6	offenbahr	offenbar	ADJD	offenbar	pos	PD	5
7	/	/	$,	/	_	--	6
8	daß	daß	KOUS	daß	_	CP	10
9	er	er	PPER	er	nom|sg|masc|3	SB	10
10	ergehe	ergehe	VVFIN	ergehen	sg|3|pres|subj	CJ	5
11	uͤber	über	APPR	über	_	OP	10
12	dem	dem	ART	d	dat|sg|neut	NK	13
13	Guten	Guten	NA	Gute	dat|sg|neut	NK	11
14	des	des	ART	d	gen|sg|masc	NK	15
15	HErrn	Herrn	NN	Herr	gen|sg|masc	AG	13
16	im	im	APPRART	im	dat|sg|neut	MNR	13
17	Lande	Lande	NN	Land	dat|sg|neut	NK	16
18	der	der	ART	d	gen|pl|*	NK	19
19	Lebendigen	Lebendigen	NA	Lebendige	gen|pl|*	AG	17
20	/	/	$,	/	_	--	19
21	ob	ob	KOUS	ob	_	CP	25
22	man	man	PIS	man	nom|sg|*	SB	25
23	solches	solches	PIS	solch	acc|sg|neut	OA	24
24	sehen	sehen	VVINF	sehen	_	OC	25
25	werde	werde	VAFIN	werden	sg|3|pres|subj	OC	10
26	.	.	SENT	.	_	--	25

1	Die	Die	ART	d	nom|sg|fem	NK	2
2	Wort	Wort	NN	Wort	nom|pl|neut	SB	3
3	zeigen	zeigen	VVFIN	zeigen	pl|3|pres|ind	--	0
4	an	an	PTKVZ	an	_	SVP	3
5	/	/	$,	/	_	--	4
6	daß	daß	KOUS	daß	_	CP	12
7	den	den	ART	d	acc|sg|masc	NK	8
8	David	David	NE	David	acc|sg|masc	OA	12
9	seine	seine	PPOSAT	sein	gen|sg|neut	NK	10
10	Feinde	Feinde	NN	Feind	acc|pl|masc	AG	8
11	damit	damit	PAV	damit	_	MO	12
12	angefochten	angefochten	VVPP	anfechten	_	OC	3
13	/	/	$,	/	_	--	12
14	daß	daß	KOUS	daß	_	CP	17
15	er	er	PPER	er	nom|sg|masc|3	SB	17
16	nicht	nicht	PTKNEG	nicht	_	NG	17
17	werde	werde	VAFIN	werden	sg|3|pres|subj	RE	11
18	sehen	sehen	VVINF	sehen	pl|3|pres|ind	OC	17
19	das	das	ART	d	acc|sg|neut	NK	20
20	Gute	Gute	NA	Gute	acc|sg|neut	OA	18
21	im	im	APPRART	im	dat|sg|neut	MNR	20
22	Lande	Lande	NN	Land	dat|sg|neut	NK	21
23	der	der	ART	d	gen|pl|*	NK	24
24	Lebendigen	Lebendigen	NA	Lebendige	gen|pl|*	AG	22
25	/	/	$,	/	_	--	24
26	und	und	KON	und	_	CD	18
27	gesucht	gesucht	VVPP	suchen	_	CJ	26
28	/	/	$,	/	_	--	27
29	es	es	PPER	es	nom|sg|neut|3	SB	27
30	dahin	dahin	PAV	dahin	_	MO	32
31	zu	zu	PTKZU	zu	_	PM	32
32	bringen	bringen	VVINF	bringen	_	RE	29
33	/	/	$,	/	_	--	32
34	daß	daß	KOUS	daß	_	CP	50
35	er	er	PPER	er	nom|sg|masc|3	SB	50
36	nicht	nicht	PTKNEG	nicht	_	NG	50
37	allein	allein	ADV	allein	_	MO	40
38	dahin	dahin	ADV	dahin	_	MO	40
39	nicht	nicht	PTKNEG	nicht	_	NG	40
40	gelangen	gelangen	VVINF	gelangen	_	OC	50
41	/	/	$,	/	_	--	40
42	sondern	sondern	KON	sondern	_	CD	40
43	auch	auch	ADV	auch	_	MO	44
44	ihm	ihm	PPER	er	dat|sg|masc|3	CJ	42
45	die	die	ART	d	nom|sg|fem	NK	46
46	Hoffnung	Hoffnung	NN	Hoffnung	nom|sg|fem	SB	50
47	darzu	dazu	PAV	dazu	_	MO	48
48	genommen	genommen	VVPP	nehmen	_	OC	49
49	werden	werden	VAINF	werden	_	OC	50
50	moͤchte	möchte	VMFIN	mögen	sg|3|pres|ind	RE	30
51	.	.	SENT	.	_	--	50

1	Durch	Durch	APPR	durch	_	MO	6
2	das	das	ART	d	acc|sg|neut	NK	3
3	Land	Land	NN	Land	acc|sg|neut	NK	1
4	der	der	ART	d	gen|pl|masc	NK	5
5	Lebendigen	Lebendigen	NA	Lebendige	gen|pl|masc	AG	3
6	verstehet	verstehet	VVFIN	verstehen	sg|3|pres|ind	--	0
7	David	David	NE	David	nom|sg|masc	SB	6
8	zum	zum	APPRART	zum	dat|sg|masc	MO	6
9	Theil	Teil	NN	Teil	dat|sg|masc	NK	8
10	das	das	ART	d	acc|sg|neut	NK	11
11	Land	Land	NN	Land	nom|sg|neut	SB	22
12	Israel	Israel	NE	Israel	nom|sg|neut	NK	11
13	/	/	$,	/	_	--	12
14	und	und	KON	und	_	CD	11
15	die	die	ART	d	nom|sg|fem	NK	16
16	Stiffts-Huͤtte	Stiffts-Hütte	NN	Stiffts-Hütte	nom|sg|fem	CJ	14
17	/	/	$,	/	_	--	16
18	wo	wo	PWAVREL	wo	_	MO	21
19	der	der	ART	d	nom|sg|masc	NK	20
20	Gottesdienst	Gottesdienst	NN	Gottesdienst	nom|sg|masc	SB	42
21	gehalten	gehalten	VVPP	halten	_	OC	22
22	wurde	wurde	VAFIN	werden	sg|3|past|ind	CJ	6
23	/	/	$,	/	_	--	22
24	wovon	wovon	PWAVREL	wovon	_	OP	27
25	er	er	PPER	er	nom|sg|masc|3	SB	22
26	mehrmals	mehrmals	ADV	mehrmals	_	MO	27
27	verjagt	verjagt	VVPP	verjagt	_	OC	28
28	worden	worden	VAPP	werden	_	OC	22
29	/	/	$,	/	_	--	28
30	und	und	KON	und	_	CD	22
31	sich	sich	PRF	er|es|sie	acc|sg|3	OA	41
32	in	in	APPR	in	_	MO	42
33	der	der	ART	d	dat|sg|fem	NK	34
34	Wuͤsten	Wüsten	NN	Wüsten	dat|sg|fem	NK	32
35	/	/	$,	/	_	--	34
36	auch	auch	ADV	auch	_	MO	37
37	bey	bei	APPR	bei	_	MO	41
38	den	den	ART	d	dat|pl|masc	NK	40
39	unglaubigen	unglaubigen	ADJA	unglaubigen	dat|pl|masc|pos	NK	40
40	Philistern	Philistern	NN	Philistern	dat|pl|masc	NK	37
41	aufhalten	aufhalten	VVINF	aufhalten	_	OC	42
42	muste	mußte	VMFIN	müssen	sg|3|past|ind	CJ	30
43	/	/	$,	/	_	--	42
44	wie	wie	KOUS	wie	_	MO	66
45	er	er	PPER	er	nom|sg|masc|3	SB	66
46	denn	denn	ADV	denn	_	MO	66
47	sein	sein	PPOSAT	sein	acc|sg|neut	NK	49
48	hertzliches	hertzliches	ADJA	hertzliches	acc|sg|neut|pos	NK	49
49	Verlangen	Verlangen	NN	Verlangen	acc|sg|neut	OA	59
50	dasselbe	dasselbe	PDS	derselbe	acc|sg|neut	OA	52
