

1	Das	Das	ART	d	nom|sg|neut	NK	3
37	guten	guten	ADJA	gut	acc|sg|masc|pos	NK	39
38	distillirten	distillirten	ADJA	distillirten	acc|sg|masc|pos	NK	39
39	⋇	⋇	NE	⋇	acc|sg|masc	OA	35
40	/	/	$,	/	_	--	39
41	dasselbe	dasselbe	PDS	derselbe	_	OA	43
42	wol	wohl	ADV	wohl	_	MO	43
43	abzuwaschen	abzuwaschen	VVIZU	abzuwaschen	_	RE	6
44	/	/	$,	/	_	--	43
45	darnach	darnach	PAV	danach	_	MO	46
46	trucke	trucke	VVFIN	trucke	sg|3|pres|subj	CJ	7
47	es	es	PPER	es	nom|sg|neut|3	EP	46
48	durch	durch	APPR	durch	_	MO	46
49	ein	ein	ART	ein	acc|sg|neut	NK	52
50	dichtes	dichtes	ADJA	dicht	acc|sg|neut|pos	NK	52
51	leinen	leinen	ADJA	leinen	dat|sg|neut|pos	NK	52
52	Tuch	Tuch	NN	Tuch	dat|sg|neut	NK	48
53	/	/	$,	/	_	--	52
54	und	und	KON	und	_	CD	46
55	continuire	kontinuiere	VVFIN	kontinuiere	sg|3|pres|subj	CJ	54
56	wieder	wieder	ADV	wieder	_	MO	55
57	neuen	neuen	ADJA	neu	acc|sg|masc|pos	NK	58
58	☿	☿	NE	Mercurius	acc|sg|masc	OA	55
59	darzu	dazu	PAV	dazu	_	MO	61
60	zu	zu	PTKZU	zu	_	PM	61
61	thun	tun	VVINF	tun	_	OC	55
62	/	/	$,	/	_	--	61
63	so	so	ADV	so	_	MO	64
64	lang	lang	ADJD	lang	pos	MO	70
65	/	/	$,	/	_	--	64
66	biß	bis	KOUS	bis	_	CP	71
67	all	all	PIAT	all	*|*|*	NK	69
68	das	das	ART	d	nom|sg|neut	NK	69
69	☉	☉	NE	☉	nom|sg|neut	SB	71
70	durchgangen	durchgangen	VVPP	durchgangen	_	OC	71
71	seye	sei	VAFIN	sein	sg|3|pres|subj	MO	61
72	/	/	$,	/	_	--	71
73	wie	wie	KOUS	wie	_	CM	74
74	☿	☿	NE	Mercurius	_	CC	63
75	/	/	$,	/	_	--	74
76	um	um	APPR	um	_	CP	84
77	desto	desto	KON	desto	_	MO	78
78	besser	besser	ADJD	gut	comp	MO	84
79	die	die	ART	d	acc|sg|fem	NK	80
80	Theile	Teile	NN	Teil	acc|pl|neut	OA	84
81	deß	dessen	PDAT	d	gen|sg|masc	AG	82
82	☉	☉	NE	☉	acc|sg|fem	OA	89
83	zu	zu	PTKVZ	zu	_	PM	84
84	attenuiren	attenuiren	VVFIN	attenuiren	_	RE	59
85	/	/	$,	/	_	--	84
86	und	und	KON	und	_	CD	84
87	subtil	subtil	ADJD	subtil	pos	MO	89
88	zu	zu	PTKZU	zu	_	PM	89
89	machen	machen	VVINF	machen	_	CJ	86
90	.	.	SENT	.	_	--	89

1	Alsdann	Alsdann	ADV	alsdann	nom|sg|masc	PNC	2
2	Rec.	Rec.	ADV	Rec.	nom|sg|masc	SB	8
3	alle	alle	PIAT	all	acc|pl|masc	NK	6
4	deine	deine	PPOSAT	dein	acc|sg|fem	NK	6
5	☿	☿	NE	Mercurius	_	PNC	6
6	☿	☿	NE	Mercurius	_	NK	2
7	/	/	$,	/	_	--	6
8	thue	tue	VVIMP	tun	sg|3|pres|subj	--	0
9	sie	sie	PPER	Sie	nom|sg|fem|3	SB	8
10	in	in	APPR	in	_	MO	8
11	einen	einen	ART	ein	acc|sg|masc	NK	12
12	Kolben	Kolben	NN	Kolben	acc|sg|masc	NK	10
13	mit	mit	APPR	mit	_	MNR	12
14	seinem	seinem	PPOSAT	sein	dat|sg|masc	NK	15
15	Helm	Helm	NN	Helm	dat|sg|masc	NK	13
16	/	/	$,	/	_	--	15
17	setze	setze	VVFIN	setzen	sg|3|pres|subj	CJ	8
18	es	es	PPER	es	nom|sg|neut|3	EP	17
19	auff	auf	APPR	auf	_	MO	17
20	warme	warme	ADJA	warm	acc|pl|fem|pos	NK	21
21	Aschen	Aschen	NN	Asche	acc|pl|fem	NK	19
22	24.	24.	CARD	@ord@	_	NK	23
23	Stund	Stunde	NN	Stunde	acc|sg|fem	AMS	24
24	lang	lang	ADJD	lang	pos	MO	17
25	mit	mit	APPR	mit	_	MO	17
26	gelindem	gelindem	ADJA	gelindem	dat|sg|neut|pos	NK	27
27	Feuer	Feuer	NN	Feuer	dat|sg|neut	NK	25
28	/	/	$,	/	_	--	27
29	damit	damit	KOUS	damit	_	MO	17
30	das	das	ART	d	nom|sg|neut	NK	31
31	☉	☉	NE	☉	nom|sg|neut	SB	17
32	sich	sich	PRF	er|es|sie	acc|sg|3	OA	17
33	mit	mit	APPR	mit	_	MO	17
34	dem	dem	ART	d	dat|sg|masc	NK	35
35	☿	☿	NE	Mercurius	_	NK	33
36	purificire	purificire	VVFIN	purificire	_	UC	35
37	;	;	SENT	;	_	--	36

1	darnach	darnach	PAV	danach	_	MO	3
2	/	/	$,	/	_	--	1
3	schuͤtte	schütte	VVFIN	schütte	sg|3|past|ind	RE	15
4	alles	alles	PIS	all	nom|sg|neut	SB	3
5	in	in	APPR	in	_	MO	3
6	ein	ein	ART	ein	acc|sg|neut	NK	7
7	Leder	Leder	NN	Leder	acc|sg|neut	NK	5
8	/	/	$,	/	_	--	7
9	und	und	KON	und	_	CD	3
10	trucke	trucke	NN	trucke	sg|3|pres|subj	CJ	9
11	den	den	ART	d	acc|sg|masc	NK	12
12	☿	☿	NE	Mercurius	acc|sg|masc	OA	10
13	aus	aus	PTKVZ	aus	_	SVP	10
14	/	/	$,	/	_	--	13
15	so	so	ADV	so	_	MO	22
16	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
17	ein	ein	ART	ein	nom|sg|masc	NK	18
18	Klumpen	Klumpen	NN	Klumpen	nom|sg|masc	SB	16
19	in	in	APPR	in	_	MO	22
20	dem	dem	ART	d	dat|sg|neut	NK	21
21	Leder	Leder	NN	Leder	dat|sg|neut	NK	19
22	bleiben	bleiben	VVINF	bleiben	_	OC	16
23	/	/	$,	/	_	--	22
24	welcher	welcher	PRELS	welch	dat|sg|fem	OA	30
25	all	all	PIAT	all	*|*|*	NK	27
26	dein	dein	PPOSAT	dein	acc|sg|neut	NK	27
27	corpus	Corpus	NN	Korpus	acc|sg|neut	OA	30
28	in	in	APPR	in	_	MO	30
29	sich	sich	PRF	er|es|sie	dat|sg|3	NK	28
30	haͤlt	hält	VVFIN	halten	sg|3|pres|ind	RE	15
31	/	/	$,	/	_	--	30
32	und	und	KON	und	_	CD	30
33	dreymal	dreimal	ADV	dreimal	_	MO	34
34	so	so	ADV	so	_	MO	35
35	viel	viel	ADV	viel	*|*|*	MO	36
36	☿	☿	NE	Mercurius	_	CJ	32
37	;	;	SENT	;	_	--	36

1	wann	wann	KOUS	wann	_	MO	28
2	aber	aber	ADV	aber	_	MO	28
3	nach	nach	APPR	nach	_	MO	28
4	der	der	ART	d	dat|sg|fem	NK	5
5	Austruckung	Austruckung	NN	Austruckung	dat|sg|fem	NK	3
6	durch	durch	APPR	durch	_	MNR	5
7	obgedachtes	obgedachtes	ADJA	obgedachtes	acc|sg|neut|pos	NK	9
8	leinen	leinen	ADJA	leinen	acc|sg|masc|pos	NK	9
9	Tuch	Tuch	NN	Tuch	acc|sg|masc	NK	6
10	/	/	$,	/	_	--	9
11	du	du	PPER	du	nom|sg|*|2	SB	36
12	es	es	PPER	es	acc|sg|neut|3	OA	17
13	alles	alles	PIS	all	acc|sg|neut	NK	12
14	durch	durch	APPR	durch	_	MO	17
15	das	das	ART	d	acc|sg|neut	NK	16
16	Leder	Leder	NN	Leder	acc|sg|neut	NK	14
17	trucken	drucken	VVINF	drucken	pl|3|pres|ind	OC	28
18	thaͤtest	tätest	VVFIN	tätest	pos	MO	17
19	/	/	$,	/	_	--	18
20	und	und	KON	und	_	CD	17
21	es	es	PPER	es	acc|sg|neut|3	OA	24
22	nicht	nicht	PTKNEG	nicht	_	NG	24
23	wieder	wieder	ADV	wieder	_	MO	24
24	kochtest	kochtest	VVFIN	kochtest	sg|3|pres|ind	CJ	20
25	/	/	$,	/	_	--	24
26	wie	wie	KOUS	wie	_	MO	28
27	droben	droben	ADV	droben	_	MO	28
28	gemeldet	gemeldet	VVPP	melden	_	MO	33
29	/	/	$,	/	_	--	28
30	so	so	ADV	so	_	MO	33
31	waͤre	wäre	VAFIN	sein	sg|3|past|subj	RE	30
32	zu	zu	PTKZU	zu	_	PM	33
33	besorgen	besorgen	VVINF	besorgen	_	MO	36
34	/	/	$,	/	_	--	33
35	es	es	PPER	es	nom|sg|neut|3	SB	36
36	moͤchte	möchte	VMFIN	mögen	sg|3|pres|ind	--	0
37	etwas	etwas	PIS	etwas	*|*|neut	OA	44
38	von	von	APPR	von	_	MO	44
39	dem	dem	ART	d	dat|sg|masc	NK	40
40	corpore	corpore	FM	corpore	dat|sg|masc	NK	38
41	mit	mit	APPR	mit	_	MO	44
42	dem	dem	ART	d	dat|sg|masc	NK	43
43	☿	☿	NE	Mercurius	dat|sg|masc	NK	41
44	durchgehen	durchgehen	VVINF	durchgehen	_	OC	36
45	.	.	SENT	.	_	--	44

1	Nim	Nimm	VVIMP	nehmen	pos	MO	2
2	gemeldten	gemählten	ADJA	gemählten	acc|pl|fem|pos	NK	3
3	Klumpen	Klumpen	NN	Klumpen	acc|pl|fem	SB	11
4	/	/	$,	/	_	--	3
5	so	so	PTKREL	so	_	MO	6
6	durch	durch	APPR	durch	_	MO	11
7	die	die	ART	d	acc|sg|fem	NK	8
8	expression	Expression	NN	Expression	acc|sg|fem	NK	6
9	im	im	APPRART	im	dat|sg|neut	MO	11
10	Leder	Leder	NN	Leder	dat|sg|neut	NK	9
11	geblieben	geblieben	VVPP	bleiben	_	OC	24
12	/	/	$,	/	_	--	11
13	und	und	KON	und	_	CD	11
14	thue	tue	VVFIN	tun	sg|3|pres|subj	CJ	13
15	denselben	denselben	PDS	derselbe	pl|3|past|ind	OA	14
16	in	in	APPR	in	_	MO	14
17	einen	einen	ART	ein	acc|sg|masc	NK	18
18	Kolben	Kolben	NE	Kolben	acc|sg|masc	NK	16
19	/	/	$,	/	_	--	18
20	mit	mit	APPR	mit	_	MNR	18
21	seinem	seinem	PPOSAT	sein	dat|sg|masc	NK	22
22	Helm	Helm	NN	Helm	dat|sg|masc	NK	20
23	/	/	$,	/	_	--	22
24	setze	setze	VVFIN	setzen	sg|3|pres|subj	--	0
25	es	es	PPER	es	nom|sg|neut|3	EP	24
26	in	in	APPR	in	_	MO	24
27	einen	einen	ART	ein	acc|sg|masc	NK	28
28	Ofen	Ofen	NN	Ofen	acc|sg|masc	NK	26
29	mit	mit	APPR	mit	_	MNR	28
30	Aschen	Aschen	NN	Asche	dat|pl|fem	NK	29
31	/	/	$,	/	_	--	30
32	und	und	KON	und	_	CD	26
33	gelindem	gelindem	VVFIN	gelindem	_	MO	40
34	∆	∆	NE	∆	sg|3|past|ind	PNC	36
35	/	/	$,	/	_	--	34
36	zwey	zwei	CARD	zwei	_	NK	39
37	oder	oder	KON	oder	_	CD	36
38	drey	drei	CARD	drei	_	CJ	37
39	Stund	Stunde	NN	Stunde	dat|sg|fem	AMS	40
40	lang	lang	ADJD	lang	pos	CJ	32
41	/	/	$,	/	_	--	40
42	biß	bis	KOUS	bis	_	CP	46
43	der	der	ART	d	dat|sg|fem	NK	44
44	Klumpe	Klumpe	NN	Klumpe	dat|sg|fem	SB	46
45	trucken	drucken	VVINF	drucken	_	PD	46
46	ist	ist	VAFIN	sein	sg|3|pres|ind	MO	24
47	;	;	SENT	;	_	--	46

1	alsdann	alsdann	ADV	alsdann	_	MO	2
2	thue	tue	VVFIN	tun	sg|3|pres|subj	--	0
3	ihn	ihn	PPER	er	acc|sg|masc|3	OA	2
4	aus	aus	APPR	aus	_	MO	2
5	dem	dem	ART	d	dat|sg|masc	NK	6
6	Ofen	Ofen	NN	Ofen	dat|sg|masc	NK	4
7	/	/	$,	/	_	--	6
8	und	und	KON	und	_	CD	2
9	wann	wann	KOUS	wann	_	MO	13
10	etwas	etwas	PIS	etwas	_	MO	13
11	vom	vom	APPRART	vom	dat|sg|masc	SBP	13
12	☿	☿	NE	Mercurius	dat|sg|masc	NK	11
13	auffgestiegen	aufgestiegen	VVPP	aufsteigen	_	MO	15
14	/	/	$,	/	_	--	13
15	thue	tue	VVFIN	tun	sg|3|pres|subj	CJ	8
16	es	es	PPER	es	nom|sg|neut|3	EP	15
17	wiederum	wiederum	ADV	wiederum	_	MO	15
18	hinunter	hinunter	ADV	hinunter	_	MO	15
19	mit	mit	APPR	mit	_	MO	15
20	einer	einer	ART	ein	dat|sg|fem	NK	21
21	Feder	Feder	NN	Feder	dat|sg|fem	NK	19
22	/	/	$,	/	_	--	21
23	nachdem	nachdem	KOUS	nachdem	_	CP	26
24	es	es	PPER	es	nom|sg|neut|3	SB	26
25	trucken	drucken	VVINF	drucken	pos	PD	26
26	ist	ist	VAFIN	sein	sg|3|pres|ind	MO	15
27	;	;	SENT	;	_	--	26

1	und	und	KON	und	_	JU	10
2	was	was	PWS	was	acc|sg|neut	OA	7
3	du	du	PPER	du	nom|sg|*|2	SB	8
4	in	in	APPR	in	_	MO	7
5	einer	einer	ART	ein	dat|sg|fem	NK	6
6	massa	Massa	NN	Massa	dat|sg|fem	NK	4
7	finden	finden	VVINF	finden	_	OC	8
8	wirst	wirst	VAFIN	werden	sg|2|pres|ind	SB	10
9	/	/	$,	/	_	--	8
10	mache	mache	VVFIN	machen	sg|3|pres|subj	--	0
11	solches	solches	PIS	solch	acc|sg|neut	OA	10
12	zu	zu	APPR	zu	_	MO	10
13	einem	einem	ART	ein	dat|sg|masc	NK	16
14	gantz	ganz	ADV	ganz	_	MO	15
15	subtilen	subtilen	ADJA	subtil	dat|sg|neut|pos	NK	16
16	Pulver	Pulver	NN	Pulver	dat|sg|neut	NK	12
17	;	;	SENT	;	_	--	16

1	setze	setze	VVFIN	setzen	sg|3|pres|subj	--	0
2	dieses	dieses	PDAT	dies	nom|sg|neut	NK	3
3	Pulver	Pulver	NN	Pulver	nom|sg|neut	SB	1
4	wieder	wieder	ADV	wieder	_	MO	1
5	ein	ein	PTKVZ	ein	nom|sg|masc	NK	9
6	zu	zu	PTKZU	zu	_	PM	7
7	kochen	kochen	VVINF	kochen	_	MO	9
8	/	/	$,	/	_	--	7
9	gelind	gelind	ADV	gelind	_	MO	1
10	wie	wie	KOUS	wie	_	CM	11
11	zuvor	zuvor	ADV	zuvor	_	CC	9
12	/	/	$,	/	_	--	11
13	nemlich	nämlich	ADV	nämlich	_	MO	1
14	mit	mit	APPR	mit	_	MO	1
15	seinem	seinem	PPOSAT	sein	dat|sg|neut	NK	17
16	extrahirten	extrahirten	ADJA	extrahirten	dat|sg|masc|pos	NK	17
17	☿	☿	NE	Mercurius	dat|sg|neut	NK	14
18	/	/	$,	/	_	--	17
19	darnach	darnach	PAV	danach	_	MO	1
20	/	/	$,	/	_	--	19
21	nimm	nimm	VVIMP	nehmen	_	MO	1
22	es	es	PPER	es	nom|sg|neut|3	OA	21
23	heraus	heraus	PTKVZ	heraus	_	SVP	1
24	/	/	$,	/	_	--	23
25	und	und	KON	und	_	CD	1
26	reibe	reibe	VVFIN	reiben	sg|3|pres|subj	CJ	25
27	es	es	PPER	es	nom|sg|neut|3	SB	26
28	;	;	SENT	;	_	--	27

1	wiederhole	wiederhole	VVFIN	wiederholen	sg|3|pres|subj	--	0
2	diese	diese	PDAT	dies	acc|sg|fem	NK	3
3	operationes	operationes	FM	operationes	gen|sg|masc	SB	1
4	so	so	ADV	so	_	MO	5
5	offt	oft	ADV	oft	_	MO	1
6	/	/	$,	/	_	--	5
7	biß	bis	KOUS	bis	_	CP	18
8	das	das	ART	d	nom|sg|neut	NK	9
9	Pulver	Pulver	NN	Pulver	nom|sg|neut	SB	18
10	gantz	ganz	ADV	ganz	_	MO	11
11	subtil	subtil	ADJD	subtil	pos	CJ	18
12	/	/	$,	/	_	--	11
13	und	und	KON	und	_	CD	18
14	nicht	nicht	PTKNEG	nicht	_	NG	18
15	mehr	mehr	ADV	mehr	_	MO	14
16	zur	zur	APPRART	zur	dat|sg|fem	MO	18
17	massa	Massa	NN	Massa	dat|sg|fem	NK	16
18	werde	werde	VAFIN	werden	sg|3|pres|subj	MO	1
19	;	;	SENT	;	_	--	18

1	thue	tue	VVFIN	tun	sg|3|pres|subj	--	0
2	solches	solches	PIAT	solch	nom|sg|neut	NK	3
3	Pulver	Pulver	NN	Pulver	nom|sg|neut	SB	1
4	in	in	APPR	in	_	MO	1
5	eben	eben	ADV	eben	_	MO	6
6	denselbigen	denselbigen	PDS	derselbige	dat|pl|fem|pos	NK	7
7	Kolben	Kolben	NE	Kolben	dat|pl|fem	NK	4
8	mit	mit	APPR	mit	_	MO	1
9	seinem	seinem	PPOSAT	sein	dat|sg|masc	NK	10
10	Helm	Helm	NN	Helm	dat|sg|masc	NK	8
11	/	/	$,	/	_	--	10
12	und	und	KON	und	_	CD	8
13	distillire	distillire	VVFIN	distillire	dat|sg|fem|comp	OA	14
14	mit	mit	APPR	mit	_	CJ	12
15	starcken	starken	ADJA	stark	dat|sg|masc|pos	NK	16
16	∆	∆	NE	∆	dat|sg|masc	NK	14
17	/	/	$,	/	_	--	16
18	all	all	PIAT	all	*|*|*	NK	20
19	den	den	ART	d	acc|sg|masc	NK	20
20	☿	☿	NE	Mercurius	acc|sg|masc	NK	8
21	davon	davon	PAV	davon	_	MNR	20
22	;	;	SENT	;	_	--	21

1	darnach	darnach	PAV	danach	_	MO	30
2	nim̄	Niem	VVFIN	nehmen	_	PNC	3
3	heraus	heraus	PTKVZ	heraus	_	OA	8
4	/	/	$,	/	_	--	3
5	was	was	PWREL	was	nom|sg|neut	SB	8
6	am	am	APPRART	am	dat|sg|masc	MO	8
7	Boden	Boden	NN	Boden	dat|sg|masc	NK	6
8	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
9	/	/	$,	/	_	--	8
10	und	und	KON	und	_	CD	8
11	wann	wann	KOUS	wann	_	MO	20
12	du	du	PPER	du	nom|sg|*|2	SB	20
13	es	es	PPER	es	nom|sg|neut|3	EP	8
14	in	in	APPR	in	_	MO	19
15	einer	einer	ART	ein	dat|sg|fem	NK	16
16	massa	Massa	NN	Massa	dat|sg|fem	NK	14
17	befindest	befindest	VVFIN	befinden	_	MO	19
18	/	/	$,	/	_	--	17
19	welche	welche	PRELS	welch	nom|sg|fem	SB	20
20	anhaͤnget	anhänget	VVFIN	anhänget	sg|3|pres|ind	RE	21
21	so	so	ADV	so	_	MO	22
22	resolvire	resolviere	VVFIN	resolviere	sg|3|pres|subj	CJ	10
23	es	es	PPER	es	nom|sg|neut|3	EP	22
24	mit	mit	APPR	mit	_	MO	22
25	dem	dem	ART	d	dat|sg|neut	NK	26
26	☿	☿	NE	Mercurius	dat|sg|neut	NK	24
27	/	/	$,	/	_	--	26
28	so	so	PTKREL	so	_	MO	30
29	davon	davon	PAV	davon	_	OP	30
30	uͤbergangen	übergangen	VVPP	übergehen	_	PD	8
31	/	/	$,	/	_	--	30
32	und	und	KON	und	_	CD	22
33	reibe	reibe	VVFIN	reiben	sg|2|imp	CJ	32
34	/	/	$,	/	_	--	33
35	und	und	KON	und	_	CD	8
36	distillire	distillire	VVFIN	distillire	sg|3|pres|subj	CJ	35
37	es	es	PPER	es	nom|sg|neut|3	EP	36
38	/	/	$,	/	_	--	37
39	und	und	KON	und	_	CD	36
40	wiederhole	wiederhole	VVFIN	wiederholen	sg|3|pres|subj	CJ	39
41	solche	solche	PIAT	solch	acc|pl|fem	NK	42
42	operationes	operationes	FM	operationes	acc|sg|neut|pos	OA	40
43	so	so	ADV	so	_	MO	44
44	offt	oft	ADV	oft	_	MO	40
45	/	/	$,	/	_	--	44
46	biß	bis	KOUS	bis	_	CP	60
47	deine	deine	PPOSAT	dein	nom|sg|fem	NK	48
48	Materi	Materie	NN	Materie	nom|sg|fem	SB	60
49	nicht	nicht	PTKNEG	nicht	_	NG	53
50	mehr	mehr	ADV	mehr	_	MO	49
51	in	in	APPR	in	_	MO	60
52	einer	einer	ART	ein	dat|sg|fem	NK	53
53	massa	Massa	NE	Massa	dat|sg|fem	NK	51
54	,	,	$,	,	_	--	53
55	sondern	sondern	KON	sondern	_	CD	51
56	in	in	APPR	in	_	CJ	55
57	einem	einem	ART	ein	dat|sg|neut	NK	59
58	subtilen	subtilen	ADJA	subtil	dat|sg|masc|pos	NK	59
59	Pulver	Pulver	NN	Pulver	dat|sg|masc	NK	56
60	seye	sei	VAFIN	sein	sg|3|pres|subj	RE	29
61	.	.	SENT	.	_	--	60

1	Das	Das	PDS	d	nom|sg|neut	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	der	der	ART	d	nom|sg|masc	NK	4
4	Anfang	Anfang	NN	Anfang	nom|sg|masc	PD	2
5	der	der	ART	d	gen|sg|fem	NK	6
6	Subtilmachung	Subtilmachung	NN	Subtilmachung	gen|sg|fem	AG	4
7	und	und	KON	und	_	CD	6
8	Zertheilung	Zerteilung	NN	Zerteilung	gen|sg|fem	CJ	7
9	deß	dessen	PDAT	d	gen|sg|neut	AG	4
10	☉	☉	NE	☉	_	NK	4
11	in	in	APPR	in	_	MO	4
12	die	die	ART	d	acc|sg|fem	NK	14
13	kleinste	kleinste	ADJA	klein	acc|sg|fem|sup	NK	14
14	Theil	Teil	NN	Teil	nom|sg|masc	NK	11
15	/	/	$,	/	_	--	14
16	ohne	ohne	APPR	ohne	_	CJ	14
17	welches	welches	PRELS	welch	acc|sg|neut	NK	16
18	man	man	PIS	man	nom|sg|*	SB	27
19	nimmermehr	nimmermehr	ADV	nimmermehr	_	MO	26
20	zu	zu	APPR	zu	_	MO	26
21	der	der	ART	d	dat|sg|fem	NK	22
22	☿	☿	NE	Mercurius	dat|sg|fem	NK	20
23	on	on	NE	on	_	MNR	22
24	deß	dessen	PDS	d	gen|sg|masc	AG	25
25	☉	☉	NE	☉	dat|sg|fem	NK	23
26	gelangen	gelangen	VVINF	gelangen	_	OC	27
27	koͤnte	könnte	VMFIN	können	sg|3|past|subj	RC	14
28	.	.	SENT	.	_	--	27

1	Alsdann	Alsdann	ADV	alsdann	nom|sg|masc	PNC	2
2	nimm	nimm	VVIMP	nehmen	nom|sg|masc	--	0
3	dieses	dieses	PDAT	dies	acc|sg|neut	NK	4
4	Pulver	Pulver	NN	Pulver	acc|sg|neut	AG	2
5	/	/	$,	/	_	--	4
6	und	und	KON	und	_	CD	2
7	reibe	reibe	VVFIN	reiben	sg|3|pres|subj	CJ	6
8	es	es	PPER	es	nom|sg|neut|3	EP	7
9	auf	auf	APPR	auf	_	MO	7
10	dem	dem	ART	d	dat|sg|masc	NK	11
11	Marmelstein	Marmelstein	NN	Marmelstein	dat|sg|masc	NK	9
12	ganz	ganz	ADV	ganz	_	MO	13
13	subtil	subtil	ADJD	subtil	pos	MO	7
14	/	/	$,	/	_	--	13
15	(	(	$(	(	_	--	14
16	und	und	KON	und	_	CD	7
17	nicht	nicht	PTKNEG	nicht	_	NG	22
18	im	im	APPRART	im	dat|sg|masc	MO	33
19	Moͤrsel	Mörsel	NN	Mörsel	dat|sg|masc	NK	18
20	)	)	$)	)	_	--	19
21	darnach	darnach	PAV	danach	_	MO	22
22	siebe	siebe	VVFIN	siebe	sg|3|pres|subj	CJ	16
23	es	es	PPER	es	nom|sg|neut|3	EP	22
24	durch	durch	APPR	durch	_	MO	22
25	eine	eine	ART	ein	acc|sg|fem	NK	30
26	so	so	ADV	so	_	MO	27
27	feine	feine	ADJA	fein	acc|sg|fem|pos	NK	30
28	und	und	KON	und	_	CD	27
29	dichte	dichte	VVFIN	dichten	acc|sg|fem|pos	CJ	28
30	Siebe	Siebe	NN	Siebe	acc|sg|fem	NK	24
31	als	als	KOKOM	als	_	CM	52
32	man	man	PIS	man	nom|sg|*	SB	34
33	haben	haben	VAINF	haben	_	OC	34
34	kan	kann	VMFIN	können	sg|3|pres|ind	RE	26
35	/	/	$,	/	_	--	34
36	und	und	KON	und	_	CD	34
37	was	was	PWS	was	nom|sg|neut	SB	52
38	nicht	nicht	PTKNEG	nicht	_	NG	39
39	durchgehet	durchgehet	VVFIN	durchgehet	pos	OC	41
40	/	/	$,	/	_	--	39
41	solst	sollst	VMFIN	sollen	sg|2|pres|ind	CJ	36
42	du	du	PPER	du	nom|sg|*|2	SB	41
43	wiederum	wiederum	ADV	wiederum	_	MO	41
44	reiben	reiben	VVFIN	reiben	_	OC	41
45	/	/	$,	/	_	--	44
46	und	und	KON	und	_	CD	44
47	also	also	ADV	also	_	MO	48
48	continuiren	kontinuieren	VVFIN	kontinuieren	_	CJ	46
49	/	/	$,	/	_	--	48
50	biß	bis	KOUS	bis	_	MO	52
51	alles	alles	PIS	all	acc|sg|neut	NK	50
52	durchgehe	durchgehe	VVFIN	durchgehe	sg|3|pres|subj	CC	26
53	;	;	SENT	;	_	--	52

1	alsdann	alsdann	ADV	alsdann	_	MO	14
2	wirst	wirst	VAFIN	werden	sg|2|pres|ind	--	0
3	du	du	PPER	du	nom|sg|*|2	SB	2
4	ein	ein	ART	ein	acc|sg|neut	NK	7
5	gantz	ganz	ADV	ganz	_	MO	6
6	subtiles	subtiles	ADJA	subtiles	nom|sg|neut|pos	NK	7
7	Pulver	Pulver	NN	Pulver	acc|sg|neut	OA	8
8	haben	haben	VAFIN	haben	pl|3|pres|ind	OC	2
9	/	/	$,	/	_	--	8
10	so	so	ADV	so	_	MO	11
11	bereit	bereit	ADJD	bereit	pos	PD	14
12	und	und	KON	und	_	CD	11
13	disponirt	disponiert	VVPP	disponieren	pos	CJ	12
14	ist	ist	VAFIN	sein	sg|3|pres|ind	MO	8
15	/	/	$,	/	_	--	14
16	durch	durch	APPR	durch	_	MO	23
17	das	das	ART	d	acc|sg|neut	NK	18
18	Feuer	Feuer	NN	Feuer	acc|sg|neut	NK	16
19	☿	☿	NE	Mercurius	acc|sg|neut	NK	18
20	-	-	$-	-	_	--	19
21	irt	irrt	VVFIN	irren	pos	PD	23
22	zu	zu	PTKZU	zu	_	PM	23
23	werden	werden	VAINF	werden	_	CC	10
24	.	.	SENT	.	_	--	23

1	Das	Das	ART	d	nom|sg|neut	NK	3
2	XI.	XI.	CARD	11	nom|sg|neut|pos	NK	3
3	Capitel	Kapitel	NN	Kapitel	nom|sg|neut	--	0
4	.	.	SENT	.	_	--	3

1	Von	Von	APPR	von	_	MO	14
2	der	der	ART	d	dat|sg|fem	NK	4
3	♎	♎	$(	♎	dat|sg|fem	PNC	4
4	on	on	NE	on	_	NK	1
5	des	des	ART	d	gen|sg|masc	NK	6
6	☉	☉	NE	☉	gen|sg|masc	AG	4
7	/	/	$,	/	_	--	6
8	und	und	KON	und	_	CD	6
9	den	den	ART	d	dat|pl|neut	NK	10
10	Zeichen	Zeichen	NN	Zeichen	dat|pl|neut	CJ	8
11	/	/	$,	/	_	--	10
12	daran	daran	PAV	daran	_	MO	14
13	man	man	PIS	man	nom|sg|*	SB	14
14	erkennet	erkennet	VVFIN	erkennen	sg|3|pres|ind	--	0
15	/	/	$,	/	_	--	14
16	ob	ob	KOUS	ob	_	CP	21
17	es	es	PPER	es	nom|sg|neut|3	SB	21
18	recht	Recht	NN	Recht	acc|sg|neut	OA	20
19	♎	♎	$(	♎	*|*|*	DA	20
20	irt	irrt	VVFIN	irren	pos	PD	21
21	seye	sei	VAFIN	sein	sg|3|pres|subj	RE	12
22	.	.	SENT	.	_	--	21

1	NAchdem	Nachdem	KOUS	nachdem	_	CP	21
2	das	das	ART	d	nom|sg|neut	NK	3
3	☉	☉	NE	☉	nom|sg|neut	SB	21
