

1	Gesegneter	Gesegneter	NA	Gesegnete	nom|sg|masc|pos	NK	2
53	moͤgen	mögen	VMFIN	mögen	pl|1|pres|ind	PAR	38
54	/	/	$,	/	_	--	53
55	wundersam	wundersam	ADJD	wundersam	pos	MO	56
56	gefuͤhret	geführt	VVPP	führen	_	OC	53
57	.	.	SENT	.	_	--	56

1	Von	Von	APPR	von	_	OP	5
2	disen	diesen	PDAT	dies	dat|pl|neut	NK	4
3	beyden	beiden	PIAT	beide	dat|pl|neut	NK	4
4	Fuͤhrern	Führern	NN	Führer	dat|pl|masc	NK	1
5	redet	redet	VVFIN	reden	sg|3|pres|ind	--	0
6	Guerricus	Guerricus	NE	Guerricus	nom|sg|*	SB	5
7	also	also	ADV	also	_	MO	5
8	:	:	SENT	:	_	--	7

1	Ille	Ille	ADJA	Ille	nom|pl|*	SB	3
2	dnx	dnx	NN	dnx	pos	PH	1
3	fuit	fuit	ADJD	fuit	sg|3|pres|ind	--	0
4	exeuntium	exeuntium	FM	exeuntium	nom|sg|neut	SB	3
5	de	de	FM	de	*|*|*	PNC	6
6	Ægypto	AEgypto	FM	AEgypto	nom|sg|neut	NK	4
7	:	:	SENT	:	_	--	6

1	Iste	Iste	NE	Iste	nom|pl|fem	OA	3
2	renuntiantium	renuntiantium	NE	renuntiantium	_	MO	3
3	sæculo	saeculo	NE	saeculo	sg|3|past|ind	--	0
4	:	:	SENT	:	_	--	3

1	legissator	legissator	ADJA	legissator	_	MO	2
2	ille	ille	ADJA	ille	nom|pl|*	--	0
3	,	,	$,	,	_	--	2
4	legislator	legislator	ADJD	legislator	_	MO	5
5	iste	iste	VVINF	iste	sg|3|past|ind	RC	2
6	.	.	SENT	.	_	--	5

1	Will	Will	VMFIN	wollen	sg|3|pres|ind	--	0
2	sagen	sagen	VVINF	sagen	_	OC	1
3	:	:	SENT	:	_	--	2

1	Moyses	Moyses	NE	Moses	nom|sg|neut|pos	--	0
2	ein	ein	ART	ein	nom|sg|neut	NK	3
3	General	General	NN	General	nom|sg|masc	PD	1
4	/	/	$,	/	_	--	3
5	vnd	und	KON	und	_	CD	1
6	Fuͤhrer	Führer	NN	Führer	nom|sg|masc	CJ	5
7	Benedictus	Benedictus	NE	Benedictus	gen|sg|masc	AG	6
8	ein	ein	ART	ein	acc|sg|neut	NK	9
9	General	General	NN	General	nom|sg|masc	CJ	6
10	vnd	und	KON	und	_	CD	9
11	/	/	$,	/	_	--	10
12	Fuͤhrer	Führer	NN	Führer	dat|sg|masc	CJ	10
13	:	:	SENT	:	_	--	12

1	diser	Dieser	PDAT	dies	nom|sg|masc	NK	8
2	im	im	APPRART	im	dat|sg|neut	--	0
3	newen	neuen	ADJA	neu	dat|sg|neut|pos	NK	5
4	/	/	$,	/	_	--	3
5	jener	jener	PDS	jen	nom|sg|masc	NK	2
6	im	im	APPRART	im	dat|sg|masc	MO	2
7	alten	alten	ADJA	alt	dat|sg|masc|pos	NK	8
8	Gesatz	Gesatz	NN	Gesatz	dat|sg|masc	NK	6
9	:	:	SENT	:	_	--	8

1	diser	Dieser	PDAT	dies	nom|sg|masc	SB	2
2	vnter	unter	APPR	unter	_	--	0
3	den	den	ART	d	dat|pl|masc	NK	4
4	Christen	Christen	NN	Christ	acc|sg|masc	NK	2
5	/	/	$,	/	_	--	4
6	jener	jener	PDS	jen	gen|pl|*|pos	NK	7
7	vnter	unter	APPR	unter	_	CJ	2
8	den	den	ART	d	dat|pl|masc	NK	9
9	Juden	Juden	NN	Jude	dat|pl|masc	NK	7
10	:	:	SENT	:	_	--	9

1	diser	Dieser	PDAT	dies	nom|sg|masc	NK	5
2	der	der	ART	d	gen|pl|neut	NK	3
3	Geistlichen	Geistlichen	NN	Geistliche	gen|pl|neut	AG	1
4	/	/	$,	/	_	--	3
5	jener	jener	PDAT	jen	gen|pl|masc	--	0
6	der	der	ART	d	gen|pl|masc	NK	7
7	Weltlichen	Weltlichen	NN	Weltlichen	gen|pl|*	AG	5
8	:	:	SENT	:	_	--	7

1	diser	Dieser	PDAT	dies	nom|sg|masc	NK	7
2	auff	auf	APPR	auf	_	MO	7
3	dem	dem	ART	d	dat|sg|masc	NK	4
4	Berg	Berg	NN	Berg	dat|sg|masc	NK	2
5	Cassino	Cassino	NE	Cassino	nom|sg|*	NK	4
6	/	/	$,	/	_	--	5
7	jener	jener	PDS	jen	nom|sg|masc	NK	0
8	auff	auf	APPR	auf	_	MNR	7
9	den	den	ART	d	acc|sg|masc	NK	10
10	Berg	Berg	NN	Berg	acc|sg|masc	NK	8
11	Sinaj	Sinaj	NE	Sinaj	nom|sg|*	NK	10
12	.	.	SENT	.	_	--	11

1	Jener	Jener	PDAT	jen	nom|sg|masc	SB	3
2	ein	ein	ART	ein	nom|sg|masc	NK	3
3	Gsatzgeber	Gsatzgeber	NN	Gsatzgeber	nom|sg|masc	--	0
4	/	/	$,	/	_	--	3
5	diser	dieser	PDAT	dies	nom|sg|masc	SB	7
6	ein	ein	ART	ein	nom|sg|masc	NK	7
7	Gsatzgeber	Gsatzgeber	NN	Gsatzgeber	nom|sg|masc	SB	3
8	:	:	SENT	:	_	--	7

1	jener	jener	PDS	jen	nom|sg|masc	NK	2
2	heilig	heilig	ADJD	heilig	pos	--	0
3	/	/	$,	/	_	--	2
4	diser	dieser	PDAT	dies	nom|sg|masc	NK	5
5	gerecht	gerecht	ADJD	rechen	pos	CJ	2
6	:	:	SENT	:	_	--	5

1	jener	jener	PDAT	jen	nom|sg|masc	SB	3
2	ein	ein	ART	ein	nom|sg|masc	NK	3
3	Wundethaͤter	Wundethäter	NN	Wundethäter	nom|sg|masc	--	0
4	/	/	$,	/	_	--	3
5	diser	dieser	PDAT	dies	nom|sg|masc	SB	7
6	ein	ein	ART	ein	nom|sg|masc	NK	7
7	Mirackel-Wuͤrcker	Mirackel-Würcker	NN	Mirackel-Würcker	nom|sg|masc	SB	3
8	:	:	SENT	:	_	--	7

1	Jener	Jener	PDS	jen	nom|sg|masc	NK	2
2	Moyses	Moyses	NE	Moses	acc|sg|neut	--	0
3	ein	ein	ART	ein	acc|sg|neut	NK	4
4	Fuͤhrer	Führer	NN	Führer	nom|sg|masc	OA	51
5	der	der	ART	d	gen|pl|*	NK	6
6	jenigen	jenigen	PIS	jenige	gen|pl|*	AG	4
7	/	/	$,	/	_	--	6
8	so	so	ADV	so	_	MO	9
9	auß	aus	APPR	aus	_	MO	51
10	Egypten	Ägypten	NE	Ägypten	dat|sg|neut	NK	9
11	in	in	APPR	in	_	MO	51
12	die	die	ART	d	acc|sg|fem	NK	13
13	Wuͤste	Wüste	NN	Wüste	acc|sg|fem	NK	11
14	nach	nach	APPR	nach	_	MNR	13
15	dem	dem	ART	d	dat|sg|neut	NK	17
16	versprochenen	versprochenen	ADJA	versprochen	dat|sg|neut|pos	NK	17
17	Lande	Lande	NN	Land	dat|sg|neut	NK	14
18	/	/	$,	/	_	--	17
19	diser	dieser	PDAT	dies	dat|sg|fem	NK	20
20	Benedictus	Benedictus	NE	Benedictus	nom|sg|masc	APP	17
21	ein	ein	ART	ein	nom|sg|masc	NK	22
22	Fuͤhrer	Führer	NN	Führer	nom|sg|masc	SB	20
23	der	der	ART	d	gen|pl|fem	NK	24
24	jenigen	jenigen	PIS	jenige	gen|pl|fem	AG	22
25	/	/	$,	/	_	--	24
26	so	so	ADV	so	_	MO	27
27	auß	aus	APPR	aus	_	MO	51
28	der	der	ART	d	dat|sg|fem	NK	29
29	Welt	Welt	NN	Welt	dat|sg|fem	NK	27
30	in	in	APPR	in	_	MO	51
31	die	die	ART	d	acc|sg|fem	NK	32
32	Wuͤste	Wüste	NN	Wüste	acc|sg|fem	NK	30
33	/	/	$,	/	_	--	32
34	von	von	APPR	von	_	SBP	51
35	der	der	ART	d	dat|sg|fem	NK	36
36	Wuͤste	Wüste	NN	Wüste	dat|sg|fem	NK	34
37	in	in	APPR	in	_	MO	51
38	die	die	ART	d	acc|pl|neut	NK	39
39	Cloͤster	Klöster	NN	Kloster	acc|pl|neut	NK	37
40	/	/	$,	/	_	--	39
41	von	von	APPR	von	_	SBP	51
42	den	den	ART	d	dat|pl|neut	NK	43
43	Cloͤstern	Klöstern	NN	Kloster	dat|pl|neut	NK	41
44	in	in	APPR	in	_	MNR	43
45	das	das	ART	d	acc|sg|neut	NK	47
46	gelobten	gelobten	ADJA	gelobt	acc|sg|neut|pos	NK	47
47	Lande	Lande	NN	Land	acc|sg|neut	NK	44
48	der	der	ART	d	gen|sg|fem	NK	50
49	versprochenen	versprochenen	ADJA	versprochen	gen|sg|fem|pos	NK	50
50	Glory	Glory	NN	Glory	gen|sg|fem	AG	47
51	gezogen	gezogen	VVPP	ziehen	_	RC	2
52	.	.	SENT	.	_	--	51

1	Ille	Ille	NE	Ille	*|*|*	NK	2
2	Dux	Dux	NE	Dux	nom|sg|*	OA	3
3	exeuntium	exeuntium	FM	exeuntium	sg|3|past|ind	--	0
4	de	de	FM	de	*|*|*	PNC	5
5	Ægypto	AEgypto	FM	AEgypto	nom|sg|*	SB	3
6	,	,	$,	,	_	--	5
7	iste	iste	ADJA	iste	nom|sg|fem|sup	NK	8
8	renuntiantium	renuntiantium	NE	renuntiantium	dat|sg|neut	OA	9
9	sæculo	saeculo	NE	saeculo	sg|3|past|ind	RC	5
10	.	.	SENT	.	_	--	9

1	Eines	eines	PIS	ein	nom|sg|neut	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	/	/	$,	/	_	--	2
4	in	in	APPR	in	_	MO	18
5	welchem	welchem	PRELS	welch	dat|sg|masc	NK	6
6	Benedictus	Benedictus	NE	Benedictus	dat|sg|masc	NK	4
7	dem	dem	ART	d	dat|sg|masc	NK	8
8	Moyses	Moyses	NE	Moses	dat|sg|masc	DA	18
9	nach	nach	APPR	nach	_	MNR	8
10	meinem	meinem	PPOSAT	mein	dat|sg|masc	NK	11
11	Sinn	Sinn	NN	Sinn	dat|sg|masc	NK	9
12	/	/	$,	/	_	--	11
13	vnnd	und	KON	und	_	CD	11
14	Beduncken	Beduncken	NN	Beduncken	acc|pl|fem	CJ	13
15	/	/	$,	/	_	--	14
16	glorwuͤrdig	glorwürdig	ADJD	glorwürdig	pos	MO	18
17	mag	mag	VMFIN	mögen	sg|3|pres|ind	RE	1
18	vorgezogen	vorgezogen	VVPP	vorziehen	_	OC	19
19	werden	werden	VAINF	werden	_	OC	17
20	:	:	SENT	:	_	--	19

1	Benedictus	Benedictus	NE	Benedictus	gen|sg|*	PNC	5
2	vir	vier	CARD	vier	_	NK	5
3	,	,	$,	,	_	--	2
4	qui	qui	FM	qui	_	PNC	5
5	confidit	confidit	FM	confidit	_	--	0
6	in	in	APPR	in	_	MNR	5
7	Domino	Domino	NE	Domino	dat|sg|neut	NK	6
8	.	.	SENT	.	_	--	7

1	Benedictus	Benedictus	NE	Benedictus	nom|sg|masc	PNC	2
2	gesegnet	gesegnet	VVPP	segnen	_	--	0
3	/	/	$,	/	_	--	2
4	gesegnet	gesegnet	VVPP	segnen	_	NK	5
5	Moyses	Moyses	NE	Moses	gen|sg|neut	--	0
6	:	:	SENT	:	_	--	5

1	Moyses	Moyses	NE	Moses	gen|sg|*	AG	9
2	aber	aber	ADV	aber	_	MO	9
3	in	in	APPR	in	_	MO	9
4	disem	diesem	PDAT	dies	dat|sg|masc	NK	5
5	weniger	weniger	ADJD	wenig	*|*|*	NK	3
6	als	als	KON	als	_	CM	7
7	Benedictus	Benedictus	NE	Benedictus	nom|sg|*	CC	5
8	/	/	$,	/	_	--	7
9	weilen	weilen	KOUS	weil	pl|3|pres|ind	--	0
10	Benedictus	Benedictus	NE	Benedictus	nom|sg|masc	SB	9
11	sein	sein	PPOSAT	sein	acc|sg|neut	NK	12
12	Vertrawen	Vertrauen	NN	vertrauen	acc|sg|neut	OA	9
13	besser	besser	ADJD	gut	comp	MO	9
14	/	/	$,	/	_	--	13
15	vnnd	und	KON	und	_	CD	9
16	vester	fester	ADJA	fest	comp	MO	20
17	auff	auf	APPR	auf	_	MO	20
18	den	den	ART	d	acc|sg|masc	NK	19
19	HErrn	Herrn	NN	Herr	acc|sg|masc	NK	17
20	gesetzt	gesetzt	VVPP	setzen	_	CJ	15
21	.	.	SENT	.	_	--	20

1	Derentwegen	Derentwegen	ADV	Derentwegen	_	PNC	3
2	wo	wo	PWAV	wo	_	MO	3
3	Benedictus	Benedictus	NE	Benedictus	acc|sg|masc	SB	6
4	ein	ein	ART	ein	nom|sg|masc	NK	6
5	glantzende	Glanzende	ADJA	Glanzende	nom|sg|masc|pos	NK	6
6	Sonn	Sonne	NN	Sonne	nom|sg|masc	SB	8
7	/	/	$,	/	_	--	6
8	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
9	Moyses	Moyses	NE	Moses	nom|sg|neut	SB	8
10	nur	nur	ADV	nur	_	MO	13
11	ein	ein	ART	ein	nom|sg|neut	NK	13
12	scheinbares	scheinbares	ADJA	scheinbares	nom|sg|neut|pos	NK	13
13	Fewer	Feuer	NN	Feuer	nom|sg|neut	PD	8
14	:	:	SENT	:	_	--	13

1	wo	wo	PWAV	wo	_	MO	5
2	Benedictus	Benedictus	NE	Benedictus	nom|sg|masc	SB	5
3	ein	ein	ART	ein	nom|sg|masc	NK	5
4	klarer	klarer	ADJA	klar	nom|sg|masc|pos	NK	5
5	Diemant	Diemant	NN	Diamant	nom|sg|masc	--	0
6	/	/	$,	/	_	--	5
7	Moyses	Moyses	NE	Moses	gen|sg|*	AG	11
8	nur	nur	ADV	nur	_	MO	11
9	ein	ein	ART	ein	nom|sg|neut	NK	11
10	dunckeles	dunckeles	NN	dunckeles	nom|sg|neut|pos	NK	11
11	Gold	Gold	NN	Gold	nom|sg|neut	CJ	5
12	/	/	$,	/	_	--	11
13	wo	wo	PWAVREL	wo	_	MO	14
14	Benedictus	Benedictus	NE	Benedictus	nom|sg|masc	SB	17
15	ein	ein	ART	ein	nom|sg|masc	NK	17
16	hocher	Hochcher	ADJA	Hochcher	nom|sg|masc|pos	NK	17
17	Cederbaum	Cederbaum	NN	Zederbaum	nom|sg|masc	CJ	11
18	/	/	$,	/	_	--	17
19	Moyses	Moyses	NE	Moses	nom|sg|masc	CJ	17
20	ein	ein	ART	ein	nom|sg|masc	NK	22
21	nidrige	niedrige	ADJA	niedrig	nom|sg|masc|pos	NK	22
22	Rose	Rose	NN	Rose	nom|sg|masc	SB	19
23	:	:	SENT	:	_	--	22

1	wo	wo	PWAV	wo	_	MO	5
2	Benedictus	Benedictus	NE	Benedictus	nom|sg|masc	SB	5
3	ein	ein	ART	ein	nom|sg|masc	NK	5
4	fliegender	fliegender	ADJA	fliegender	nom|sg|masc|pos	NK	5
5	Adler	Adler	NN	Adler	nom|sg|masc	--	0
6	/	/	$,	/	_	--	5
7	Moyses	Moyses	NE	Moses	nom|sg|masc	CJ	5
8	ein	ein	ART	ein	nom|sg|masc	NK	11
9	zu	zu	APPR	zu	_	MO	10
10	fußgehender	fußgehender	ADJA	fußgehender	dat|sg|fem|pos	NK	11
11	Loͤw	Löwe	NN	Löwe	dat|sg|fem	AG	7
12	:	:	SENT	:	_	--	11

1	wo	wo	PWAV	wo	_	MO	9
2	Benedictus	Benedictus	NE	Benedictus	nom|sg|*	SB	9
3	ein	ein	ART	ein	acc|sg|neut	NK	7
4	auff	auf	APPR	auf	_	MO	6
5	GOtt	Gott	NE	Gott	acc|sg|fem	NK	4
6	trawendes	trawendes	ADJA	trawendes	nom|sg|neut|pos	NK	7
7	Hertz	Herz	NN	Herz	nom|sg|neut	PD	9
8	/	/	$,	/	_	--	7
9	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
10	Moyses	Moyses	NE	Moses	nom|sg|neut	PD	9
11	ein	ein	ART	ein	nom|sg|masc	NK	13
12	zaghaffter	zaghafter	ADJA	zaghafter	nom|sg|masc|pos	NK	13
13	General	General	NN	General	nom|sg|masc	PD	9
14	.	.	SENT	.	_	--	13

1	Den	Den	ART	d	acc|sg|masc	NK	2
2	Beweiß	Beweis	NN	Beweis	acc|sg|masc	OA	3
3	erzwinge	erzwinge	VVFIN	erzwinge	sg|1|pres|ind	--	0
4	ich	ich	PPER	ich	nom|sg|*|1	SB	3
5	auß	aus	APPR	aus	_	MO	3
6	den	den	ART	d	dat|pl|neut	NK	8
7	harten	harten	ADJA	hart	dat|pl|masc|pos	NK	8
8	Steinfelsen	Steinfelsen	NN	Steinfelsen	dat|pl|masc	NK	5
9	.	.	SENT	.	_	--	8

1	Als	Als	KOUS	als	_	CP	10
2	die	die	ART	d	nom|sg|fem	NK	4
3	auffruͤhrische	auffrührische	ADJA	auffrührische	nom|pl|fem|pos	NK	4
4	Israeliten	Israeliten	NN	Israelit	nom|pl|fem	SB	10
5	in	in	APPR	in	_	MO	10
6	Ermanglung	Ermangelung	NN	Ermangelung	dat|sg|fem	NK	5
7	deß	dessen	PDAT	d	gen|sg|masc	AG	8
8	Wassers	Wassers	NN	Wasser	gen|sg|neut	AG	6
9	affter-redig	affter-redig	ADJD	affter-redig	pos	MO	10
10	murreten	murreten	FM	murreten	_	MO	12
11	/	/	$,	/	_	--	10
12	trittet	trittet	VVFIN	trittet	sg|3|pres|ind	--	0
13	Moyses	Moyses	NE	Moses	nom|sg|*	SB	12
14	zu	zu	APPR	zu	_	MO	12
15	einem	einem	ART	ein	dat|sg|masc	NK	16
16	Felsen	Felsen	NN	Felsen	dat|sg|masc	NK	14
17	/	/	$,	/	_	--	16
18	schlagt	schlagt	VVFIN	schlagt	sg|3|pres|ind	NK	16
19	mit	mit	APPR	mit	_	MO	18
20	seinem	seinem	PPOSAT	sein	dat|sg|masc	NK	22
21	wunderthaͤtigen	wunderthätigen	ADJA	wunderthätigen	dat|sg|masc|pos	NK	22
22	Stab	Stab	NN	Stab	dat|sg|masc	NK	19
23	daran	daran	PAV	daran	_	MO	18
24	mit	mit	APPR	mit	_	MO	18
25	disen	diesen	PDAT	dies	dat|pl|fem	NK	27
26	mißtrawenden	mißtrawenden	ADJA	mißtrawenden	dat|pl|neut|pos	NK	27
27	Worten	Worten	NN	Wort	dat|pl|neut	NK	24
28	:	:	SENT	:	_	--	27

1	Num	Num	FM	Num	_	--	0
2	de	de	FM	de	*|*|*	PNC	4
3	petra	Petra	NE	Petra	*|*|*	PNC	4
4	hac	Haag	NE	Haag	*|sg|neut	NMC	1
5	vobis	vobis	NE	vobis	_	UC	1
6	aquam	aquam	NE	aquam	_	UC	1
7	poterimus	poterimus	NN	poterimus	nom|sg|masc	OA	8
8	ejicere	ejicere	VVFIN	ejicere	sg|3|pres|subj	RC	1
9	?	?	SENT	?	_	--	8

1	Her	Her	ADV	her	nom|pl|masc	--	0
2	jhr	ihr	PPOSAT	ihr	nom|sg|masc	NK	4
3	vnbendige	vnbendige	NN	vnbendige	nom|sg|masc|pos	NK	4
4	Koͤpff	Koepf	NN	Koepf	nom|sg|masc	SB	6
5	/	/	$,	/	_	--	4
6	wolt	wollt	VMFIN	wollen	sg|3|pres|ind	--	0
7	jhr	ihr	PPOSAT	ihr	nom|sg|masc	NK	8
8	Wasser	Wasser	NN	Wasser	nom|sg|neut	SB	6
9	?	?	SENT	?	_	--	8

1	Wo	Wo	PWAV	wo	_	MO	2
2	nehmen	nehmen	VVINF	nehmen	_	--	0
3	?	?	SENT	?	_	--	2

1	Etwann	etwan	ADV	etwa	_	MO	2
2	auß	aus	APPR	aus	_	--	0
3	disem	diesem	PDAT	dies	dat|sg|neut	NK	8
4	harten	harten	ADJA	hart	dat|sg|neut|pos	NK	8
5	/	/	$,	/	_	--	4
6	vnnd	und	KON	und	_	CD	4
7	trucknen	trucknen	NN	trucknen	gen|sg|neut|pos	CJ	6
8	Felß	Fels	NE	Fels	gen|sg|neut	NK	2
9	?	?	SENT	?	_	--	8

1	Auß	Aus	APPR	aus	_	MO	19
2	disem	diesem	PDS	dies	dat|sg|neut	NK	1
3	will	will	VMFIN	wollen	sg|1|pres|ind	--	0
4	ich	ich	PPER	ich	nom|sg|*|1	SB	3
5	mit	mit	APPR	mit	_	MO	19
6	einem	einem	ART	ein	dat|sg|masc	NK	7
7	Staal	Stahl	NN	Stahl	dat|sg|masc	NK	5
8	ehender	ehender	ADV	ehender	_	MO	19
9	ein	ein	ART	ein	nom|sg|masc	NK	10
10	Fewer	Feuer	NN	Feuer	acc|sg|neut	OA	19
11	/	/	$,	/	_	--	10
12	als	als	KOKOM	als	_	CM	13
13	mit	mit	APPR	mit	_	MO	19
14	disen	diesen	PDAT	dies	dat|pl|fem	NK	15
15	Stab	Stab	NN	Stab	dat|sg|masc	NK	13
16	ein	ein	ART	ein	nom|sg|masc	NK	17
17	Wasser	Wasser	NN	Wasser	nom|sg|neut	OA	19
18	herauß	heraus	PTKVZ	heraus	_	AC	13
19	schlagen	schlagen	VVINF	schlagen	_	OC	3
20	?	?	SENT	?	_	--	19

1	O	O	ITJ	O	_	NK	2
2	Hertz	Herz	NN	Herz	nom|sg|neut	--	0
3	!	!	SENT	!	_	--	2

1	aber	aber	ADV	aber	_	MO	2
2	verzagt	verzagt	ADJD	verzagen	sg|3|pres|ind	--	0
3	:	:	SENT	:	_	--	2

1	O	O	ITJ	O	_	PNC	2
2	Loͤw	Löwe	NE	Löwe	nom|sg|masc	--	0
3	!	!	SENT	!	_	--	2

1	aber	aber	ADV	aber	_	MO	2
2	Kleinmuͤtig	Kleinmütig	ADJD	Kleinmütig	pos	--	0
3	:	:	SENT	:	_	--	2

1	O	O	ITJ	O	_	NK	2
2	General	General	NN	General	nom|sg|masc	--	0
3	!	!	SENT	!	_	--	2

1	aber	aber	ADV	aber	_	JU	3
2	der	der	ART	d	nom|sg|masc	NK	3
3	Goͤttlichen	Göttlichen	ADJA	göttlich	nom|sg|neut	--	0
4	Allmacht	Allmacht	NN	Allmacht	_	PNC	5
5	mißtrawendt	mißtrawendt	VVFIN	mißtrawendt	_	NK	3
6	.	.	SENT	.	_	--	5

1	Besser	Besser	ADJD	gut	comp	PD	8
2	Benedictus	Benedictus	NE	Benedictus	acc|sg|masc	MO	8
3	/	/	$,	/	_	--	2
4	dessen	dessen	PDS	d	gen|sg|masc	AG	6
5	taͤglicher	täglicher	ADJA	täglich	dat|sg|fem|pos	NK	6
6	Sinn-Spruch	Sinn-Spruch	NN	Sinn-Spruch	acc|sg|masc	PD	8
7	diser	dieser	PDAT	dies	nom|sg|masc	PD	8
8	war	war	VAFIN	sein	sg|3|past|ind	--	0
9	:	:	SENT	:	_	--	8

1	Ego	Ego	NN	Ego	nom|sg|*	SB	2
2	totam	totam	NE	totam	sg|3|past|ind	--	0
3	meam	meam	ADJA	meam	_	MO	2
4	spem	spem	ADJA	spem	_	NK	6
5	Deo	Deo	NN	Deo	_	PNC	6
6	commisi	commisi	NE	commisi	_	OA	2
7	:	:	SENT	:	_	--	6

1	Mein	Mein	PPOSAT	mein	nom|sg|masc	NK	2
2	Zuflucht	Zuflucht	NN	Zuflucht	nom|sg|masc	SB	9
3	/	/	$,	/	_	--	2
4	mein	mein	PPOSAT	mein	nom|sg|masc	NK	5
5	Hoffnung	Hoffnung	NN	Hoffnung	nom|sg|masc	CJ	2
6	/	/	$,	/	_	--	5
7	mein	mein	PPOSAT	mein	acc|sg|neut	NK	8
8	Vertrawen	Vertrauen	NN	vertrauen	acc|sg|neut	OA	15
9	hab	habe	VAFIN	haben	sg|1|pres|ind	--	0
10	ich	ich	PPER	ich	nom|sg|*|1	SB	9
11	auff	auf	APPR	auf	_	MO	15
12	GOtt	Gott	NE	Gott	acc|sg|masc	NK	11
13	meinen	meinen	PPOSAT	mein	dat|pl|neut	NK	14
14	HErrn	Herrn	NN	Herr	acc|sg|masc	OA	15
15	gesetzt	gesetzt	VVPP	setzen	_	OC	9
16	.	.	SENT	.	_	--	15

1	Gehet	Gehet	VVFIN	gehen	sg|3|pres|ind	RE	19
2	mit	mit	APPR	mit	_	MO	1
3	disem	diesem	PDAT	dies	dat|sg|neut	NK	4
4	Wunder-Patriarchen	Wunder-Patriarchen	NN	Wunder-Patriarchen	dat|sg|neut	NK	2
5	/	/	$,	/	_	--	4
6	wie	wie	KOKOM	wie	_	CM	8
7	die	die	ART	d	acc|pl|masc	NK	8
8	Israeliten	Israeliten	NN	Israelit	acc|pl|masc	MO	1
9	mit	mit	APPR	mit	_	MNR	8
10	Moyses	Moyses	NE	Moses	dat|pl|masc	NK	9
11	zu	zu	APZR	zu	_	SVP	1
12	/	/	$,	/	_	--	11
13	ja	ja	ADV	ja	_	MO	14
14	auff	auf	APPR	auf	_	MO	1
15	ein	ein	ART	ein	acc|sg|neut	NK	16
16	Felsen	Felsen	NN	Felsen	acc|sg|neut	NK	14
17	hinauff	hinauf	PTKVZ	hinauf	_	SVP	1
18	/	/	$,	/	_	--	17
19	so	so	ADV	so	_	MO	23
20	werdet	werdet	VAFIN	werden	pl|2|pres|ind	--	0
21	jhr	ihr	PPER	Ihr	dat|sg|fem|3	DA	23
22	gruͤndlich	gründlich	ADJD	gründlich	pos	MO	23
23	ersehen	ersehen	VVPP	ersehen	_	OC	20
24	/	/	$,	/	_	--	23
25	wie	wie	KOUS	wie	_	MO	31
26	vnser	unser	PPOSAT	unser	nom|sg|masc	NK	27
27	Benedictus	Benedictus	NE	Benedictus	nom|sg|masc	SB	31
28	hertzhaffter	herzhafter	ADJD	herzhafter	comp	MO	31
29	als	als	KON	als	_	MO	31
30	Moyses	Moyses	NE	Moses	gen|sg|masc	NK	29
31	war	war	VAFIN	sein	sg|3|past|ind	CC	19
32	.	.	SENT	.	_	--	31

1	Gregorius	Gregorius	NE	Gregorius	nom|sg|masc	SB	4
2	der	der	ART	d	gen|sg|fem	NK	3
3	Groß	Groß	NE	Groß	gen|sg|fem	AG	1
4	schreibt	schreibt	VVFIN	schreiben	sg|3|pres|ind	--	0
5	:	:	SENT	:	_	--	4

1	Daß	Dass	KOUS	Dass	_	CP	41
2	vnter	unter	APPR	unter	_	MO	33
3	andern	anderen	ADJA	ander	dat|pl|neut|pos	NK	4
4	Cloͤstern	Klöstern	NN	Kloster	dat|pl|neut	NK	2
5	Benedictus	Benedictus	NE	Benedictus	nom|sg|*	NK	4
6	drey	drei	CARD	drei	_	PNC	5
7	auff	auf	APPR	auf	_	MNR	4
8	einen	einen	ART	ein	acc|sg|masc	NK	13
9	hohen	hohen	ADJA	hoch	acc|sg|masc|pos	NK	13
10	/	/	$,	/	_	--	9
11	vnnd	und	KON	und	_	CD	9
12	harten	harten	ADJA	hart	dat|pl|masc|pos	CJ	11
13	Felsen	Felsen	NN	Felsen	dat|pl|masc	NK	7
14	erbawet	erbawet	ADJA	erbaut	_	PD	13
15	/	/	$,	/	_	--	14
16	allwo	wo	PWAVREL	wo	_	MO	23
17	/	/	$,	/	_	--	16
18	auß	aus	APPR	aus	_	MO	33
19	Abgang	Abgang	NN	Abgang	dat|sg|masc	NK	18
20	deß	dessen	PDAT	d	gen|sg|neut	AG	21
21	Wassers	Wassers	NN	Wasser	gen|sg|neut	AG	19
22	/	/	$,	/	_	--	21
23	weilen	weilen	KOUS	weil	pl|3|pres|ind	RC	4
24	die	die	ART	d	nom|pl|*	NK	25
25	Muͤnchen	München	NE	München	nom|pl|masc	SB	23
26	mit	mit	APPR	mit	_	MO	23
27	vnertraͤglicher	vnerträglicher	ADJA	vnerträglicher	dat|sg|fem|pos	NK	28
28	Muͤhewaltung	Mühewaltung	NN	Mühewaltung	dat|sg|fem	NK	26
29	solches	solches	PIS	solch	nom|sg|neut	OA	33
30	im	im	APPRART	im	dat|sg|neut	MO	33
31	tieffen	tiefen	ADJA	tief	dat|sg|neut|pos	NK	32
