

1	XIV	XIV	CARD	XIV	_	--	0
15	der	der	ART	d	dat|sg|fem	NK	16
16	Agentenstube	Agentenstube	NN	Agentenstube	dat|sg|fem	NK	14
17	an	an	PTKVZ	an	_	SVP	10
18	,	,	$,	,	_	--	17
19	oder	oder	KON	oder	_	CD	10
20	er	er	PPER	er	nom|sg|masc|3	SB	21
21	zeigt	zeigt	VVFIN	zeigen	sg|3|pres|ind	CJ	19
22	sie	sie	PPER	Sie	nom|sg|fem|3	OA	21
23	den	den	ART	d	acc|sg|masc	NK	24
24	Agenten	Agenten	NN	Agent	acc|sg|masc	OA	21
25	in	in	APPR	in	_	MO	21
26	ihren	ihren	PPOSAT	ihr	dat|pl|fem	NK	27
27	Wohnungen	Wohnungen	NN	Wohnung	dat|pl|fem	NK	25
28	zum	zum	APPRART	zum	dat|sg|neut	MNR	27
29	Durchlesen	Durchlesen	NN	Durchlesen	dat|sg|neut	NK	28
30	vor	vor	PTKVZ	vor	_	SVP	21
31	.	.	SENT	.	_	--	30

1	Fuͤr	Für	APPR	für	_	MO	8
2	iede	jede	PIAT	jed	acc|sg|fem	NK	3
3	Abschrift	Abschrift	NN	Abschrift	acc|sg|fem	NK	1
4	werden	werden	VAFIN	werden	pl|3|pres|ind	--	0
5	ihm	ihm	PPER	er	dat|sg|masc|3	DA	8
6	dreißig	dreißig	CARD	dreißig	_	NK	7
7	Kreuzer	Kreuzer	NN	Kreuzer	acc|pl|masc	SB	4
8	bezahlt	bezahlt	VVPP	bezahlen	_	OC	4
9	.	.	SENT	.	_	--	8

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	macht	macht	VVFIN	machen	sg|3|pres|ind	--	0
3	alle	alle	PIAT	all	acc|pl|masc	NK	4
4	Tage	Tage	NN	Tag	acc|pl|masc	OA	2
5	ein	ein	ART	ein	acc|sg|neut	NK	6
6	Verzeichnis	Verzeichnis	NN	Verzeichnis	acc|sg|neut	OA	2
7	von	von	APPR	von	_	MO	2
8	den	den	ART	d	dat|pl|fem	NK	10
9	gegenwaͤrtigen	gegenwärtigen	ADJA	gegenwärtig	dat|pl|masc|pos	NK	10
10	Raͤthen	Räten	NN	Rat	dat|pl|masc	NK	7
11	,	,	$,	,	_	--	10
12	von	von	APPR	von	_	CJ	7
13	der	der	ART	d	dat|sg|fem	NK	14
14	Stunde	Stunde	NN	Stunde	dat|sg|fem	NK	12
15	ihrer	ihrer	PPOSAT	ihr	gen|sg|fem	NK	16
16	Ankunft	Ankunft	NN	Ankunft	gen|sg|fem	AG	14
17	,	,	$,	,	_	--	16
18	und	und	KON	und	_	CD	2
19	uͤberreicht	überreicht	VVPP	überreichen	sg|3|pres|ind	CJ	18
20	es	es	PPER	es	nom|sg|neut|3	OA	19
21	dem	dem	ART	d	dat|sg|masc	NK	22
22	Praͤsidenten	Präsidenten	NN	Präsident	dat|sg|masc	DA	19
23	.	.	SENT	.	_	--	22

1	Das	Das	ART	d	nom|sg|neut	NK	2
2	Holz	Holz	NN	Holz	nom|sg|neut	SB	23
3	zum	zum	APPRART	zum	dat|sg|neut	MNR	2
4	Einheizen	Einheizen	NN	Einheizen	dat|sg|neut	NK	3
5	der	der	ART	d	gen|sg|fem	NK	6
6	Rechshofrathsstube	Rechshofrathsstube	NN	Rechshofrathsstube	gen|sg|fem	AG	4
7	und	und	KON	und	_	CD	2
8	der	der	ART	d	gen|pl|fem	NK	12
9	beiden	beiden	PIAT	beide	gen|pl|fem	NK	12
10	dazu	dazu	PAV	dazu	_	MO	11
11	gehoͤrigen	gehörigen	ADJA	gehörig	acc|sg|masc|pos	NK	12
12	Zimmer	Zimmer	NN	Zimmer	acc|sg|masc	CJ	7
13	,	,	$,	,	_	--	12
14	den	den	ART	d	acc|sg|masc	NK	15
15	Winter	Winter	NN	Winter	acc|sg|masc	CJ	12
16	hindurch	hindurch	ADV	hindurch	_	MNR	15
17	,	,	$,	,	_	--	16
18	nebst	nebst	APPR	nebst	_	MNR	12
19	den	den	ART	d	dat|pl|fem	NK	21
20	andern	anderen	ADJA	ander	dat|pl|fem|pos	NK	21
21	Nothwendigkeiten	Notwendigkeiten	NN	Notwendigkeit	dat|pl|fem	NK	18
22	,	,	$,	,	_	--	21
23	kauft	kauft	VVFIN	kaufen	sg|3|pres|ind	--	0
24	er	er	PPER	er	nom|sg|masc|3	SB	23
25	an	an	PTKVZ	an	_	SVP	23
26	,	,	$,	,	_	--	25
27	macht	macht	VVFIN	machen	sg|3|pres|ind	CJ	23
28	eine	eine	ART	ein	nom|sg|fem	NK	30
29	iaͤhrliche	jährliche	ADJA	jährlich	nom|sg|fem|pos	NK	30
30	Rechnung	Rechnung	NN	Rechnung	nom|sg|fem	OA	27
31	hieruͤber	hierüber	PAV	hierüber	_	MO	27
32	,	,	$,	,	_	--	31
33	und	und	KON	und	_	CD	27
34	giebt	gibt	VVFIN	geben	sg|3|pres|ind	CJ	33
35	sie	sie	PPER	Sie	acc|pl|*|3	OA	34
36	in	in	APPR	in	_	MO	34
37	den	den	ART	d	acc|sg|masc	NK	38
38	Reichshofrath	Reichshofrath	NN	Reichshofrath	acc|sg|masc	NK	36
39	ein	ein	PTKVZ	ein	_	SVP	34
40	.	.	SENT	.	_	--	39

1	Nach	Nach	APPR	Nach	_	MO	8
2	vorausgegangener	vorausgegangener	ADJA	vorausgegangener	dat|sg|fem|pos	NK	3
3	Relation	Relation	NN	Relation	dat|sg|fem	NK	1
4	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
5	sie	sie	PPER	Sie	nom|sg|fem|3	SB	4
6	vom	vom	APPRART	vom	dat|sg|neut	SBP	8
7	Kollegium	Kollegium	FM	Collegium	dat|sg|neut	NK	6
8	genehmigt	genehmigt	VVPP	genehmigen	_	OC	4
9	.	.	SENT	.	_	--	8

1	Jezt	Jetzt	ADV	jetzt	_	MO	2
2	legt	legt	VVFIN	legen	sg|3|pres|ind	--	0
3	er	er	PPER	er	nom|sg|masc|3	SB	2
4	sie	sie	PPER	Sie	acc|sg|fem|3	OA	2
5	der	der	ART	d	dat|sg|fem	NK	7
6	kaiserlichen	kaiserlichen	ADJA	kaiserlich	dat|sg|fem|pos	NK	7
7	Hofkammer	Hofkammer	NN	Hofkammer	dat|sg|fem	DA	2
8	zur	zur	APPRART	zur	dat|sg|fem	MNR	7
9	Ruͤkzahlung	Rückzahlung	NN	Rückzahlung	dat|sg|fem	NK	8
10	der	der	ART	d	gen|pl|neut	NK	12
11	ausgelegten	ausgelegten	ADJA	ausgelegt	gen|pl|neut|pos	NK	12
12	Gelder	Gelder	NN	Geld	gen|pl|neut	AG	9
13	vor	vor	PTKVZ	vor	_	SVP	2
14	.	.	SENT	.	_	--	13

1	Im	Im	APPRART	im	dat|sg|neut	MO	3
2	Reichshofrathe	Reichshofrathe	NN	Reichshofrathe	dat|sg|fem	NK	1
3	faͤngt	fängt	VVFIN	fangen	sg|3|pres|ind	--	0
4	der	der	ART	d	nom|sg|masc	NK	5
5	Winter	Winter	NN	Winter	nom|sg|masc	SB	3
6	mit	mit	APPR	mit	_	MO	3
7	dem	dem	ART	d	dat|sg|masc	NK	8
8	Tage	Tage	NN	Tag	dat|sg|masc	NK	6
9	Allerheiligen	Allerheiligen	NN	Allerheiligen	dat|sg|masc	NK	8
10	an	an	PTKVZ	an	_	SVP	3
11	.	.	SENT	.	_	--	10

1	Vor	Vor	APPR	vor	_	MO	5
2	demselben	demselben	PDS	derselbe	dat|sg|neut	NK	1
3	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
4	nicht	nicht	PTKNEG	nicht	_	NG	5
5	eingeheizt	eingeheizt	VVPP	eingeheizt	_	OC	3
6	,	,	$,	,	_	--	5
7	wenn	wenn	KOUS	wenn	_	CP	12
8	auch	auch	ADV	auch	_	MO	11
9	gleich	gleich	ADV	gleich	_	MO	11
10	die	die	ART	d	nom|sg|fem	NK	11
11	Kaͤlte	Kälte	NN	Kälte	nom|sg|fem	SB	12
12	sollte	sollte	VMFIN	sollen	sg|3|past|subj	CJ	3
13	empfindlich	empfindlich	ADJD	empfindlich	pos	MO	14
14	fallen	fallen	VVINF	fallen	_	OC	12
15	.	.	SENT	.	_	--	14

1	Der	Der	ART	d	nom|sg|masc	NK	2
2	Kaiser	Kaiser	NN	Kaiser	nom|sg|masc	SB	6
3	Rudolf	Rudolf	NE	Rudolf	nom|sg|masc	NK	2
4	der	der	ART	d	nom|sg|masc	NK	5
5	Zweite	Zweite	ADJA	zweiter	nom|sg|masc	SB	6
6	bestimmte	bestimmte	ADJA	bestimmt	sg|3|past|ind	--	0
7	diese	diese	PDS	dies	acc|pl|neut	NK	12
8	bis	bis	KON	bis	_	AC	9
9	auf	auf	APPR	auf	_	MO	11
10	Lichtmeß	Lichtmeß	NN	Lichtmeß	acc|sg|masc	NK	9
11	dauernde	dauernde	ADJA	dauernd	acc|sg|fem|pos	NK	12
12	Winterzeit	Winterzeit	NN	Winterzeit	acc|sg|fem	OA	6
13	.	.	SENT	.	_	--	12

1	Unter	Unter	APPR	unter	_	MO	8
2	Karl	Karl	NE	Karl	dat|sg|neut	NK	1
3	dem	dem	ART	d	dat|sg|masc	NK	4
4	Sechsten	Sechsten	NN	Sechsten	dat|sg|masc	DA	8
5	ward	wurde	VAFIN	werden	sg|3|past|ind	--	0
6	dem	dem	ART	d	dat|sg|masc	NK	7
7	Thuͤrhuͤter	Türhüter	NN	Türhüter	dat|sg|masc	DA	8
8	geboten	geboten	VVPP	bieten	_	OC	5
9	,	,	$,	,	_	--	8
10	ein	ein	ART	ein	acc|sg|neut	NK	11
11	Protokoll	Protokoll	NN	Protokoll	acc|sg|neut	OA	16
12	uͤber	über	APPR	über	_	MO	16
13	die	die	ART	d	acc|pl|neut	NK	14
14	Laudemialgelder	Laudemialgelder	NN	Laudemialgelder	acc|pl|neut	NK	12
15	zu	zu	PTKZU	zu	_	PM	16
16	halten	halten	VVINF	halten	_	OC	7
17	;	;	SENT	;	_	--	16

1	weil	weil	KOUS	weil	_	CP	12
2	aber	aber	ADV	aber	_	MO	12
3	dadurch	dadurch	PAV	dadurch	_	MO	21
4	die	die	ART	d	acc|sg|fem	NK	5
5	Summe	Summe	NN	Summe	acc|sg|fem	SB	12
6	dieser	dieser	PDAT	dies	gen|pl|neut	NK	7
7	Gelder	Gelder	NN	Geld	gen|pl|neut	AG	5
8	durch	durch	APPR	durch	_	MO	12
9	einen	einen	ART	ein	acc|sg|masc	NK	10
10	Zufall	Zufall	NN	Zufall	acc|sg|masc	NK	8
11	bekannt	bekannt	ADJD	bekannt	pos	PD	12
12	ward	wurde	VAFIN	werden	sg|3|past|ind	RE	14
13	,	,	$,	,	_	--	12
14	so	so	ADV	so	_	MO	15
15	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
16	ihm	ihm	PPER	er	dat|sg|*|3	DA	21
17	die	die	ART	d	nom|sg|fem	NK	18
18	Einstellung	Einstellung	NN	Einstellung	nom|sg|fem	PD	15
19	dieses	dieses	PDAT	dies	gen|sg|masc	NK	20
20	Protokolls	Protokolls	NN	Protokoll	gen|sg|masc	AG	18
21	anbefohlen	anbefohlen	VVPP	anbefehlen	_	OC	22
22	worden	worden	VAPP	werden	_	OC	15
23	.	.	SENT	.	_	--	22

1	Jezt	Jetzt	ADV	jetzt	_	MO	2
2	giebt	gibt	VVFIN	geben	sg|3|pres|ind	--	0
3	ieder	jeder	PIS	jed	nom|sg|masc	NK	8
4	in	in	APPR	in	_	MO	7
5	einer	einer	ART	ein	dat|sg|fem	NK	6
6	Lehnsache	Lehnsache	NN	Lehnsache	dat|sg|fem	NK	4
7	aufgestellte	aufgestellte	ADJA	aufgestellt	acc|sg|fem|pos	NK	8
8	Referent	Referent	NN	Referent	nom|sg|masc	SB	2
9	dem	dem	ART	d	dat|sg|masc	NK	10
10	Thuͤrhuͤter	Türhüter	NN	Türhüter	dat|sg|masc	DA	2
11	einen	einen	ART	ein	acc|sg|masc	NK	12
12	Bogen	Bogen	NN	Bogen	acc|sg|masc	OA	2
13	Papier	Papier	NN	Papier	nom|sg|neut	NK	12
14	,	,	$,	,	_	--	13
15	auf	auf	APPR	auf	_	MO	35
16	welchem	welchem	PRELS	welch	dat|sg|masc	NK	15
17	die	die	ART	d	nom|sg|fem	NK	18
18	Summe	Summe	NN	Summe	nom|sg|fem	SB	35
19	des	des	ART	d	gen|sg|neut	NK	20
20	Lehngeldes	Lehngeldes	NN	Lehngeldes	gen|sg|neut	AG	18
21	,	,	$,	,	_	--	20
22	und	und	KON	und	_	CD	18
23	die	die	ART	d	acc|pl|fem	NK	26
24	gegenwaͤrtigen	gegenwärtigen	ADJA	gegenwärtig	acc|pl|fem|pos	NK	26
25	wirklichen	wirklichen	ADJA	wirklich	acc|pl|masc|pos	NK	26
26	Raͤthe	Räte	NN	Rat	acc|pl|masc	CJ	22
27	,	,	$,	,	_	--	26
28	unter	unter	APPR	unter	_	MO	31
29	welche	welche	PRELS	welch	acc|pl|*	NK	28
30	es	es	PPER	es	nom|sg|neut|3	SB	32
31	vertheilt	verteilt	VVPP	verteilen	_	OC	32
32	wird	wird	VAFIN	werden	sg|3|pres|ind	RC	26
33	,	,	$,	,	_	--	32
34	geschrieben	geschrieben	VVPP	schreiben	_	MO	35
35	stehen	stehen	VVINF	stehen	_	RC	12
36	.	.	SENT	.	_	--	35

1	Der	Der	ART	d	nom|sg|masc	NK	2
2	Agent	Agent	NN	Agent	nom|sg|masc	SB	3
3	zahlt	zahlt	VVFIN	zahlen	sg|3|pres|ind	--	0
4	iezt	jetzt	ADV	jetzt	_	MO	3
5	dem	dem	ART	d	dat|sg|masc	NK	6
6	Thuͤrhuͤter	Türhüter	NN	Türhüter	dat|sg|masc	DA	3
7	die	die	ART	d	acc|sg|fem	NK	12
8	von	von	APPR	von	_	SBP	11
9	seiner	seiner	PPOSAT	sein	dat|sg|fem	NK	10
10	Partei	Partei	NN	Partei	dat|sg|fem	NK	8
11	erhaltenen	erhaltenen	ADJA	erhalten	nom|pl|masc|pos	NK	12
12	Lehngelder	Lehngelder	NN	Lehngelder	gen|pl|neut	OA	3
13	gegen	gegen	APPR	gegen	_	MO	3
14	Quittung	Quittung	NN	Quittung	acc|sg|fem	NK	13
15	aus	aus	PTKVZ	aus	_	SVP	3
16	,	,	$,	,	_	--	15
17	und	und	KON	und	_	CD	3
18	lezterer	letzterer	PIS	letzterer	gen|sg|fem|comp	OA	19
19	theilt	teilt	VVFIN	teilen	sg|3|pres|ind	CJ	17
20	sie	sie	PPER	Sie	acc|sg|fem|3	OA	19
21	nicht	nicht	PTKNEG	nicht	_	NG	22
22	nur	nur	ADV	nur	_	MO	23
23	in	in	APPR	in	_	MO	19
24	die	die	ART	d	acc|sg|fem	NK	28
25	vom	vom	APPRART	vom	dat|sg|masc	SBP	27
26	Referenten	Referenten	NN	Referent	dat|sg|masc	NK	25
27	angegebene	angegebene	ADJA	angegeben	acc|sg|fem|pos	NK	28
28	Zahl	Zahl	NN	Zahl	acc|sg|fem	NK	23
29	,	,	$,	,	_	--	28
30	sondern	sondern	KON	sondern	_	CD	19
31	er	er	PPER	er	nom|sg|masc|3	SB	32
32	traͤgt	trägt	VVFIN	tragen	sg|3|pres|ind	CJ	30
33	auch	auch	ADV	auch	_	MO	36
34	ieden	jeden	PIAT	jed	acc|sg|masc	NK	36
35	einzelnen	einzelnen	ADJA	einzeln	acc|sg|masc|pos	NK	36
36	Theil	Teil	NN	Teil	acc|sg|masc	OA	32
37	in	in	APPR	in	_	MO	32
38	die	die	ART	d	acc|pl|neut	NK	39
39	Haͤuser	Häuser	NN	Haus	acc|pl|neut	NK	37
40	iener	jener	PDAT	jen	gen|pl|masc	NK	41
41	Raͤthe	Räte	NN	Rat	gen|pl|masc	AG	39
42	,	,	$,	,	_	--	41
43	welche	welche	PRELS	welch	nom|pl|masc	SB	46
44	daran	daran	PAV	daran	_	MO	46
45	Antheil	Anteil	NN	Anteil	acc|sg|masc	OA	46
46	haben	haben	VAINF	haben	pl|3|pres|ind	RC	41
47	.	.	SENT	.	_	--	46

1	Auch	Auch	ADV	auch	_	MO	3
2	die	die	ART	d	nom|pl|fem	NK	3
3	Revisionsporteln	Revisionsporteln	NN	Revisionsporteln	nom|pl|fem	SB	11
4	,	,	$,	,	_	--	3
5	wenn	wenn	KOUS	wenn	_	CP	9
6	sie	sie	PPER	Sie	nom|sg|fem|3	SB	9
7	dem	dem	ART	d	dat|sg|masc	NK	8
8	Reichshofrathe	Reichshofrathe	NN	Reichshofrathe	dat|sg|masc	DA	9
9	zufallen	zufallen	VVINF	zufallen	_	PAR	3
10	,	,	$,	,	_	--	9
11	werden	werden	VAFIN	werden	pl|3|pres|ind	--	0
12	vom	vom	APPRART	vom	dat|sg|masc	SBP	19
13	Sekretaͤr	Sekretär	NN	Sekretär	dat|sg|masc	NK	12
14	iezt	jetzt	ADV	jetzt	_	MO	19
15	dem	dem	ART	d	dat|sg|masc	NK	16
16	Thuͤrhuͤter	Türhüter	NN	Türhüter	dat|sg|masc	DA	19
17	zur	zur	APPRART	zur	dat|sg|fem	MO	19
18	Vertheilung	Verteilung	NN	Verteilung	dat|sg|fem	NK	17
19	eingehaͤndigt	eingehändigt	VVPP	einhändigen	_	OC	11
20	,	,	$,	,	_	--	19
21	und	und	KON	und	_	CD	11
22	bei	bei	APPR	bei	_	MO	25
23	beiden	beiden	PIAT	beide	dat|pl|masc	NK	24
24	Artikeln	Artikeln	NN	Artikel	dat|pl|masc	NK	22
25	erhaͤlt	erhält	VVFIN	erhalten	sg|3|pres|ind	CJ	21
26	er	er	PPER	er	nom|sg|masc|3	SB	25
27	von	von	APPR	von	_	MO	25
28	den	den	ART	d	dat|pl|masc	NK	29
29	Raͤthen	Räten	NN	Rat	dat|pl|masc	NK	27
30	bei	bei	APPR	bei	_	MNR	29
31	der	der	ART	d	dat|sg|fem	NK	32
32	Uebergabe	Übergabe	NN	Übergabe	dat|sg|fem	NK	30
33	Geschenke	Geschenke	NN	Geschenk	acc|pl|neut	OA	25
34	,	,	$,	,	_	--	33
35	welche	welche	PRELS	welch	nom|pl|neut	SB	40
36	wenigstens	wenigstens	ADV	wenigstens	_	MO	40
37	in	in	APPR	in	_	MO	40
38	einem	einem	ART	ein	dat|sg|neut	NK	39
39	Procent	Prozent	NN	Prozent	dat|sg|neut	NK	37
40	bestehen	bestehen	VVINF	bestehen	_	RC	33
41	.	.	SENT	.	_	--	40

1	Die	Die	ART	d	nom|sg|fem	NK	8
2	mit	mit	APPR	mit	_	MO	6
3	iedem	jedem	PIAT	jed	dat|sg|masc	NK	4
4	Posttage	Posttage	NN	Posttage	dat|sg|masc	NK	2
5	achtzehnfach	achtzehnfach	ADJD	achtzehnfach	pos	MO	6
6	ankommenden	ankommenden	ADJA	ankommend	acc|pl|fem|pos	NK	8
7	privilegirten	privilegierten	ADJA	privilegiert	acc|pl|fem|pos	NK	8
8	Zeitungen	Zeitungen	NN	Zeitung	acc|pl|fem	OA	35
9	,	,	$,	,	_	--	8
10	die	die	ART	d	nom|pl|fem	NK	15
11	iaͤhrlich	jährlich	ADJD	jährlich	pos	MO	13
12	achtzehnfach	achtzehnfach	ADJA	achtzehnfach	pos	MO	13
13	einlaufenden	einlaufenden	ADJA	einlaufenden	acc|pl|fem|pos	NK	15
14	privilegirten	privilegierten	ADJA	privilegiert	gen|pl|masc|pos	NK	15
15	Kalender	Kalender	NN	Kalender	gen|pl|masc	CJ	8
16	,	,	$,	,	_	--	15
17	die	die	ART	d	nom|pl|masc	NK	20
18	achtzehnfach	achtzehnfach	ADJA	achtzehnfach	pos	MO	19
19	eingereichten	eingereichten	ADJA	eingereicht	acc|pl|neut|pos	NK	20
20	Exemplare	Exemplare	NN	Exemplar	acc|pl|neut	CJ	15
21	von	von	APPR	von	_	PG	20
22	privilegirten	privilegierten	ADJA	privilegiert	dat|pl|fem|pos	NK	23
23	Arzneien	Arzneien	NN	Arznei	dat|pl|fem	NK	21
24	und	und	KON	und	_	CD	23
25	aͤhnlichen	ähnlichen	ADJA	ähnlich	dat|pl|masc|pos	NK	26
26	Artikeln	Artikeln	NN	Artikel	dat|pl|masc	CJ	24
27	und	und	KON	und	_	CD	20
28	die	die	ART	d	acc|sg|fem	NK	32
29	fuͤnffach	fünffach	ADJD	fünffach	pos	MO	30
30	eingegebenen	eingegebenen	ADJA	eingegebenen	acc|pl|fem|pos	NK	32
31	privilegirten	privilegierten	ADJA	privilegiert	gen|pl|masc|pos	NK	32
32	Buͤcher	Bücher	TRUNC	Bücher-	acc|pl|neut	CJ	27
33	und	und	KON	und	_	CD	32
34	Kupferstiche	Kupferstiche	NN	Kupferstiche	acc|pl|masc	CJ	33
35	sondert	sondert	ADJD	sondert	sg|3|pres|ind	--	0
36	er	er	PPER	er	nom|sg|masc|3	SB	35
37	auch	auch	ADV	auch	_	MO	38
38	in	in	APPR	in	_	MO	35
39	die	die	ART	d	acc|pl|neut	NK	41
40	gehoͤrigen	gehörigen	ADJA	gehörig	acc|pl|neut|pos	NK	41
41	Theile	Teile	NN	Teil	acc|pl|neut	NK	38
42	ab	ab	PTKVZ	ab	_	SVP	35
43	,	,	$,	,	_	--	42
44	und	und	KON	und	_	CD	35
45	stellt	stellt	VVFIN	stellen	sg|3|pres|ind	CJ	44
46	sie	sie	PPER	Sie	nom|sg|fem|3	OA	45
47	ienen	jenen	PDAT	jen	acc|sg|masc	NK	48
48	Herren	Herren	NN	Herr	dat|pl|masc	OA	45
49	zu	zu	PTKVZ	zu	_	SVP	45
50	,	,	$,	,	_	--	49
51	die	die	PRELS	d	nom|pl|fem	SB	53
52	oben	oben	ADV	oben	_	MO	54
53	sind	sind	VAFIN	sein	pl|3|pres|ind	RC	48
54	genannt	genannt	VVPP	nennen	_	OC	55
55	worden	worden	VAPP	werden	_	OC	53
56	.	.	SENT	.	_	--	55

1	Der	Der	ART	d	nom|sg|masc	NK	2
2	Thuͤrhuͤter	Türhüter	NN	Türhüter	nom|sg|masc	SB	3
3	hat	hat	VAFIN	haben	sg|3|pres|ind	--	0
4	oͤffentlichen	öffentlichen	ADJA	öffentlich	dat|pl|fem|pos	NK	5
5	Glauben	Glauben	NN	Glaube	acc|sg|masc	OA	3
6	,	,	$,	,	_	--	5
7	seine	seine	PPOSAT	sein	acc|pl|neut	NK	8
8	Attestate	Attestate	NN	Attestate	acc|pl|neut	SB	18
9	und	und	KON	und	_	CD	8
10	Dokumente	Dokumente	NN	Dokument	acc|pl|neut	CJ	9
11	in	in	APPR	in	_	MNR	8
12	den	den	ART	d	acc|sg|masc	NK	17
13	ihm	ihm	PPER	er	dat|sg|masc|3	DA	16
14	vom	vom	APPRART	vom	dat|sg|neut	SBP	16
15	Reichshofrathe	Reichshofrathe	NN	Reichshofrathe	dat|sg|masc	NK	14
16	aufgetragenen	aufgetragenen	ADJA	aufgetragenen	dat|pl|neut|pos	NK	17
17	Gegenstaͤnden	Gegenständen	NN	Gegenstand	dat|pl|masc	NK	11
18	haben	haben	VAFIN	haben	pl|3|pres|ind	CJ	3
19	daher	daher	ADV	daher	_	MO	18
20	Beweiskraft	Beweiskraft	NN	Beweiskraft	acc|sg|fem	OA	18
21	.	.	SENT	.	_	--	20

1	Aus	Aus	APPR	aus	_	MO	4
2	dieser	dieser	PDAT	dies	dat|sg|fem	NK	3
3	Ursache	Ursache	NN	Ursache	dat|sg|fem	NK	1
4	befahl	befahl	VVFIN	befehlen	sg|3|past|ind	--	0
5	ihm	ihm	PPER	er	dat|sg|masc|3	DA	4
6	auch	auch	ADV	auch	_	MO	9
7	dieses	dieses	PDAT	dies	gen|sg|neut	NK	9
8	hoͤchste	höchste	ADJA	hoch	nom|sg|fem|sup	NK	9
9	Reichsgericht	Reichsgericht	NN	Reichsgericht	nom|sg|neut	SB	4
10	,	,	$,	,	_	--	9
11	die	die	ART	d	acc|sg|fem	NK	13
12	strenge	strenge	ADJA	streng	acc|sg|fem|pos	NK	13
13	Ordnung	Ordnung	NN	Ordnung	acc|sg|fem	OA	18
14	im	im	APPRART	im	dat|sg|masc	MNR	13
15	Proceß	Prozeß	NN	Prozeß	dat|sg|masc	NK	14
16	aufrecht	aufrecht	ADJD	aufrecht	pos	MO	18
17	zu	zu	PTKZU	zu	_	PM	18
18	halten	halten	VVINF	halten	_	OC	4
19	,	,	$,	,	_	--	18
20	den	den	PRELS	d	acc|sg|masc	NK	25
21	beim	beim	APPRART	beim	dat|sg|neut	MO	36
22	kaiserlichen	kaiserlichen	ADJA	kaiserlich	dat|sg|neut|pos	NK	23
23	Hoflager	Hoflager	NN	Hoflager	dat|sg|neut	NK	21
24	anwesenden	anwesenden	ADJA	anwesend	acc|pl|masc|pos	NK	25
25	Parteien	Parteien	NN	Partei	gen|pl|fem	DA	36
26	oder	oder	KON	oder	_	CD	25
27	ihren	ihren	PPOSAT	ihr	dat|pl|masc	NK	28
28	Agenten	Agenten	NN	Agent	dat|pl|masc	CJ	26
29	iene	jene	PDAT	jen	acc|sg|fem	NK	31
30	reichshofraͤthliche	reichshofräthliche	ADJA	reichshofräthliche	acc|pl|fem|pos	NK	31
31	Verordnungen	Verordnungen	NN	Verordnung	acc|pl|fem	OA	36
32	und	und	KON	und	_	CD	31
33	Rathsschluͤsse	Rathsschlüsse	NN	Rathsschlüsse	acc|pl|masc	CJ	32
34	bekannt	bekannt	ADJD	bekannt	pos	MO	36
35	zu	zu	PTKZU	zu	_	PM	36
36	machen	machen	VVINF	machen	_	CJ	18
37	,	,	$,	,	_	--	36
38	die	die	PRELS	d	nom|pl|masc	SB	43
39	in	in	APPR	in	_	MO	42
40	ihren	ihren	PPOSAT	ihr	dat|pl|fem	NK	41
41	Sachen	Sachen	NN	Sache	dat|pl|fem	NK	39
42	gemacht	gemacht	VVPP	gemacht	_	OC	43
43	werden	werden	VAINF	werden	_	RC	31
44	,	,	$,	,	_	--	43
45	und	und	KON	und	_	CD	36
46	die	die	ART	d	nom|sg|fem	SB	55
47	eine	eine	ART	ein	nom|sg|fem	NK	48
48	Folge	Folge	NN	Folge	nom|sg|fem	OA	55
49	in	in	APPR	in	_	MNR	48
50	Ruͤksicht	Rücksicht	NN	Rücksicht	dat|sg|fem	NK	49
51	der	der	ART	d	gen|sg|fem	NK	52
52	Gegenpartei	Gegenpartei	NN	Gegenpartei	gen|sg|fem	AG	50
53	nach	nach	APPR	nach	_	MO	55
54	sich	sich	PRF	er|es|sie	acc|sg|3	NK	53
55	ziehen	ziehen	VVINF	ziehen	_	CJ	45
56	.	.	SENT	.	_	--	55

1	Da	Da	KOUS	da	_	CP	6
2	diese	diese	PDAT	dies	nom|sg|fem	NK	3
3	Insinuation	Insinuation	NN	Insinuation	nom|sg|fem	SB	6
4	bewiesen	bewiesen	VVPP	beweisen	_	OC	5
5	werden	werden	VAINF	werden	_	OC	6
6	muß	muß	VMFIN	müssen	sg|3|pres|ind	RE	8
7	,	,	$,	,	_	--	6
8	so	so	ADV	so	_	MO	9
9	fertigt	fertigt	VVFIN	fertigt	sg|3|pres|ind	--	0
10	der	der	ART	d	nom|sg|masc	NK	11
11	Thuͤrhuͤter	Türhüter	NN	Türhüter	nom|sg|masc	SB	9
12	nach	nach	APPR	nach	_	MO	9
13	ihrer	ihrer	PPOSAT	ihr	dat|sg|fem	NK	14
14	Vollendung	Vollendung	NN	Vollendung	dat|sg|fem	NK	12
15	uͤber	über	APPR	über	_	MNR	14
16	dieselbe	dieselbe	PDS	derselbe	acc|sg|neut	NK	15
17	ein	ein	ART	ein	acc|sg|neut	NK	18
18	Dokument	Dokument	NN	Dokument	nom|sg|neut	CC	16
19	iener	jener	PDAT	jen	gen|sg|fem	NK	20
