

1	III	III	CARD	III	_	--	0
27	verkaufen	verkaufen	VVINF	verkaufen	_	OC	24
28	,	,	$,	,	_	--	27
29	verschenken	verschenken	VVINF	verschenken	_	CJ	20
30	oder	oder	KON	oder	_	CD	29
31	vertauschen	vertauschen	VVINF	vertauschen	_	CJ	30
32	,	,	$,	,	_	--	31
33	jedoch	jedoch	ADV	jedoch	_	MO	34
34	verpachten	verpachten	VVFIN	verpachten	_	CJ	31
35	oder	oder	KON	oder	_	CD	34
36	durch	durch	APPR	durch	_	MO	39
37	eigne	eigene	ADJA	eigen	acc|sg|fem|pos	NK	38
38	Verwaltung	Verwaltung	NN	Verwaltung	acc|sg|fem	NK	36
39	nuzen	nutzen	VVINF	nutzen	_	CJ	35
40	.	.	SENT	.	_	--	39

1	Bey	Bei	APPR	bei	_	MO	3
2	erstern	ersteren	ADJA	erstere	dat|pl|*|comp	NK	1
3	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
4	er	er	PPER	er	nom|sg|masc|3	SB	3
5	den	den	ART	d	acc|sg|masc	NK	8
6	sich	sich	PRF	er|es|sie	acc|sg|3	OA	7
7	ereigenden	ereigenden	ADJA	ereigenden	acc|sg|masc|pos	NK	8
8	Schaden	Schaden	NN	Schaden	acc|sg|masc	OA	23
9	z.	z.	APPRART	zum	dat|sg|neut	MO	16
10	B.	B.	NN	Beispiel	dat|sg|neut	NK	9
11	wenn	wenn	KOUS	wenn	_	CP	17
12	ein	ein	ART	ein	nom|sg|neut	NK	13
13	Capital	Kapital	NN	Kapital	nom|sg|neut	SB	17
14	der	der	ART	d	gen|sg|fem	NK	15
15	Frau	Frau	NN	Frau	gen|sg|fem	AG	13
16	verloren	verloren	VVPP	verlieren	_	MO	17
17	geht	geht	VVFIN	gehen	sg|3|pres|ind	MO	23
18	,	,	$,	,	_	--	17
19	von	von	APPR	von	_	OP	23
20	den	den	ART	d	dat|pl|masc	NK	21
21	seinigen	seinigen	PPOSS	seinige	dat|pl|masc	NK	19
22	zu	zu	PTKZU	zu	_	PM	23
23	erstatten	erstatten	VVINF	erstatten	_	OC	24
24	verbunden	verbunden	VVPP	verbinden	_	PD	3
25	;	;	SENT	;	_	--	24

1	allein	allein	ADV	allein	_	MO	2
2	bey	bei	APPR	bei	_	CJ	15
3	letztern	letzteren	ADJA	letzt	dat|pl|*	NK	2
4	,	,	$,	,	_	--	3
5	wenn	wenn	KOUS	wenn	_	CP	13
6	z.	z.	APPRART	zum	dat|sg|neut	MO	13
7	B.	B.	NN	Beispiel	dat|sg|neut	NK	6
8	ein	ein	ART	ein	acc|sg|neut	NK	9
9	Haus	Haus	NN	Haus	acc|sg|neut	OA	13
10	,	,	$,	,	_	--	9
11	oder	oder	KON	oder	_	CD	9
12	Scheune	Scheune	NN	Scheune	acc|sg|*	CJ	11
13	abbrennet	abbrennet	VVFIN	abbrennet	sg|3|pres|ind	MO	15
14	,	,	$,	,	_	--	13
15	trifft	trifft	VVFIN	treffen	sg|3|pres|ind	--	0
16	ihn	ihn	PPER	er	acc|sg|masc|3	OA	15
17	die	die	ART	d	nom|sg|fem	NK	18
18	Gefahr	Gefahr	NN	Gefahr	nom|sg|fem	SB	15
19	nicht	nicht	PTKNEG	nicht	_	NG	15
20	.	.	SENT	.	_	--	19

1	Des	Des	ART	d	gen|sg|masc	NK	2
2	Mannes	Mannes	NN	Mann	gen|sg|masc	DA	4
3	Guͤther	Güter	NN	Gut	nom|pl|neut	NK	2
4	sichern	sichern	VVFIN	sichern	pl|3|pres|ind	--	0
5	die	die	ART	d	acc|sg|fem	NK	6
6	Frau	Frau	NN	Frau	acc|sg|fem	OA	4
7	wegen	wegen	APPR	wegen	_	MO	4
8	ihres	ihres	PPOSAT	ihr	gen|sg|neut	NK	9
9	Einbringens	Einbringens	NN	Einbringens	gen|sg|neut	NK	7
10	.	.	SENT	.	_	--	9

1	Der	Der	ART	d	nom|sg|masc	NK	2
2	Frau	Frau	NN	Frau	nom|sg|fem	SB	3
3	hafftet	haftet	VVFIN	haften	sg|3|pres|ind	--	0
4	wegen	wegen	APPR	wegen	_	MO	3
5	ihres	ihres	PPOSAT	ihr	gen|sg|neut	NK	7
6	zugebrachten	zugebrachten	ADJA	zugebrachten	gen|sg|neut|pos	NK	7
7	Vermoͤgens	Vermögens	NN	Vermögen	gen|sg|neut	NK	4
8	,	,	$,	,	_	--	7
9	des	des	ART	d	gen|sg|masc	NK	10
10	Mannes	Mannes	NN	Mann	gen|sg|masc	OG	11
11	eignes	eigenes	ADJA	eigen	acc|sg|neut|pos	CJ	3
12	zum	zum	APPRART	zum	dat|sg|masc	MNR	11
13	Unterpfande	Unterpfande	NN	Unterpfande	dat|sg|neut	NK	12
14	,	,	$,	,	_	--	13
15	an	an	APPR	an	_	MO	23
16	welches	welches	PRELS	welch	acc|sg|neut	NK	15
17	sie	sie	PPER	Sie	nom|pl|masc|3	SB	23
18	sich	sich	PRF	er|es|sie	acc|pl|3	OA	22
19	oder	oder	KON	oder	_	CD	18
20	ihre	ihre	PPOSAT	ihr	nom|pl|masc	NK	21
21	Erben	Erben	NN	Erbe	nom|pl|masc	CJ	19
22	halten	halten	VVINF	halten	_	OC	23
23	koͤnnen	können	VMFIN	können	pl|3|pres|ind	RC	13
24	.	.	SENT	.	_	--	23

1	Daher	Daher	ADV	daher	_	MO	12
2	ihre	ihre	PPOSAT	ihr	acc|pl|fem	NK	3
3	Forderungen	Forderungen	NN	Forderung	acc|pl|fem	SB	12
4	bey	bei	APPR	bei	_	MNR	3
5	entstandenen	entstandenen	ADJA	entstanden	dat|pl|*|pos	NK	6
6	Concurs	Konkurs	NN	Konkurs	dat|sg|masc	NK	4
7	zu	zu	APPR	zu	_	MO	10
8	des	des	ART	d	gen|sg|masc	NK	9
9	Mannes	Mannes	NN	Mann	gen|sg|masc	NK	7
10	Vermoͤgen	Vermögen	NN	Vermögen	gen|sg|neut|pos	NK	11
11	prioritaͤtisch	Prioritättisch	NN	Prioritättisch	nom|sg|masc	PD	12
12	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
13	,	,	$,	,	_	--	12
14	(	(	$(	(	_	--	13
15	oder	oder	KON	oder	_	CD	12
16	den	den	ART	d	acc|sg|masc	NK	17
17	Vorzug	Vorzug	NN	Vorzug	acc|sg|masc	OA	21
18	vor	vor	APPR	vor	_	MNR	17
19	andre	andere	ADJA	ander	acc|pl|masc|pos	NK	20
20	Glaͤubiger	Gläubiger	NN	Gläubiger	acc|pl|masc	NK	18
21	haben	haben	VAINF	haben	_	CJ	15
22	.	.	SENT	.	_	--	21
23	)	)	$)	)	_	--	22

1	Waͤhrend	Während	APPR	während	_	MO	4
2	der	der	ART	d	dat|sg|fem	NK	3
3	Ehe	Ehe	NN	Ehe	dat|sg|fem	NK	1
4	kann	kann	VMFIN	können	sg|3|pres|ind	--	0
5	die	die	ART	d	nom|sg|fem	NK	6
6	Frau	Frau	NN	Frau	nom|sg|fem	SB	4
7	ihr	ihr	PPOSAT	ihr	acc|sg|neut	NK	8
8	Vermoͤgen	Vermögen	NN	Vermögen	acc|sg|neut	OA	12
9	nur	nur	ADV	nur	_	MO	20
10	alsdenn	alsdann	ADV	alsdann	pos	MO	4
11	zuruͤck	zurück	PTKVZ	zurück	_	MO	12
12	fordern	fordern	VVINF	fordern	_	OC	4
13	,	,	$,	,	_	--	12
14	wenn	wenn	KOUS	wenn	_	CP	20
15	der	der	ART	d	nom|sg|masc	NK	16
16	Mann	Mann	NN	Mann	nom|sg|masc	SB	20
17	in	in	APPR	in	_	MO	20
18	solche	solche	PIAT	solch	dat|sg|neut	NK	19
19	Umstaͤnde	Umstände	NN	Umstand	nom|pl|masc	NK	17
20	koͤmmt	kommt	VVFIN	kommen	sg|3|pres|ind	MO	4
21	,	,	$,	,	_	--	20
22	daß	daß	KOUS	daß	_	CP	31
23	es	es	PPER	es	nom|sg|neut|3	EP	31
24	ihr	ihr	PPER	Ihr	dat|sg|fem|3	DA	31
25	wegen	wegen	APPR	wegen	_	MO	31
26	der	der	ART	d	*|sg|fem	NK	28
27	kuͤnftigen	künftigen	ADJA	künftig	gen|pl|masc|pos	NK	28
28	Zuruͤckgabe	Zurückgabe	NN	Zurückgabe	*|sg|fem	NK	25
29	an	an	APPR	an	_	OP	31
30	Sicherheit	Sicherheit	NN	Sicherheit	acc|sg|fem	NK	29
31	fehlet	fehlt	VVFIN	fehlen	sg|3|pres|ind	SB	20
32	,	,	$,	,	_	--	31
33	und	und	KON	und	_	CD	20
34	er	er	PPER	er	nom|sg|masc|3	SB	40
35	ihr	ihr	PPER	Ihr	dat|sg|fem|3	DA	39
36	keine	keine	PIAT	kein	acc|sg|fem	NK	38
37	hinlaͤngliche	hinlängliche	ADJA	hinlängliche	acc|sg|fem|pos	NK	38
38	Buͤrgschaft	Bürgschaft	NN	Bürgschaft	acc|sg|fem	OA	39
39	gewaͤhren	gewähren	VVINF	gewähren	_	OC	40
40	kann	kann	VMFIN	können	sg|3|pres|ind	CJ	33
41	.	.	SENT	.	_	--	40

1	Errichtete	Errichtete	ADJA	errichtet	nom|pl|neut	--	0
2	Ehestiftungen	Ehestiftungen	NN	Ehestiftungen	nom|pl|fem	NK	1
3	was	was	PWS	was	acc|sg|neut	SB	5
4	dieses	dieses	PDAT	dies	acc|sg|neut	NK	5
5	enthalten	enthalten	VVPP	enthalten	nom|pl|*|pos	NK	1
6	?	?	SENT	?	_	--	5

1	Wenn	Wenn	KOUS	wenn	_	CP	25
2	Verlobte	Verlobte	NN	verlobter	nom|sg|fem	SB	25
3	,	,	$,	,	_	--	2
4	oder	oder	KON	oder	_	CD	2
5	schon	schon	ADV	schon	_	MO	7
6	wirkliche	wirkliche	ADJA	wirklich	acc|pl|fem|pos	NK	7
7	Ehegatten	Ehegatten	NN	Ehegatten	acc|pl|fem	CJ	4
8	,	,	$,	,	_	--	7
9	in	in	APPR	in	_	MO	24
10	einem	einem	ART	ein	dat|sg|masc	NK	9
11	oder	oder	KON	oder	_	CD	10
12	dem	dem	ART	d	dat|sg|neut	NK	14
13	andern	anderen	ADJA	ander	dat|sg|masc|pos	NK	14
14	Puncte	Punkte	NN	Punkt	dat|sg|masc	CJ	11
15	von	von	APPR	von	_	PG	10
16	der	der	ART	d	dat|sg|fem	NK	17
17	Willkuͤhr	Willkür	NN	Willkür	dat|sg|fem	NK	15
18	oder	oder	KON	oder	_	CD	17
19	Statuten	Statuten	NN	Statuten	dat|pl|neut	CJ	18
20	,	,	$,	,	_	--	19
21	auch	auch	ADV	auch	_	MO	23
22	allgemeinen	allgemeinen	ADJA	allgemein	dat|pl|neut|pos	NK	23
23	Gesetzen	Gesetzen	NN	Gesetz	dat|pl|neut	AG	17
24	abgehen	abgehen	VVINF	abgehen	_	OC	25
25	wollen	wollen	VMFIN	wollen	pl|3|pres|ind	RE	27
26	,	,	$,	,	_	--	25
27	so	so	ADV	so	_	MO	28
28	kann	kann	VMFIN	können	sg|3|pres|ind	--	0
29	solches	solches	PIS	solch	nom|sg|neut	SB	28
30	durch	durch	APPR	durch	_	MO	33
31	eine	eine	ART	ein	acc|sg|fem	NK	32
32	Ehestifftung	Ehestiftung	NN	Ehestiftung	acc|sg|fem	NK	30
33	geschehen	geschehen	VVINF	geschehen	_	OC	28
34	.	.	SENT	.	_	--	33

1	Die	Die	ART	d	nom|pl|masc	NK	2
2	Punkte	Punkte	NN	Punkt	nom|pl|masc	SB	3
3	werden	werden	VAFIN	werden	pl|3|pres|ind	--	0
4	insgemein	insgemein	ADV	insgemein	_	MO	6
5	darauf	darauf	PAV	darauf	_	OP	6
6	ankommen	ankommen	VVPP	ankommen	_	OC	3
7	,	,	$,	,	_	--	6
8	ob	ob	KOUS	ob	_	CP	15
9	die	die	ART	d	nom|sg|fem	NK	10
10	Ehestifftung	Ehestiftung	NN	Ehestiftung	nom|sg|fem	SB	15
11	,	,	$,	,	_	--	10
12	so	so	ADV	so	_	MO	13
13	abgefaßt	abgefaßt	VVPP	abfassen	_	OC	14
14	werden	werden	VAINF	werden	_	OC	15
15	soll	soll	VMFIN	sollen	sg|3|pres|ind	RE	5
16	,	,	$,	,	_	--	15
17	daß	daß	KOUS	daß	_	CP	27
18	kein	kein	PIAT	kein	nom|sg|masc	NK	19
19	Theil	Teil	NN	Teil	nom|sg|masc	SB	27
20	ohne	ohne	APPR	ohne	_	MO	27
21	des	des	ART	d	gen|sg|masc	NK	23
22	andern	anderen	ADJA	ander	gen|sg|masc|pos	NK	23
23	Willen	Willen	NN	Wille	acc|sg|masc	NK	20
24	davon	davon	PAV	davon	_	CVC	26
25	wieder	wieder	ADV	wieder	_	MO	26
26	abgehen	abgehen	VVINF	abgehen	_	OC	27
27	darf	darf	VMFIN	dürfen	sg|3|pres|ind	CC	12
28	;	;	SENT	;	_	--	27

1	oder	oder	KON	oder	_	JU	32
2	wegen	wegen	APPR	wegen	_	MO	30
3	den	den	ART	d	dat|pl|masc	NK	14
4	auf	auf	APPR	auf	_	MO	13
5	den	den	ART	d	acc|sg|masc	NK	6
6	Todesfall	Todesfall	NN	Todesfall	acc|sg|masc	NK	4
7	des	des	ART	d	gen|sg|*	NK	8
8	einen	einen	PIS	ein	acc|sg|masc	AG	6
9	und	und	KON	und	_	CD	8
10	das	das	ART	d	acc|sg|neut	NK	12
11	andern	anderen	ADJA	ander	dat|pl|fem|pos	NK	12
12	Gatten	Gatten	NN	Gatte	dat|pl|fem	CJ	9
13	enthaltene	enthaltene	ADJA	enthalten	acc|pl|fem|pos	NK	14
14	Willen	Willen	NN	Wille	acc|sg|masc	NK	2
15	,	,	$,	,	_	--	14
16	als	als	KOKOM	als	_	CJ	2
17	eine	eine	ART	ein	acc|sg|fem	NK	18
18	Art	Art	NN	Art	acc|sg|fem	NK	16
19	von	von	APPR	von	_	PG	18
20	Testament	Testament	NN	Testament	dat|sg|neut	NK	19
21	,	,	$,	,	_	--	20
22	als	als	KOKOM	als	_	CJ	16
23	welches	welches	PWS	welch	nom|sg|neut	NK	22
24	von	von	APPR	von	_	PG	23
25	jedem	jedem	PIAT	jed	dat|sg|masc	NK	26
26	Theile	Teile	NN	Teil	dat|sg|masc	NK	24
27	zu	zu	APPR	zu	_	MO	30
28	aller	aller	PIAT	all	dat|sg|fem	NK	29
29	Zeit	Zeit	NN	Zeit	dat|sg|fem	NK	27
30	wiederruffen	widerrufen	VVPP	widerrufen	_	OC	31
31	werden	werden	VAINF	werden	_	OC	32
32	kann	kann	VMFIN	können	sg|3|pres|ind	--	0
33	?	?	SENT	?	_	--	32

1	Ob	Ob	KOUS	ob	_	CP	10
2	wegen	wegen	APPR	wegen	_	MO	10
3	der	der	ART	d	*|sg|fem	NK	4
4	Erziehung	Erziehung	NN	Erziehung	*|sg|fem	NK	2
5	der	der	ART	d	gen|pl|masc	NK	6
6	Kinder	Kinder	NN	Kind	gen|pl|neut	AG	4
7	etwas	etwas	ADV	etwas	*|*|neut	SB	10
8	gedacht	gedacht	VVPP	denken	_	OC	9
9	werden	werden	VAINF	werden	_	OC	10
10	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
11	?	?	SENT	?	_	--	10

1	Ob	Ob	KOUS	ob	_	CP	10
2	die	die	ART	d	nom|sg|fem	NK	3
3	Ehefrau	Ehefrau	NN	Ehefrau	nom|sg|fem	SB	10
4	ihr	ihr	PPOSAT	ihr	acc|sg|neut	NK	5
5	Vermoͤgen	Vermögen	NN	Vermögen	acc|sg|neut	OA	10
6	,	,	$,	,	_	--	5
7	welches	welches	PRELS	welch	acc|sg|neut	OA	10
8	sie	sie	PPER	Sie	nom|pl|masc|3	SB	10
9	schon	schon	ADV	schon	_	MO	10
10	besitzt	besitzt	VVFIN	besitzen	sg|3|pres|ind	--	0
11	,	,	$,	,	_	--	10
12	oder	oder	KON	oder	_	CD	10
13	ihr	ihr	PPER	Ihr	nom|sg|masc	DA	15
14	noch	noch	ADV	noch	_	MO	15
15	zufallen	zufallen	VVINF	zufallen	_	OC	16
16	moͤchte	möchte	VMFIN	mögen	sg|3|pres|ind	CJ	12
17	,	,	$,	,	_	--	16
18	oder	oder	KON	oder	_	CD	16
19	einen	einen	ART	ein	acc|sg|masc	NK	20
20	Theil	Teil	NN	Teil	acc|sg|masc	OA	24
21	desselben	desselben	PDS	derselbe	gen|sg|neut	AG	20
22	,	,	$,	,	_	--	21
23	selbst	selbst	ADV	selbst	_	MO	24
24	verwalten	verwalten	VVFIN	verwalten	pl|3|pres|ind	CJ	18
25	,	,	$,	,	_	--	24
26	die	die	ART	d	acc|sg|fem	NK	27
27	Veraͤußerung	Veräußerung	NN	Veräußerung	acc|sg|fem	OA	38
28	desselben	desselben	PDS	derselbe	gen|sg|neut	NK	27
29	und	und	KON	und	_	CD	27
30	das	das	PDS	d	nom|sg|neut	NK	32
31	unumschraͤnkte	unumschränkte	ADJA	unumschränkte	acc|sg|neut|pos	NK	32
32	Recht	Recht	NN	Recht	acc|sg|neut	CJ	29
33	auf	auf	APPR	auf	_	MNR	32
34	den	den	ART	d	acc|sg|masc	NK	35
35	Todesfall	Todesfall	NN	Todesfall	acc|sg|masc	NK	33
36	daruͤber	darüber	PAV	darüber	_	OP	38
37	zu	zu	PTKZU	zu	_	PM	38
38	ordnen	ordnen	VVINF	ordnen	_	OC	24
39	,	,	$,	,	_	--	38
40	sich	sich	PRF	er|es|sie	acc|pl|3	OA	41
41	vorbehalten	vorbehalten	VVPP	vorbehalten	_	OC	42
42	will	will	VMFIN	wollen	sg|3|pres|ind	RE	36
43	,	,	$,	,	_	--	42
44	ohne	ohne	APPR	ohne	_	AC	51
45	daß	daß	KOUS	daß	_	CP	51
46	der	der	ART	d	nom|sg|masc	NK	47
47	Mann	Mann	NN	Mann	nom|sg|masc	SB	51
48	etwas	etwas	ADV	etwas	*|*|neut	OA	50
49	dazu	dazu	PAV	dazu	_	MO	50
50	sagen	sagen	VVINF	sagen	_	OC	51
51	duͤrfe	dürfe	VMFIN	dürfen	sg|3|pres|subj	RC	21
52	?	?	SENT	?	_	--	51

1	oder	oder	KON	oder	_	JU	11
2	ob	ob	KOUS	ob	_	CP	11
3	derselbe	derselbe	PDS	derselbe	gen|sg|fem	SB	11
4	wegen	wegen	APPR	wegen	_	MO	11
5	ihres	ihres	PPOSAT	ihr	gen|sg|neut	NK	6
6	Eingebrachten	Eingebrachten	NN	Eingebrachten	gen|pl|fem	NK	4
7	eine	eine	ART	ein	acc|sg|fem	NK	9
8	besondere	besondere	ADJA	besonder	acc|sg|fem|pos	NK	9
9	Sicherheit	Sicherheit	NN	Sicherheit	acc|sg|fem	OA	10
10	bestellen	bestellen	VVINF	bestellen	_	OC	11
11	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
12	?	?	SENT	?	_	--	11

1	oder	oder	KON	oder	_	JU	10
2	wie	wie	KOUS	wie	_	CM	9
3	es	es	PPER	es	nom|sg|neut|3	--	0
4	,	,	$,	,	_	--	3
5	wenn	wenn	KOUS	wenn	_	CP	10
6	eins	eins	PIS	ein	nom|sg|neut	OA	10
7	vor	vor	APPR	vor	_	MO	10
8	dem	dem	ART	d	dat|sg|neut	NK	9
9	andern	anderen	PIS	ander	dat|sg|neut	NK	7
10	versterben	versterben	VVINF	versterben	_	RE	3
11	,	,	$,	,	_	--	10
12	und	und	KON	und	_	CD	10
13	wenn	wenn	KOUS	wenn	_	CP	22
14	Kinder	Kinder	NN	Kind	nom|pl|neut	SB	22
15	oder	oder	KON	oder	_	CD	14
16	Aeltern	Eltern	NN	Eltern	nom|pl|*	CJ	15
17	,	,	$,	,	_	--	16
18	denen	denen	PRELS	d	dat|pl|fem	DA	21
19	das	das	ART	d	acc|sg|neut	NK	20
20	Pflichttheil	Pflichtteil	NN	Pflichtteil	nom|sg|neut	OA	21
21	verbleiben	verbleiben	VVINF	verbleiben	_	OC	22
22	muß	muß	VMFIN	müssen	sg|3|pres|ind	MO	26
23	,	,	$,	,	_	--	22
24	gehalten	gehalten	VVPP	halten	_	OC	25
25	werden	werden	VAINF	werden	_	OC	26
26	solle	solle	VMFIN	sollen	sg|3|pres|subj	CJ	12
27	?	?	SENT	?	_	--	26

1	als	als	KOUS	als	_	CM	9
2	dergleichen	dergleichen	PIS	dergleichen	nom|pl|fem|pos	NK	5
3	und	und	KON	und	_	CD	2
4	aͤhnliche	ähnliche	ADJA	ähnlich	acc|pl|masc|pos	CJ	3
5	Faͤlle	Fälle	NN	Fall	acc|pl|masc	SB	9
6	dabey	dabei	PAV	dabei	_	MO	8
7	zu	zu	PTKZU	zu	_	PM	8
8	beobachten	beobachten	VVINF	beobachten	_	OC	9
9	waͤren	wären	VAFIN	sein	pl|3|past|subj	--	0
10	.	.	SENT	.	_	--	9

1	Ehestifftungen	Ehestiftungen	NN	Ehestiftungen	nom|pl|fem	SB	11
2	der	der	ART	d	gen|pl|fem	NK	3
3	Unmuͤndigen	Unmündigen	NA	Unmündige	gen|pl|masc	AG	1
4	darinnen	darinnen	PAV	darin	_	MO	10
5	von	von	APPR	von	_	SBP	10
6	denen	denen	ART	d	dat|pl|*	NK	7
7	Landesgesetzen	Landesgesetzen	NN	Landesgesetzen	dat|pl|neut	NK	5
8	oder	oder	KON	oder	_	CD	7
9	Statuten	Statuten	NN	Statuten	dat|pl|neut	CJ	8
10	abgegangen	abgegangen	VVPP	abgehen	_	OC	11
11	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
12	,	,	$,	,	_	--	11
13	in	in	APPR	in	_	MO	20
14	so	so	ADV	so	_	MO	15
15	weit	weit	ADJD	weit	pos	MO	20
16	sie	sie	PPER	Sie	nom|pl|*|3	SB	20
17	ihnen	ihnen	PPER	sie	dat|pl|masc|3	NK	13
18	zum	zum	APPRART	zum	dat|sg|masc	MO	20
19	Nachtheil	Nachteil	NN	Nachteil	dat|sg|masc	NK	18
20	gereichen	gereichen	VVINF	gereichen	_	RC	7
21	;	;	SENT	;	_	--	20

1	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
2	anderergestalt	anderergestalt	ADV	anderergestalt	_	MO	7
3	nicht	nicht	PTKNEG	nicht	_	NG	7
4	fuͤr	für	APPR	für	_	MO	7
5	verbindlich	verbindlich	ADJD	verbindlich	pos	NK	4
6	zu	zu	PTKZU	zu	_	PM	7
7	achten	achten	VVINF	achten	_	OC	1
8	,	,	$,	,	_	--	7
9	als	als	KOKOM	als	_	CM	12
10	wenn	wenn	KOUS	wenn	_	CP	12
11	sie	sie	PPER	Sie	nom|pl|masc|3	SB	12
12	mit	mit	APPR	mit	_	MO	26
13	Einwilligung	Einwilligung	NN	Einwilligung	dat|sg|fem	NK	12
14	des	des	ART	d	gen|sg|masc	NK	15
15	Vormundes	Vormundes	NN	Vormundes	gen|sg|masc	AG	13
16	und	und	KON	und	_	CD	15
17	Genehmigung	Genehmigung	NN	Genehmigung	gen|sg|fem	CJ	16
18	des	des	ART	d	gen|sg|masc	NK	19
19	Richters	Richters	NN	Richter	gen|sg|masc	AG	15
20	,	,	$,	,	_	--	19
21	der	der	PRELS	d	nom|sg|masc	SB	24
22	ihn	ihn	PPER	er	acc|sg|masc|3	OA	23
23	bestaͤtiget	bestätiget	VVPP	bestätigen	_	OC	24
24	hat	hat	VAFIN	haben	sg|3|pres|ind	RC	19
25	,	,	$,	,	_	--	24
26	aufgerichtet	aufgerichtet	VVPP	aufrichten	_	OC	27
27	worden	worden	VAPP	werden	_	OC	1
28	.	.	SENT	.	_	--	27

1	Die	Die	ART	d	nom|pl|fem	NK	2
2	Ehestiftungen	Ehestiftungen	NN	Ehestiftungen	acc|pl|fem	OA	3
3	aufzusetzen	aufzusetzen	VVIZU	aufzusetzen	_	OC	4
4	uͤberlasse	überlasse	VVFIN	überlasse	sg|3|pres|subj	--	0
5	man	man	PIS	man	nom|sg|*	SB	4
6	denen	denen	ART	d	dat|pl|fem	NK	7
7	Gerichten	Gerichten	NN	Gericht	dat|pl|neut	DA	4
8	,	,	$,	,	_	--	7
9	einem	einem	ART	ein	dat|sg|masc	NK	10
10	Rechtsconsulenten	Rechtskonsulenten	NN	Rechtskonsulenten	dat|sg|masc	APP	7
11	,	,	$,	,	_	--	10
12	oder	oder	KON	oder	_	CD	7
13	oͤffentlichen	öffentlichen	ADJA	öffentlich	dat|sg|neut|pos	NK	14
14	Notario	Notario	NN	Notario	dat|sg|neut	CJ	12
15	,	,	$,	,	_	--	14
16	welchen	welchen	PRELS	welch	acc|sg|masc	MO	22
17	man	man	PIS	man	nom|sg|*	SB	22
18	sich	sich	PRF	er|es|sie	acc|sg|3	OA	22
19	uͤber	über	APPR	über	_	MO	22
20	seine	seine	PPOSAT	sein	acc|sg|fem	NK	21
21	Willensmeynung	Willensmeynung	NN	Willensmeynung	acc|sg|fem	NK	19
22	entdecken	entdecken	VVINF	entdecken	_	RC	14
23	,	,	$,	,	_	--	22
24	und	und	KON	und	_	CD	4
25	deutlich	deutlich	ADJD	deutlich	pos	MO	26
26	erklaͤren	erklären	VVINF	erklären	_	OC	27
27	muß	muß	VMFIN	müssen	sg|3|pres|ind	CJ	24
28	,	,	$,	,	_	--	27
29	die	die	PRELS	d	nom|pl|masc	SB	37
30	fuͤr	für	APPR	für	_	MO	36
31	die	die	ART	d	acc|sg|fem	NK	32
32	Beobachtung	Beobachtung	NN	Beobachtung	acc|sg|fem	NK	30
33	deren	deren	PDAT	d	gen|pl|fem	AG	34
34	Formalitaͤten	Formalitäten	NN	Formalität	gen|pl|fem	AG	32
35	Sorge	Sorge	NN	Sorge	nom|sg|fem	OA	36
36	tragen	tragen	VVINF	tragen	_	OC	37
37	werden	werden	VAFIN	werden	_	RC	6
38	.	.	SENT	.	_	--	37

1	IV	IV	CARD	IV	_	--	0
2	.	.	SENT	.	_	--	1

1	Ueber	Über	APPR	über	_	--	0
2	die	die	ART	d	acc|sg|fem	NK	6
3	ohne	ohne	APPR	ohne	_	MO	5
4	Testament	Testament	NN	Testament	acc|sg|neut	NK	3
5	zugefallene	zugefallene	ADJA	zugefallen	acc|sg|fem|pos	NK	6
6	Erbschaft	Erbschaft	NN	Erbschaft	acc|sg|fem	NK	1
7	.	.	SENT	.	_	--	6

1	Von	Von	APPR	von	_	--	0
2	dem	dem	ART	d	dat|sg|masc	NK	3
3	Antritt	Antritt	NN	Antritt	dat|sg|masc	NK	1
4	der	der	ART	d	gen|sg|fem	NK	5
5	Erbschaft	Erbschaft	NN	Erbschaft	gen|sg|fem	AG	3
6	.	.	SENT	.	_	--	5

1	Man	Man	PIS	man	nom|sg|*	SB	2
2	muß	muß	VMFIN	müssen	sg|3|pres|ind	--	0
3	bey	bei	APPR	bei	_	MO	2
4	allen	allen	PIAT	all	dat|pl|fem	NK	7
5	und	und	KON	und	_	CD	7
6	jeden	jeden	PIAT	jed	dat|pl|fem	NK	7
7	Erbschaften	Erbschaften	NN	Erbschaft	dat|pl|fem	NK	3
8	nicht	nicht	PTKNEG	nicht	_	NG	2
9	bloß	bloß	ADJD	bloß	_	MO	12
10	damit	damit	PAV	damit	_	MO	12
11	zufrieden	zufrieden	ADJD	zufrieden	pos	PD	12
12	seyn	sein	VAINF	sein	_	OC	2
13	,	,	$,	,	_	--	12
14	daß	daß	KOUS	daß	_	CP	17
15	uns	uns	PPER	wir	dat|pl|*|1	DA	17
16	dieselbe	dieselbe	PDS	derselbe	nom|pl|fem|pos	CJ	5
17	zugefallen	zugefallen	VVPP	zugefallen	_	RE	10
18	,	,	$,	,	_	--	17
19	sondern	sondern	KON	sondern	_	CD	2
20	es	es	PPER	es	nom|sg|neut|3	SB	21
21	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	19
22	zufoͤrderst	zuförderst	ADV	zufördern	_	MO	21
