

1	§.	§.	$(	§	nom|sg|*	--	0
78	die	die	ART	d	nom|pl|masc	NK	80
79	nemlichen	nämlichen	ADJA	nämlich	nom|pl|masc|pos	NK	80
80	Gegenstaͤnde	Gegenstände	NN	Gegenstand	nom|pl|masc	SB	86
81	in	in	APPR	in	_	MO	85
82	jedem	jedem	PIAT	jed	dat|sg|masc	NK	81
83	dieser	dieser	PDAT	dies	gen|pl|masc	NK	84
84	Theile	Teile	NN	Teil	gen|pl|masc	AG	82
85	behandelt	behandelt	VVPP	behandeln	_	OC	86
86	werden	werden	VAINF	werden	_	RC	73
87	,	,	$,	,	_	--	86
88	gewaͤhren	gewähren	VVINF	gewähren	_	RC	73
89	.	.	SENT	.	_	--	88

1	Zugleich	Zugleich	ADV	zugleich	_	MO	16
2	aber	aber	ADV	aber	_	MO	16
3	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
4	auch	auch	ADV	auch	_	MO	7
5	die	die	ART	d	nom|sg|fem	NK	7
6	objective	objektive	ADJA	objektive	nom|sg|fem|pos	NK	7
7	Kenntniß	Kenntnis	NN	Kenntnis	nom|sg|fem	SB	3
8	jedes	jedes	PIAT	jed	nom|sg|neut	DA	16
9	dieser	dieser	PDAT	dies	gen|pl|masc	NK	11
10	einzelnen	einzelnen	ADJA	einzeln	gen|pl|masc|pos	NK	11
11	Theile	Teile	NN	Teil	gen|pl|masc	AG	8
12	das	das	ART	d	acc|sg|neut	NK	13
13	Beduͤrfniß	Bedürfnis	NN	Bedürfnis	acc|sg|neut	OA	16
14	zur	zur	APPRART	zur	dat|sg|fem	MNR	13
15	Nothwendigkeit	Notwendigkeit	NN	Notwendigkeit	dat|sg|fem	NK	14
16	machen	machen	VVINF	machen	_	OC	3
17	,	,	$,	,	_	--	16
18	noch	noch	ADV	noch	_	CD	7
19	verschiedene	verschiedene	ADJA	verschieden	nom|pl|neut|pos	NK	21
20	andere	andere	ADJA	ander	acc|pl|fem|pos	NK	21
21	Wissenschaften	Wissenschaften	NN	Wissenschaft	acc|pl|fem	CJ	18
22	,	,	$,	,	_	--	21
23	welche	welche	PRELS	welch	nom|pl|fem	SB	31
24	fuͤr	für	APPR	für	_	MO	31
25	das	das	ART	d	acc|sg|neut	NK	26
26	Polizey	Polizei	NN	Polizei	acc|sg|neut	NK	24
27	und	und	KON	und	_	CD	26
28	Cameralwesen	Cameralwesen	NN	Cameralwesen	acc|sg|neut	CJ	27
29	noͤthige	nötige	ADJA	nötig	acc|sg|neut|pos	NK	30
30	Huͤlfskenntnisse	Hülfskenntnisse	NN	Hülfskenntnisse	acc|pl|neut	OA	31
31	enthalten	enthalten	VVPP	enthalten	pl|3|pres|ind	RC	21
32	,	,	$,	,	_	--	31
33	z.	z.	APPRART	zum	dat|sg|masc	MO	67
34	E.	E.	PPOSAT	euer	dat|sg|masc|pos	NK	35
35	Technologie	Technologie	NN	Technologie	dat|sg|fem	NK	33
36	,	,	$,	,	_	--	35
37	Handlungswissenschaft	Handlungswissenschaft	NN	Handlungswissenschaft	acc|sg|fem	OA	39
38	zu	zu	PTKZU	zu	_	PM	39
39	uͤbersehen	übersehen	VVINF	übersehen	_	OC	35
40	,	,	$,	,	_	--	39
41	weil	weil	KOUS	weil	_	CP	44
42	alle	alle	PIAT	all	nom|pl|masc	NK	44
43	diese	diese	PDAT	dies	acc|pl|masc	NK	44
44	Theile	Teile	NN	Teil	acc|pl|masc	MO	66
45	des	des	ART	d	gen|sg|neut	NK	47
46	menschlichen	menschlichen	ADJA	menschlich	gen|sg|neut|pos	NK	47
47	Wissens	Wissens	NN	wissen	gen|sg|neut	AG	44
48	unter	unter	APPR	unter	_	MNR	47
49	einer	einer	ART	ein	dat|sg|fem	NK	51
50	richtigen	richtigen	ADJA	richtig	dat|sg|fem|pos	NK	51
51	Leitung	Leitung	NN	Leitung	dat|sg|fem	NK	48
52	der	der	ART	d	gen|sg|fem	NK	53
53	Staatsoberaufsicht	Staatsoberaufsicht	NN	Staatsoberaufsicht	gen|sg|fem	AG	51
54	Huͤlfsmittel	Hilfsmittel	NN	Hilfsmittel	nom|pl|neut	OA	66
55	zur	zur	APPRART	zur	dat|sg|fem	MNR	54
56	Befoͤrderung	Beförderung	NN	Beförderung	dat|sg|fem	NK	55
57	der	der	ART	d	gen|sg|fem	NK	59
58	buͤrgerlichen	bürgerlichen	ADJA	bürgerlich	gen|sg|fem|pos	NK	59
59	Gluͤkseligkeit	Glückseligkeit	NN	Glückseligkeit	gen|sg|fem	AG	56
60	und	und	KON	und	_	CD	59
61	des	des	ART	d	gen|sg|masc	NK	62
62	Nationalvermoͤgens	Nationalvermögens	NN	Nationalvermögens	gen|sg|neut	CJ	60
63	an	an	APPR	an	_	MO	66
64	die	die	ART	d	acc|sg|fem	NK	65
65	Hand	Hand	NN	Hand	acc|sg|fem	NK	63
66	geben	geben	VVINF	geben	_	OC	67
67	a)	a)	XY	a)	_	RC	8
68	.	.	SENT	.	_	--	67

1	a)	a)	XY	a)	_	--	0

1	Diese	Diese	PDAT	dies	nom|sg|fem	NK	2
2	Darstellung	Darstellung	NN	Darstellung	nom|sg|fem	SB	9
3	aller	aller	PIAT	all	gen|pl|fem	NK	4
4	oͤkonomischen	ökonomischen	ADJA	ökonomisch	gen|pl|neut|pos	AG	2
5	,	,	$,	,	_	--	4
6	politischen	politischen	ADJA	politisch	dat|sg|fem|pos	CJ	4
7	und	und	KON	und	_	CD	6
8	Cameralwissenschaften	Cameralwissenschaften	NN	Cameralwissenschaften	dat|pl|fem	CJ	7
9	hat	hat	VAFIN	haben	sg|3|pres|ind	--	0
10	Herr	Herr	NN	Herr	nom|sg|masc	SB	9
11	Professor	Professor	NN	Professor	nom|sg|masc	NK	10
12	Lamprecht	Lamprecht	NN	Lamprecht	nom|sg|masc	NK	10
13	zu	zu	APPR	zu	_	MNR	10
14	Halle	Halle	NE	Halle	dat|sg|neut	NK	13
15	in	in	APPR	in	_	MNR	14
16	seiner	seiner	PPOSAT	sein	dat|sg|fem	NK	17
17	Encyklopaͤdie	Enzyklopädie	NN	Enzyklopädie	dat|sg|fem	NK	15
18	und	und	KON	und	_	CD	17
19	Methodologie	Methodologie	NN	Methodologie	dat|sg|fem	CJ	18
20	der	der	ART	d	gen|sg|fem	NK	21
21	oͤkonomisch-politischen	ökonomisch-politischen	ADJA	ökonomisch-politisch	gen|sg|fem|pos	SB	38
22	und	und	KON	und	_	CD	21
23	Cameralwissenschaften	Cameralwissenschaften	NN	Cameralwissenschaften	gen|pl|fem	CJ	22
24	,	,	$,	,	_	--	23
25	Halle	Halle	NE	Halle	sg|2|imp	MO	38
26	1785.	1785.	CARD	@ord@	_	NK	25
27	8.	8.	CARD	@ord@	_	MNR	25
28	auf	auf	APPR	auf	_	MO	38
29	eine	eine	ART	ein	acc|sg|fem	NK	37
30	,	,	$,	,	_	--	29
31	wie	wie	KOUS	wie	_	MO	33
32	mir	mir	PPER	ich	dat|sg|*|1	DA	33
33	daͤucht	deucht	VVFIN	deuchen	sg|3|pres|ind	MO	4
34	,	,	$,	,	_	--	33
35	sehr	sehr	ADV	sehr	_	MO	36
36	befriedigende	befriedigende	ADJA	befriedigend	*|sg|fem|pos	NK	37
37	Art	Art	NN	Art	gen|sg|fem	NK	28
38	geleistet	geleistet	VVPP	leisten	_	OC	9
39	.	.	SENT	.	_	--	38

1	§.	§.	$(	§	nom|sg|*|pos	--	0
2	19.	19.	CARD	@ord@	nom|sg|masc|pos	--	0

1	Die	Die	ART	d	nom|sg|fem	NK	2
2	Nothwendigkeit	Notwendigkeit	NN	Notwendigkeit	nom|sg|fem	SB	39
3	solcher	solcher	PIAT	solch	gen|pl|fem	NK	4
4	Anordnungen	Anordnungen	NN	Anordnung	gen|pl|fem	AG	2
5	der	der	ART	d	gen|sg|fem	NK	6
6	Staatsoberaufsicht	Staatsoberaufsicht	NN	Staatsoberaufsicht	gen|sg|fem	AG	4
7	,	,	$,	,	_	--	6
8	welche	welche	PRELS	welch	nom|pl|masc	SB	21
9	zu	zu	APPR	zu	_	MO	20
10	ununterbrochener	ununterbrochener	ADJA	ununterbrochener	dat|sg|fem|pos	NK	11
11	Erhaltung	Erhaltung	NN	Erhaltung	dat|sg|fem	NK	9
12	und	und	KON	und	_	CD	11
13	Befoͤrderung	Beförderung	NN	Beförderung	dat|sg|fem	CJ	12
14	der	der	ART	d	gen|pl|fem	NK	17
15	oͤffentlichen	öffentlichen	ADJA	öffentlich	gen|sg|fem|pos	NK	17
16	inneren	inneren	ADJA	innere	gen|sg|fem|pos	NK	17
17	Ordnung	Ordnung	NN	Ordnung	gen|sg|fem	AG	11
18	und	und	KON	und	_	CD	17
19	Gluͤkseligkeit	Glückseligkeit	NN	Glückseligkeit	gen|sg|fem	CJ	18
20	wesentlich	wesentlich	ADJD	wesentlich	pos	PD	21
21	sind	sind	VAFIN	sein	pl|3|pres|ind	RC	4
22	,	,	$,	,	_	--	21
23	und	und	KON	und	_	CD	2
24	eine	eine	ART	ein	nom|sg|fem	NK	26
25	stete	stete	ADJA	stet	acc|sg|fem|pos	NK	26
26	Aufmerksamkeit	Aufmerksamkeit	NN	Aufmerksamkeit	acc|sg|fem	CJ	23
27	,	,	$,	,	_	--	26
28	oͤfters	öfters	ADV	öfters	_	CD	26
29	auch	auch	ADV	auch	_	MO	31
30	schnelle	schnelle	ADJA	schnell	nom|sg|fem|pos	NK	31
31	Aufmerksamkeit	Aufmerksamkeit	NN	Aufmerksamkeit	nom|sg|fem	CJ	28
32	,	,	$,	,	_	--	31
33	oͤfters	öfters	ADV	öfters	_	CP	37
34	auch	auch	ADV	auch	_	MO	36
35	schnelle	schnelle	ADJA	schnell	nom|sg|fem|pos	NK	36
36	Ausfuͤhrung	Ausführung	NN	Ausführung	nom|sg|fem	SB	37
37	erfordern	erfordern	VVINF	erfordern	_	MNR	26
38	,	,	$,	,	_	--	37
39	fließt	fließt	VVFIN	fließen	sg|3|pres|ind	--	0
40	aus	aus	APPR	aus	_	MO	39
41	der	der	ART	d	dat|sg|fem	NK	42
42	Natur	Natur	NN	Natur	dat|sg|fem	NK	40
43	der	der	ART	d	gen|sg|fem	NK	45
44	buͤrgerlichen	bürgerlichen	ADJA	bürgerlich	gen|sg|fem|pos	NK	45
45	Gesellschaft	Gesellschaft	NN	Gesellschaft	gen|sg|fem	AG	42
46	.	.	SENT	.	_	--	45

1	Alle	Alle	PIAT	all	nom|pl|*	SB	39
2	diejenigen	diejenigen	PDAT	derjenige	nom|pl|*	NK	3
3	Verfuͤgungen	Verfügungen	NN	Verfügungen	acc|pl|fem	AG	1
4	,	,	$,	,	_	--	3
5	welche	welche	PRELS	welch	nom|pl|*	SB	10
6	auf	auf	APPR	auf	_	MO	10
7	diesen	diesen	PDAT	dies	acc|sg|masc	NK	9
8	bestimmten	bestimmten	ADJA	bestimmt	dat|sg|masc|pos	NK	9
9	Endzwek	Endzweck	NN	Endzweck	dat|sg|neut	NK	6
10	abzielen	abzielen	VVFIN	abzielen	_	RC	3
11	,	,	$,	,	_	--	10
12	und	und	KON	und	_	CD	1
13	in	in	APPR	in	_	MO	37
14	der	der	ART	d	dat|sg|fem	NK	15
15	Grundverfassung	Grundverfassung	NN	Grundverfassung	dat|sg|fem	NK	13
16	des	des	ART	d	gen|sg|masc	NK	17
17	Staats	Staats	NN	Staat	gen|sg|masc	AG	15
18	,	,	$,	,	_	--	17
19	welche	welche	PRELS	welch	nom|pl|fem	SB	32
20	eigentlich	eigentlich	ADV	eigentlich	_	MO	32
21	blos	bloß	ADJD	bloß	_	MO	32
22	die	die	ART	d	acc|sg|fem	NK	23
23	Maschine	Maschine	NN	Maschine	acc|sg|fem	OA	32
24	fuͤr	für	APPR	für	_	MNR	23
25	die	die	ART	d	acc|sg|fem	NK	26
26	Bewerkstelligung	Bewerkstelligung	NN	Bewerkstelligung	acc|sg|fem	NK	24
27	aller	aller	PIAT	all	gen|pl|fem	NK	28
28	Operationen	Operationen	NN	Operation	gen|pl|fem	AG	26
29	der	der	ART	d	gen|sg|fem	NK	31
30	innern	inneren	ADJA	innere	gen|sg|fem|pos	NK	31
31	Regierungspolitik	Regierungspolitik	NN	Regierungspolitik	gen|sg|fem	AG	28
32	abgibt	abgibt	VVFIN	abgeben	sg|3|pres|ind	RC	15
33	,	,	$,	,	_	--	32
34	nicht	nicht	PTKNEG	nicht	_	NG	37
35	enthalten	enthalten	VVPP	enthalten	pos	PD	36
36	seyn	sein	VAINF	sein	_	OC	37
37	koͤnnen	können	VMFIN	können	pl|3|pres|ind	CJ	12
38	,	,	$,	,	_	--	37
39	gehoͤren	gehören	VVFIN	gehören	pl|3|pres|ind	--	0
40	in	in	APPR	in	_	MO	39
41	das	das	ART	d	acc|sg|neut	NK	42
42	Gebiet	Gebiet	NN	Gebiet	acc|sg|neut	NK	40
43	der	der	ART	d	gen|sg|fem	NK	44
44	Polizey	Polizei	NN	Polizei	gen|sg|fem	DA	39
45	.	.	SENT	.	_	--	44

1	Sie	Sie	PPER	Sie	nom|sg|fem|3	SB	2
2	wacht	wacht	VVFIN	wachen	sg|3|pres|ind	--	0
3	uͤber	über	APPR	über	_	MO	2
4	alle	alle	PIAT	all	acc|sg|fem	NK	3
5	die	die	ART	d	acc|pl|masc	NK	6
6	Faͤlle	Fälle	NN	Fall	acc|pl|masc	OA	2
7	,	,	$,	,	_	--	6
8	wodurch	wodurch	PWAVREL	wodurch	_	MO	17
9	die	die	ART	d	nom|sg|fem	NK	12
10	oͤffentliche	öffentliche	ADJA	öffentlich	acc|sg|fem|pos	NK	12
11	innere	innere	ADJA	innere	acc|sg|fem|pos	NK	12
12	Ordnung	Ordnung	NN	Ordnung	acc|sg|fem	SB	17
13	und	und	KON	und	_	CD	12
14	Wohlfarth	Wohlfahrt	NN	Wohlfahrt	acc|sg|fem	CJ	13
15	gestoͤrt	gestört	VVPP	stören	_	OC	16
16	werden	werden	VAINF	werden	_	OC	17
17	koͤnnte	könnte	VMFIN	können	sg|3|past|subj	RC	6
18	,	,	$,	,	_	--	17
19	kommt	kommt	VVFIN	kommen	sg|3|pres|ind	CJ	2
20	denselben	denselben	PDS	derselbe	pl|3|past|subj	NK	27
21	durch	durch	APPR	durch	_	MO	19
22	zwekmaͤßige	zweckmäßige	ADJD	zweckmäßige	acc|sg|fem|pos	NK	27
23	,	,	$,	,	_	--	22
24	oͤfters	öfters	ADV	öfters	_	CD	22
25	schnell	schnell	ADJD	schnell	pos	MO	26
26	wirkende	wirkende	ADJA	wirkend	acc|pl|fem|pos	CJ	24
27	Gegenanstalten	Gegenanstalten	NN	Gegenanstalten	acc|pl|fem	NK	21
28	zuvor	zuvor	ADV	zuvor	_	SVP	19
29	,	,	$,	,	_	--	28
30	und	und	KON	und	_	CD	19
31	befoͤrdert	befördert	VVFIN	befördern	sg|3|pres|ind	CJ	30
32	im	im	APPRART	im	dat|sg|neut	MO	31
33	Gegentheil	Gegenteil	NN	Gegenteil	dat|sg|neut	NK	32
34	auf	auf	APPR	auf	_	MO	31
35	alle	alle	PIAT	all	acc|sg|fem	NK	36
36	Weise	Weise	NN	Weise	acc|sg|fem	NK	34
37	die	die	ART	d	acc|sg|fem	NK	40
38	fortdaurende	fortdauernde	ADJA	fortdauernd	acc|sg|fem|pos	NK	40
39	allgemeine	allgemeine	ADJA	allgemein	acc|sg|fem|pos	NK	40
40	Ordnung	Ordnung	NN	Ordnung	acc|sg|fem	OA	31
41	und	und	KON	und	_	CD	40
42	Gluͤkseligkeit	Glückseligkeit	NN	Glückseligkeit	acc|sg|fem	CJ	41
43	aller	aller	PIAT	all	gen|pl|masc	NK	44
44	Buͤrger	Bürger	NN	Bürger	gen|pl|masc	AG	40
45	.	.	SENT	.	_	--	44

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	gehoͤren	gehören	VVFIN	gehören	pl|3|pres|ind	--	0
3	demnach	demnach	ADV	demnach	_	MO	2
4	in	in	APPR	in	_	MO	2
5	ihren	ihren	PPOSAT	ihr	acc|sg|masc	NK	6
6	Umfang	Umfang	NN	Umfang	acc|sg|masc	NK	4
7	alle	alle	PIAT	all	acc|pl|fem	NK	9
8	diejenigen	diejenigen	PDAT	derjenige	nom|pl|*	NK	9
9	Bemuͤhungen	Bemühungen	NN	Bemühung	acc|pl|fem	SB	2
10	nicht	nicht	PTKNEG	nicht	_	NG	2
11	,	,	$,	,	_	--	10
12	welche	welche	PRELS	welch	nom|pl|fem	SB	19
13	sich	sich	PRF	er|es|sie	acc|pl|3	OA	19
14	auf	auf	APPR	auf	_	OP	19
15	die	die	ART	d	acc|sg|fem	NK	16
16	Erhebung	Erhebung	NN	Erhebung	acc|sg|fem	NK	14
17	der	der	ART	d	gen|pl|fem	NK	18
18	Staatseinkuͤnften	Staatseinkünften	NN	Staatseinkünften	gen|pl|fem	AG	16
19	beziehen	beziehen	VVINF	beziehen	_	RC	9
20	,	,	$,	,	_	--	19
21	denn	denn	KON	denn	_	CD	2
22	bey	bei	APPR	bei	_	MO	24
23	diesen	diesen	PDAT	dies	dat|pl|*	NK	22
24	liegt	liegt	VVFIN	liegen	sg|3|pres|ind	CJ	21
25	offenbar	offenbar	ADJD	offenbar	pos	MO	24
26	wiederum	wiederum	ADV	wiederum	_	MO	24
27	ein	ein	ART	ein	nom|sg|masc	NK	30
28	ganz	ganz	ADV	ganz	_	MO	29
29	besonderer	besonderer	ADJA	besonderer	nom|sg|masc|pos	NK	30
30	Zwek	Zweck	NN	Zweck	nom|sg|masc	SB	24
31	der	der	ART	d	gen|sg|fem	NK	32
32	Staatskunst	Staatskunst	NN	Staatskunst	gen|sg|fem	AG	30
33	zum	zum	APPRART	zum	dat|sg|masc	MNR	32
34	Grunde	Grunde	NN	Grund	dat|sg|masc	NK	33
35	.	.	SENT	.	_	--	34

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	nicht	nicht	PTKNEG	nicht	_	NG	2
4	von	von	APPR	von	_	MO	2
5	der	der	ART	d	dat|sg|fem	NK	6
6	Erhaltung	Erhaltung	NN	Erhaltung	dat|sg|fem	NK	4
7	der	der	ART	d	gen|sg|fem	NK	10
8	oͤffentlichen	öffentlichen	ADJA	öffentlich	gen|sg|fem|pos	NK	10
9	innern	inneren	ADJA	innere	gen|sg|fem|pos	NK	10
10	Ordnung	Ordnung	NN	Ordnung	gen|sg|fem	AG	6
11	und	und	KON	und	_	CD	10
12	Gluͤkseligkeit	Glückseligkeit	NN	Glückseligkeit	gen|sg|fem	CJ	11
13	der	der	ART	d	gen|sg|fem	NK	15
14	einzelnen	einzelnen	ADJA	einzeln	gen|pl|masc|pos	NK	15
15	Buͤrger	Bürger	NN	Bürger	gen|pl|masc	AG	10
16	,	,	$,	,	_	--	15
17	durch	durch	APPR	durch	_	MO	24
18	wirksame	wirksame	ADJA	wirksam	dat|pl|neut|pos	NK	22
19	,	,	$,	,	_	--	18
20	bestaͤndig	beständig	ADJD	beständig	pos	MO	21
21	bereite	bereite	VVFIN	bereiten	nom|pl|fem|pos	CJ	18
22	Anstalten	Anstalten	NN	Anstalt	nom|pl|fem	NK	17
23	die	die	ART	d	acc|sg|fem	NK	24
24	Frage	Frage	NN	Frage	acc|sg|fem	PD	2
25	,	,	$,	,	_	--	24
26	sondern	sondern	KON	sondern	_	CD	17
27	blos	bloß	ADJD	bloß	_	MO	28
28	davon	davon	PAV	davon	_	CJ	26
29	:	:	SENT	:	_	--	28

1	wie	wie	PWAV	wie	_	--	0
2	nun	nun	ADV	nun	_	MO	1
3	die	die	ART	d	nom|sg|fem	NK	4
4	Einkuͤnfte	Einkünfte	NN	Einkünfte	acc|pl|*	SB	1
5	des	des	ART	d	gen|sg|masc	NK	6
6	Staats	Staats	NN	Staat	gen|sg|masc	AG	4
7	,	,	$,	,	_	--	6
8	nach	nach	APPR	nach	_	MO	23
9	dem	dem	ART	d	dat|sg|neut	NK	10
10	Verhaͤltniß	Verhältnis	NN	Verhältnis	dat|sg|neut	NK	8
11	seiner	seiner	PPOSAT	sein	gen|sg|fem	NK	20
12	nach	nach	APPR	nach	_	MO	19
13	allen	allen	PIAT	all	dat|pl|masc	NK	14
14	Theilen	Teilen	NN	Teil	dat|pl|masc	NK	12
15	der	der	ART	d	gen|sg|fem	NK	16
16	Verfassung	Verfassung	NN	Verfassung	gen|sg|fem	AG	14
17	und	und	KON	und	_	CD	16
18	Staatsverwaltung	Staatsverwaltung	NN	Staatsverwaltung	gen|sg|fem	CJ	17
19	bestimmten	bestimmten	ADJA	bestimmt	gen|sg|fem|pos	NK	20
20	Beduͤrfnisse	Bedürfnisse	NN	Bedürfnis	gen|pl|neut	AG	10
21	,	,	$,	,	_	--	20
22	zu	zu	PTKZU	zu	_	PM	23
23	erheben	erheben	VVINF	erheben	_	OC	4
24	und	und	KON	und	_	CD	23
25	anzuwenden	anzuwenden	VVIZU	anwenden	_	OC	26
26	seyen	seien	VAFIN	sein	pl|3|pres|subj	CJ	24
27	?	?	SENT	?	_	--	26

1	Die	Die	ART	d	nom|sg|fem	NK	2
2	Polizey	Polizei	NN	Polizei	nom|sg|fem	SB	3
3	untersucht	untersucht	VVPP	untersuchen	sg|3|pres|ind	--	0
4	,	,	$,	,	_	--	3
5	welche	welche	PRELS	welch	acc|pl|fem	NK	6
6	Arten	Arten	NN	Art	acc|pl|fem	OA	9
7	Vermoͤgen	Vermögen	NN	Vermögen	acc|pl|fem	OA	9
8	zu	zu	PTKZU	zu	_	PM	9
9	erwerben	erwerben	VVINF	erwerben	_	OC	3
10	,	,	$,	,	_	--	9
11	dem	dem	ART	d	dat|sg|neut	NK	13
12	allgemeinen	allgemeinen	ADJA	allgemein	dat|sg|neut|pos	NK	13
13	Besten	Besten	NA	Beste	dat|sg|neut	DA	14
14	unschaͤdlich	unschädlich	ADJD	unschädlich	pos	PD	20
15	,	,	$,	,	_	--	14
16	welche	welche	PRELS	welch	acc|pl|neut	SB	20
17	insbesondere	insbesondere	ADV	insbesondere	_	MO	19
18	zu	zu	PTKZU	zu	_	PM	19
19	beguͤnstigen	begünstigen	VVINF	begünstigen	_	OC	20
20	seyen	seien	VAFIN	sein	pl|3|pres|subj	CJ	3
21	,	,	$,	,	_	--	20
22	sie	sie	PPER	Sie	nom|sg|fem|3	SB	23
23	sorgt	sorgt	VVFIN	sorgen	sg|3|pres|ind	CJ	20
24	fuͤr	für	APPR	für	_	OP	23
25	die	die	ART	d	acc|sg|fem	NK	26
26	Erhaltung	Erhaltung	NN	Erhaltung	acc|sg|fem	NK	24
27	der	der	ART	d	gen|sg|fem	NK	28
28	Sicherheit	Sicherheit	NN	Sicherheit	gen|sg|fem	AG	26
29	des	des	ART	d	gen|sg|neut	NK	30
30	Privatvermoͤgens	Privatvermögens	NN	Privatvermögens	gen|sg|neut	AG	28
31	,	,	$,	,	_	--	30
32	aber	aber	KON	aber	_	CD	23
33	sie	sie	PPER	Sie	nom|sg|fem|3	SB	34
34	kann	kann	VMFIN	können	sg|3|pres|ind	CJ	32
35	selbst	selbst	PRF	selbst	_	MO	34
36	den	den	ART	d	acc|sg|masc	NK	37
37	Beytrag	Beitrag	NN	Beitrag	acc|sg|masc	OA	39
38	nicht	nicht	PTKNEG	nicht	_	NG	34
39	berechnen	berechnen	VVINF	berechnen	_	OC	34
40	,	,	$,	,	_	--	39
41	den	den	ART	d	acc|sg|masc	OA	51
42	jeder	jeder	PIAT	jed	nom|sg|masc	NK	44
43	einzelne	einzelne	ADJA	einzeln	nom|sg|masc|pos	NK	44
44	Buͤrger	Bürger	NN	Bürger	nom|sg|masc	SB	52
45	nach	nach	APPR	nach	_	MO	51
46	dem	dem	ART	d	dat|sg|neut	NK	47
47	Verhaͤltniß	Verhältnis	NN	Verhältnis	dat|sg|neut	NK	45
48	seines	seines	PPOSAT	sein	gen|sg|neut	NK	49
49	Vermoͤgens	Vermögens	NN	Vermögen	gen|sg|neut	AG	47
50	zu	zu	PTKZU	zu	_	PM	51
51	leisten	leisten	VVINF	leisten	_	OC	52
52	hat	hat	VAFIN	haben	sg|3|pres|ind	RC	37
53	,	,	$,	,	_	--	52
54	und	und	KON	und	_	CD	39
55	eben	eben	ADV	eben	_	MO	63
56	so	so	ADV	so	_	MO	57
57	wenig	wenig	ADV	wenig	*|*|*	MO	63
58	diejenigen	diejenigen	PDAT	derjenige	dat|pl|masc	NK	59
59	Theile	Teile	NN	Teil	acc|pl|masc	OA	63
60	des	des	ART	d	gen|sg|masc	NK	62
61	buͤrgerlichen	bürgerlichen	ADJA	bürgerlich	gen|sg|neut|pos	NK	62
62	Vermoͤgens	Vermögens	NN	Vermögen	gen|sg|neut	AG	59
63	bestimmen	bestimmen	VVINF	bestimmen	_	CJ	54
64	,	,	$,	,	_	--	63
65	welche	welche	PRELS	welch	acc|sg|fem	SB	77
66	die	die	ART	d	acc|sg|fem	NK	73
67	ergiebigste	ergiebigste	ADJA	ergiebigste	acc|sg|fem|sup	NK	73
68	und	und	KON	und	_	CD	67
69	am	am	PTKA	am	dat|sg|neut	MO	72
70	unschaͤdlichsten	unschädlichsten	ADJD	unschädlichsten	sup	NK	69
71	zu	zu	APPR	zu	_	PM	72
72	benutzende	benutzende	ADJA	benutzende	nom|sg|fem|pos	CJ	68
73	Quelle	Quelle	NN	Quelle	nom|sg|fem	PD	76
74	der	der	ART	d	gen|pl|fem	NK	75
75	Staatseinkuͤnften	Staatseinkünften	NN	Staatseinkünften	gen|pl|fem	AG	73
76	seyn	sein	VAINF	sein	_	OC	77
77	koͤnnten	könnten	VMFIN	können	pl|3|past|subj	RC	59
78	,	,	$,	,	_	--	77
79	auf	auf	APPR	auf	_	MO	87
80	welche	welche	PRELS	welch	acc|pl|neut	NK	79
81	also	also	ADV	also	_	MO	89
82	die	die	ART	d	acc|pl|masc	NK	83
83	Beytraͤge	Beiträge	NN	Beitrag	nom|pl|masc	OA	87
84	der	der	ART	d	gen|pl|neut	NK	86
85	einzelnen	einzelnen	ADJA	einzeln	gen|pl|masc|pos	NK	86
86	Buͤrger	Bürger	NN	Bürger	gen|pl|masc	AG	83
87	umzulegen	umzulegen	VVIZU	umlegen	_	OC	88
88	seyn	sein	VAINF	sein	_	OC	89
89	moͤchten	möchten	VMFIN	mögen	pl|3|pres|ind	RC	62
90	.	.	SENT	.	_	--	89

1	Hiezu	Hiezu	PAV	hierzu	_	MO	2
2	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
3	andere	andere	ADJA	ander	nom|pl|masc|pos	NK	4
4	Kenntnisse	Kenntnisse	NN	Kenntnis	nom|pl|masc	SB	2
5	,	,	$,	,	_	--	4
6	andere	andere	ADJA	ander	acc|pl|fem|pos	NK	7
7	Operationen	Operationen	NN	Operation	acc|pl|fem	CJ	4
8	,	,	$,	,	_	--	7
9	die	die	PRELS	d	acc|sg|fem	SB	19
10	die	die	ART	d	acc|sg|fem	NK	11
11	Art	Art	NN	Art	acc|sg|fem	OA	19
12	der	der	ART	d	gen|sg|fem	NK	13
13	Erhebung	Erhebung	NN	Erhebung	gen|sg|fem	AG	11
14	und	und	KON	und	_	CD	13
15	Verwendung	Verwendung	NN	Verwendung	acc|sg|fem	CJ	14
16	dieser	dieser	PDAT	dies	gen|pl|fem	NK	17
17	Einkuͤnften	Einkünften	NN	Einkünfte	gen|pl|fem	AG	13
18	selbst	selbst	PRF	selbst	_	MNR	17
19	betreffen	betreffen	VVFIN	betreffen	pl|3|pres|ind	RC	7
20	,	,	$,	,	_	--	19
21	erforderlich	erforderlich	ADJD	erforderlich	pos	PD	2
22	,	,	$,	,	_	--	21
23	welche	welche	PRELS	welch	nom|pl|*	SB	29
24	den	den	ART	d	acc|sg|masc	NK	26
