

1	§.	§.	$(	§	_	MO	2
9	ich	ich	PPER	ich	nom|sg|*|1	SB	12
10	es	es	PPER	es	acc|sg|neut|3	OA	11
11	befunden	befunden	VVPP	befinden	_	OC	12
12	habe	habe	VAFIN	haben	sg|3|pres|subj	CC	7
13	,	,	$,	,	_	--	12
14	in	in	APPR	in	_	MO	21
15	Tab.	Tab.	NN	Tab.	nom|sg|masc	PNC	17
16	IV.	IV.	ADJA	4.	*|*|*	PNC	17
17	Fig.	Fig.	NN	Fig.	dat|sg|masc	NK	14
18	1.	1.	CARD	@ord@	_	MO	21
19	eine	eine	ART	ein	acc|sg|fem	NK	21
20	accurate	akkurate	ADJA	akkurate	acc|sg|fem|pos	NK	21
21	Abzeichnung	Abzeichnung	NN	Abzeichnung	acc|sg|fem	PAR	7
22	,	,	$,	,	_	--	21
23	nebst	nebst	APPR	nebst	_	PAR	21
24	beygefuͤgtem	beigefügtem	ADJA	beigefügtem	dat|sg|neut|sup	NK	25
25	Maßstabe	Maßstabe	NN	Maßstabe	acc|sg|fem	NK	23
26	,	,	$,	,	_	--	25
27	mit	mit	APPR	mit	_	SVP	7
28	.	.	SENT	.	_	--	27

1	§.	§.	$(	§	_	MO	2
2	XXXVII	XXXVII	CARD	37	sg|3|past|ind	--	0
3	.	.	SENT	.	_	--	2

1	Was	Was	PWS	was	nom|sg|neut	SB	7
2	den	den	ART	d	acc|sg|masc	NK	4
3	innern	inneren	ADJA	innere	acc|sg|masc|pos	NK	4
4	Raum	Raum	NN	Raum	acc|sg|masc	OA	7
5	dieses	dieses	PDAT	dies	gen|sg|neut	NK	6
6	Kastells	Kastells	NN	Kastells	gen|sg|neut	AG	4
7	anbelangt	anbelangt	VVFIN	anbelangen	sg|3|pres|ind	RE	9
8	,	,	$,	,	_	--	7
9	so	so	ADV	so	_	MO	23
10	habe	habe	VAFIN	haben	sg|1|pres|ind	--	0
11	ich	ich	PPER	ich	nom|sg|*|1	SB	10
12	,	,	$,	,	_	--	11
13	so	so	ADV	so	_	MO	14
14	viel	viel	PIS	viel	*|*|*	SB	68
15	es	es	PPER	es	acc|sg|neut|3	OA	23
16	die	die	ART	d	nom|sg|fem	NK	17
17	Gelegenheit	Gelegenheit	NN	Gelegenheit	acc|sg|fem	SB	23
18	der	der	ART	d	gen|sg|fem	NK	19
19	Zeit	Zeit	NN	Zeit	gen|sg|fem	AG	17
20	und	und	KON	und	_	CD	17
21	andere	andere	ADJA	ander	nom|pl|masc|pos	NK	22
22	Umstaͤnde	Umstände	NN	Umstand	nom|pl|masc	CJ	20
23	erlaubet	erlaubet	VVPP	erlauben	_	OC	10
24	,	,	$,	,	_	--	23
25	mich	mich	PPER	ich	acc|sg|*|1	OA	31
26	,	,	$,	,	_	--	25
27	nach	nach	APPR	nach	_	MO	31
28	dessen	dessen	PDAT	d	gen|sg|masc	AG	29
29	Beschaffenheit	Beschaffenheit	NN	Beschaffenheit	dat|sg|fem	NK	27
30	,	,	$,	,	_	--	29
31	erkundiget	erkundiget	VVIMP	erkundigen	sg|3|pres|ind	OC	23
32	,	,	$,	,	_	--	31
33	und	und	KON	und	_	CD	23
34	allenthalben	allenthalben	ADV	allenthalb	_	MO	35
35	in	in	APPR	in	_	MO	50
36	demselben	demselben	PDS	derselbe	dat|sg|neut	NK	35
37	,	,	$,	,	_	--	36
38	wo	wo	PWAVREL	wo	_	MO	47
39	sich	sich	PRF	er|es|sie	acc|sg|3	OA	47
40	meine	meine	PPOSAT	mein	nom|sg|fem	NK	41
41	Arbeiter	Arbeiter	NN	Arbeiter	nom|pl|masc	SB	48
42	,	,	$,	,	_	--	41
43	mit	mit	APPR	mit	_	MO	47
44	ihrem	ihrem	PPOSAT	ihr	dat|sg|neut	NK	45
45	Graben	Graben	NN	Graben	dat|sg|neut	NK	43
46	,	,	$,	,	_	--	45
47	hingewendet	hingewendet	VVPP	hingewendet	_	OC	48
48	haben	haben	VAFIN	haben	pl|3|pres|ind	RC	36
49	,	,	$,	,	_	--	48
50	gefunden	gefunden	VVPP	finden	_	CJ	33
51	,	,	$,	,	_	--	50
52	daß	daß	KOUS	daß	_	CP	57
53	solcher	solcher	PIAT	solch	nom|sg|masc	NK	54
54	Raum	Raum	NN	Raum	nom|sg|masc	SB	57
55	mit	mit	APPR	mit	_	MO	57
56	Wohnhaͤusern	Wohnhäusern	NN	Wohnhäusern	dat|pl|neut	NK	55
57	bebauet	bebauet	VVPP	bebauen	sg|3|pres|ind	OC	50
58	,	,	$,	,	_	--	57
59	auch	auch	ADV	auch	_	MO	60
60	hier	hier	ADV	hier	_	MO	66
61	und	und	KON	und	_	CD	60
62	dar	dar	PTKVZ	dar	_	CJ	61
63	mit	mit	APPR	mit	_	MO	66
64	gepflasterten	gepflasterten	ADJA	gepflasterten	dat|pl|fem|pos	NK	65
65	Straßen	Straßen	NN	Straße	dat|pl|fem	NK	63
66	versehen	versehen	VVPP	versehen	_	OC	67
67	gewesen	gewesen	VAPP	sein	_	OC	68
68	seye	sei	VAFIN	sein	sg|3|pres|subj	CJ	57
69	,	,	$,	,	_	--	68
70	welches	welches	PRELS	welch	nom|sg|neut	OA	81
71	alles	alles	PIS	all	nom|sg|neut	SB	82
72	aber	aber	ADV	aber	_	MO	81
73	in	in	APPR	in	_	MO	81
74	der	der	ART	d	dat|sg|fem	NK	75
75	Folge	Folge	NN	Folge	dat|sg|fem	NK	73
76	der	der	ART	d	gen|sg|fem	NK	77
77	Zeit	Zeit	NN	Zeit	gen|sg|fem	AG	75
78	eine	eine	ART	ein	acc|sg|fem	NK	80
79	gaͤnzliche	gänzliche	ADJA	gänzlich	acc|sg|fem|pos	NK	80
80	Verheerung	Verheerung	NN	Verheerung	acc|sg|fem	OA	81
81	erlitten	erlitten	VVPP	erleiden	_	OC	82
82	hat	hat	VAFIN	haben	sg|3|pres|ind	CJ	68
83	;	;	SENT	;	_	--	82

1	wie	wie	KOUS	wie	_	MO	11
2	ich	ich	PPER	ich	nom|sg|*|1	SB	26
3	solches	solches	PIS	solch	acc|sg|neut	OA	11
4	in	in	APPR	in	_	MO	11
5	meiner	meiner	PPOSAT	mein	dat|sg|fem	NK	7
6	vorhergehenden	vorhergehenden	ADJA	vorhergehend	dat|sg|fem|pos	NK	7
7	Erzehlung	Erzählung	NN	Erzählung	dat|sg|fem	NK	4
8	§.	§.	$(	§	*|*|*	PNC	9
9	XXX.	XXX.	CARD	30	nom|sg|fem	NK	7
10	schon	schon	ADV	schon	_	MO	11
11	angezeiget	angezeigt	VVPP	anzeigen	_	OC	26
12	,	,	$,	,	_	--	11
13	und	und	KON	und	_	CD	11
14	bey	bei	APPR	bei	_	MO	25
15	diesmaliger	diesmaliger	ADJA	diesmaliger	dat|sg|fem|pos	NK	16
16	Fortsetzung	Fortsetzung	NN	Fortsetzung	dat|sg|fem	NK	14
17	meiner	meiner	PPOSAT	mein	gen|sg|fem	NK	18
18	Untersuchung	Untersuchung	NN	Untersuchung	gen|sg|fem	AG	16
19	abermals	abermals	ADV	abermals	_	MO	14
20	und	und	KON	und	_	CD	14
21	zum	zum	APPRART	zum	dat|sg|masc	CJ	20
22	Theil	Teil	NN	Teil	dat|sg|masc	NK	21
23	noch	noch	ADV	noch	_	MO	24
24	deutlicher	deutlicher	ADJD	deutlich	comp	MO	25
25	beobachtet	beobachtet	VVPP	beobachten	_	CJ	13
26	habe	habe	VAFIN	haben	sg|3|pres|subj	--	0
27	.	.	SENT	.	_	--	26

1	Dann	Dann	ADV	dann	_	MO	2
2	so	so	ADV	so	_	MO	16
3	haben	haben	VAFIN	haben	pl|3|pres|ind	--	0
4	sich	sich	PRF	er|es|sie	acc|pl|3	OA	16
5	diesmalen	diesmalen	VVFIN	diesmalen	nom|pl|*	SB	3
6	wieder	wieder	ADV	wieder	_	MO	3
7	allenthalben	allenthalben	ADV	allenthalb	_	MO	9
8	sehr	sehr	ADV	sehr	_	MO	9
9	viele	viele	PIAT	viel	acc|pl|fem	NK	10
10	Kohlen	Kohlen	NN	Kohle	acc|pl|fem	OA	3
11	,	,	$,	,	_	--	10
12	ganze	ganze	ADJA	ganz	acc|pl|fem|pos	NK	13
13	Balken	Balken	NN	Balken	acc|pl|fem	CJ	10
14	,	,	$,	,	_	--	13
15	die	die	PRELS	d	nom|pl|fem	SB	17
16	verbrannt	verbrannt	VVPP	verbrennen	_	PD	17
17	waren	waren	VAFIN	sein	pl|3|past|ind	RC	13
18	,	,	$,	,	_	--	17
19	viele	viele	PIAT	viel	nom|pl|neut	NK	23
20	verbrannte	verbrannte	ADJA	verbrannt	nom|pl|masc|pos	NK	23
21	und	und	KON	und	_	CD	20
22	calcinirte	kalzinierte	ADJA	kalzinierte	nom|pl|masc|pos	CJ	21
23	Menschenbeiner	Menschenbeiner	NN	Menschenbeiner	nom|pl|masc	CJ	13
24	,	,	$,	,	_	--	23
25	auch	auch	ADV	auch	_	MO	26
26	einige	einige	PIAT	einig	nom|pl|masc	APP	23
27	derselben	derselben	PDS	derselbe	nom|pl|*	AG	26
28	mit	mit	APPR	mit	_	MNR	27
29	noch	noch	ADV	noch	_	MO	30
30	anklebender	anklebender	ADJA	anklebender	dat|sg|fem|pos	NK	31
31	Asche	Asche	NN	Asche	dat|sg|fem	NK	28
32	in	in	APPR	in	_	MNR	31
33	Urnen	Urnen	NN	Urne	dat|pl|fem	NK	32
34	,	,	$,	,	_	--	33
35	das	das	ART	d	nom|sg|neut	NK	37
36	oberste	oberste	ADJA	oberer	acc|sg|neut|sup	NK	37
37	Stuͤck	Stück	NN	Stück	acc|sg|neut	CJ	23
38	oder	oder	KON	oder	_	CD	37
39	der	der	ART	d	nom|sg|masc	NK	40
40	Kopf	Kopf	NN	Kopf	nom|sg|masc	CJ	38
41	von	von	APPR	von	_	PG	40
42	einer	einer	ART	ein	dat|sg|fem	NK	44
43	steinernen	steinernen	ADJA	steinern	dat|sg|fem|pos	NK	44
44	Saͤule	Säule	NN	Säule	dat|sg|fem	NK	41
45	,	,	$,	,	_	--	44
46	eines	eines	ART	ein	gen|sg|masc	NK	47
47	Schuhes	Schuhes	NN	Schuhes	gen|sg|masc	AMS	48
48	lang	lang	ADJD	lang	pos	NK	51
49	und	und	KON	und	_	CD	48
50	9.	9.	CARD	@ord@	dat|sg|masc|pos	CJ	49
51	Zoll	Zoll	NN	Zoll	dat|sg|masc	APP	44
52	dick	dick	ADJD	dick	pos	MNR	51
53	,	,	$,	,	_	--	52
54	mit	mit	APPR	mit	_	MNR	51
55	eingehauenem	eingehauenem	ADJA	eingehauenem	dat|sg|neut|pos	NK	56
56	Leistwerk	Leistwerk	NN	Leistwerk	dat|sg|neut	NK	54
57	,	,	$,	,	_	--	56
58	vid.	vid.	ADJA	vid.	sg|2|imp	PAR	56
59	dict.	dict.	ADJA	dict.	*|*|*	MO	58
60	Tab.	Tab.	NN	Tab.	acc|sg|masc	OA	58
61	IV.	IV.	ADJA	4.	acc|sg|masc|pos	NK	62
62	Fig.	Fig.	NN	Fig.	acc|sg|masc	NK	60
63	4	4	CARD	@card@	_	NK	67
64	ingleichem	ingleichem	ADV	ingleichem	dat|sg|masc|pos	NK	67
65	eingestuͤrzte	eingestürzte	ADJA	eingestürzte	nom|pl|neut|pos	NK	67
66	gemahlte	gemalte	ADJA	gemalte	nom|pl|*|pos	NK	67
67	Waͤnde	Wände	NN	Wand	gen|pl|masc	OA	74
68	,	,	$,	,	_	--	67
69	auch	auch	ADV	auch	_	MO	71
70	allerhand	allerhand	PIAT	allerhand	*|*|*	NK	71
71	Ketten-	Ketten	NN	Kette	nom|pl|fem	CJ	67
72	und	und	KON	und	_	CD	71
73	Eisenwerk	Eisenwerk	NN	Eisenwerk	dat|sg|neut	CJ	72
74	gefunden	gefunden	VVPP	finden	_	RC	51
75	.	.	SENT	.	_	--	74

1	Unter	Unter	APPR	unter	_	MO	6
2	diesem	diesem	PDAT	dies	dat|sg|masc	NK	1
3	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
4	sonderlich	sonderlich	ADJD	sonderlich	pos	MO	6
5	hier	hier	ADV	hier	_	MO	6
6	anzumerken	anzumerken	VVIZU	anmerken	_	OC	3
7	,	,	$,	,	_	--	6
8	das	das	ART	d	acc|sg|neut	NK	9
9	Eisen	Eisen	NN	Eisen	acc|sg|neut	OA	20
10	von	von	APPR	von	_	MNR	9
11	einem	einem	ART	ein	dat|sg|neut	NK	12
12	Pfeil	Pfeil	NN	Pfeil	dat|sg|neut	NK	10
13	,	,	$,	,	_	--	12
14	wie	wie	KOUS	wie	_	CD	10
15	auch	auch	ADV	auch	_	MO	16
16	von	von	APPR	von	_	CJ	14
17	einem	einem	ART	ein	dat|sg|masc	NK	18
18	Spieß	Spieß	NN	Spieß	dat|sg|masc	NK	16
19	,	,	$,	,	_	--	18
20	vid.	vid.	ADJA	vid.	sg|2|imp	SB	3
21	dict.	dict.	ADJA	dict.	dat|sg|masc	MO	20
22	Tab.	Tab.	NN	Tab.	acc|sg|masc	OA	20
23	IV.	IV.	ADJA	4.	acc|sg|masc|pos	NK	24
24	Fig.	Fig.	NN	Fig.	acc|sg|masc	NK	22
25	2.	2.	CARD	@ord@	_	MO	20
26	und	und	KON	und	_	CD	23
27	3.	3.	CARD	@ord@	_	MO	28
28	ingleichem	ingleichem	ADV	ingleichem	dat|sg|masc|pos	CJ	26
29	zwey	zwei	CARD	zwei	_	NK	31
30	eiserne	eiserne	ADJA	eisern	acc|pl|fem|pos	NK	31
31	Hacken	Hacken	NN	Hacke	acc|pl|fem	OA	20
32	,	,	$,	,	_	--	31
33	deren	deren	PRELS	d	gen|pl|neut	NK	34
34	jeder	jeder	PIS	jed	nom|sg|masc	MNR	31
35	an	an	APPR	an	_	MNR	34
36	einer	einer	ART	ein	dat|sg|fem	NK	38
37	eisernen	eisernen	ADJA	eisern	dat|sg|fem|pos	NK	38
38	Stangen	Stangen	NN	Stange	dat|sg|fem	NK	35
39	,	,	$,	,	_	--	38
40	einer	einer	ART	ein	dat|sg|fem	NK	41
41	Spannen	Spannen	NN	Spannen	dat|sg|fem	AMS	42
42	lang	lang	ADJD	lang	pos	MO	34
43	,	,	$,	,	_	--	42
44	an	an	APPR	an	_	MNR	47
45	welcher	welcher	PRELS	welch	dat|sg|fem	NK	44
46	ein	ein	ART	ein	nom|sg|neut	NK	47
47	Glied	Glied	NN	Glied	nom|sg|neut	PAR	31
48	einer	einer	ART	ein	gen|sg|fem	NK	49
49	Ketten	Ketten	NN	Kette	gen|pl|fem	AG	47
50	,	,	$,	,	_	--	49
51	dann	dann	ADV	dann	_	MO	20
52	an	an	APPR	an	_	MO	20
53	diesem	diesem	PDAT	dies	dat|sg|masc	NK	54
54	Glied	Glied	NN	Glied	dat|sg|neut	NK	52
55	wieder	wieder	ADV	wieder	_	MO	20
56	eine	eine	ART	ein	acc|sg|fem	NK	57
57	Stange	Stange	NN	Stange	acc|sg|fem	OA	20
58	,	,	$,	,	_	--	57
59	einer	einer	ART	ein	dat|sg|fem	NK	60
60	Spannen	Spannen	NN	Spannen	dat|sg|fem	AMS	61
61	lang	lang	ADJD	lang	pos	PAR	57
62	,	,	$,	,	_	--	61
63	und	und	KON	und	_	CD	20
64	an	an	APPR	an	_	MO	66
65	solcher	solcher	PIAT	solch	dat|sg|fem	NK	64
66	zu	zu	APPR	zu	_	MO	71
67	oberst	oberst	NN	Oberst	_	MO	69
68	wieder	wieder	ADV	wieder	_	MO	69
69	vier	vier	CARD	vier	_	NK	70
70	Kettenglieder	Kettenglieder	NN	Kettenglieder	acc|pl|neut	NK	66
71	befindlich	befindlich	ADJD	befindlich	pos	PD	72
72	sind	sind	VAFIN	sein	pl|3|pres|ind	CJ	63
73	(	(	$(	(	_	--	72
74	vid.	vid.	NE	vid.	pos	MO	77
75	einen	einen	ART	ein	acc|sg|masc	NK	77
76	solchen	solchen	PIAT	solch	dat|pl|fem	NK	77
77	Hacken	Hacken	NN	Hacke	dat|pl|fem	SB	72
78	in	in	APPR	in	_	MNR	77
79	Tab.	Tab.	NN	Tab.	*|*|*	PNC	81
80	III.	III.	CARD	3	*|*|*	PNC	81
81	Fig	Fig	NE	Fig	*|*|*	NK	78
82	5.	5.	CARD	@ord@	_	SVP	72
83	)	)	$)	)	_	--	82
84	welche	welche	PRELS	welch	acc|pl|masc	NK	103
85	beyde	beide	PIAT	beide	acc|pl|masc	NK	86
86	Hacken	Hacken	NN	Hacke	nom|pl|fem	SB	72
87	,	,	$,	,	_	--	86
88	mit	mit	APPR	mit	_	MO	111
89	ihren	ihren	PPOSAT	ihr	dat|pl|fem	NK	90
90	Stangen	Stangen	NN	Stange	dat|pl|fem	NK	88
91	und	und	KON	und	_	CD	90
92	Kettengliedern	Kettengliedern	NN	Kettengliedern	dat|pl|neut	CJ	91
93	,	,	$,	,	_	--	92
94	ohne	ohne	APPR	ohne	_	MO	111
95	allen	allen	PIAT	all	acc|sg|masc	NK	96
96	Zweifel	Zweifel	NN	Zweifel	acc|sg|masc	NK	94
97	,	,	$,	,	_	--	96
98	in	in	APPR	in	_	MO	109
99	denen	denen	ART	d	dat|pl|fem	NK	98
100	Kaminen	Kaminen	NN	Kaminen	nom|pl|fem	OG	109
101	,	,	$,	,	_	--	100
102	um	um	APPR	um	_	CP	109
103	Kessel	Kessel	NN	Kessel	acc|sg|masc	OA	109
104	daran	daran	PAV	daran	_	MO	109
105	uͤber	über	APPR	über	_	MO	109
106	das	das	ART	d	acc|sg|neut	NK	107
107	Feuer	Feuer	NN	Feuer	acc|sg|neut	NK	105
108	zu	zu	PTKZU	zu	_	PM	109
109	haͤngen	hängen	VVINF	hängen	_	OC	96
110	,	,	$,	,	_	--	109
111	gebraucht	gebraucht	VVPP	brauchen|gebrauchen	_	OC	112
112	worden	worden	VAPP	werden	_	OC	72
113	,	,	$,	,	_	--	112
114	und	und	KON	und	_	CD	20
115	ihres	ihres	PPOSAT	ihr	gen|sg|neut	NK	116
116	Alters	Alters	NN	Alter	gen|sg|neut	PD	129
117	und	und	KON	und	_	CD	116
118	sehr	sehr	ADV	sehr	_	MO	119
119	vielen	vielen	PIAT	viel	dat|pl|masc	NK	120
120	Rosts	Rosts	NN	Rosts	dat|pl|masc	CJ	117
121	ohngeachtet	ungeachtet	APPO	ungeachtet	_	MO	111
122	,	,	$,	,	_	--	121
123	doch	doch	ADV	doch	_	MO	129
124	noch	noch	ADV	noch	_	MO	129
125	sehr	sehr	ADV	sehr	_	MO	126
126	stark	stark	ADJD	stark	pos	PD	129
127	von	von	APPR	von	_	MO	126
128	Eisen	Eisen	NN	Eisen	dat|sg|neut	NK	127
129	sind	sind	VAFIN	sein	pl|3|pres|ind	CJ	114
130	;	;	SENT	;	_	--	129

1	Ferner	Ferner	ADV	fern	_	MO	5
2	noch	noch	ADV	noch	_	MO	5
3	eine	eine	ART	ein	acc|sg|fem	NK	5
4	andere	andere	ADJA	ander	acc|sg|fem|pos	NK	5
5	Ketten	Ketten	NN	Kette	acc|pl|fem	--	0
6	,	,	$,	,	_	--	5
7	wie	wie	KOKOM	wie	_	MO	14
8	die	die	ART	d	nom|sg|fem	NK	9
9	Fig.	Fig.	NN	Fig.	nom|sg|fem	SB	14
10	6.	6.	CARD	@ord@	_	MO	14
11	in	in	APPR	in	_	MO	14
12	Tab.	Tab.	NN	Tab.	dat|sg|fem	PNC	13
13	III.	III.	CARD	3	dat|sg|fem	NK	11
14	ausweißt	ausweißt	VVINF	ausweißt	sg|3|pres|ind	OC	5
15	:	:	SENT	:	_	--	14

1	von	von	APPR	von	_	--	0
2	deren	deren	PDAT	d	gen|sg|fem	AG	4
3	ehemaligem	ehemaligem	ADJA	ehemaligem	dat|sg|neut|pos	NK	4
4	Gebrauch	Gebrauch	NN	Gebrauch	dat|sg|masc	NK	1
5	die	die	ART	d	nom|pl|fem	NK	6
6	Meynungen	Meinungen	NN	Meinung	nom|pl|fem	SB	8
7	zertheilet	zerteilet	VVPP	zerteilet	_	PD	8
8	sind	sind	VAFIN	sein	pl|3|pres|ind	RC	4
9	:	:	SENT	:	_	--	8

1	Item	Item	FM	Item	nom|sg|neut	--	0
2	2.	2.	CARD	@ord@	nom|sg|neut|pos	NK	3
3	Messer	Messer	NN	Messer	nom|sg|neut	NK	1
4	,	,	$,	,	_	--	3
5	wie	wie	KOUS	wie	_	MO	16
6	solche	solche	PIS	solch	nom|sg|neut	APP	3
7	,	,	$,	,	_	--	6
8	nach	nach	APPR	nach	_	MO	16
9	ihrer	ihrer	PPOSAT	ihr	dat|sg|fem	NK	11
10	eigentlichen	eigentlichen	ADJA	eigentlich	dat|sg|fem|pos	NK	11
11	Groͤße	Größe	NN	Größe	dat|sg|fem	NK	8
12	in	in	APPR	in	_	MO	16
13	Tab.	Tab.	NN	Tab.	*|*|*	PNC	15
14	III,	III,	NE	III,	*|*|*	PNC	15
15	Fig.	Fig.	NN	Fig.	*|*|*	NK	12
16	7.	7.	CARD	@ord@	nom|sg|masc|pos	PD	20
17	und	und	KON	und	_	CD	16
18	8	8	CARD	@card@	_	MO	19
19	abgezeichnet	abgezeichnet	VVPP	abzeichnen	_	CJ	17
20	sind	sind	VAFIN	sein	pl|3|pres|ind	RC	6
21	,	,	$,	,	_	--	20
22	und	und	KON	und	_	CD	6
23	wovon	wovon	PWAV	wovon	_	MO	51
24	das	das	ART	d	nom|sg|neut	NK	25
25	Letztere	Letztere	NN	letzter	nom|sg|neut	SB	30
26	ein	ein	ART	ein	nom|sg|masc	NK	27
27	Opfermesser	Opfermesser	NN	Opfermesser	nom|sg|masc	PD	28
28	gewesen	gewesen	VAPP	sein	_	OC	29
29	seyn	sein	VAINF	sein	_	OC	30
30	mag	mag	VMFIN	mögen	sg|3|pres|ind	MO	32
31	,	,	$,	,	_	--	30
32	indeme	indeme	KOUS	indem	sg|3|pres|subj	CJ	22
33	es	es	PPER	es	nom|sg|neut|3	EP	32
34	demjenigen	demjenigen	PDS	derjenige	dat|pl|*	OA	32
35	ganz	ganz	ADV	ganz	_	MO	36
36	gleichet	gleichet	VVFIN	gleichen	sg|3|pres|ind	MO	32
37	,	,	$,	,	_	--	36
38	welches	welches	PRELS	welch	nom|sg|neut	SB	52
39	in	in	APPR	in	_	MO	51
40	CHRISTIAN	Christian	NE	Christian	nom|sg|masc	PNC	42
41	DETLEV	Detlef	NE	Detlef	nom|sg|masc	PNC	42
42	RHODENS	Rhodens	NE	Rhodens	gen|sg|masc	AG	45
43	Cimbrisch-Holsteinischen	Cimbrisch-Holsteinischen	NE	Cimbrisch-Holsteinischen	nom|sg|masc	PNC	45
44	Antiquitaͤten-Remarquen.	Antiquitäten-Remarquen.	NE	Antiquitäten-Remarquen.	nom|sg|masc	PNC	45
45	p.	p.	FM	p.	nom|sg|masc	NK	39
46	89	89	CARD	@card@	_	NK	47
47	sub	Sub	NN	Sub	acc|sg|masc	OA	51
48	n.	n.	APPR	n.	_	MO	51
49	1	1	CARD	@card@	_	NK	48
50	zu	zu	PTKZU	zu	_	PM	51
51	ersehen	ersehen	VVINF	ersehen	_	OC	52
52	ist	ist	VAFIN	sein	sg|3|pres|ind	RC	6
53	,	,	$,	,	_	--	52
54	und	und	KON	und	_	CD	52
55	allda	allda	ADV	allda	*|*|*	PNC	58
56	&amp;	&amp;	KON	&amp;	*|*|*	PNC	58
57	pag.	pag.	FM	pag.	_	PNC	58
58	seqq.	seqq.	FM	seqq.	nom|sg|*	SB	66
59	ausdruͤcklich	ausdrücklich	ADJD	ausdrücklich	pos	MO	63
60	fuͤr	für	APPR	für	_	MO	63
61	ein	ein	ART	ein	acc|sg|neut	NK	62
62	Opfermesser	Opfermesser	NN	Opfermesser	acc|sg|neut	NK	60
63	ausgegeben	ausgegeben	VVPP	ausgeben	_	OC	66
64	und	und	KON	und	_	CD	63
65	behauptet	behauptet	VVPP	behaupten	_	CJ	64
66	wird	wird	VAFIN	werden	sg|3|pres|ind	CJ	54
67	;	;	SENT	;	_	--	66

1	Ingleichem	Ingleichem	NE	Ingleichem	_	MO	2
2	2.	2.	CARD	@ord@	dat|sg|fem|pos	--	0
3	roͤmische	römische	ADJA	römisch	nom|sg|masc|pos	NK	4
4	Schreibnadeln	Schreibnadeln	NN	Schreibnadeln	nom|sg|masc	--	0
5	sub	Sub	NN	Sub	nom|sg|masc	NK	4
6	n.	n.	APPR	n.	_	MNR	4
7	9.	9.	CARD	@ord@	dat|sg|masc|pos	NK	6
8	und	und	KON	und	_	CD	6
9	10.	10.	CARD	@ord@	_	MO	10
10	in	in	APPR	in	_	CJ	8
11	mehrbesagter	mehrbesagter	ADJA	mehrbesagter	dat|sg|fem|pos	NK	12
12	Tab.	Tab.	NN	Tab.	dat|sg|fem	NK	10
13	III.	III.	CARD	3	nom|sg|*	NK	12
14	auch	auch	ADV	auch	_	MO	15
15	in	in	APPR	in	_	MO	26
16	ihrer	ihrer	PPOSAT	ihr	dat|sg|fem	NK	17
17	Groͤße	Größe	NN	Größe	dat|sg|fem	NK	15
18	,	,	$,	,	_	--	17
19	so	so	PTKREL	so	_	MO	20
20	viel	viel	ADV	viel	*|*|*	OA	26
21	nemlich	nämlich	ADV	nämlich	_	MO	26
22	uns	uns	PRF	wir	dat|pl|*|1	DA	26
23	davon	davon	PAV	davon	_	MO	26
24	noch	noch	ADV	noch	_	MO	25
25	uͤbrig	übrig	ADJD	übrig	pos	PD	26
26	geblieben	geblieben	VVPP	bleiben	_	PAR	4
27	:	:	SENT	:	_	--	26

1	maßen	maßen	NN	Maße	_	MO	12
2	von	von	APPR	von	_	MO	4
3	beyden	beiden	PIAT	beide	dat|pl|*	NK	2
4	an	an	APPR	an	_	MO	12
5	dem	dem	ART	d	dat|sg|masc	NK	10
6	einen	einen	ADJA	ein	dat|sg|masc	NK	10
7	und	und	KON	und	_	CD	6
8	zwar	zwar	ADV	zwar	_	MO	9
9	obern	oberen	ADJA	oberer	dat|sg|neut|pos	CJ	7
10	Ende	Ende	NN	Ende	dat|sg|neut	NK	4
11	etwas	etwas	ADV	etwas	*|*|neut	OA	12
12	abgebrochen	abgebrochen	VVPP	abbrechen	_	OC	13
13	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
14	.	.	SENT	.	_	--	13

1	Dieser	Dieser	PDAT	dies	nom|sg|masc	NK	2
2	Schreibnadeln	Schreibnadeln	NN	Schreibnadeln	acc|sg|neut	OA	3
3	bedienete	bediente	VVFIN	bedienen	sg|3|past|ind	--	0
4	man	man	PIS	man	nom|sg|*	SB	3
5	sich	sich	PRF	er|es|sie	dat|sg|3	DA	6
6	vorzeiten	vorzeiten	VVINF	vorzeiten	_	OC	3
7	,	,	$,	,	_	--	6
8	ehe	ehe	KOUS	ehe	_	CP	10
9	das	das	ART	d	nom|sg|neut	NK	10
10	Papier	Papier	NN	Papier	nom|sg|neut	CJ	18
11	erfunden	erfunden	VVPP	erfinden	_	OC	12
12	worden	worden	VAPP	werden	_	OC	10
13	,	,	$,	,	_	--	12
14	um	um	KOUI	um	_	CP	20
15	damit	damit	PAV	damit	_	MO	20
16	in	in	APPR	in	_	MO	20
17	waͤchserne	wächserne	ADJA	wächserne	acc|sg|fem|pos	NK	18
18	Tafeln	Tafeln	NN	Tafel	dat|pl|fem	NK	16
19	zu	zu	PTKZU	zu	_	PM	20
20	schreiben	schreiben	VVINF	schreiben	_	MO	6
21	.	.	SENT	.	_	--	20

1	ALEXANDER	Alexander	NE	Alexander	nom|sg|masc	PNC	2
2	GORDON	Gordon	NE	Gordon	nom|sg|masc	SB	3
3	thut	tut	VVFIN	tun	sg|3|pres|ind	--	0
4	ihrer	ihrer	PPOSAT	ihr	dat|sg|fem	NK	5
5	Meldung	Meldung	NN	Meldung	dat|sg|fem	DA	3
6	,	,	$,	,	_	--	5
