

1	Dreyzehntes	dreizehntes	ADJA	dreizehntes	nom|sg|neut|pos	NK	2
10	Absicht	Absicht	NN	Absicht	acc|sg|fem	OA	11
11	hat	hat	VAFIN	haben	sg|3|pres|ind	RC	6
12	,	,	$,	,	_	--	11
13	daß	daß	KOUS	daß	_	CP	21
14	er	er	PPER	er	nom|sg|masc|3	SB	21
15	keine	keine	PIAT	kein	acc|sg|fem	NK	16
16	Gelegenheit	Gelegenheit	NN	Gelegenheit	acc|sg|fem	SB	17
17	hierinne	hierinne	VVFIN	hierinne	sg|3|pres|subj	OC	21
18	sich	sich	PRF	er|es|sie	acc|sg|3	OA	20
19	zu	zu	PTKZU	zu	_	PM	20
20	uͤben	üben	VVINF	üben	_	OC	17
21	versaͤume	versäume	VVFIN	versäume	sg|3|pres|subj	OC	3
22	.	.	SENT	.	_	--	21

1	Aber	Aber	KON	aber	_	JU	3
2	was	was	PWS	was	acc|sg|neut	OA	7
3	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
4	man	man	PIS	man	nom|sg|*	SB	3
5	von	von	APPR	von	_	SBP	7
6	denenienigen	denenienigen	PDS	denenienigen	dat|pl|*	NK	5
7	sagen	sagen	VVINF	sagen	_	OC	3
8	,	,	$,	,	_	--	7
9	die	die	PRELS	d	nom|pl|fem	SB	11
10	sich	sich	PRF	er|es|sie	acc|pl|3	OA	11
11	unterstehen	unterstehen	VVINF	unterstehen	pl|3|pres|ind	RC	6
12	,	,	$,	,	_	--	11
13	um	um	KOUI	um	_	CP	18
14	eine	eine	ART	ein	acc|sg|fem	NK	16
15	solche	solche	PIAT	solch	acc|sg|fem	NK	16
16	Stelle	Stelle	NN	Stelle	acc|sg|fem	OA	18
17	zu	zu	PTKZU	zu	_	PM	18
18	werben	werben	VVINF	werben	_	MO	11
19	,	,	$,	,	_	--	18
20	und	und	KON	und	_	CD	11
21	nicht	nicht	PTKNEG	nicht	_	NG	23
22	einmal	einmal	ADV	einmal	_	MO	21
23	dieienige	diejenige	PDAT	derjenige	dat|sg|neut|comp	NK	24
24	Lebensart	Lebensart	NN	Lebensart	dat|sg|masc	OA	25
25	besitzen	besitzen	VVFIN	besitzen	pl|3|pres|ind	CJ	20
26	,	,	$,	,	_	--	25
27	ohne	ohne	APPR	ohne	_	MO	36
28	die	die	PRELS	d	acc|sg|fem	NK	27
29	man	man	PIS	man	nom|sg|*	SB	37
30	in	in	APPR	in	_	MO	36
31	keiner	keiner	PIAT	kein	dat|sg|fem	NK	34
32	guten	guten	ADJA	gut	dat|sg|fem|pos	NK	34
33	buͤrgerlichen	bürgerlichen	ADJA	bürgerlich	dat|sg|fem|pos	NK	34
34	Gesellschaft	Gesellschaft	NN	Gesellschaft	dat|sg|fem	NK	30
35	gesittet	gesittet	ADJA	gesittet	_	MO	36
36	heissen	heißen	VVINF	heißen	_	OC	37
37	kann	kann	VMFIN	können	sg|3|pres|ind	RC	16
38	?	?	SENT	?	_	--	37

1	Eine	Eine	ART	ein	nom|sg|fem	NK	3
2	solche	solche	PIAT	solch	acc|sg|fem	NK	3
3	Erscheinung	Erscheinung	NN	Erscheinung	acc|sg|fem	OA	4
4	hatten	hatten	VAFIN	haben	pl|1|past|ind	--	0
5	wir	wir	PPER	wir	nom|pl|*|1	SB	4
6	wenig	wenig	PIAT	wenig	_	MO	7
7	Tage	Tage	NN	Tag	acc|pl|masc	OA	4
8	darauf	darauf	PAV	darauf	_	MNR	7
9	bey	bei	APPR	bei	_	MO	4
10	uns	uns	PPER	wir	dat|pl|*|1	NK	9
11	.	.	SENT	.	_	--	10

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	weiß	weiß	VVFIN	wissen	sg|1|pres|ind	--	0
3	nicht	nicht	PTKNEG	nicht	_	NG	2
4	,	,	$,	,	_	--	3
5	wie	wie	KOUS	wie	_	MO	18
6	ein	ein	ART	ein	nom|sg|masc	NK	14
7	gewisser	gewisser	ADJD	gewiß	nom|sg|masc|pos	MO	13
8	allererst	allererst	ADV	allererst	_	MO	13
9	von	von	APPR	von	_	SBP	13
10	der	der	ART	d	dat|sg|fem	NK	11
11	Universitaͤt	Universität	NN	Universität	dat|sg|fem	NK	9
12	zuruͤck	zurück	APPR	zurück	_	MO	13
13	gekommener	gekommener	ADJA	gekommener	nom|sg|masc|pos	NK	14
14	Herr	Herr	NN	Herr	nom|sg|masc	SB	19
15	A*	A*	NE	A*	nom|sg|masc	NK	14
16	die	die	ART	d	acc|sg|fem	NK	17
17	Nachricht	Nachricht	NN	Nachricht	acc|sg|fem	OA	18
18	bekommen	bekommen	VVPP	bekommen	_	OC	19
19	hatte	hatte	VAFIN	haben	sg|3|past|ind	MO	2
20	,	,	$,	,	_	--	19
21	daß	daß	KOUS	daß	_	CP	32
22	ich	ich	PPER	ich	nom|sg|*|1	SB	32
23	einen	einen	ART	ein	acc|sg|masc	NK	24
24	Hofmeister	Hofmeister	NN	Hofmeister	acc|sg|masc	OA	32
25	fuͤr	für	APPR	für	_	MNR	24
26	ein	ein	ART	ein	acc|sg|neut	NK	28
27	adeliches	adelliches	ADJA	adelliches	acc|sg|neut|pos	NK	28
28	Haus	Haus	NN	Haus	acc|sg|neut	NK	25
29	in	in	APPR	in	_	MNR	28
30	unserer	unserer	PPOSAT	unser	dat|sg|fem	NK	31
31	Nachbarschaft	Nachbarschaft	NN	Nachbarschaft	dat|sg|fem	NK	29
32	suchte	suchte	VVFIN	suchen	sg|3|past|ind	OC	17
33	.	.	SENT	.	_	--	32

1	Kurz	Kurz	ADJD	kurz	pos	MO	5
2	,	,	$,	,	_	--	1
3	er	er	PPER	er	nom|sg|masc|3	SB	4
4	kam	kam	VVFIN	kommen	sg|3|past|ind	--	0
5	nach	nach	APPR	nach	_	MO	4
6	S*	S*	NE	S*	dat|sg|neut	NK	5
7	.	.	SENT	.	_	--	6

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	mochte	mochte	VMFIN	mögen	sg|3|past|ind	--	0
3	sich	sich	PRF	er|es|sie	acc|sg|3	OA	2
4	wohl	wohl	ADV	wohl	_	MO	5
5	vorgenommen	vorgenommen	VVPP	vornehmen	_	OC	6
6	haben	haben	VAFIN	haben	pl|3|pres|ind	OC	2
7	,	,	$,	,	_	--	6
8	mit	mit	APPR	mit	_	MO	12
9	allem	allem	PIAT	all	dat|sg|neut	NK	10
10	Anstande	Anstande	NN	Anstande	nom|pl|*	NK	8
11	zu	zu	PTKZU	zu	_	PM	12
12	erscheinen	erscheinen	VVINF	erscheinen	_	OC	5
13	.	.	SENT	.	_	--	12

1	Denn	Denn	KON	denn	_	JU	3
2	er	er	PPER	er	nom|sg|masc|3	SB	3
3	war	war	VAFIN	sein	sg|3|past|ind	--	0
4	so	so	ADV	so	_	MO	5
5	steif	steif	ADJD	steif	pos	MO	6
6	aufgeputzet	aufgeputzt	VVPP	aufgeputzt	_	OC	3
7	,	,	$,	,	_	--	6
8	wie	wie	KOKOM	wie	_	CM	9
9	an	an	APPR	an	_	CC	4
10	einem	einem	ART	ein	dat|sg|masc	NK	11
11	Ehrentage	Ehrentage	NN	Ehrentage	dat|sg|masc	NK	9
12	.	.	SENT	.	_	--	11

1	An	An	APPR	an	_	OP	9
2	Complimenten	Komplimenten	NN	Komplimenten	dat|pl|masc	NK	1
3	ließ	ließ	VVFIN	lassen	sg|3|past|ind	--	0
4	er	er	PPER	er	nom|sg|masc|3	SB	3
5	es	es	PPER	es	acc|sg|neut|3	OA	3
6	gewiß	gewiß	ADJD	gewiß	_	MO	3
7	auch	auch	ADV	auch	_	MO	3
8	nicht	nicht	PTKNEG	nicht	_	NG	3
9	fehlen	fehlen	VVINF	fehlen	_	OC	3
10	.	.	SENT	.	_	--	9

1	So	So	ADV	so	_	MO	2
2	bald	bald	ADV	bald	_	MO	11
3	er	er	PPER	er	nom|sg|masc|3	SB	11
4	mich	mich	PPER	ich	acc|sg|*|1	OA	11
5	aus	aus	APPR	aus	_	MO	11
6	der	der	ART	d	dat|sg|fem	NK	7
7	Stube	Stube	NN	Stube	dat|sg|fem	NK	5
8	ihm	ihm	PPER	er	dat|sg|masc|3	DA	10
9	entgegen	entgegen	PTKVZ	entgegen	_	MO	10
10	kommen	kommen	VVINF	kommen	_	OC	11
11	sah	sah	VVFIN	sehen	sg|3|past|ind	MO	13
12	,	,	$,	,	_	--	11
13	buͤckte	bückte	VVFIN	bückte	sg|3|past|ind	--	0
14	er	er	PPER	er	nom|sg|masc|3	SB	13
15	sich	sich	PRF	er|es|sie	acc|sg|3	OA	13
16	bis	bis	KON	bis	_	AC	17
17	auf	auf	APPR	auf	_	MO	13
18	die	die	ART	d	acc|sg|fem	NK	19
19	Erde	Erde	NN	Erde	acc|sg|fem	NK	17
20	,	,	$,	,	_	--	19
21	warf	warf	VVFIN	werfen	sg|3|past|ind	CJ	13
22	,	,	$,	,	_	--	21
23	ohne	ohne	KOUI	ohne	_	CP	25
24	mich	mich	PPER	ich	acc|sg|*|1	OA	25
25	anzusehen	anzusehen	VVIZU	ansehen	_	MO	21
26	,	,	$,	,	_	--	25
27	vielerley	vielerlei	PIAT	vielerlei	*|*|*	MO	28
28	Unterthaͤnig	untertänig	ADJD	untertänig	pos	MO	35
29	und	und	KON	und	_	CD	28
30	Gnaͤdig	Gnädig	ADJD	Gnädig	pos	MO	31
31	durch	durch	APPR	durch	_	CJ	29
32	einander	einander	PRF	einander	_	NK	31
33	,	,	$,	,	_	--	32
34	und	und	KON	und	_	CD	21
35	machte	machte	VVFIN	machen	sg|3|past|ind	CJ	34
36	mir	mir	PPER	ich	dat|sg|*|1	DA	35
37	mit	mit	APPR	mit	_	MO	35
38	seiner	seiner	PPOSAT	sein	dat|sg|fem	NK	39
39	Hoͤflichkeit	Höflichkeit	NN	Höflichkeit	dat|sg|fem	NK	37
40	Muͤhe	Mühe	NN	Mühe	acc|sg|fem	OA	35
41	genug	genug	ADV	genug	_	MO	35
42	,	,	$,	,	_	--	41
43	bis	bis	KOUS	bis	_	CP	49
44	ich	ich	PPER	ich	nom|sg|*|1	SB	49
45	ihn	ihn	PPER	er	acc|sg|masc|3	OA	49
46	in	in	APPR	in	_	MO	49
47	die	die	ART	d	acc|sg|fem	NK	48
48	Stube	Stube	NN	Stube	acc|sg|fem	NK	46
49	brachte	brachte	VVFIN	bringen	sg|3|past|ind	MO	35
50	.	.	SENT	.	_	--	49

1	Die	Die	ART	d	nom|sg|fem	NK	3
2	gute	gute	ADJA	gut	nom|sg|fem|pos	NK	3
3	Miene	Miene	NN	Miene	nom|sg|fem	OA	11
4	und	und	KON	und	_	CD	3
5	der	der	ART	d	nom|sg|masc	NK	7
6	seidene	seidene	ADJA	seidene	nom|sg|masc|pos	NK	7
7	Rock	Rock	NN	Rock	nom|sg|masc	CJ	4
8	des	des	ART	d	gen|sg|masc	NK	10
9	iungen	jungen	ADJA	jung	gen|sg|masc|pos	NK	10
10	Grafen	Grafen	NN	Graf	gen|sg|masc	AG	7
11	machten	machten	VVFIN	machen	pl|3|past|ind	--	0
12	ihn	ihn	PPER	er	acc|sg|masc|3	OA	11
13	noch	noch	ADV	noch	_	MO	14
14	ehrerbietiger	ehrerbietiger	ADJD	ehrerbietiger	comp	MO	11
15	.	.	SENT	.	_	--	14

1	Excellenz	Exzellenz	NN	Exzellenz	nom|sg|fem	SB	11
2	,	,	$,	,	_	--	1
3	und	und	KON	und	_	CD	1
4	was	was	PWS	was	nom|sg|neut	OA	9
5	ihm	ihm	PPER	er	dat|sg|masc|3	DA	9
6	sonst	sonst	ADV	sonst	_	MO	9
7	fuͤr	für	APPR	für	_	MO	9
8	Titulaturen	Titulaturen	NN	Titulaturen	acc|pl|fem	NK	7
9	einfielen	einfielen	VVFIN	einfielen	pl|3|past|ind	CJ	3
10	,	,	$,	,	_	--	9
11	wurden	wurden	VAFIN	werden	pl|3|past|ind	--	0
12	verschwendet	verschwendet	VVPP	verschwendet	_	OC	11
13	.	.	SENT	.	_	--	12

1	Der	Der	ART	d	nom|sg|masc	NK	3
2	gute	gute	ADJA	gut	nom|sg|masc|pos	NK	3
3	Graf	Graf	NN	Graf	nom|sg|masc	SB	19
4	,	,	$,	,	_	--	3
5	der	der	PRELS	d	nom|sg|masc	SB	11
6	so	so	ADV	so	_	MO	7
7	etwas	etwas	PIS	etwas	*|*|neut	SB	17
8	noch	noch	ADV	noch	_	MO	9
9	nicht	nicht	PTKNEG	nicht	_	NG	10
10	gesehen	gesehen	VVPP	sehen	_	OC	11
11	hatte	hatte	VAFIN	haben	sg|3|past|ind	RC	3
12	,	,	$,	,	_	--	11
13	und	und	KON	und	_	CD	11
14	zur	zur	APPRART	zur	dat|sg|fem	MO	16
15	Sittsamkeit	Sittsamkeit	NN	Sittsamkeit	dat|sg|fem	NK	14
16	gewoͤhnet	gewöhnet	VVPP	gewöhnet	_	OC	17
17	war	war	VAFIN	sein	sg|3|past|ind	CJ	13
18	,	,	$,	,	_	--	17
19	wußte	wußte	VVFIN	wissen	sg|3|past|ind	--	0
20	nicht	nicht	PTKNEG	nicht	_	NG	19
21	,	,	$,	,	_	--	20
22	wie	wie	KOUS	wie	_	MO	28
23	er	er	PPER	er	nom|sg|masc|3	SB	28
24	seine	seine	PPOSAT	sein	acc|pl|fem	NK	25
25	Hoͤflichkeiten	Höflichkeiten	NN	Höflichkeiten	acc|pl|fem	OA	27
26	genug	genug	ADV	genug	_	MO	27
27	erwiedern	erwidern	VVINF	erwidern	_	OC	28
28	sollte	sollte	VMFIN	sollen	sg|3|past|ind	OC	19
29	,	,	$,	,	_	--	28
30	kam	kam	VVFIN	kommen	sg|3|past|ind	CJ	19
31	selbst	selbst	PRF	selbst	_	MNR	23
32	in	in	APPR	in	_	MO	30
33	Verlegenheit	Verlegenheit	NN	Verlegenheit	dat|sg|fem	NK	32
34	daruͤber	darüber	PAV	darüber	_	SVP	30
35	,	,	$,	,	_	--	34
36	und	und	KON	und	_	CD	30
37	gieng	ging	VVFIN	gehen	sg|3|past|ind	CJ	36
38	erschrocken	erschrocken	ADJD	erschrocken	_	MO	37
39	und	und	KON	und	_	CD	38
40	beschaͤmt	beschämt	ADJD	beschämt	pos	CJ	39
41	zur	zur	APPRART	zur	dat|sg|fem	MO	37
42	Stube	Stube	NN	Stube	dat|sg|fem	NK	41
43	hinaus	hinaus	ADV	hinaus	_	SVP	37
44	.	.	SENT	.	_	--	43

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	that	tat	VVFIN	tun	sg|1|pres|ind	--	0
3	alles	alles	PIS	all	acc|sg|neut	OA	2
4	,	,	$,	,	_	--	3
5	was	was	PWREL	was	acc|sg|neut	OA	8
6	ich	ich	PPER	ich	nom|sg|*|1	SB	8
7	nur	nur	ADV	nur	_	MO	8
8	konnte	konnte	VMFIN	können	sg|1|past|ind	RC	3
9	,	,	$,	,	_	--	8
10	um	um	KOUI	um	_	CP	17
11	diesem	diesem	PDAT	dies	dat|sg|masc	NK	13
12	guten	guten	ADJA	gut	dat|sg|masc|pos	NK	13
13	Menschen	Menschen	NN	Mensch	dat|sg|masc	OA	17
14	es	es	PPER	es	nom|sg|neut|3	OA	17
15	leicht	leicht	ADJD	leicht	pos	MO	17
16	zu	zu	PTKZU	zu	_	PM	17
17	machen	machen	VVINF	machen	_	MO	8
18	.	.	SENT	.	_	--	17

1	Anfangs	Anfangs	ADV	anfangs	_	MO	2
2	schiene	schiene	VVFIN	scheinen	sg|3|pres|subj	--	0
3	es	es	PPER	es	nom|sg|neut|3	SB	2
4	unmoͤglich	unmöglich	ADJD	unmöglich	pos	PD	6
5	zu	zu	PTKZU	zu	_	PM	6
6	seyn	sein	VAINF	sein	_	RE	3
7	.	.	SENT	.	_	--	6

1	Und	Und	KON	und	_	JU	6
2	nach	nach	APPR	nach	_	MO	12
3	einer	einer	ART	ein	dat|sg|fem	NK	5
4	halben	halben	ADJA	halb	dat|sg|fem|pos	NK	5
5	Stunde	Stunde	NN	Stunde	dat|sg|fem	NK	2
6	war	war	VAFIN	sein	sg|3|past|ind	--	0
7	es	es	PPER	es	nom|sg|neut|3	SB	6
8	mir	mir	PPER	ich	dat|sg|*|1	DA	12
9	fast	fast	ADV	fast	_	MO	11
10	zu	zu	PTKA	zu	_	MO	11
11	gut	gut	ADJD	gut	pos	MO	12
12	gelungen	gelungen	VVPP	gelingen	_	OC	6
13	.	.	SENT	.	_	--	12

1	Denn	Denn	ADV	denn	_	JU	10
2	so	so	ADV	so	_	MO	3
3	bald	bald	ADV	bald	_	MO	10
4	er	er	PPER	er	nom|sg|masc|3	SB	8
5	die	die	ART	d	acc|sg|fem	NK	6
6	Furcht	Furcht	NN	Furcht	acc|sg|fem	OA	7
7	abgelegt	abgelegt	VVPP	ablegen	_	OC	8
8	hatte	hatte	VAFIN	haben	sg|3|past|ind	RC	3
9	,	,	$,	,	_	--	8
10	wurde	wurde	VAFIN	werden	sg|3|past|ind	--	0
11	er	er	PPER	er	nom|sg|masc|3	SB	10
12	auch	auch	ADV	auch	_	MO	15
13	gleich	gleich	ADV	gleich	_	MO	15
14	so	so	ADV	so	_	MO	15
15	vertraut	vertraut	ADJD	vertraut	pos	PD	10
16	,	,	$,	,	_	--	15
17	daß	daß	KOUS	daß	_	CP	27
18	er	er	PPER	er	nom|sg|masc|3	SB	27
19	ohne	ohne	APPR	ohne	_	MO	27
20	den	den	ART	d	acc|sg|masc	NK	22
21	geringsten	geringsten	ADJA	gering	acc|sg|masc|sup	NK	22
22	Anlaß	Anlaß	NN	Anlaß	acc|sg|masc	NK	19
23	meiner	meiner	PPOSAT	mein	gen|sg|fem	SB	27
24	Seits	seit	VAFIN	sein	_	CP	27
25	,	,	$,	,	_	--	22
26	sich	sich	PRF	er|es|sie	acc|pl|3	OA	27
27	erkundigte	erkundigte	VVFIN	erkundigen	sg|3|past|ind	CC	14
28	,	,	$,	,	_	--	27
29	wie	wie	KOKOM	wie	_	MO	30
30	stark	stark	ADJD	stark	pos	PD	33
31	meine	meine	PPOSAT	mein	nom|sg|fem	NK	32
32	Besoldung	Besoldung	NN	Besoldung	nom|sg|fem	PD	33
33	waͤre	wäre	VAFIN	sein	sg|3|past|subj	OC	27
34	,	,	$,	,	_	--	33
35	was	was	PWREL	was	nom|sg|neut	NK	24
36	und	und	KON	und	_	CD	33
37	wo	wo	PWAV	wo	_	MO	39
38	ich	ich	PPER	ich	nom|sg|*|1	SB	40
39	studiert	studiert	VVPP	studieren	_	OC	40
40	haͤtte	hätte	VAFIN	haben	sg|3|past|subj	CJ	36
41	,	,	$,	,	_	--	40
42	ob	ob	KOUS	ob	_	CP	45
43	ich	ich	PPER	ich	nom|sg|*|1	SB	45
44	Toback	Tobak	NE	Tobak	acc|sg|masc	OA	45
45	rauchte	rauchte	VVFIN	rauchte	sg|3|past|ind	MO	39
46	,	,	$,	,	_	--	45
47	u.	u.	KON	und	_	--	0
48	s.	s.	ADV	so	sg|2|imp	NK	47
49	w.	w.	ADV	weiter	_	--	0

1	Ja	Ja	ADV	ja	_	DM	3
2	ich	ich	PPER	ich	nom|sg|*|1	SB	3
3	glaube	glaube	VVFIN	glauben	sg|1|pres|ind	--	0
4	,	,	$,	,	_	--	3
5	wenn	wenn	KOUS	wenn	_	CP	15
6	ich	ich	PPER	ich	nom|sg|*|1	SB	15
7	noch	noch	ADV	noch	_	MO	10
8	eine	eine	ART	ein	acc|sg|fem	NK	10
9	halbe	halbe	ADJA	halb	acc|sg|fem|pos	NK	10
10	Stunde	Stunde	NN	Stunde	acc|sg|fem	MO	14
11	mit	mit	APPR	mit	_	MO	14
12	ihm	ihm	PPER	er	dat|sg|*|3	NK	11
13	allein	allein	ADV	allein	_	MO	14
14	gewesen	gewesen	VAPP	sein	_	OC	15
15	waͤre	wäre	VAFIN	sein	sg|3|past|subj	OC	3
16	:	:	SENT	:	_	--	15

1	er	er	PPER	er	nom|sg|masc|3	SB	2
2	haͤtte	hätte	VAFIN	haben	sg|3|past|subj	--	0
3	mir	mir	PPER	ich	dat|sg|*|1	DA	5
4	Bruͤderschaft	Brüderschaft	NN	Brüderschaft	acc|sg|fem	OA	5
5	angetragen	angetragen	VVPP	antragen	_	OC	2
6	.	.	SENT	.	_	--	5

1	Man	Man	PIS	man	nom|sg|*	SB	2
2	gieng	ging	VVFIN	gehen	sg|3|past|ind	--	0
3	zur	zur	APPRART	zur	dat|sg|fem	MO	2
4	Tafel	Tafel	NN	Tafel	dat|sg|fem	NK	3
5	.	.	SENT	.	_	--	4

1	Zum	Zum	APPRART	zum	dat|sg|masc	MO	5
2	Ungluͤcke	Unglücke	NN	Unglück	dat|sg|neut	NK	1
3	fuͤr	für	APPR	für	_	MNR	2
4	A*	A*	NE	A*	acc|sg|*	NK	3
5	war	war	VAFIN	sein	sg|3|past|ind	--	0
6	sie	sie	PPER	Sie	nom|sg|fem|3	SB	5
7	dießmal	diesmal	ADV	diesmal	_	MO	5
8	,	,	$,	,	_	--	7
9	wegen	wegen	APPR	wegen	_	MO	5
10	einiger	einiger	PIAT	einig	gen|pl|fem	NK	11
11	Fremden	Fremden	NA	Fremde	gen|pl|fem	NK	9
12	,	,	$,	,	_	--	11
13	zahlreich	zahlreich	ADJD	zahlreich	pos	PD	5
14	.	.	SENT	.	_	--	13

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	stutzte	stutzte	VVFIN	stutzen	sg|3|past|ind	--	0
3	sehr	sehr	ADV	sehr	_	MO	2
4	und	und	KON	und	_	CD	2
5	wußte	wußte	VVFIN	wissen	sg|3|past|ind	CJ	4
6	nicht	nicht	PTKNEG	nicht	_	NG	5
7	,	,	$,	,	_	--	6
8	was	was	PWREL	was	acc|sg|neut	OA	10
9	er	er	PPER	er	nom|sg|masc|3	SB	11
10	machen	machen	VVINF	machen	_	OC	11
11	sollte	sollte	VMFIN	sollen	sg|3|past|ind	OC	5
12	.	.	SENT	.	_	--	11

1	Auf	Auf	APPR	auf	_	MO	6
2	eine	eine	ART	ein	acc|sg|fem	NK	5
3	sehr	sehr	ADV	sehr	_	MO	4
4	ungeschicke	Ungeschicke	ADJA	Ungeschicke	acc|sg|fem|pos	NK	5
5	Art	Art	NN	Art	acc|sg|fem	NK	1
6	nahm	nahm	VVFIN	nehmen	sg|3|past|ind	--	0
7	er	er	PPER	er	nom|sg|masc|3	SB	6
8	seinen	seinen	PPOSAT	sein	acc|sg|masc	NK	9
9	Platz	Platz	NN	Platz	acc|sg|masc	OA	6
10	ein	ein	PTKVZ	ein	_	SVP	6
11	.	.	SENT	.	_	--	10

1	Aufgerichtet	Aufgerichtet	VVPP	aufrichten	_	OC	5
2	zu	zu	PTKZU	zu	_	PM	3
3	sitzen	sitzen	VVINF	sitzen	_	OC	1
4	,	,	$,	,	_	--	3
5	schien	schien	VVFIN	scheinen	sg|3|past|ind	--	0
6	seinem	seinem	PPOSAT	sein	dat|sg|masc	NK	7
7	Koͤrper	Körper	NN	Körper	dat|sg|masc	DA	5
8	etwas	etwas	PIAT	etwas	*|*|neut	NK	9
9	unmoͤgliches	unmögliches	ADJA	unmögliches	acc|sg|neut|pos	MO	5
10	.	.	SENT	.	_	--	9

1	Den	Den	ART	d	acc|sg|masc	NK	2
2	Loͤffel	Löffel	NN	Löffel	acc|sg|masc	OA	3
3	faßte	faßte	VVFIN	fassen	sg|3|past|ind	--	0
4	er	er	PPER	er	nom|sg|masc|3	SB	3
5	so	so	ADV	so	_	MO	6
6	plump	plump	NE	plump	pos	MO	3
7	an	an	PTKVZ	an	_	SVP	3
8	,	,	$,	,	_	--	7
9	daß	daß	KOUS	daß	_	CP	18
10	er	er	PPER	er	nom|sg|masc|3	SB	18
11	ihn	ihn	PPER	er	acc|sg|masc|3	OA	18
12	uͤber	über	APPR	über	_	MO	18
13	die	die	ART	d	acc|sg|fem	NK	14
14	Haͤlfte	Hälfte	NN	Hälfte	acc|sg|fem	NK	12
15	mit	mit	APPR	mit	_	MO	18
16	der	der	ART	d	dat|sg|fem	NK	17
17	Hand	Hand	NN	Hand	dat|sg|fem	NK	15
18	bedeckte	bedeckte	VVFIN	bedecken	sg|3|past|ind	CC	5
19	;	;	SENT	;	_	--	18

1	etlichemale	etlichemale	PIS	etlichemale	_	MO	2
2	ließ	ließ	VVFIN	lassen	sg|3|past|ind	--	0
3	er	er	PPER	er	nom|sg|masc|3	SB	2
4	Messer	Messer	NN	Messer	acc|pl|neut	OA	2
5	oder	oder	KON	oder	_	CD	4
6	Gabel	Gabel	NN	Gabel	acc|pl|neut	CJ	5
7	fallen	fallen	VVINF	fallen	_	OC	2
8	;	;	SENT	;	_	--	7

1	seine	seine	PPOSAT	sein	nom|pl|masc	NK	2
2	Nachbarn	Nachbarn	NN	Nachbar	nom|pl|masc	SB	3
3	waren	waren	VAFIN	sein	pl|3|past|ind	--	0
4	immer	immer	ADV	immer	_	MO	10
5	in	in	APPR	in	_	MO	10
6	Gefahr	Gefahr	NN	Gefahr	dat|sg|fem	NK	5
7	,	,	$,	,	_	--	6
8	von	von	APPR	von	_	CJ	5
9	ihm	ihm	PPER	er	dat|sg|masc|3	NK	8
10	gestossen	gestoßen	VVPP	stoßen	_	OC	3
11	oder	oder	KON	oder	_	CD	10
12	beschmutzet	beschmutzet	VVPP	beschmutzet	_	CJ	11
13	,	,	$,	,	_	--	12
14	und	und	KON	und	_	CD	3
15	die	die	ART	d	acc|pl|neut	NK	16
16	Glaͤser	Gläser	NN	Glas	acc|pl|neut	CJ	14
17	umgeschmissen	umgeschmissen	VVPP	umgeschmissen	_	OC	19
18	zu	zu	PTKZU	zu	_	PM	19
19	werden	werden	VAINF	werden	_	OC	16
20	.	.	SENT	.	_	--	19

1	Selten	Selten	ADV	selten	pos	MO	2
2	wagte	wagte	VVFIN	wagen	sg|3|past|ind	--	0
3	er	er	PPER	er	nom|sg|masc|3	SB	2
4	iemanden	jemanden	PIS	jemand	acc|sg|masc	OA	5
5	anzusehen	anzusehen	VVIZU	ansehen	_	MO	2
6	,	,	$,	,	_	--	5
7	ausser	außer	APPR	außer	_	MNR	13
8	einigen	einigen	PIAT	einig	dat|pl|masc	NK	11
9	ziemlich	ziemlich	ADV	ziemlich	_	MO	10
10	freyen	freien	ADJA	frei	dat|pl|masc|pos	NK	11
11	Blicken	Blicken	NN	Blick	dat|pl|masc	NK	7
12	aufs	aufs	APPRART	aufs	acc|sg|neut	MO	2
13	Frauenzimmer	Frauenzimmer	NN	Frauenzimmer	acc|sg|neut	NK	12
14	.	.	SENT	.	_	--	13

1	Man	Man	PIS	man	nom|sg|*	SB	2
2	fragte	fragte	VVFIN	fragen	sg|3|past|ind	--	0
3	ihn	ihn	PPER	er	acc|sg|masc|3	OA	2
4	deutsch	deutsch	ADJD	deutsch	pos	MO	2
5	,	,	$,	,	_	--	4
6	ob	ob	KOUS	ob	_	CP	9
7	er	er	PPER	er	nom|sg|masc|3	SB	9
8	franzoͤsisch	französisch	ADJD	französisch	pos	MO	9
9	spraͤche	spräche	VVFIN	sprechen	sg|3|pres|subj	MO	2
10	.	.	SENT	.	_	--	9

1	Sogleich	Sogleich	ADV	sogleich	_	MO	2
2	fieng	fing	VVFIN	fangen	sg|3|past|ind	--	0
3	er	er	PPER	er	nom|sg|masc|3	SB	2
4	an	an	PTKVZ	an	_	SVP	2
5	zu	zu	PTKZU	zu	_	PM	6
6	parliren	parlieren	VVINF	parlieren	_	OC	2
7	,	,	$,	,	_	--	6
8	auf	auf	APPR	auf	_	MO	2
9	eine	eine	ART	ein	acc|sg|fem	NK	10
10	Art,	Art	NN	Art	acc|sg|fem	NK	8
11	davon	davon	PAV	davon	_	MNR	10
12	allen	allen	PIS	all	dat|pl|*	OA	11
