

1	Zweytes	Zweites	ADJA	zweiter	nom|sg|neut|pos	NK	2
35	gaben	gaben	VVFIN	geben	pl|3|past|ind	RC	20
36	,	,	$,	,	_	--	35
37	die	die	PRELS	d	acc|sg|fem	OA	54
38	man	man	PIS	man	nom|sg|*	SB	55
39	,	,	$,	,	_	--	38
40	ohne	ohne	KOUI	ohne	_	CP	47
41	sich	sich	PRF	er|es|sie	dat|sg|3	DA	47
42	eines	eines	ART	ein	gen|sg|masc	NK	44
43	schwuͤlstigen	schwülstigen	ADJA	schwülstigen	gen|sg|masc|pos	NK	44
44	Ausdruks	Ausdrucks	NN	Ausdrucks	gen|sg|masc	OG	45
45	schuldig	schuldig	ADJD	schuldig	pos	MO	47
46	zu	zu	PTKZU	zu	_	PM	47
47	machen	machen	VVINF	machen	_	MO	55
48	,	,	$,	,	_	--	47
49	in	in	APPR	in	_	MO	55
50	gewissen	gewissen	ADJA	gewiß	dat|pl|masc|pos	NK	51
51	Umstaͤnden	Umständen	NN	Umstand	dat|pl|masc	NK	49
52	fuͤr	für	APPR	für	_	MO	54
53	unwiderstehlich	unwiderstehlich	ADJD	unwiderstehlich	pos	NK	52
54	halten	halten	VVINF	halten	_	OC	55
55	konnte	konnte	VMFIN	können	sg|3|past|ind	RC	34
56	.	.	SENT	.	_	--	55

1	Dem	Dem	PDS	der	dat|sg|neut	NK	2
2	ungeachtet	ungeachtet	APPO	ungeachtet	_	MO	3
3	scheute	scheute	VVFIN	scheute	sg|3|past|ind	--	0
4	sich	sich	PRF	er|es|sie	acc|sg|3	OA	3
5	,	,	$,	,	_	--	4
6	unter	unter	APPR	unter	_	MO	3
7	der	der	ART	d	dat|sg|fem	NK	8
8	Aegide	Ägide	NN	Ägide	dat|sg|fem	NK	6
9	der	der	ART	d	gen|sg|fem	NK	10
10	Gleichguͤltigkeit	Gleichgültigkeit	NN	Gleichgültigkeit	gen|sg|fem	AG	8
11	,	,	$,	,	_	--	10
12	worinn	worin	PWAVREL	worin	_	MO	22
13	ihn	ihn	PPER	er	acc|sg|masc|3	OA	22
14	damals	damals	ADV	damals	_	MO	22
15	ordentlicher	ordentlicher	ADJA	ordentlich	dat|sg|fem|pos	NK	16
16	Weise	Weise	NN	Weise	dat|sg|fem	NK	14
17	auch	auch	ADV	auch	_	MO	20
18	die	die	ART	d	acc|pl|fem	NK	20
19	schoͤnsten	schönsten	ADJA	schön	acc|pl|fem|sup	NK	20
20	Figuren	Figuren	NN	Figur	acc|pl|fem	OA	21
21	zulassen	zulassen	VVINF	zulassen	_	OC	22
22	pflegten	pflegten	VVFIN	pflegen	pl|3|past|ind	MNR	10
23	,	,	$,	,	_	--	22
24	der	der	ART	d	nom|sg|masc	SB	25
25	weise	weise	NN	Weise	sg|3|pres|subj	RC	18
26	Hippias	Hippias	NE	Hippias	nom|sg|*	SB	25
27	nicht	nicht	PTKNEG	nicht	_	NG	25
28	,	,	$,	,	_	--	27
29	seine	seine	PPOSAT	sein	acc|sg|fem	NK	30
30	Tugend	Tugend	NN	Tugend	acc|sg|fem	OA	34
31	oͤfters	öfters	ADV	öfters	_	MO	34
32	dieser	dieser	PDAT	dies	dat|sg|fem	NK	33
33	Gefahr	Gefahr	NN	Gefahr	dat|sg|fem	DA	34
34	anszusezen	anszusezen	VVINF	anszusezen	_	OC	25
35	.	.	SENT	.	_	--	34

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	war	war	VAFIN	sein	sg|3|past|ind	--	0
3	der	der	ART	d	dat|sg|fem	NK	5
4	schoͤnen	schönen	ADJA	schön	dat|sg|fem|pos	NK	5
5	Danae	Danae	NE	Danae	dat|sg|fem	DA	12
6	unter	unter	APPR	unter	_	MNR	5
7	dem	dem	ART	d	dat|sg|masc	NK	8
8	Titel	Titel	NN	Titel	dat|sg|masc	NK	6
9	eines	eines	ART	ein	gen|sg|masc	NK	10
10	Freundes	Freundes	NN	Freund	gen|sg|masc	AG	8
11	vorzuͤglich	vorzüglich	ADJA	vorzüglich	pos	MO	12
12	angenehm	angenehm	ADJD	angenehm	pos	PD	2
13	,	,	$,	,	_	--	12
14	und	und	KON	und	_	CD	2
15	die	die	ART	d	nom|sg|fem	NK	17
16	geheime	geheime	ADJA	geheim	nom|sg|fem|pos	NK	17
17	Geschichte	Geschichte	NN	Geschichte	nom|sg|fem	SB	18
18	sagt	sagt	VVFIN	sagen	sg|3|pres|ind	CJ	14
19	so	so	ADV	so	_	MO	20
20	gar	gar	ADV	gar	_	MO	18
21	,	,	$,	,	_	--	20
22	daß	daß	KOUS	daß	_	CP	28
23	sie	sie	PPER	Sie	nom|pl|*|3	SB	28
24	ihn	ihn	PPER	er	acc|sg|masc|3	OA	28
25	ehmals	ehemals	ADV	ehemals	_	MO	28
26	nicht	nicht	PTKNEG	nicht	_	NG	28
27	unwuͤrdig	unwürdig	ADJD	unwürdig	pos	MO	28
28	gefunden	gefunden	VVPP	finden	_	OC	18
29	,	,	$,	,	_	--	28
30	ihm	ihm	PPER	er	dat|sg|masc|3	DA	41
31	eine	eine	ART	ein	acc|sg|fem	NK	32
32	Zeitlang	Zeitlang	NN	Zeitlang	acc|sg|fem	OA	41
33	eine	eine	ART	ein	acc|sg|fem	NK	36
34	noch	noch	ADV	noch	_	MO	35
35	interessantere	interessantere	ADJA	interessantere	acc|sg|fem|pos	NK	36
36	Stelle	Stelle	NN	Stelle	acc|sg|fem	APP	32
37	,	,	$,	,	_	--	36
38	bey	bei	APPR	bei	_	MO	41
39	ihrer	ihrer	PPOSAT	ihr	dat|sg|fem	NK	40
40	Person	Person	NN	Person	dat|sg|fem	NK	38
41	anzuvertrauen	anzuvertrauen	VVIZU	anvertrauen	_	OC	28
42	;	;	SENT	;	_	--	41

1	eine	eine	ART	ein	nom|sg|fem	NK	2
2	Stelle	Stelle	NN	Stelle	acc|sg|fem	--	0
3	die	die	ART	d	acc|sg|fem	SB	13
4	nur	nur	ADV	nur	_	MO	5
5	von	von	APPR	von	_	MO	10
6	den	den	ART	d	dat|pl|fem	NK	7
7	liebenswuͤrdigsten	liebenswürdigsten	ADJD	liebenswürdig	dat|pl|fem|sup	NK	5
8	seines	seines	PPOSAT	sein	gen|sg|neut	NK	9
9	Geschlechts	Geschlechts	NN	Geschlecht	gen|sg|neut	AG	7
10	bekleidet	bekleidet	VVFIN	bekleiden	sg|3|pres|ind	OC	12
11	zu	zu	PTKZU	zu	_	PM	12
12	werden	werden	VAINF	werden	_	OC	13
13	pflegte	pflegte	VVFIN	pflegen	sg|3|past|ind	RC	2
14	.	.	SENT	.	_	--	13

1	Diese	Diese	PDAT	dies	nom|sg|fem	NK	2
2	Dame	Dame	NN	Dame	nom|sg|fem	SB	3
3	war	war	VAFIN	sein	sg|3|past|ind	--	0
4	es	es	PPER	es	nom|sg|neut|3	SB	3
5	,	,	$,	,	_	--	4
6	deren	deren	PRELAT	d	gen|pl|masc	AG	7
7	Beyhuͤlfe	Beihilfe	NN	Beihilfe	nom|sg|fem	PD	3
8	Hippias	Hippias	NE	Hippias	nom|sg|*	SB	18
9	sich	sich	PRF	er|es|sie	acc|sg|3	OA	17
10	zu	zu	APPR	zu	_	MO	17
11	Ausfuͤhrung	Ausführung	NN	Ausführung	dat|sg|fem	NK	10
12	seines	seines	PPOSAT	sein	gen|sg|masc	NK	13
13	Anschlags	Anschlags	NN	Anschlag	gen|sg|masc	AG	11
14	wider	wider	APPR	wider	_	MO	17
15	den	den	ART	d	acc|sg|masc	NK	16
16	Agathon	Agathon	NE	Agathon	acc|sg|masc	NK	14
17	bedienen	bedienen	VVINF	bedienen	_	OC	18
18	wollte	wollte	VMFIN	wollen	sg|3|past|ind	RC	7
19	,	,	$,	,	_	--	18
20	dessen	dessen	PRELAT	d	gen|sg|masc	AG	22
21	schwaͤrmerische	schwärmerische	ADJA	schwärmerische	nom|sg|fem|pos	NK	22
22	Tugend	Tugend	NN	Tugend	acc|sg|fem	CJ	7
23	,	,	$,	,	_	--	22
24	seinen	seinen	PPOSAT	sein	acc|sg|masc	NK	25
25	Gedanken	Gedanken	NN	Gedanke	acc|sg|masc	CJ	22
26	nach	nach	APPO	nach	_	SVP	17
27	,	,	$,	,	_	--	26
28	eine	eine	ART	ein	acc|sg|fem	NK	29
29	Beschimpfung	Beschimpfung	NN	Beschimpfung	nom|sg|fem	PD	32
30	seiner	seiner	PPOSAT	sein	gen|pl|masc	NK	31
31	Grundsaͤze	Grundsätze	NN	Grundsatz	gen|pl|masc	AG	29
32	war	war	VAFIN	sein	sg|3|past|ind	OC	25
33	,	,	$,	,	_	--	32
34	die	die	PRELS	d	acc|pl|masc	OA	38
35	er	er	PPER	er	nom|sg|masc|3	SB	39
36	viel	viel	ADV	viel	_	MO	37
37	weniger	weniger	ADV	wenig	_	OA	38
38	leiden	leiden	VVINF	leiden	_	OC	39
39	konnte	konnte	VMFIN	können	sg|3|past|ind	RC	29
40	,	,	$,	,	_	--	39
41	als	als	KOKOM	als	_	CM	44
42	die	die	ART	d	nom|sg|fem	NK	44
43	allerscharfsinnigste	allerscharfsinnigste	ADJA	allerscharfsinnigste	acc|sg|fem|sup	NK	44
44	Widerlegung	Widerlegung	NN	Widerlegung	nom|sg|fem	CC	37
45	in	in	APPR	in	_	MNR	44
46	forma	forma	NN	forma	dat|sg|neut	NK	45
47	.	.	SENT	.	_	--	46

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	begab	begab	VVFIN	begeben	sg|3|past|ind	--	0
3	sich	sich	PRF	er|es|sie	acc|sg|3	OA	2
4	also	also	ADV	also	_	MO	2
5	zu	zu	APPR	zu	_	MO	2
6	der	der	ART	d	dat|sg|fem	NK	8
7	gewoͤhnlichen	gewöhnlichen	ADJA	gewöhnlich	dat|sg|fem|pos	NK	8
8	Stunde	Stunde	NN	Stunde	dat|sg|fem	NK	5
9	zu	zu	APPR	zu	_	MO	2
10	ihr	ihr	PPER	Ihr	dat|sg|fem|3	NK	9
11	,	,	$,	,	_	--	10
12	und	und	KON	und	_	CD	2
13	war	war	VAFIN	sein	sg|3|past|ind	CJ	12
14	kaum	kaum	ADV	kaum	_	MO	18
15	in	in	APPR	in	_	MO	18
16	den	den	ART	d	acc|sg|masc	NK	17
17	Saal	Saal	NN	Saal	acc|sg|masc	NK	15
18	getreten	getreten	VVPP	treten	_	OC	13
19	,	,	$,	,	_	--	18
20	wo	wo	PWAVREL	wo	_	MO	23
21	sie	sie	PPER	Sie	nom|pl|*|3	SB	23
22	sich	sich	PRF	er|es|sie	acc|pl|3	OA	23
23	befand	befand	VVFIN	befinden	sg|3|past|ind	RC	17
24	,	,	$,	,	_	--	23
25	und	und	KON	und	_	CD	13
26	in	in	APPR	in	_	MO	46
27	den	den	ART	d	dat|pl|neut	NK	28
28	Beduͤrfnissen	Bedürfnissen	NN	Bedürfnis	dat|pl|neut	NK	26
29	des	des	ART	d	gen|sg|masc	NK	30
30	Bades	Bades	NN	Bades	gen|sg|masc	AG	28
31	,	,	$,	,	_	--	30
32	von	von	APPR	von	_	SBP	44
33	zween	zween	CARD	zwei	dat|pl|fem|pos	NK	35
34	jungen	jungen	ADJA	jung	dat|pl|fem|pos	NK	35
35	Knaben	Knaben	NN	Knabe	dat|pl|fem	NK	32
36	,	,	$,	,	_	--	35
37	welche	welche	PRELS	welch	nom|pl|*	SB	47
38	eher	eher	ADV	eher	_	MO	44
39	ein	ein	ART	ein	*|*|*	NK	40
40	paar	paar	PIAT	paar	*|*|*	NK	41
41	Liebesgoͤtter	Liebesgötter	NN	Liebesgötter	acc|*|neut	SB	44
42	zu	zu	PTKZU	zu	_	PM	43
43	seyn	sein	VAINF	sein	_	OC	44
44	schienen	schienen	VVFIN	scheinen	pl|3|past|ind	RC	28
45	,	,	$,	,	_	--	44
46	bedient	bedient	VVPP	bedienen	_	OC	47
47	wurde	wurde	VAFIN	werden	sg|3|past|ind	CJ	25
48	;	;	SENT	;	_	--	47

1	als	als	KOUS	als	_	CP	8
2	sie	sie	PPER	Sie	nom|pl|*|3	SB	8
3	schon	schon	ADV	schon	_	MO	8
4	in	in	APPR	in	_	MO	8
5	seinem	seinem	PPOSAT	sein	dat|sg|neut	NK	6
6	Gesicht	Gesicht	NN	Gesicht	dat|sg|neut	NK	4
7	etwas	etwas	PIS	etwas	_	MO	8
8	bemerkte	bemerkte	VVFIN	bemerken	sg|3|past|ind	--	0
9	,	,	$,	,	_	--	8
10	das	das	PRELS	d	nom|sg|neut	SB	17
11	mit	mit	APPR	mit	_	MO	17
12	seiner	seiner	PPOSAT	sein	dat|sg|fem	NK	14
13	gewoͤhnlichen	gewöhnlichen	ADJA	gewöhnlich	dat|sg|fem|pos	NK	14
14	Heiterkeit	Heiterkeit	NN	Heiterkeit	dat|sg|fem	NK	11
15	einen	einen	ART	ein	acc|sg|masc	NK	16
16	Absaz	Absatz	NN	Absatz	acc|sg|masc	OA	17
17	machte	machte	VVFIN	machen	sg|3|past|ind	CJ	8
18	.	.	SENT	.	_	--	17

1	Was	Was	PWS	was	nom|sg|neut	SB	2
2	hast	hast	VAFIN	haben	sg|2|pres|ind	OC	7
3	du	du	PPER	du	nom|sg|*|2	SB	2
4	,	,	$,	,	_	--	3
5	Hippias	Hippias	NE	Hippias	gen|sg|neut	APP	3
6	,	,	$,	,	_	--	5
7	sagte	sagte	VVFIN	sagen	sg|3|past|ind	--	0
8	sie	sie	PPER	Sie	nom|sg|fem|3	SB	7
9	zu	zu	APPR	zu	_	MO	7
10	ihm	ihm	PPER	er	dat|sg|masc|3	NK	9
11	,	,	$,	,	_	--	10
12	daß	daß	KOUS	daß	_	CP	18
13	du	du	PPER	du	nom|sg|*|2	SB	18
14	eine	eine	ART	ein	acc|sg|fem	NK	17
15	so	so	ADV	so	_	MO	16
16	tiefsinnige	tiefsinnige	ADJA	tiefsinnige	acc|sg|fem|pos	NK	17
17	Mine	Mine	NN	Miene	acc|sg|fem	OA	18
18	mitbringt	mitbringt	VVFIN	mitbringen	sg|3|pres|ind	OC	7
19	?	?	SENT	?	_	--	18

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	weiß	weiß	VVFIN	wissen	sg|1|pres|ind	RS	5
3	nicht	nicht	PTKNEG	nicht	_	NG	2
4	,	,	$,	,	_	--	3
5	antwortete	antwortete	VVFIN	antworten	sg|3|past|ind	--	0
6	er	er	PPER	er	nom|sg|masc|3	SB	5
7	,	,	$,	,	_	--	6
8	warum	warum	PWAV	warum	_	MO	12
9	ich	ich	PPER	ich	nom|sg|*|1	SB	12
10	tiefsinnig	tiefsinnig	ADJD	tiefsinnig	pos	MO	11
11	aussehen	aussehen	VVINF	aussehen	_	OC	12
12	sollte	sollte	VMFIN	sollen	sg|3|past|ind	RC	6
13	,	,	$,	,	_	--	12
14	wenn	wenn	KOUS	wenn	_	CP	20
15	ich	ich	PPER	ich	nom|sg|*|1	SB	20
16	eine	eine	ART	ein	acc|sg|fem	NK	17
17	Dame	Dame	NN	Dame	acc|sg|fem	OA	20
18	im	im	APPRART	im	dat|sg|neut	MNR	17
19	Bade	Bade	NN	Bade	dat|sg|neut	NK	18
20	besuche	besuche	VVFIN	besuche	sg|3|pres|subj	MO	12
21	;	;	SENT	;	_	--	20

1	aber	aber	KON	aber	_	JU	3
2	das	das	PDS	d	acc|sg|neut	OA	3
3	weiß	weiß	VVFIN	wissen	sg|1|pres|ind	--	0
4	ich	ich	PPER	ich	nom|sg|*|1	SB	3
5	,	,	$,	,	_	--	4
6	daß	daß	KOUS	daß	_	CP	14
7	ich	ich	PPER	ich	nom|sg|*|1	SB	14
8	dich	dich	PPER	du	acc|sg|*|2	OA	13
9	noch	noch	ADV	noch	_	MO	10
10	nie	nie	ADV	nie	_	MO	13
11	so	so	ADV	so	_	MO	12
12	schoͤn	schön	ADJD	schön	pos	MO	13
13	gesehen	gesehen	VVPP	sehen	_	OC	14
14	habe	habe	VAFIN	haben	sg|3|pres|subj	RE	2
15	,	,	$,	,	_	--	14
16	als	als	KOKOM	als	_	CM	18
17	diesen	diesen	PDAT	dies	acc|sg|masc	NK	18
18	Augenblik	Augenblick	NN	Augenblick	acc|sg|masc	CC	11
19	.	.	SENT	.	_	--	18

1	Gut	Gut	ADJD	gut	pos	MO	3
2	,	,	$,	,	_	--	1
3	sagte	sagte	VVFIN	sagen	sg|3|past|ind	--	0
4	sie	sie	PPER	Sie	nom|sg|fem|3	SB	3
5	,	,	$,	,	_	--	4
6	das	das	PDS	d	acc|sg|neut	OA	7
7	beweißt	beweist	VVFIN	beweisen	sg|3|pres|ind	OC	3
8	,	,	$,	,	_	--	7
9	daß	daß	KOUS	daß	_	CP	13
10	ich	ich	PPER	ich	nom|sg|*|1	SB	13
11	recht	Recht	NN	Recht	dat|sg|neut	MO	12
12	gerathen	geraten	VVPP	geraten	_	OC	13
13	habe	habe	VAFIN	haben	sg|3|pres|subj	OC	7
14	.	.	SENT	.	_	--	13

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	bin	bin	VAFIN	sein	sg|1|pres|ind	--	0
3	gewiß	gewiß	ADJD	gewiß	_	PD	2
4	,	,	$,	,	_	--	3
5	daß	daß	KOUS	daß	_	CP	10
6	ich	ich	PPER	ich	nom|sg|*|1	SB	10
7	heute	heute	ADV	heute	_	MO	10
8	nicht	nicht	PTKNEG	nicht	_	NG	9
9	besser	besser	ADJD	gut	comp	MO	10
10	aussehe	aussehe	VVFIN	aussehe	sg|3|pres|subj	OC	3
11	als	als	KOKOM	als	_	CM	12
12	das	das	PDS	d	nom|sg|neut	CC	9
13	leztemal	letztemal	ADV	letztemal	_	MO	12
14	,	,	$,	,	_	--	13
15	da	da	KOUS	da	_	CP	18
16	du	du	PPER	du	nom|sg|*|2	SB	18
17	mich	mich	PRF	ich	acc|sg|*|1	OA	18
18	sahest	sahst	VVFIN	sahst	sg|3|pres|ind	MO	10
19	;	;	SENT	;	_	--	18

1	aber	aber	ADV	aber	_	JU	4
2	deine	deine	PPOSAT	dein	nom|sg|fem	NK	3
3	Phantasie	Phantasie	NN	Phantasie	nom|sg|fem	SB	4
4	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
5	hoͤher	höher	ADJD	hoch	comp	MO	6
6	gestimmt	gestimmt	VVPP	stimmen	_	PD	4
7	als	als	KON	als	_	CM	8
8	gewoͤhnlich	gewöhnlich	ADJD	gewöhnlich	pos	CC	5
9	,	,	$,	,	_	--	8
10	und	und	KON	und	_	CD	4
11	du	du	PPER	du	nom|sg|*|2	SB	12
12	schreibst	schreibst	VVFIN	schreibst	sg|2|pres|ind	CJ	10
13	den	den	ART	d	acc|sg|masc	NK	14
14	Einfluß	Einfluß	NN	Einfluß	acc|sg|masc	OA	12
15	,	,	$,	,	_	--	14
16	den	den	PRELS	d	acc|sg|masc	OA	21
17	sie	sie	PPER	Sie	nom|sg|fem|3	SB	21
18	auf	auf	APPR	auf	_	MO	21
19	deine	deine	PPOSAT	dein	acc|pl|neut	NK	20
20	Augen	Augen	NN	Auge	acc|pl|neut	NK	18
21	hat	hat	VAFIN	haben	sg|3|pres|ind	RC	14
22	,	,	$,	,	_	--	21
23	großmuͤthig	großmütig	ADJD	großmütig	pos	CJ	12
24	auf	auf	APPR	auf	_	MO	23
25	die	die	ART	d	acc|sg|fem	NK	26
26	Rechnung	Rechnung	NN	Rechnung	acc|sg|fem	NK	24
27	des	des	ART	d	gen|sg|masc	NK	28
28	Gegenstands	Gegenstands	NN	Gegenstands	gen|sg|masc	AG	26
29	,	,	$,	,	_	--	28
30	den	den	PRELS	d	acc|sg|masc	OA	34
31	du	du	PPER	du	nom|sg|*|2	SB	34
32	vor	vor	APPR	vor	_	MO	34
33	dir	dir	PPER	du	dat|sg|*|2	NK	32
34	hast	hast	VAFIN	haben	sg|2|pres|ind	RC	28
35	;	;	SENT	;	_	--	34

1	ich	ich	PPER	ich	nom|sg|*|1	SB	2
2	wollte	wollte	VMFIN	wollen	sg|1|past|ind	--	0
3	wetten	wetten	VVINF	wetten	_	OC	2
4	,	,	$,	,	_	--	3
5	daß	daß	KOUS	daß	_	CP	18
6	die	die	ART	d	nom|sg|fem	NK	7
7	haͤßlichste	häßlichste	ADJA	häßlichste	acc|sg|fem|sup	SB	18
8	meiner	meiner	PPOSAT	mein	gen|pl|masc	NK	9
9	Kammermaͤdchen	Kammermädchen	NN	Kammermädchen	acc|sg|neut	AG	7
10	,	,	$,	,	_	--	9
11	dir	dir	PPER	du	dat|sg|*|2	DA	17
12	in	in	APPR	in	_	MO	17
13	diesem	diesem	PDAT	dies	dat|sg|masc	NK	14
14	Augenblik	Augenblick	NN	Augenblick	dat|sg|masc	NK	12
15	eine	eine	ART	ein	acc|sg|fem	NK	16
16	Grazie	Grazie	NN	Grazie	acc|sg|fem	OA	17
17	scheinen	scheinen	VVINF	scheinen	_	OC	18
18	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	OC	3
19	.	.	SENT	.	_	--	18

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	habe	habe	VAFIN	haben	sg|1|pres|ind	OC	4
3	,	,	$,	,	_	--	2
4	versezte	versetzte	VVFIN	versetzen	sg|3|past|ind	--	0
5	Hippias	Hippias	NE	Hippias	nom|sg|*	SB	4
6	,	,	$,	,	_	--	5
7	keine	keine	PIAT	kein	acc|pl|masc	NK	8
8	Anspruͤche	Ansprüche	NN	Anspruch	acc|pl|masc	OA	14
9	an	an	APPR	an	_	MNR	8
10	eine	eine	ART	ein	acc|sg|fem	NK	12
11	lebhaftere	lebhaftere	ADJA	lebhaft	acc|sg|fem|comp	NK	12
12	Einbildungskraft	Einbildungskraft	NN	Einbildungskraft	acc|sg|fem	NK	9
13	zu	zu	PTKZU	zu	_	PM	14
14	machen	machen	VVINF	machen	_	OC	4
15	als	als	KON	als	_	MO	14
16	Zeuxes	Zeuxes	ADJA	Zeuxes	pos	NK	15
17	und	und	KON	und	_	CD	16
18	Aglaophon	Aglaophon	NN	Aglaophon	acc|sg|neut	CJ	17
19	,	,	$,	,	_	--	18
20	welche	welche	PRELS	welch	nom|pl|fem	OA	25
21	sich	sich	PRF	er|es|sie	dat|pl|3	DA	25
22	nichts	nichts	PIAT	nichts	*|*|neut	OA	25
23	vollkommners	vollkommenes	NA	Vollkommenes	pos	MO	25
24	zu	zu	PTKZU	zu	_	PM	25
25	erfinden	erfinden	VVINF	erfinden	_	OC	26
26	getrauten	getrauten	VVFIN	getrauten	pl|3|past|ind	CJ	4
27	als	als	KOUS	als	_	CM	28
28	Danae	Danae	NE	Danae	nom|pl|masc	CC	22
29	.	.	SENT	.	_	--	28

1	Welche	Welche	PRELS	welch	acc|sg|fem	NK	3
2	schoͤne	schöne	ADJA	schön	nom|sg|fem|pos	NK	3
3	Gelegenheit	Gelegenheit	NN	Gelegenheit	nom|sg|fem	--	0
4	zu	zu	APPR	zu	_	MNR	3
5	einer	einer	ART	ein	dat|sg|fem	NK	7
6	neuen	neuen	ADJA	neu	dat|sg|fem|pos	NK	7
7	Verwandlung	Verwandlung	NN	Verwandlung	dat|sg|fem	NK	4
8	,	,	$,	,	_	--	7
9	wenn	wenn	KOUS	wenn	_	CP	12
10	ich	ich	PPER	ich	nom|sg|*|1	SB	12
11	Jupiter	Jupiter	NE	Jupiter	nom|sg|masc	PD	12
12	waͤre	wäre	VAFIN	sein	sg|3|past|subj	MNR	7
13	!	!	SENT	!	_	--	12

1	-	-	$-	-	_	--	3
2	„	"	$'	"	_	--	1
3	Und	Und	KON	und	_	JU	8
4	was	was	PWS	was	nom|sg|neut	OA	10
5	fuͤr	für	APPR	für	_	MNR	4
6	eine	eine	ART	ein	acc|sg|fem	NK	7
7	Gestalt	Gestalt	NN	Gestalt	acc|sg|fem	NK	5
8	wolltest	wolltest	VMFIN	wollen	sg|2|pres|ind	--	0
9	du	du	PPER	du	nom|sg|*|2	SB	8
10	annehmen	annehmen	VVINF	annehmen	_	OC	8
11	,	,	$,	,	_	--	10
12	um	um	KOUI	um	_	CP	23
13	zu	zu	APPR	zu	_	MO	23
14	gleicher	gleicher	ADJA	gleich	dat|sg|fem|pos	NK	15
15	Zeit	Zeit	NN	Zeit	dat|sg|fem	NK	13
16	meine	meine	PPOSAT	mein	acc|sg|fem	NK	17
17	Sproͤdigkeit	Sprödigkeit	NN	Sprödigkeit	acc|sg|fem	OA	23
18	und	und	KON	und	_	CD	17
19	deine	deine	PPOSAT	dein	acc|sg|fem	NK	21
20	liebe	liebe	ADJA	lieb	acc|sg|fem|pos	NK	21
21	Gemalin	Gemahlin	NN	Gemahlin	acc|sg|fem	CJ	18
22	zu	zu	PTKZU	zu	_	PM	23
23	hintergehen	hintergehen	VVINF	hintergehen	_	MO	8
24	?	?	SENT	?	_	--	23

1	Denn	Denn	KON	denn	_	JU	3
2	ich	ich	PPER	ich	nom|sg|*|1	SB	3
3	glaube	glaube	VVFIN	glauben	sg|1|pres|ind	--	0
4	kaum	kaum	ADV	kaum	_	MO	3
5	,	,	$,	,	_	--	4
6	daß	daß	KOUS	daß	_	CP	16
7	unter	unter	APPR	unter	_	MO	16
8	allen	allen	PIAT	all	dat|pl|masc	NK	14
9	gefluͤgelten	geflügelten	ADJA	geflügelten	dat|pl|masc|pos	NK	14
10	,	,	$,	,	_	--	9
11	vierfuͤßigen	vierfüßigen	ADJA	vierfüßigen	dat|pl|masc|pos	CJ	9
12	und	und	KON	und	_	CD	11
13	kriechenden	kriechenden	ADJA	kriechenden	dat|pl|neut|pos	CJ	12
14	Thieren	Tieren	NN	Tier	dat|pl|neut	NK	7
15	eines	eines	ART	ein	nom|sg|neut	PD	16
16	ist	ist	VAFIN	sein	sg|3|pres|ind	OC	3
17	,	,	$,	,	_	--	16
18	das	das	PDS	d	nom|sg|neut	SB	23
19	nicht	nicht	PTKNEG	nicht	_	NG	25
20	schon	schon	ADV	schon	_	MO	25
21	einem	einem	ART	ein	dat|sg|neut	NK	22
22	Unsterblichen	Unsterblichen	NN	unsterbliche	dat|sg|neut	DA	24
23	haͤtte	hätte	VAFIN	haben	sg|3|past|subj	RC	8
24	dienen	dienen	VVINF	dienen	_	OC	25
25	muͤssen	müssen	VMINF	müssen	_	OC	23
26	,	,	$,	,	_	--	25
27	irgend	irgend	ADV	irgend	_	MO	32
28	ein	ein	ART	ein	acc|sg|neut	NK	30
29	ehrliches	ehrliches	ADJA	ehrlich	acc|sg|neut|pos	NK	30
30	Maͤdchen	Mädchen	NN	Mädchen	acc|sg|neut	OA	32
31	zu	zu	PTKZU	zu	_	PM	32
32	beschleichen	beschleichen	VVINF	beschleichen	_	MO	25
33	.	.	SENT	.	_	--	32

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	wuͤrde	würde	VAFIN	werden	sg|1|past|subj	OC	8
3	mich	mich	PPER	ich	acc|sg|*|1	OA	6
4	nicht	nicht	PTKNEG	nicht	_	NG	5
5	lange	lange	ADV	lange	_	MO	6
6	besinnen	besinnen	VVINF	besinnen	_	OC	2
7	,	,	$,	,	_	--	6
8	sagte	sagte	VVFIN	sagen	sg|3|past|ind	--	0
9	Hippias	Hippias	NE	Hippias	nom|sg|*	SB	8
10	;	;	SENT	;	_	--	9

1	was	was	PWS	was	nom|sg|neut	OA	7
2	fuͤr	für	APPR	für	_	MNR	1
3	eine	eine	ART	ein	acc|sg|fem	NK	4
4	Gestalt	Gestalt	NN	Gestalt	acc|sg|fem	NK	2
5	koͤnnte	könnte	VMFIN	können	sg|1|past|subj	--	0
6	ich	ich	PPER	ich	nom|sg|*|1	SB	5
7	annehmen	annehmen	VVINF	annehmen	_	OC	5
8	,	,	$,	,	_	--	7
9	die	die	PRELS	d	nom|pl|*	OA	11
