

1	USUS	USUS	FM	usus	nom|sg|*	SB	3
27	Stelle	Stelle	NN	Stelle	dat|sg|fem	NK	24
28	im	im	APPRART	im	dat|sg|neut	MNR	27
29	Regiment	Regiment	NN	Regiment	dat|sg|neut	NK	28
30	/	/	$,	/	_	--	29
31	offen	offen	ADJD	offen	pos	MO	32
32	stuͤnden	stünden	VVFIN	stehen	pl|3|past|subj	CJ	48
33	/	/	$,	/	_	--	32
34	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	--	0
35	er	er	PPER	er	nom|sg|masc|3	SB	34
36	/	/	$,	/	_	--	35
37	wo	wo	PWAVREL	wo	_	MO	43
38	er	er	PPER	er	nom|sg|masc|3	SB	43
39	verstaͤndig	verständig	ADJD	verständig	pos	MO	43
40	/	/	$,	/	_	--	39
41	den	den	ART	d	acc|sg|masc	NK	42
42	ersten	ersten	ADJA	erst	dat|pl|masc|pos	OA	43
43	erwehlen	erwählen	VVINF	erwählen	_	OC	34
44	/	/	$,	/	_	--	43
45	und	und	KON	und	_	CD	43
46	zum	zum	APPRART	zum	dat|sg|masc	MO	48
47	Tode	Tode	NN	Tod	dat|sg|masc	NK	46
48	eilen	eilen	VVFIN	eilen	_	CJ	45
49	;	;	SENT	;	_	--	48

1	nachdem	nachdem	KOUS	nachdem	_	CP	13
2	er	er	PPER	er	nom|sg|masc|3	SB	13
3	durch	durch	APPR	durch	_	MO	7
4	die	die	ART	d	acc|sg|fem	NK	5
5	Erfahrung	Erfahrung	NN	Erfahrung	acc|sg|fem	NK	3
6	wohl	wohl	ADV	wohl	_	MO	7
7	gelernet	gelernt	VVPP	lernen	_	RC	13
8	/	/	$,	/	_	--	7
9	daß	daß	KOUS	daß	_	CP	13
10	Regieren	Regieren	NN	regieren	nom|sg|neut	SB	13
11	nichts	nichts	PIS	nichts	*|*|neut	OA	21
12	anders	anders	ADV	ander	_	MO	13
13	sey	sei	VAFIN	sein	sg|3|pres|subj	--	0
14	/	/	$,	/	_	--	13
15	als	als	KOKOM	als	_	MO	21
16	Sorgen	Sorgen	VVIMP	sorgen	acc|pl|fem	NK	15
17	/	/	$,	/	_	--	16
18	Muͤhe	Mühe	NN	Mühe	acc|sg|fem	CJ	16
19	und	und	KON	und	_	CD	18
20	Plagen	Plagen	NN	Plage	dat|pl|fem	CJ	19
21	haben	haben	VAINF	haben	pl|3|pres|ind	OC	13
22	.	.	SENT	.	_	--	21

1	Zwar	Zwar	ADV	zwar	_	MO	11
2	wenn	wenn	KOUS	wenn	_	CP	11
3	man	man	PIS	man	nom|sg|*	SB	11
4	den	den	ART	d	acc|sg|masc	NK	6
5	aͤuserlichen	äußerlichen	ADJA	äußerlich	acc|sg|masc|pos	NK	6
6	Glantz	Glanz	NN	Glanz	acc|sg|masc	OA	11
7	und	und	KON	und	_	CD	6
8	Herrligkeit	Herrlichkeit	NN	Herrlichkeit	acc|sg|fem	CJ	7
9	der	der	ART	d	gen|sg|fem	NK	10
10	Majestaͤt	Majestät	NN	Majestät	gen|sg|fem	AG	6
11	ansiehet	ansieht	VVFIN	ansehen	sg|3|pres|ind	MO	13
12	/	/	$,	/	_	--	11
13	scheinet	scheinet	VVFIN	scheinen	sg|3|pres|ind	--	0
14	es	es	PPER	es	nom|sg|neut|3	SB	13
15	eine	eine	ART	ein	acc|sg|fem	NK	17
16	ungemeine	ungemeine	ADJA	ungemeine	acc|sg|fem|pos	NK	17
17	Gluͤckseligkeit	Glückseligkeit	NN	Glückseligkeit	acc|sg|fem	PD	22
18	und	und	KON	und	_	CD	17
19	koͤstliches	köstliches	ADJA	köstlich	acc|sg|neut|pos	NK	20
20	Leben	Leben	NN	Leben	acc|sg|neut	CJ	18
21	zu	zu	PTKZU	zu	_	PM	22
22	seyn	sein	VAINF	sein	_	RE	14
23	/	/	$,	/	_	--	22
24	auf	auf	APPR	auf	_	MO	29
25	einem	einem	ART	ein	dat|sg|masc	NK	28
26	erhabenen	erhabenen	ADJA	erhaben	dat|sg|masc|pos	NK	28
27	guͤldenen	güldenen	ADJA	gülden	dat|sg|masc|pos	NK	28
28	Throne	Throne	NN	Throne	dat|sg|masc	NK	24
29	sitzen	sitzen	VVINF	sitzen	_	OC	13
30	/	/	$,	/	_	--	29
31	allezeit	allezeit	ADV	allezeit	_	MO	35
32	Purpur	Purpur	NE	Purpur	nom|sg|masc	OA	35
33	und	und	KON	und	_	CD	32
34	Gold	Gold	NN	Gold	nom|sg|neut	CJ	33
35	tragen	tragen	VVINF	tragen	_	CJ	29
36	/	/	$,	/	_	--	35
37	jedermann	jedermann	PIS	jedermann	*|*|*	MO	38
38	zu	zu	APPR	zu	_	CJ	35
39	Gebot	Gebot	NN	Gebot	dat|sg|neut	NK	38
40	/	/	$,	/	_	--	39
41	und	und	KON	und	_	CD	35
42	das	das	ART	d	acc|sg|neut	NK	43
43	beste	beste	NA	Beste	acc|sg|neut|sup	OA	47
44	im	im	APPRART	im	dat|sg|neut	MO	47
45	Lande	Lande	NN	Land	dat|sg|neut	NK	44
46	zu	zu	PTKZU	zu	_	PM	47
47	geniessen	genießen	VVINF	genießen	_	OC	48
48	haben	haben	VAFIN	haben	pl|3|pres|ind	CJ	41
49	;	;	SENT	;	_	--	48

1	uͤber	über	APPR	über	_	OP	7
2	Menschen	Menschen	NN	Mensch	acc|pl|masc	NK	1
3	mit	mit	APPR	mit	_	MNR	2
4	Scepter	Zepter	NN	Zepter	dat|sg|masc	NK	3
5	und	und	KON	und	_	CD	4
6	Schwerd	Schwert	NN	Schwert	dat|sg|masc	CJ	5
7	gebieten	gebieten	VVINF	gebieten	_	--	0
8	/	/	$,	/	_	--	7
9	und	und	KON	und	_	CD	7
10	dem	dem	ART	d	dat|sg|masc	NK	12
11	Hoͤchsten	Höchsten	NA	Höchste	dat|sg|neut|sup	NK	12
12	GOTT	Gott	NE	Gott	dat|sg|masc	DA	16
13	des	des	ART	d	gen|sg|masc	NK	14
14	Himmels	Himmels	NN	Himmel	gen|sg|masc	AG	12
15	am	am	APPRART	am	dat|sg|masc	PM	16
16	naͤchsten	nächsten	ADJA	nächster	sup	PD	17
17	seyn	sein	VAINF	sein	_	CJ	9
18	.	.	SENT	.	_	--	17

1	Allein	Allein	ADV	allein	_	MO	2
2	es	es	PPER	es	nom|sg|neut|3	SB	3
3	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
4	nur	nur	ADV	nur	_	MO	5
5	Dinge	Dinge	NN	Ding	nom|pl|neut	PD	3
6	/	/	$,	/	_	--	5
7	die	die	PRELS	d	acc|pl|neut	SB	10
8	die	die	ART	d	acc|pl|neut	NK	9
9	Augen	Augen	NN	Auge	acc|pl|neut	OA	10
10	fuͤllen	füllen	VVINF	füllen	_	RC	5
11	/	/	$,	/	_	--	10
12	Appetit	Appetit	NN	Appetit	acc|sg|masc	OA	13
13	machen	machen	VVINF	machen	_	RE	2
14	/	/	$,	/	_	--	13
15	aber	aber	KON	aber	_	CD	13
16	das	das	ART	d	nom|sg|neut	NK	17
17	Hertze	Herz	NN	Herz	nom|sg|neut	OA	19
18	nicht	nicht	PTKNEG	nicht	_	NG	19
19	vergnuͤgen	vergnügen	VVINF	vergnügen	_	CJ	15
20	.	.	SENT	.	_	--	19

1	Dieses	Dieses	PDS	dies	nom|sg|neut	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	das	das	ART	d	nom|sg|neut	NK	4
4	Gold	Gold	NN	Gold	nom|sg|neut	PD	2
5	/	/	$,	/	_	--	4
6	damit	damit	KOUS	damit	_	MO	11
7	diese	diese	PDAT	dies	acc|pl|neut	NK	9
8	bittere	bittere	ADJA	bitter	nom|pl|fem|comp	NK	9
9	Pillen	Pillen	NN	Pille	nom|pl|fem	SB	11
10	bedecket	bedecket	VVPP	bedecken	_	PD	11
11	sind	sind	VAFIN	sein	pl|3|pres|ind	PAR	4
12	/	/	$,	/	_	--	11
13	daß	daß	KOUS	daß	_	CP	23
14	man	man	PIS	man	nom|sg|*	SB	23
15	des	des	ART	d	gen|sg|masc	NK	16
16	Ungemachs	Ungemachs	NN	Ungemachs	gen|sg|masc	OG	22
17	und	und	KON	und	_	CD	16
18	der	der	ART	d	nom|sg|masc	NK	19
19	Plagen	Plagen	NN	Plage	nom|sg|masc	CJ	17
20	nicht	nicht	PTKNEG	nicht	_	NG	23
21	bald	bald	ADV	bald	_	MO	23
22	gewahr	gewahr	ADJD	gewahr	pos	PD	23
23	wird	wird	VAFIN	werden	sg|3|pres|ind	OC	10
24	.	.	SENT	.	_	--	23

1	Lutheri	Lutheri	ADJA	Lutheri	nom|sg|*	NK	2
2	Worte	Worte	NN	Wort	nom|pl|neut	SB	3
3	lauten	lauten	VVFIN	lauten	pl|3|pres|ind	--	0
4	hiervon	hiervon	PAV	hiervon	_	MO	3
5	gar	gar	ADV	gar	_	MO	6
6	nachdencklich	nachdenklich	ADJD	nachdenklich	pos	MO	3
7	:	:	SENT	:	_	--	6

1	GOtt	Gott	NE	Gott	nom|sg|masc	SB	2
2	hat	hat	VAFIN	haben	sg|3|pres|ind	--	0
3	es	es	PPER	es	acc|sg|neut|3	OA	6
4	sehr	sehr	ADV	sehr	_	MO	5
5	wohl	wohl	ADV	wohl	_	MO	6
6	geordnet	geordnet	VVPP	ordnen	pos	OC	2
7	/	/	$,	/	_	--	6
8	daß	daß	KOUS	daß	_	CP	17
9	Er	Er	PPER	Er	nom|sg|masc|3	SB	17
10	die	die	ART	d	nom|pl|*	NK	11
11	Leute	Leute	NN	Leute	nom|pl|*	SB	25
12	in	in	APPR	in	_	MO	17
13	solche	solche	PIAT	solch	acc|pl|masc	NK	14
14	Staͤnde	Stände	NN	Stände	acc|pl|masc	NK	12
15	und	und	KON	und	_	CD	14
16	Ampt	Amt	NN	Amt	acc|sg|neut	CJ	15
17	bringet	bringet	VVFIN	bringen	sg|3|pres|ind	RE	3
18	/	/	$,	/	_	--	17
19	ehe	ehe	KOUS	ehe	_	CP	22
20	sie	sie	PPER	Sie	nom|pl|*|3	SB	22
21	solches	solches	PIS	solch	acc|sg|neut	OA	22
22	wissen	wissen	VVINF	wissen	pl|3|pres|ind	OC	27
23	und	und	KON	und	_	CD	22
24	gewahr	gewahr	ADJD	gewahr	pos	PD	25
25	werden	werden	VAINF	werden	_	CJ	23
26	/	/	$,	/	_	--	25
27	etc.	etc.	ADV	etc.	_	CD	17
28	Also	Also	ADV	also	_	MO	30
29	auch	auch	ADV	auch	_	MO	30
30	Fuͤrsten	Fürsten	NN	Fürst	nom|pl|masc	OA	33
31	und	und	KON	und	_	CD	30
32	Herren	Herren	NN	Herr	dat|pl|masc	CJ	31
33	giebet	gibt	VVFIN	geben	sg|3|pres|ind	CJ	27
34	Er	Er	PPER	Er	nom|sg|masc|3	SB	33
35	grosse	große	ADJA	groß	acc|pl|masc|pos	NK	36
36	Ehre	Ehre	NN	Ehre	acc|sg|fem	OA	33
37	und	und	KON	und	_	CD	36
38	Herrligkeit	Herrlichkeit	NN	Herrlichkeit	acc|sg|fem	CJ	37
39	/	/	$,	/	_	--	38
40	haͤnget	hänget	VVFIN	hängen	sg|3|pres|ind	MO	49
41	ihnen	ihnen	PPER	sie	dat|pl|*|3	DA	40
42	Gold	Gold	NN	Gold	nom|sg|neut	SB	40
43	und	und	KON	und	_	CD	42
44	Ketten	Ketten	NN	Kette	nom|pl|fem	CJ	43
45	an	an	APPR	an	_	MO	40
46	den	den	ART	d	acc|sg|masc	NK	47
47	Hals	Hals	NN	Hals	acc|sg|masc	NK	45
48	/	/	$,	/	_	--	47
49	setzet	setzet	VVFIN	setzen	sg|3|pres|ind	CJ	33
50	sie	sie	PPER	Sie	nom|sg|fem|3	SB	49
51	auf	auf	APPR	auf	_	MO	49
52	sammete	Sammete	NN	Sammete	acc|pl|fem	NK	51
53	Kuͤssen	Küssen	VVFIN	küssen	acc|pl|fem	OA	49
54	/	/	$,	/	_	--	53
55	laͤsset	lässt	VVFIN	lassen	sg|2|pres|ind	CJ	49
56	ihnen	ihnen	PPER	sie	dat|pl|masc|3	DA	55
57	Knie	Knie	NN	Knie	acc|pl|neut	OA	58
58	beugen	beugen	VVINF	beugen	_	OC	55
59	und	und	KON	und	_	CD	58
60	Gnaden	Gnaden	NN	Gnade	acc|pl|fem	OA	62
61	/	/	$,	/	_	--	60
62	giebet	gibt	VVFIN	geben	sg|3|pres|ind	CJ	59
63	ihnen	ihnen	PPER	sie	dat|pl|*|3	DA	62
64	grosse	große	ADJA	groß	acc|pl|masc|pos	NK	65
65	Schloͤsser	Schlösser	NN	Schloß	nom|pl|neut	OA	62
66	und	und	KON	und	_	CD	65
67	grosse	große	ADJA	groß	acc|sg|fem|pos	NK	68
68	Pracht	Pracht	NN	Pracht	acc|sg|fem	CJ	66
69	/	/	$,	/	_	--	68
70	daß	daß	KOUS	daß	_	CP	72
71	man	man	PIS	man	nom|sg|*	SB	72
72	meynet	meinet	VVFIN	meinen	sg|3|pres|ind	OC	62
73	(	(	$(	(	_	--	72
74	wer	wer	PWS	wer	nom|sg|masc	SB	80
75	es	es	PPER	es	acc|sg|neut|3	OA	77
76	nicht	nicht	PTKNEG	nicht	_	NG	77
77	erfahren	erfahren	VVINF	erfahren	_	OC	80
78	)	)	$)	)	_	--	77
79	es	es	PPER	es	nom|sg|neut|3	SB	80
80	sey	sei	VAFIN	sein	sg|3|pres|subj	OC	72
81	eitel	eitel	ADJD	eitel	pos	MO	80
82	Lust	Lust	NN	Lust	acc|sg|fem	OA	62
83	da	da	ADV	da	_	SVP	62
84	.	.	SENT	.	_	--	83

1	Aber	Aber	ADV	aber	_	JU	3
2	also	also	ADV	also	_	MO	3
3	muß	muß	VMFIN	müssen	sg|3|pres|ind	--	0
4	er	er	PPER	er	nom|sg|masc|3	SB	3
5	sie	sie	PPER	Sie	acc|pl|*|3	OA	7
6	hinan	hinan	ADV	hinan	_	MO	7
7	bringen	bringen	VVINF	bringen	_	OC	3
8	/	/	$,	/	_	--	7
9	und	und	KON	und	_	CD	7
10	dem	dem	ART	d	dat|sg|masc	NK	11
11	Ochsen	Ochsen	NN	Ochse	dat|sg|masc	DA	17
12	das	das	ART	d	nom|sg|neut	NK	13
13	Seil	Seil	NN	Seil	acc|sg|neut	OA	17
14	uͤber	über	APPR	über	_	MNR	13
15	die	die	ART	d	acc|pl|neut	NK	16
16	Hoͤrner	Hörner	NN	Hörner	acc|pl|neut	NK	14
17	werffen	werfen	VAINF	werfen	_	CJ	9
18	.	.	SENT	.	_	--	17

1	Darnach	Darnach	PAV	danach	_	MO	19
2	wenn	wenn	KOUS	wenn	_	CP	5
3	sie	sie	PPER	Sie	nom|pl|*|3	SB	5
4	drinn	drin	PAV	darin	_	MO	5
5	sind	sind	VAFIN	sein	pl|3|pres|ind	RE	7
6	/	/	$,	/	_	--	5
7	so	so	ADV	so	_	MO	8
8	findet	findet	VVFIN	finden	sg|3|pres|ind	--	0
9	sich	sich	PRF	er|es|sie	acc|sg|3	OA	8
10	s	s	PPER	es	_	SB	8
11	viel	viel	ADV	viel	_	MO	19
12	anders	anders	ADV	ander	_	MO	19
13	/	/	$,	/	_	--	12
14	daß	daß	KOUS	daß	_	CP	19
15	ihnen	ihnen	PPER	sie	dat|pl|*|3	DA	19
16	der	der	ART	d	nom|sg|masc	NK	17
17	Kitzel	Kitzel	NN	Kitzel	nom|sg|masc	SB	19
18	wohl	wohl	ADV	wohl	_	MO	19
19	vergehet	vergehet	VVFIN	vergehen	_	OC	8
20	/	/	$,	/	_	--	19
21	und	und	KON	und	_	CD	8
22	die	die	ART	d	nom|sg|fem	NK	23
23	Freud	Freude	NN	Freude	nom|sg|fem	SB	28
24	und	und	KON	und	_	CD	23
25	Lust	Lust	NN	Lust	nom|sg|fem	CJ	24
26	wohl	wohl	ADV	wohl	_	MO	27
27	versaltzen	versalzen	VVPP	versalzen	_	OC	28
28	wird	wird	VAFIN	werden	sg|3|pres|ind	CJ	21
29	mit	mit	APPR	mit	_	MO	27
30	Ungluͤck	Unglück	NN	Unglück	dat|sg|neut	NK	29
31	/	/	$,	/	_	--	30
32	Traurigkeit	Traurigkeit	NN	Traurigkeit	nom|sg|fem	SB	28
33	Item	Item	ADV	item	nom|sg|neut	NK	32
34	:	:	SENT	:	_	--	33

1	In	In	APPR	in	_	MO	25
2	weltlichen	weltlichen	ADJA	weltlich	dat|pl|*|pos	NK	3
3	Regiment	Regiment	NN	Regiment	acc|sg|neut	NK	1
4	und	und	KON	und	_	CD	3
5	Herrschafft	Herrschaft	NN	Herrschafft	acc|sg|fem	CJ	4
6	/	/	$,	/	_	--	5
7	ein	ein	ART	ein	nom|sg|masc	NK	8
8	Fuͤrst	Fürst	NN	Fürst	nom|sg|masc	PAR	3
9	/	/	$,	/	_	--	8
10	Amptmann	Amtmann	NN	Amtmann	nom|sg|masc	CJ	8
11	/	/	$,	/	_	--	10
12	Buͤrgermeister	Bürgermeister	NN	Bürgermeister	nom|sg|masc	CJ	10
13	/	/	$,	/	_	--	12
14	etc.	etc.	ADV	etc.	_	CJ	12
15	so	so	ADV	so	_	MO	16
16	er	er	PPER	er	nom|sg|masc|3	SB	17
17	will	will	VMFIN	wollen	sg|3|pres|ind	--	0
18	fromm	fromm	ADJD	fromm	pos	PD	19
19	seyn	sein	VAINF	sein	_	OC	17
20	/	/	$,	/	_	--	19
21	und	und	KON	und	_	CD	17
22	sein	sein	PPOSAT	sein	acc|sg|neut	NK	23
23	Ampt	Amt	NN	Amt	acc|sg|neut	OA	25
24	treulich	treulich	ADJD	treulich	pos	MO	25
25	ausrichten	ausrichten	VVINF	ausrichten	_	OC	28
26	/	/	$,	/	_	--	25
27	den	den	PDS	d	acc|sg|masc	OA	33
28	soll	soll	VMFIN	sollen	sg|3|pres|ind	CJ	21
29	die	die	ART	d	nom|sg|fem	NK	30
30	Welt	Welt	NN	Welt	nom|sg|fem	SB	28
31	auch	auch	ADV	auch	_	MO	32
32	wohl	wohl	ADV	wohl	_	MO	28
33	lehren	lehren	VVINF	lehren	_	OC	28
34	/	/	$,	/	_	--	33
35	was	was	PWREL	was	nom|sg|neut	SB	39
36	Traurigkeit	Traurigkeit	NN	Traurigkeit	nom|sg|fem	SB	39
37	und	und	KON	und	_	CD	36
38	Ungluͤck	Unglück	NN	Unglück	nom|sg|neut	CJ	37
39	heisse	heiße	VVFIN	heißen	sg|3|pres|subj	RC	17
40	;	;	SENT	;	_	--	39

1	was	was	PWS	was	nom|sg|neut	NK	5
2	fuͤr	für	APPR	für	_	MNR	1
3	Boßheit	Bosheit	NN	Bosheit	acc|sg|fem	NK	2
4	/	/	$,	/	_	--	3
5	Untreu	Untreu	NN	Untreue	nom|sg|neut	SB	12
6	und	und	KON	und	_	CD	5
7	Verraͤtherey	Verräterei	NN	Verräterei	nom|sg|fem	CJ	6
8	bey	bei	APPR	bei	_	MNR	5
9	seinen	seinen	PPOSAT	sein	dat|pl|fem	NK	11
10	eigenen	eigenen	ADJA	eigen	dat|pl|masc|pos	NK	11
11	Unterthanen	Untertanen	NN	Untertan	dat|pl|masc	NK	8
12	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
13	.	.	SENT	.	_	--	12

1	Und	Und	KON	und	_	JU	3
2	das	das	PDS	d	nom|sg|neut	SB	3
3	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
4	eine	eine	ART	ein	nom|sg|fem	PD	3
5	der	der	ART	d	gen|pl|fem	NK	6
6	Haupt-Lehren	Haupt-Lehren	NN	Haupt-Lehren	gen|pl|fem	AG	4
7	/	/	$,	/	_	--	6
8	welche	welche	PRELS	welch	gen|sg|fem	SB	12
9	in	in	APPR	in	_	MO	12
10	unserm	unserm	PPOSAT	unser	dat|sg|masc	NK	11
11	Text	Text	NN	Text	dat|sg|masc	NK	9
12	stehet	stehet	VVFIN	stehen	sg|3|pres|ind	RE	14
13	/	/	$,	/	_	--	12
14	die	die	PRELS	d	acc|sg|fem	APP	6
15	der	der	ART	d	nom|sg|masc	NK	17
16	gottseligste	gottseligste	ADJA	gottseligste	nom|sg|masc|sup	NK	17
17	Chur-Fuͤrst	Chur-Fürst	NN	Kurfürst	nom|sg|masc	AG	14
18	und	und	KON	und	_	CD	17
19	Gnaͤdigster	Gnädigster	ADJA	gnädig	nom|sg|masc|sup	NK	20
20	Herr	Herr	NN	Herr	nom|sg|masc	CJ	18
21	/	/	$,	/	_	--	20
22	unser	unser	PPOSAT	unser	nom|sg|masc	NK	24
23	loͤblichster	löblichster	ADJA	löblichster	nom|sg|masc|sup	NK	24
24	Regente	Regente	NN	Regente	nom|sg|masc	CJ	20
25	/	/	$,	/	_	--	24
26	allen	allen	PIAT	all	dat|pl|masc	NK	27
27	Koͤnigen	Königen	NN	König	dat|pl|masc	OA	38
28	/	/	$,	/	_	--	27
29	Fuͤrsten	Fürsten	NN	Fürst	dat|pl|masc	CJ	27
30	und	und	KON	und	_	CD	29
31	Regenten	Regenten	NN	Regent	dat|pl|masc	CJ	30
32	/	/	$,	/	_	--	31
33	zu	zu	APPR	zu	_	MO	38
34	einer	einer	ART	ein	dat|sg|fem	NK	35
35	Erinnerung	Erinnerung	NN	Erinnerung	dat|sg|fem	NK	33
36	fuͤr	für	APPR	für	_	MNR	35
37	Augen	Augen	NN	Auge	acc|pl|neut	NK	36
38	stellen	stellen	VVINF	stellen	_	OC	39
39	wollen	wollen	VMFIN	wollen	_	OC	3
40	:	:	SENT	:	_	--	39

1	daß	daß	KOUS	daß	_	CP	5
2	sie	sie	PPER	Sie	nom|pl|*|3	SB	5
3	nicht	nicht	PTKNEG	nicht	_	NG	5
4	meynen	meinen	VVINF	meinen	_	MO	25
5	sollen	sollen	VMFIN	sollen	pl|3|pres|ind	--	0
6	/	/	$,	/	_	--	5
7	GOTT	Gott	NE	Gott	dat|sg|masc	OA	13
8	habe	habe	VAFIN	haben	sg|3|pres|subj	PAR	5
9	sie	sie	PPER	Sie	nom|sg|fem|3	SB	8
10	in	in	APPR	in	_	MO	13
11	den	den	ART	d	acc|sg|masc	NK	12
12	Regenten-Stand	Regenten-Stand	NN	Regenten-Stand	acc|sg|masc	NK	10
13	gesetzet	gesetzt	VVPP	setzen	_	OC	8
14	/	/	$,	/	_	--	13
15	Wolleben	Wolleben	VVFIN	Wolleben	_	OA	17
16	zu	zu	PTKZU	zu	_	PM	17
17	pflegen	pflegen	VVINF	pflegen	_	RE	9
18	/	/	$,	/	_	--	17
19	auf	auf	APPR	auf	_	MO	25
20	lauter	lauter	PIAT	lauter	*|*|*	NK	21
21	Lust	Lust	NN	Lust	acc|sg|fem	NK	19
22	und	und	KON	und	_	CD	21
23	Ergoͤtzligkeit	Ergötzlichkeit	NN	Ergötzlichkeit	acc|sg|fem	CJ	22
24	zu	zu	PTKZU	zu	_	PM	25
25	dencken	denken	VVINF	denken	_	CJ	17
26	/	/	$,	/	_	--	25
27	den	den	ART	d	dat|pl|fem	NK	28
28	Unterthanen	Untertanen	NN	Untertan	dat|pl|masc	DA	31
29	das	das	ART	d	acc|sg|neut	NK	30
30	Blut	Blut	NN	Blut	acc|sg|neut	OA	31
31	auszusaugen	auszusaugen	VVIZU	auszusaugen	_	CJ	25
32	/	/	$,	/	_	--	31
33	und	und	KON	und	_	CD	25
34	solches	solches	PIS	solch	acc|sg|neut	OA	39
35	in	in	APPR	in	_	MO	39
36	schnoͤder	schnöder	ADJA	schnöder	dat|sg|fem|pos	NK	37
37	Wollust	Wollust	NN	Wollust	dat|sg|fem	NK	35
38	zu	zu	PTKZU	zu	_	PM	39
39	verzehren	verzehren	VVINF	verzehren	_	CJ	33
40	/	/	$,	/	_	--	39
41	die	die	ART	d	nom|pl|fem	NK	42
42	Plagen	Plagen	NN	Plage	nom|pl|fem	OA	51
43	aber	aber	ADV	aber	_	MO	51
44	und	und	KON	und	_	CD	43
45	Arbeit	Arbeit	NN	Arbeit	dat|sg|fem	CJ	44
46	andern	anderen	PIS	ander	dat|pl|*	DA	51
47	auf	auf	APPR	auf	_	MO	51
48	den	den	ART	d	acc|sg|masc	NK	49
49	Hals	Hals	NN	Hals	acc|sg|masc	NK	47
50	zu	zu	PTKZU	zu	_	PM	51
51	legen	legen	VVINF	legen	_	CJ	39
52	.	.	SENT	.	_	--	51

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
3	Regenten	Regenten	NN	Regent	nom|pl|masc	PD	2
4	/	/	$,	/	_	--	3
5	welche	welche	PRELS	welch	nom|pl|masc	SB	27
6	mit	mit	APPR	mit	_	OP	27
7	der	der	ART	d	dat|sg|fem	NK	9
8	beschwerlichen	beschwerlichen	ADJA	beschwerlich	dat|sg|fem|pos	NK	9
9	Regierungs-Arbeit	Regierungs-Arbeit	NN	Regierungs-Arbeit	dat|sg|fem	NK	6
10	/	/	$,	/	_	--	9
11	als	als	KOKOM	als	_	CM	14
12	wie	wie	KOUS	wie	_	CM	14
13	die	die	ART	d	nom|pl|fem	NK	14
14	Musicanten	Musikanten	NN	Musikanten	nom|pl|masc	SB	23
15	mit	mit	APPR	mit	_	MNR	14
16	dem	dem	ART	d	dat|sg|masc	NK	17
17	Holtze	Holtsee	NN	Holtsee	dat|sg|masc	NK	15
18	/	/	$,	/	_	--	17
19	daraus	daraus	PAVREL	daraus	_	MO	22
20	ihre	ihre	PPOSAT	ihr	acc|sg|fem	NK	21
21	Instrumenta	Instrumenta	NN	Instrumenta	acc|sg|fem	OA	22
22	gemacht	gemacht	VVPP	gemacht	_	PD	23
23	sind	sind	VAFIN	sein	pl|3|pres|ind	RC	9
24	/	/	$,	/	_	--	23
25	zur	zur	APPRART	zur	dat|sg|fem	OP	27
26	Lust	Lust	NN	Lust	dat|sg|fem	NK	25
27	umgehen	umgehen	VVINF	umgehen	_	RE	1
28	:	:	SENT	:	_	--	27

1	sie	sie	PPER	Sie	nom|pl|*|3	SB	2
2	brauchen	brauchen	VVFIN	brauchen	pl|3|pres|ind	--	0
3	ihren	ihren	PPOSAT	ihr	acc|sg|masc	NK	5
4	hohen	hohen	ADJA	hoch	acc|sg|masc|pos	NK	5
5	Stand	Stand	NN	Stand	acc|sg|masc	OA	2
6	zu	zu	PTKA	zu	_	MO	2
7	lauter	lauter	ADJD	laut	*|*|*	NK	8
8	Wolleben	Wolleben	VVFIN	Wolleben	acc|sg|neut	NK	6
9	/	/	$,	/	_	--	8
10	das	das	ART	d	acc|sg|neut	NK	11
11	Gemuͤthe	Gemüte	NN	Gemüt	acc|sg|neut	OA	13
12	zu	zu	PTKZU	zu	_	PM	13
13	ergoͤtzen	ergötzen	VVINF	ergötzen	_	OC	2
14	/	/	$,	/	_	--	13
15	und	und	KON	und	_	CD	2
16	nehmen	nehmen	VVFIN	nehmen	pl|3|pres|ind	CJ	15
17	sich	sich	PRF	er|es|sie	acc|pl|3	DA	16
18	der	der	ART	d	dat|sg|fem	NK	19
19	Regiments-Arbeit	Regiments-Arbeit	NN	Regiments-Arbeit	dat|sg|fem	DA	16
20	nicht	nicht	PTKNEG	nicht	_	NG	16
21	an	an	PTKVZ	an	_	SVP	16
22	/	/	$,	/	_	--	21
23	also	also	ADV	also	_	MO	31
24	wenn	wenn	KOUS	wenn	_	CP	31
25	sie	sie	PPER	Sie	nom|pl|masc|3	SB	31
26	etwan	etwan	ADV	etwa	_	MO	31
27	sonderlich	sonderlich	ADJD	sonderlich	pos	MO	31
28	die	die	ART	d	acc|sg|fem	NK	29
29	Lust	Lust	NN	Lust	acc|sg|fem	OA	31
30	dazu	dazu	PAV	dazu	_	MNR	29
31	traͤget	trägt	VVFIN	tragen	sg|3|pres|ind	MO	16
32	/	/	$,	/	_	--	31
33	oder	oder	KON	oder	_	CD	31
