

1	Zwote	Zwote	ADJA	Zwote	nom|sg|fem|pos	NK	2
31	Quarte	Quarte	NN	Quarte	nom|sg|fem	PD	32
32	ist	ist	VAFIN	sein	sg|3|pres|ind	RC	6
33	.	.	SENT	.	_	--	32

1	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
2	fingen	fingen	VVFIN	fangen	pl|3|past|ind	--	0
3	also	also	ADV	also	_	MO	2
4	von	von	APPR	von	_	MO	2
5	einem	einem	ART	ein	dat|sg|masc	NK	6
6	Grundthone	Grundthone	NN	Grundthone	dat|sg|masc	NK	4
7	an	an	PTKVZ	an	_	SVP	2
8	/	/	$,	/	_	--	7
9	und	und	KON	und	_	CD	2
10	schritten	schritten	VVFIN	schreiten	pl|3|past|ind	CJ	9
11	nach	nach	APPR	nach	_	MO	10
12	einer	einer	ART	ein	dat|sg|fem	NK	14
13	gewissen	gewissen	ADJA	gewiß	dat|sg|fem|pos	NK	14
14	Regel	Regel	NN	Regel	dat|sg|fem	NK	11
15	oder	oder	KON	oder	_	CD	14
16	Vorschrift	Vorschrift	NN	Vorschrift	nom|sg|fem	CJ	15
17	in	in	APPR	in	_	MO	10
18	wohl	wohl	ADV	wohl	_	MO	19
19	aneinanderhengenden	aneinanderhängenden	ADJA	aneinanderhängenden	dat|pl|fem|pos	NK	20
20	Tetrachorden	Tetrachorden	NE	Tetrachorden	dat|pl|fem	NK	17
21	fort	fort	PTKVZ	fort	_	SVP	10
22	/	/	$,	/	_	--	21
23	also	also	ADV	also	_	MO	37
24	daß	daß	KOUS	daß	_	CP	37
25	insgemein	insgemein	ADV	insgemein	_	MO	28
26	die	die	ART	d	nom|pl|fem	NK	28
27	aͤusersten	äußersten	ADJA	äußerer	nom|pl|fem|pos	NK	28
28	Grenzen	Grenzen	NN	Grenze	nom|pl|fem	SB	37
29	des	des	ART	d	gen|sg|masc	NK	31
30	einen	einen	ADJA	ein	gen|sg|masc|pos	NK	31
31	Tetrachords	Tetrachords	NN	Tetrachords	gen|sg|masc	AG	28
32	den	den	ART	d	acc|sg|masc	NK	33
33	Anfang	Anfang	NN	Anfang	acc|sg|masc	OA	37
34	des	des	ART	d	gen|sg|masc	NK	35
35	folgenden	folgenden	ADJA	folgend	gen|sg|masc|pos	AG	33
36	mit	mit	APPR	mit	_	MO	37
37	bemerkten	bemerkten	ADJA	bemerkt	dat|sg|neut|pos	OC	10
38	.	.	SENT	.	_	--	37

1	Nachdem	Nachdem	KOUS	nachdem	_	CP	14
2	sie	sie	PPER	Sie	nom|pl|*|3	SB	14
3	aber	aber	ADV	aber	_	MO	14
4	in	in	APPR	in	_	MO	14
5	den	den	ART	d	dat|pl|masc	NK	6
6	Tetrachorden	Tetrachorden	NE	Tetrachorden	dat|pl|masc	NK	4
7	selbst	selbst	PRF	selbst	_	MNR	6
8	viel	viel	PIAT	viel	_	MO	14
9	oder	oder	KON	oder	_	CD	8
10	wenig	wenig	PIAT	wenig	_	MO	11
11	Thoͤne	Töne	NN	Ton	nom|pl|masc	CJ	9
12	oder	oder	KON	oder	_	CD	11
13	Intervallen	Intervallen	NN	Intervall	dat|pl|*	CJ	12
14	gebrauchten	gebrauchten	VVFIN	gebrauchen	pl|3|pres|ind	RE	24
15	,	,	$,	,	_	--	14
16	und	und	KON	und	_	CD	14
17	also	also	ADV	also	_	MO	22
18	weite	weite	ADJA	weit	nom|pl|masc|pos	NK	21
19	oder	oder	KON	oder	_	CD	18
20	enge	enge	ADJA	eng	nom|pl|fem|pos	CJ	19
21	Eintheilungen	Einteilungen	NN	Einteilung	nom|pl|fem	SB	22
22	annahmen	annahmen	VVFIN	annehmen	pl|3|past|ind	CJ	16
23	,	,	$,	,	_	--	22
24	nachdem	nachdem	KOUS	nachdem	_	MO	25
25	entstanden	entstanden	VVFIN	entstehen	pl|3|past|ind	--	0
26	auch	auch	ADV	auch	_	MO	29
27	die	die	ART	d	nom|pl|fem	NK	29
28	besondern	besonderen	ADJA	besonder	nom|pl|fem|pos	NK	29
29	Gattungen	Gattungen	NN	Gattung	nom|pl|fem	SB	25
30	der	der	ART	d	gen|pl|masc	NK	32
31	dreyen	drei	CARD	drei	_	NK	32
32	Geschlechten	Geschlechten	NN	Geschlecht	gen|pl|fem	AG	29
33	,	,	$,	,	_	--	32
34	von	von	APPR	von	_	PG	46
35	welchen	welchen	PRELS	welch	dat|pl|fem	NK	41
36	folglich	folglich	ADV	folglich	_	MO	41
37	eines	eines	ART	ein	gen|sg|masc	NK	41
38	mehr	mehr	PIAT	viel	_	NK	41
39	oder	oder	KON	oder	_	CD	38
40	weniger	weniger	PIAT	wenig	*|*|*	CJ	39
41	Thoͤne	Töne	NN	Ton	acc|pl|masc	NK	34
42	oder	oder	KON	oder	_	CD	41
43	Intervallen	Intervallen	NN	Intervall	acc|pl|fem	CJ	42
44	als	als	KOKOM	als	_	CM	46
45	das	das	ART	d	acc|sg|neut	NK	46
46	andere	andere	PIS	ander	nom|sg|neut	SB	50
47	in	in	APPR	in	_	MO	50
48	seinem	seinem	PPOSAT	sein	dat|sg|neut	NK	49
49	Sprengel	Sprengel	NN	Sprengel	dat|sg|masc	NK	47
50	enthielt	enthielt	VVFIN	enthalten	sg|3|past|ind	RC	32
51	.	.	SENT	.	_	--	50

1	Indem	Indem	KOUS	indem	_	CP	9
2	ich	ich	PPER	ich	nom|sg|*|1	SB	9
3	diese	diese	PDAT	dies	acc|sg|fem	NK	4
4	Sache	Sache	NN	Sache	acc|sg|fem	OA	8
5	auf	auf	APPR	auf	_	MO	8
6	das	das	ART	d	acc|sg|neut	NK	7
7	deutlichste	deutlichste	ADJA	deutlichste	acc|sg|neut|sup	NK	5
8	erklaͤren	erklären	VVINF	erklären	_	OC	9
9	will	will	VMFIN	wollen	sg|3|pres|ind	RE	11
10	,	,	$,	,	_	--	9
11	so	so	ADV	so	_	MO	12
12	bin	bin	VAFIN	sein	sg|1|pres|ind	--	0
13	ich	ich	PPER	ich	nom|sg|masc|1	SB	12
14	genoͤthiget	genötigt	VVPP	nötigen	_	PD	12
15	so	so	ADV	so	_	MO	16
16	wenig	wenig	PIAT	wenig	*|*|*	NK	17
17	Kunstwoͤrter	Kunstwörter	NN	Kunstwörter	acc|sg|masc	OA	18
18	einzumischen	einzumischen	VVIZU	einmischen	_	OC	14
19	/	/	$,	/	_	--	18
20	als	als	KOKOM	als	_	CM	22
21	nur	nur	ADV	nur	_	MO	22
22	moͤglich	möglich	ADJD	möglich	pos	PD	23
23	ist	ist	VAFIN	sein	sg|3|pres|ind	CC	15
24	;	;	SENT	;	_	--	23

1	damit	damit	KOUS	damit	_	CP	8
2	auch	auch	ADV	auch	_	MO	5
3	die	die	ART	d	nom|pl|fem	NK	5
4	Ungelehrten	Ungelehrten	ADJA	Ungelehrten	nom|pl|fem|pos	NK	5
5	Nutzen	Nutzen	NN	Nutzen	nom|pl|fem	SB	8
6	daraus	daraus	PAV	daraus	_	MO	7
7	schoͤpfen	schöpfen	VVFIN	schöpfen	_	OC	8
8	moͤgen	mögen	VMFIN	mögen	pl|3|pres|ind	--	0
9	,	,	$,	,	_	--	8
10	die	die	PRELS	d	nom|pl|*	SB	12
11	sonst	sonst	ADV	sonst	_	MO	12
12	durch	durch	APPR	durch	_	MO	7
13	einen	einen	ART	ein	acc|sg|masc	NK	17
14	gespickten	gespickten	ADJA	gespickten	acc|sg|masc|pos	NK	17
15	und	und	KON	und	_	CD	14
16	dunklen	dunklen	ADJA	dunkel	acc|sg|masc|pos	CJ	15
17	Vortrag	Vortrag	NN	Vortrag	acc|sg|masc	NK	12
18	,	,	$,	,	_	--	17
19	welcher	welcher	PRELS	welch	nom|sg|masc	SB	31
20	sich	sich	PRF	er|es|sie	acc|sg|3	OA	30
21	bey	bei	APPR	bei	_	MO	30
22	dieser	dieser	PDAT	dies	dat|sg|fem	NK	23
23	Materie	Materie	NN	Materie	dat|sg|fem	NK	21
24	insgemein	insgemein	ADV	insgemein	_	MO	30
25	mit	mit	PTKVZ	mit	_	MO	30
26	einschleichet	einschleichet	VVFIN	einschleichet	dat|sg|fem	NK	25
27	/	/	$,	/	_	--	26
28	weit	weit	ADJD	weit	pos	MO	29
29	verwirrter	verwirrter	ADJD	verwirrter	comp	MO	30
30	gemacht	gemacht	VVPP	gemacht	_	OC	31
31	werden	werden	VAINF	werden	_	RC	17
32	,	,	$,	,	_	--	31
33	als	als	KOUS	als	_	CM	36
34	sie	sie	PPER	Sie	nom|pl|*|3	SB	36
35	zuvor	zuvor	ADV	zuvor	_	MO	36
36	waren	waren	VAFIN	sein	pl|3|past|ind	CC	29
37	.	.	SENT	.	_	--	36

1	§.	§.	$(	§	nom|sg|*|pos	--	0
2	46.	46.	CARD	@ord@	gen|pl|neut|pos	--	0

1	Da	Da	KOUS	da	_	CP	8
2	ich	ich	PPER	ich	nom|sg|*|1	SB	8
3	nun	nun	ADV	nun	_	MO	7
4	diese	diese	PDAT	dies	acc|sg|fem	NK	5
5	Sache	Sache	NN	Sache	nom|sg|fem	OA	7
6	uͤberhaupt	überhaupt	ADV	überhaupt	_	MO	7
7	entworfen	entworfen	VVPP	entwerfen	_	OC	8
8	habe	habe	VAFIN	haben	sg|3|pres|subj	RE	10
9	/	/	$,	/	_	--	8
10	so	so	ADV	so	_	MO	11
11	will	will	VMFIN	wollen	sg|1|pres|ind	--	0
12	ich	ich	PPER	ich	nom|sg|*|1	SB	11
13	auch	auch	ADV	auch	_	MO	11
14	zu	zu	APPR	zu	_	MO	20
15	einer	einer	ART	ein	dat|sg|fem	NK	17
16	genauern	genaueren	ADJA	genau	dat|sg|fem|comp	NK	17
17	Erklaͤrung	Erklärung	NN	Erklärung	dat|sg|fem	NK	14
18	und	und	KON	und	_	CD	17
19	Beschreibung	Beschreibung	NN	Beschreibung	dat|sg|fem	CJ	18
20	schreiten	schreiten	VVFIN	schreiten	pl|3|pres|ind	OC	11
21	.	.	SENT	.	_	--	20

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	werde	werde	VAFIN	werden	sg|1|pres|ind	--	0
3	dabey	dabei	PAV	dabei	_	MO	7
4	den	den	ART	d	acc|sg|masc	NK	6
5	griechischen	griechischen	ADJA	griechisch	dat|pl|neut|pos	NK	6
6	Scribenten	Skribenten	NN	Scribent	dat|pl|neut	DA	7
7	folgen	folgen	VVINF	folgen	_	OC	2
8	,	,	$,	,	_	--	7
9	die	die	ART	d	nom|pl|fem	OA	11
10	Meibom	Maibohm	NN	Maibohm	nom|sg|*	SB	23
11	gesammlet	gesammelt	VVPP	sammeln	_	OC	23
12	und	und	KON	und	_	CD	11
13	in	in	APPR	in	_	MO	22
14	einem	einem	ART	ein	dat|sg|neut	NK	15
15	Bande	Bande	NN	Bande	dat|sg|neut	NK	13
16	mit	mit	APPR	mit	_	MNR	15
17	verschiedenen	verschiedenen	ADJA	verschieden	dat|pl|masc|pos	NK	21
18	vernuͤnftigen	vernünftigen	ADJA	vernünftig	dat|pl|masc|pos	NK	21
19	und	und	KON	und	_	CD	18
20	gelehrten	gelehrten	ADJA	gelehrt	dat|pl|fem|pos	CJ	19
21	Anmerkungen	Anmerkungen	NN	Anmerkung	dat|pl|fem	NK	16
22	herausgegeben	herausgegeben	VVPP	herausgeben	_	CJ	12
23	hat	hat	VAFIN	haben	sg|3|pres|ind	RC	6
24	.	.	SENT	.	_	--	23

1	Genus	Genus	NN	Genus	nom|sg|masc	SB	4
2	oder	oder	KON	oder	_	CD	1
3	Geschlecht	Geschlecht	NN	Geschlecht	nom|sg|neut	CJ	2
4	war	war	VAFIN	sein	sg|3|past|ind	--	0
5	also	also	ADV	also	_	MO	4
6	bey	bei	APPR	bei	_	MO	4
7	den	den	ART	d	dat|pl|masc	NK	8
8	Griechen	Griechen	NN	Grieche	dat|pl|neut	NK	6
9	eine	eine	ART	ein	nom|sg|fem	NK	11
10	gewisse	gewisse	ADJA	gewiß	nom|sg|fem|pos	NK	11
11	Eintheilung	Einteilung	NN	Einteilung	nom|sg|fem	PD	4
12	der	der	ART	d	gen|pl|fem	NK	13
13	Tetrachorden	Tetrachorden	NE	Tetrachorden	gen|pl|fem	AG	11
14	.	.	SENT	.	_	--	13

1	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
2	hatten	hatten	VAFIN	haben	pl|3|past|ind	--	0
3	aber	aber	ADV	aber	_	MO	2
4	drey	drei	CARD	drei	_	NK	5
5	Geschlechte	Geschlecht	NN	Geschlecht	dat|sg|neut	OA	2
6	.	.	SENT	.	_	--	5

1	Das	Das	ART	d	nom|sg|neut	NK	2
2	erste	erste	NA	Erste	nom|sg|neut	SB	3
3	war	war	VAFIN	sein	sg|3|past|ind	--	0
4	das	das	ART	d	nom|sg|neut	NK	5
5	Enharmonische	Enharmonische	NN	Enharmonische	nom|sg|neut	SB	3
6	,	,	$,	,	_	--	5
7	das	das	ART	d	nom|sg|neut	NK	8
8	zweyte	zweite	NA	Zweite	acc|sg|neut|pos	PD	3
9	das	das	ART	d	acc|sg|neut	NK	10
10	Chromatische	Chromatische	NN	Chromatische	acc|sg|neut	CJ	8
11	/	/	$,	/	_	--	10
12	und	und	KON	und	_	CD	10
13	das	das	ART	d	acc|sg|neut	SB	16
14	dritte	dritte	NA	Dritte	acc|sg|neut|pos	MNR	13
15	das	das	ART	d	acc|sg|neut	NK	16
16	Diatonische	Diatonische	NN	Diatonische	acc|sg|neut	CJ	12
17	.	.	SENT	.	_	--	16

1	Diese	Diese	PDAT	dies	nom|pl|neut	NK	2
2	Geschlechte	Geschlecht	NN	Geschlecht	nom|sg|fem	SB	3
3	waren	waren	VAFIN	sein	pl|3|past|ind	--	0
4	nun	nun	ADV	nun	_	MO	3
5	saͤmtlich	sämtlich	ADJD	sämtlich	pos	PD	3
6	durch	durch	APPR	durch	_	MO	21
7	die	die	ART	d	acc|sg|fem	NK	8
8	Enge	Enge	NN	Enge	acc|sg|fem	NK	6
9	oder	oder	KON	oder	_	CD	8
10	Weite	Weite	NN	Weite	acc|sg|fem	CJ	9
11	der	der	ART	d	gen|pl|fem	NK	12
12	Intervallen	Intervallen	NN	Intervall	gen|pl|fem	AG	8
13	,	,	$,	,	_	--	12
14	die	die	PRELS	d	nom|sg|fem	SB	19
15	sich	sich	PRF	er|es|sie	acc|sg|3	OA	19
16	in	in	APPR	in	_	MO	19
17	den	den	ART	d	dat|pl|fem	NK	18
18	Tetrachorden	Tetrachorden	NE	Tetrachorden	dat|pl|fem	NK	16
19	befanden	befanden	VVFIN	befinden	pl|3|past|ind	RC	12
20	,	,	$,	,	_	--	19
21	unterschieden	unterschieden	VVPP	unterscheiden	_	PD	3
22	.	.	SENT	.	_	--	21

1	§.	§.	$(	§	nom|sg|*|pos	--	0
2	47.	47.	CARD	@ord@	nom|sg|masc|pos	--	0

1	Diesen	Diesen	PDS	dies	acc|sg|masc	NK	2
2	Unterschied	Unterschied	NN	Unterschied	acc|sg|masc	OA	9
3	der	der	ART	d	gen|pl|masc	NK	5
4	dreyen	drei	CARD	drei	_	NK	5
5	Geschlechten	Geschlechten	NN	Geschlecht	dat|pl|neut	AG	2
6	desto	desto	KON	desto	_	MO	7
7	besser	besser	ADJD	gut	comp	MO	9
8	zu	zu	PTKZU	zu	_	PM	9
9	erkennen	erkennen	VVINF	erkennen	_	OC	11
10	/	/	$,	/	_	--	9
11	setze	setze	VVFIN	setzen	sg|3|pres|subj	--	0
12	ich	ich	PPER	ich	nom|sg|*|1	SB	11
13	die	die	ART	d	acc|sg|fem	NK	14
14	Beschaffenheit	Beschaffenheit	NN	Beschaffenheit	acc|sg|fem	OA	11
15	des	des	ART	d	gen|sg|masc	NK	16
16	Tetrachords	Tetrachords	NN	Tetrachords	gen|sg|masc	AG	14
17	voraus	voraus	PTKVZ	voraus	_	SVP	11
18	.	.	SENT	.	_	--	17

1	Ein	Ein	ART	ein	nom|sg|neut	NK	2
2	Tetrachordum	Tetrachordum	NE	Tetrachordum	nom|sg|neut	SB	4
3	aber	aber	ADV	aber	_	MO	2
4	enthielt	enthielt	VVFIN	enthalten	sg|3|past|ind	--	0
5	zweene	zweene	CARD	zwei	nom|sg|neut|pos	NK	7
6	ganze	ganze	ADJA	ganz	acc|pl|*|pos	NK	7
7	Thoͤne	Töne	NN	Ton	acc|pl|masc	OA	4
8	und	und	KON	und	_	CD	7
9	einen	einen	ART	ein	acc|sg|masc	NK	12
10	grossen	großen	ADJA	groß	acc|sg|masc|pos	NK	12
11	halben	halben	ADJA	halb	acc|sg|masc|pos	NK	12
12	Thon	Ton	NN	Ton	acc|sg|masc	CJ	8
13	;	;	SENT	;	_	--	12

1	woraus	woraus	PWAV	woraus	_	MO	3
2	zu	zu	PTKZU	zu	_	PM	3
3	sehen	sehen	VVINF	sehen	_	OC	17
4	,	,	$,	,	_	--	3
5	daß	daß	KOUS	daß	_	CP	17
6	es	es	PPER	es	nom|sg|neut|3	SB	17
7	wuͤrklich	wirklich	ADJD	wirklich	pos	MO	17
8	die	die	ART	d	acc|sg|fem	NK	16
9	im	im	APPRART	im	dat|sg|neut	MO	12
10	19	19	CARD	@card@	_	NK	11
11	§.	§.	NN	§	*|*|neut	NK	9
12	beschriebene	beschriebene	VVFIN	beschreiben	nom|sg|neut|pos	NK	16
13	kleine	kleine	ADJA	klein	acc|sg|neut|pos	NK	16
14	oder	oder	KON	oder	_	CD	13
15	vollkommene	vollkommene	ADJA	vollkommen	nom|sg|fem|pos	CJ	14
16	Quarte	Quarte	NN	Quarte	nom|sg|fem	PD	17
17	war	war	VAFIN	sein	sg|3|past|ind	--	0
18	.	.	SENT	.	_	--	17

1	Was	Was	PWS	was	nom|sg|neut	PD	10
2	ein	ein	ART	ein	nom|sg|masc	NK	4
3	ganzer	ganzer	ADJA	ganz	nom|sg|masc|pos	NK	4
4	Thon	Ton	NN	Ton	nom|sg|masc	SB	10
5	und	und	KON	und	_	CD	4
6	ein	ein	ART	ein	nom|sg|masc	NK	9
7	grosser	großer	ADJA	groß	nom|sg|masc|pos	NK	9
8	halber	halber	ADJA	halb	nom|sg|masc|pos	NK	9
9	Thon	Ton	NN	Ton	nom|sg|masc	CJ	5
10	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
11	/	/	$,	/	_	--	10
12	erklaͤret	erkläret	VVPP	erklären	sg|3|pres|ind	PD	10
13	ebenfalls	ebenfalls	ADV	ebenfalls	_	MO	12
14	angefuͤhrter	angeführter	ADJA	angeführter	comp	MO	15
15	19	19	CARD	@card@	_	NK	16
16	§.	§.	NN	§	nom|pl|fem	OA	12

1	Ein	Ein	ART	ein	nom|sg|masc	NK	3
2	ganzer	ganzer	ADJA	ganz	nom|sg|masc|pos	NK	3
3	Thon	Ton	NN	Ton	nom|sg|masc	SB	4
4	enthaͤlt	enthält	VVFIN	enthalten	sg|3|pres|ind	--	0
5	nun	nun	ADV	nun	_	MO	4
6	zweene	zweene	CARD	zwei	acc|pl|neut|pos	NK	7
7	Theile	Teile	NN	Teil	acc|pl|neut	OA	4
8	oder	oder	KON	oder	_	CD	7
9	halbe	halbe	ADJA	halb	nom|pl|masc|pos	NK	10
10	Thoͤne	Töne	NN	Ton	nom|pl|masc	CJ	8
11	/	/	$,	/	_	--	10
12	davon	davon	PAV	davon	_	MO	14
13	einer	einer	PIS	ein	nom|sg|masc	SB	12
14	groß	groß	ADJD	groß	pos	MO	4
15	,	,	$,	,	_	--	14
16	der	der	PRELS	d	nom|sg|masc	NK	17
17	andere	andere	PIS	ander	nom|sg|masc|pos	SB	20
18	aber	aber	ADV	aber	_	MO	20
19	klein	klein	ADJD	klein	pos	PD	20
20	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	4
21	.	.	SENT	.	_	--	20

1	Jener	Jener	PDS	jen	nom|sg|masc	SB	2
2	bestehet	bestehet	VVFIN	bestehen	sg|3|pres|ind	--	0
3	aus	aus	APPR	aus	_	OP	2
4	zweenen	zweenen	CARD	zweenen	dat|pl|fem|pos	NK	6
5	halben	halben	ADJA	halb	dat|pl|masc|pos	NK	6
6	Theilen	Teilen	NN	Teil	dat|pl|masc	NK	3
7	,	,	$,	,	_	--	6
8	und	und	KON	und	_	CD	3
9	etwas	etwas	PIS	etwas	_	MO	10
10	druͤber	drüber	PAV	drüber	_	CC	14
11	,	,	$,	,	_	--	10
12	die	die	PRELS	d	acc|sg|fem	OA	14
13	er	er	PPER	er	nom|sg|masc|3	SB	14
14	aber	aber	ADV	aber	_	MO	16
15	allein	allein	ADV	allein	_	MO	16
16	aus	aus	APPR	aus	_	CJ	8
17	zweenen	zweenen	CARD	zweenen	dat|pl|masc|pos	NK	19
18	halben	halben	ADJA	halb	dat|pl|masc|pos	NK	19
19	Theilen	Teilen	NN	Teil	dat|pl|masc	NK	16
20	.	.	SENT	.	_	--	19

1	Einen	Einen	ART	ein	acc|sg|masc	NK	3
2	solchen	solchen	PIAT	solch	acc|sg|masc	NK	3
3	Theil	Teil	NN	Teil	nom|sg|masc	OA	8
4	eines	eines	ART	ein	gen|sg|neut	NK	6
5	halben	halben	ADJA	halb	gen|sg|masc|pos	NK	6
6	Thones	Tons	NN	Ton	gen|sg|masc	AG	3
7	,	,	$,	,	_	--	6
8	nennet	nennet	VVFIN	nennen	sg|3|pres|ind	--	0
9	man	man	PIS	man	nom|sg|*	SB	8
10	Diesis	Diesis	NE	Diesis	dat|sg|*	SB	8
11	.	.	SENT	.	_	--	10

1	Das	Das	PDS	d	nom|sg|neut	SB	2
2	war	war	VAFIN	sein	sg|3|past|ind	--	0
3	also	also	ADV	also	_	MO	2
4	das	das	ART	d	nom|sg|neut	NK	7
5	so	so	ADV	so	_	MO	6
6	genannte	genannte	ADJA	genannt	nom|sg|neut|pos	NK	7
7	Tetrachordum	Tetrachordum	NE	Tetrachordum	nom|sg|neut	PD	2
8	.	.	SENT	.	_	--	7

1	Wie	Wie	KOUS	wie	_	MO	9
2	man	man	PIS	man	nom|sg|*	SB	9
3	nun	nun	ADV	nun	_	MO	9
4	diese	diese	PDAT	dies	acc|pl|neut	NK	5
5	Theile	Teile	NN	Teil	acc|pl|masc	OA	8
6	auf	auf	APPR	auf	_	MO	8
7	einander	einander	PRF	einander	_	NK	6
8	folgen	folgen	VVINF	folgen	_	OC	9
9	ließ	ließ	VVFIN	lassen	sg|3|past|ind	MO	12
10	,	,	$,	,	_	--	9
11	darnach	darnach	PAV	danach	_	MO	12
12	beurtheilte	beurteilte	VVFIN	beurteilen	sg|3|past|ind	--	0
13	man	man	PIS	man	nom|sg|*	SB	12
14	auch	auch	ADV	auch	_	MO	16
15	das	das	ART	d	acc|sg|neut	NK	16
16	Geschlecht	Geschlecht	NN	Geschlecht	acc|sg|neut	OA	12
17	/	/	$,	/	_	--	16
18	wie	wie	KOUS	wie	_	CM	24
19	wir	wir	PPER	wir	nom|pl|*|1	SB	24
20	in	in	APPR	in	_	MO	23
21	folgenden	folgenden	ADJA	folgend	pl|1|pres|ind	NK	20
22	ausfuͤhrlicher	ausführlicher	ADJA	ausführlich	comp	MO	23
23	sehen	sehen	VVINF	sehen	_	OC	24
24	werden	werden	VAFIN	werden	pl|3|pres|ind	CC	16
25	.	.	SENT	.	_	--	24

1	§.	§.	$(	§	_	NK	2
2	48.	48.	CARD	@ord@	_	--	0

1	Ein	Ein	ART	ein	nom|sg|neut	NK	2
2	Tetrachordum	Tetrachordum	NE	Tetrachordum	nom|sg|neut	SB	6
3	im	im	APPRART	im	dat|sg|neut	MNR	2
4	Enarmonischen	Enarmonischen	NN	Enarmonischen	dat|sg|neut|pos	NK	5
5	Geschlecht	Geschlecht	NN	Geschlecht	dat|sg|neut	NK	3
6	bestund	bestund	ADJD	bestund	sg|3|past|ind	--	0
7	aber	aber	ADV	aber	_	MO	6
8	bey	bei	APPR	bei	_	MO	6
9	den	den	ART	d	dat|pl|*	NK	10
10	Alten	Alten	NN	Alte	dat|pl|*	NK	8
11	/	/	$,	/	_	--	10
12	wenn	wenn	KOUS	wenn	_	CP	17
13	man	man	PIS	man	nom|sg|*	SB	17
14	von	von	APPR	von	_	MO	17
15	unten	unten	ADV	unten	_	NK	14
16	hinauf	hinauf	PTKVZ	hinauf	_	AC	14
17	zehlte	zählte	VVFIN	zählen	sg|3|past|ind	MO	6
18	,	,	$,	,	_	--	17
19	erstlich	erstlich	ADV	erstlich	pos	MO	20
20	aus	aus	APPR	aus	_	CJ	17
21	zweenen	zweenen	CARD	zweenen	dat|pl|fem|pos	NK	23
22	abgesonderten	abgesonderten	ADJA	abgesonderten	dat|pl|masc|pos	NK	23
23	Theilen	Teilen	NN	Teil	dat|pl|masc	NK	20
24	eines	eines	ART	ein	gen|sg|neut	NK	26
25	halben	halben	ADJA	halb	gen|sg|neut|pos	NK	26
26	Thones	Tons	NN	Ton	gen|sg|neut	AG	23
27	,	,	$,	,	_	--	26
28	und	und	KON	und	_	CD	20
29	dann	dann	ADV	dann	_	MO	30
30	aus	aus	APPR	aus	_	CJ	28
31	einer	einer	ART	ein	dat|sg|fem	NK	33
32	grossen	großen	ADJA	groß	dat|sg|fem|pos	NK	33
33	Terz	Terz	NN	Terz	dat|sg|fem	NK	30
34	,	,	$,	,	_	--	33
35	oder	oder	KON	oder	_	CD	30
36	aus	aus	APPR	aus	_	CJ	35
37	einem	einem	ART	ein	dat|sg|masc	NK	38
38	Intervall	Intervall	NN	Intervall	dat|sg|masc	NK	36
39	von	von	APPR	von	_	PG	38
40	zweenen	zweenen	CARD	zweenen	dat|pl|neut|pos	NK	42
41	ganzen	ganzen	ADJA	ganz	dat|pl|neut|pos	NK	42
42	Thoͤnen	Tönen	NN	Ton	dat|pl|masc	NK	39
43	.	.	SENT	.	_	--	42

1	Im	Im	APPRART	im	dat|sg|masc	MO	4
2	Chromatischen	Chromatischen	NN	Chromatischen	dat|sg|neut|pos	NK	3
3	Geschlecht	Geschlecht	NN	Geschlecht	dat|sg|neut	NK	1
4	enthielt	enthielt	VVFIN	enthalten	sg|3|past|ind	--	0
5	das	das	ART	d	nom|sg|neut	NK	6
6	Tetrachordum	Tetrachordum	NE	Tetrachordum	nom|sg|neut	SB	4
7	/	/	$,	/	_	--	6
8	aufwaͤrts	aufwärts	ADV	aufwärts	_	MO	9
9	betrachtet	betrachtet	VVPP	betrachten	_	MO	4
10	,	,	$,	,	_	--	9
11	erstlich	erstlich	ADV	erstlich	pos	MO	12
12	zweene	zweene	CARD	zwei	acc|sg|fem|pos	NK	14
13	halbe	halbe	ADJA	halb	acc|sg|fem|pos	NK	14
14	Thoͤne	Töne	NN	Ton	nom|pl|masc	OA	4
15	/	/	$,	/	_	--	14
16	und	und	KON	und	_	CD	14
17	noch	noch	ADV	noch	_	MO	20
18	eine	eine	ART	ein	acc|sg|fem	NK	20
19	kleine	kleine	ADJA	klein	acc|sg|fem|pos	NK	20
20	Terz	Terz	NN	Terz	acc|sg|fem	CJ	16
21	/	/	$,	/	_	--	20
22	oder	oder	KON	oder	_	CD	14
23	ein	ein	ART	ein	nom|sg|masc	NK	24
24	Intervall	Intervall	NN	Intervall	nom|sg|masc	CJ	22
25	von	von	APPR	von	_	PG	24
26	dreyen	drei	CARD	drei	_	NK	28
27	halben	halben	ADJA	halb	dat|pl|masc|pos	NK	28
28	Thoͤnen	Tönen	NN	Ton	dat|pl|masc	NK	25
29	.	.	SENT	.	_	--	28

1	Endlich	Endlich	ADV	endlich	_	MO	2
2	begriff	begriff	VVFIN	begreifen	sg|3|past|ind	--	0
3	das	das	ART	d	nom|sg|neut	NK	4
4	Tetrachordum	Tetrachordum	NE	Tetrachordum	nom|sg|neut	SB	2
5	des	des	ART	d	gen|sg|masc	NK	7
6	Diatonischen	Diatonischen	ADJA	Diatonischen	gen|sg|neut|pos	NK	7
