

1	Umbstaͤndige	Umbständige	ADJA	Umbständige	nom|sg|fem|pos	NK	2
14	Buß	Buße	NN	Buße	gen|sg|fem	AG	5
15	schencken	schenken	VVINF	schenken	_	MO	2
16	/	/	$,	/	_	--	15
17	dann	dann	KON	dann	_	MO	18
18	dise	diese	PDS	dies	nom|pl|*	SB	19
19	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	2
20	allein	allein	ADV	allein	_	MO	19
21	noch	noch	ADV	noch	_	MO	19
22	der	der	ART	d	gen|pl|fem	NK	23
23	Schwammen	Schwammen	NN	Schwammen	gen|pl|neut	AG	18
24	/	/	$,	/	_	--	23
25	der	der	PRELS	d	gen|sg|fem	NK	26
26	eure	eure	PPOSAT	euer	gen|sg|fem	AG	23
27	Suͤnd	sühnt	ADJD	sühnt	sg|3|pres|ind	SB	28
28	kan	kann	VMFIN	können	sg|3|pres|ind	RE	8
29	abwaschen	abwaschen	VVINF	abwaschen	_	OC	28
30	/	/	$,	/	_	--	29
31	dise	diese	PDS	dies	nom|sg|fem	SB	32
32	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	28
33	allein	allein	ADV	allein	_	MO	35
34	das	das	ART	d	nom|sg|neut	NK	35
35	Feur	Feur	NN	Feuer	nom|sg|neut	PD	32
36	/	/	$,	/	_	--	35
37	welches	welches	PRELS	welch	nom|sg|neut	SB	40
38	eurern	euren	PPOSAT	euer	acc|sg|masc|pos	NK	39
39	Schuldbrieff	Schuldbrieff	NN	Schuldbrieff	acc|sg|masc	OA	41
40	kan	kann	VMFIN	können	sg|3|pres|ind	CJ	32
41	verbrennen	verbrennen	VVINF	verbrennen	_	OC	40
42	/	/	$,	/	_	--	41
43	dise	diese	PDS	dies	nom|sg|fem	SB	44
44	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	40
45	allein	allein	ADV	allein	_	MO	47
46	der	der	ART	d	nom|sg|masc	NK	47
47	Nast	Nast	NE	Nast	nom|sg|masc	PD	44
48	/	/	$,	/	_	--	47
49	an	an	APPR	an	_	MO	60
50	dem	dem	PRELS	d	dat|sg|masc	NK	49
51	ihr	ihr	PPER	Ihr	dat|sg|fem|3	DA	61
52	euch	euch	PPER	ihr	dat|pl|*|2	DA	61
53	noch	noch	ADV	noch	_	MO	54
54	vor	vor	APPR	vor	_	MO	61
55	dem	dem	ART	d	dat|sg|masc	NK	56
56	Fall	Fall	NN	Fall	dat|sg|masc	NK	54
57	der	der	ART	d	gen|sg|fem	NK	59
58	ewigen	ewigen	ADJA	ewig	gen|sg|fem|pos	NK	59
59	Verdamnuß	Verdamnuß	NN	Verdamnuß	gen|sg|fem	AG	56
60	koͤnnt	könnt	VVFIN	können	pos	MO	61
61	erhalten	erhalten	VVINF	erhalten	_	OC	44
62	:	:	SENT	:	_	--	61

1	Bußzaͤher	Bußzäher	ADJD	Bußzäher	nom|pl|masc	SB	3
2	/	/	$,	/	_	--	1
3	glaubet	glaubet	VVFIN	glaubet	sg|3|pres|ind	--	0
4	/	/	$,	/	_	--	3
5	daß	daß	KOUS	daß	_	CP	28
6	sie	sie	PPER	Sie	nom|pl|masc|3	SB	28
7	seyn	sein	VAFIN	sein	acc|sg|neut	NK	9
8	das	das	ART	d	acc|sg|neut	NK	9
9	Schaidwasser	Schaidwasser	NN	Schaidwasser	acc|sg|neut	OA	28
10	/	/	$,	/	_	--	9
11	welches	welches	PRELS	welch	acc|sg|neut	SB	15
12	noch	noch	ADV	noch	_	MO	15
13	die	die	ART	d	acc|pl|fem	NK	14
14	Ketten	Ketten	NN	Kette	acc|pl|fem	SB	15
15	kan	kann	VMFIN	können	sg|3|pres|ind	NK	9
16	zertrennen	zertrennen	VVINF	zertrennen	_	OC	15
17	/	/	$,	/	_	--	16
18	mit	mit	APPR	mit	_	MO	28
19	dero	deren	PRELS	d	dat|sg|fem	NK	18
20	ihr	ihr	PPER	Ihr	dat|sg|fem|3	DA	28
21	an	an	APPR	an	_	MO	28
22	die	die	ART	d	acc|sg|fem	NK	23
23	Dienstbarkeit	Dienstbarkeit	NN	Dienstbarkeit	acc|sg|fem	NK	21
24	deß	dessen	PDAT	d	gen|sg|masc	AG	26
25	boͤsen	bösen	ADJA	böse	gen|sg|masc|pos	NK	26
26	Feinds	Feinds	NN	Feinds	gen|sg|masc	AG	23
27	seyt	seit	VAFIN	sein	_	MO	11
28	angefesselt	angefesselt	VVPP	angefesselt	_	OC	3
29	;	;	SENT	;	_	--	28

1	die	die	ART	d	nom|sg|fem	NK	3
2	reuende	reuende	ADJA	reuende	nom|sg|fem|pos	NK	3
3	Hertz-Klopffer	Hertz-Klopffer	NN	Hertz-Klopffer	nom|sg|fem	SB	5
4	/	/	$,	/	_	--	3
5	haltet	haltet	VVIMP	halten	sg|3|pres|ind	--	0
6	fuͤr	für	APPR	für	_	MO	5
7	gewiß	gewiß	ADJD	gewiß	_	NK	6
8	/	/	$,	/	_	--	7
9	koͤnnen	können	VMFIN	können	pl|3|pres|ind	CJ	5
10	noch	noch	ADV	noch	_	MO	9
11	die	die	ART	d	nom|pl|masc	NK	14
12	euch	euch	PPER	ihr	dat|pl|*|2	DA	13
13	versperrte	versperrte	VVFIN	versperren	acc|sg|fem|pos	NK	14
14	Himmels-Thuͤr	Himmels-Thür	NN	Himmels-Thür	acc|sg|fem	OA	15
15	einschlagen	einschlagen	VVFIN	einschlagen	_	OC	9
16	:	:	SENT	:	_	--	15

1	die	die	ART	d	nom|sg|fem	NK	3
2	inbruͤnstige	inbrünstige	ADJA	inbrünstige	nom|sg|fem|pos	NK	3
3	Seufftzer	Seufzer	NN	Seufzer	acc|pl|masc	SB	8
4	/	/	$,	/	_	--	3
5	trauet	trauet	VVFIN	trauen	sg|3|pres|ind	PAR	3
6	wohl	wohl	ADV	wohl	_	MO	5
7	/	/	$,	/	_	--	6
8	seynd	sind	VAFIN	sein	pl|3|pres|ind	--	0
9	noch	noch	ADV	noch	_	MO	8
10	die	die	ART	d	nom|sg|fem	NK	11
11	Music	Musik	NN	Musik	acc|sg|fem	SB	8
12	/	/	$,	/	_	--	11
13	so	so	PTKREL	so	_	MO	14
14	GOttes	Gottes	NE	Gott	gen|sg|masc	AG	11
15	Zorn	Zorn	NN	Zorn	nom|sg|masc	NK	14
16	koͤnnen	können	VMFIN	können	pl|3|pres|ind	RE	13
17	lindern	lindern	VVINF	lindern	_	OC	16
18	;	;	SENT	;	_	--	17

1	auff	auf	ADV	auf	_	--	0
2	!	!	SENT	!	_	--	1

1	auff	auf	ADV	auf	_	--	0
2	!	!	SENT	!	_	--	1

1	bereitet	bereitet	VVFIN	bereiten	sg|3|pres|ind	--	0
2	euch	euch	PPER	ihr	dat|pl|*|2	DA	1
3	zu	zu	APPR	zu	_	MO	1
4	der	der	ART	d	dat|sg|fem	NK	5
5	Reiß	Reis	NN	Reis	dat|sg|fem	NK	3
6	in	in	APPR	in	_	MNR	5
7	die	die	ART	d	acc|sg|fem	NK	8
8	Ewigkeit	Ewigkeit	NN	Ewigkeit	acc|sg|fem	NK	6
9	/	/	$,	/	_	--	8
10	damit	damit	PAV	damit	_	MO	1
11	wenigst	wenigste	NA	wenigst	_	MO	1
12	/	/	$,	/	_	--	11
13	wo	wo	PWAVREL	wo	_	MO	27
14	ihr	ihr	PPER	Ihr	dat|sg|fem|3	DA	27
15	das	das	ART	d	acc|sg|neut	NK	17
16	zeitliche	zeitliche	ADJA	zeitlich	acc|sg|neut|pos	NK	17
17	Leben	Leben	NN	Leben	acc|sg|neut	SB	18
18	muͤsset	müsset	VMFIN	müsset	sg|3|pres|ind	NK	8
19	dran	dran	PAV	daran	_	MO	20
20	wagen	wagen	VVINF	wagen	_	OC	18
21	/	/	$,	/	_	--	20
22	nicht	nicht	PTKNEG	nicht	_	NG	27
23	zugleich	zugleich	ADV	zugleich	_	MO	27
24	auch	auch	ADV	auch	_	MO	26
25	das	das	ART	d	acc|sg|neut	NK	26
26	Ewige	Ewige	ADJA	ewig	acc|sg|neut	OA	27
27	verschertzet	verscherzet	ADJA	verscherzet	sg|3|pres|ind	RC	11
28	/	/	$,	/	_	--	27
29	auff	auf	APPR	auf	_	SVP	1
30	;	;	SENT	;	_	--	29

1	auff	auf	ADV	auf	_	--	0
2	;	;	SENT	;	_	--	1

1	beynebens	beynebens	ADV	beynebens	_	MO	3
2	auch	auch	ADV	auch	_	MO	3
3	ihr	ihr	PPOSAT	ihr	dat|sg|fem|3	DA	16
4	vnschuldige	vnschuldige	NN	vnschuldige	acc|pl|fem|pos	NK	5
5	Menschen	Menschen	NN	Mensch	acc|pl|masc	SB	37
6	/	/	$,	/	_	--	5
7	es	es	PPER	es	nom|sg|neut|3	SB	8
8	ist	ist	VAFIN	sein	sg|3|pres|ind	PAR	5
9	also	also	ADV	also	_	MO	16
10	in	in	APPR	in	_	MO	16
11	dem	dem	ART	d	dat|sg|masc	NK	13
12	geheimen	geheimen	ADJA	geheim	dat|sg|masc|pos	NK	13
13	Rath	Rat	NN	Rat	dat|sg|masc	NK	10
14	deß	dessen	PDAT	d	gen|sg|masc	AG	15
15	Allerhoͤchsten	Allerhöchsten	NN	Allerhöchsten	nom|pl|fem	OA	16
16	beschlossen	beschlossen	VVPP	beschließen	_	PD	8
17	/	/	$,	/	_	--	16
18	das	das	PDS	d	acc|sg|neut	NK	37
19	/	/	$,	/	_	--	18
20	ob	ob	KOUS	ob	_	CP	31
21	ihr	ihr	PPER	Ihr	dat|sg|fem|3	SB	31
22	zwar	zwar	ADV	zwar	_	MO	31
23	durch	durch	APPR	durch	_	MO	31
24	einen	einen	ART	ein	acc|sg|masc	NK	25
25	Christlichen	Christlichen	ADJA	christlich	acc|sg|masc	NK	23
26	Wandl	wandle	VVFIN	wandeln	sg|3|pres|subj	MO	31
27	den	den	ART	d	dat|pl|masc	NK	28
28	Zorn	Zorn	NN	Zorn	acc|sg|masc	OA	31
29	Gottes	Gottes	NE	Gott	gen|sg|masc	AG	28
30	nicht	nicht	PTKNEG	nicht	_	NG	31
31	auffgehetzet	auffgehetzet	VVFIN	auffgehetzet	sg|3|pres|ind	MO	37
32	/	/	$,	/	_	--	31
33	gleichwohl	gleichwohl	ADV	gleichwohl	_	MO	34
34	vil	vil	ADV	viel	pos	MO	37
35	auß	aus	APPR	aus	_	MO	37
36	euch	euch	PPER	ihr	acc|pl|*|2	NK	35
37	muͤssen	müssen	VMFIN	müssen	pl|3|pres|ind	--	0
38	den	den	ART	d	dat|pl|masc	NK	39
39	Schuldigen	Schuldigen	NN	schuldige	dat|pl|masc	DA	42
40	das	das	PDS	d	acc|sg|neut	NK	42
41	Glait	gleit	ADJD	gleit	pos	MO	42
42	geben	geben	VVINF	geben	_	OC	37
43	in	in	APPR	in	_	MO	47
44	die	die	ART	d	acc|sg|fem	NK	45
45	Ewigkeit	Ewigkeit	NN	Ewigkeit	acc|sg|fem	NK	43
46	/	/	$,	/	_	--	45
47	reiniget	reiniget	VVFIN	reinigen	sg|3|pres|ind	CJ	37
48	euch	euch	PPER	ihr	dat|pl|*|2	DA	47
49	demnach	demnach	ADV	demnach	_	MO	47
50	auch	auch	ADV	auch	_	MO	51
51	von	von	APPR	von	_	OP	47
52	den	den	ART	d	dat|pl|masc	NK	54
53	kleinen	kleinen	ADJA	klein	acc|sg|masc|pos	NK	54
54	Mackl	Mackl	NE	Mackl	acc|sg|masc	NK	51
55	/	/	$,	/	_	--	54
56	ohne	ohne	APPR	ohne	_	MO	63
57	welche	welche	PRELS	welch	acc|pl|neut	NK	60
58	wir	wir	PPER	wir	nom|pl|*|1	SB	63
59	elende	elende	ADJA	elend	nom|sg|masc|pos	NK	60
60	Adams-Kinder	Adams-Kinder	NN	Adams-Kinder	acc|pl|neut	NK	56
61	kaum	kaum	ADV	kaum	_	MO	62
62	leben	leben	VVINF	leben	_	OC	63
63	koͤnnen	können	VMINF	können	_	OC	54
64	/	/	$,	/	_	--	63
65	damit	damit	KOUS	damit	_	CP	71
66	ihr	ihr	PPER	Ihr	nom|pl|*|2	SB	71
67	der	der	ART	d	dat|sg|fem	NK	69
68	zeitlichen	zeitlichen	ADJA	zeitlich	dat|sg|fem|pos	NK	69
69	Straff	Straff	NN	Strafe	dat|sg|fem	DA	70
70	entgehen	entgehen	VVINF	entgehen	_	OC	71
71	moͤget	möget	VMFIN	mögen	sg|3|pres|ind	MO	47
72	;	;	SENT	;	_	--	71

1	auff	auf	APPR	auf	_	MO	4
2	solche	solche	PIAT	solch	acc|pl|neut	NK	3
3	Weiß	Weiß	NN	weiße	dat|sg|masc	NK	1
4	redeten	redeten	VVFIN	reden	pl|3|past|ind	--	0
5	einem	einem	ART	ein	dat|sg|masc	NK	6
6	jeden	jeden	PIS	jed	dat|sg|masc	DA	4
7	zu	zu	APPR	zu	_	MO	8
8	alle	alle	PIAT	all	nom|pl|fem	NK	9
9	Gassen	Gassen	NN	Gasse	nom|pl|fem	OA	4
10	/	/	$,	/	_	--	9
11	vnd	und	KON	und	_	CD	9
12	Strassen	Strassen	NN	Straße	dat|pl|fem	CJ	11
13	/	/	$,	/	_	--	12
14	vnd	und	KON	und	_	CD	4
15	das	das	ART	d	nom|sg|neut	NK	16
16	Pflaster	Pflaster	NN	Pflaster	nom|sg|neut	SB	24
17	/	/	$,	/	_	--	16
18	so	so	PTKREL	so	_	MO	22
19	man	man	PIS	man	nom|sg|*	SB	22
20	mit	mit	APPR	mit	_	MO	22
21	Fuͤssen	Füssen	NE	Füssen	dat|pl|fem	NK	20
22	tratte	tratte	NN	tratte	sg|3|past|ind	PAR	16
23	/	/	$,	/	_	--	22
24	erinnerte	erinnerte	VVFIN	erinnern	sg|3|past|ind	CJ	14
25	alle	alle	PIS	all	acc|pl|fem	MO	24
26	/	/	$,	/	_	--	25
27	daß	daß	KOUS	daß	_	CP	36
28	sie	sie	PPER	Sie	nom|pl|*|3	SB	36
29	ein	ein	ART	ein	acc|sg|neut	NK	30
30	Pflaster	Pflaster	NN	Pflaster	acc|sg|neut	OA	35
31	uͤber	über	APPR	über	_	MNR	30
32	ihre	ihre	PPOSAT	ihr	acc|pl|fem	NK	33
33	Gwissens-Wunden	Gwissens-Wunden	NN	Gwissens-Wunden	acc|pl|fem	NK	31
34	vnverweilig	vnverweilig	ADJD	vnverweilig	pos	MO	35
35	suchen	suchen	VVINF	suchen	_	OC	36
36	sollen	sollen	VMFIN	sollen	pl|3|pres|ind	CC	18
37	/	/	$,	/	_	--	36
38	wie	wie	KOUS	wie	_	CM	39
39	dann	dann	ADV	dann	_	MO	42
40	mit	mit	APPR	mit	_	MO	42
41	Verwunderung	Verwunderung	NN	Verwunderung	dat|sg|fem	NK	40
42	zusehen	zusehen	VVINF	zusehen	_	OC	43
43	war	war	VAFIN	sein	sg|3|past|ind	OC	36
44	/	/	$,	/	_	--	43
45	daß	daß	KOUS	daß	_	CP	51
46	die	die	ART	d	nom|sg|fem	NK	47
47	Leuth	Lloyd	NE	Lloyd	nom|sg|fem	SB	51
48	haͤuffig	häufig	ADJD	häufig	pos	MO	51
49	den	den	ART	d	acc|sg|masc	NK	50
50	Gottes-Haͤusern	Gottes-Häusern	NN	Gottes-Häusern	acc|sg|masc	OA	51
51	zugeeilt	zugeeilt	VVPP	zugeeilt	_	OC	36
52	/	/	$,	/	_	--	51
53	vnd	und	KON	und	_	CD	36
54	mit	mit	APPR	mit	_	MO	61
55	nassen	nassen	ADJA	naß	dat|pl|neut|pos	NK	56
56	Augen	Augen	NN	Auge	dat|pl|neut	NK	54
57	den	den	ART	d	dat|pl|masc	NK	58
58	Beicht-Vaͤttern	Beichtvätern	NN	Beichtvätern	dat|pl|masc	DA	61
59	zu	zu	APPR	zu	_	MO	61
60	Fuͤssen	Füssen	NE	Füssen	dat|pl|masc	NK	59
61	gfallen	gefallen	VVPP	fallen	_	OC	65
62	/	/	$,	/	_	--	61
63	sich	sich	PRF	er|es|sie	acc|pl|3	DA	61
64	also	also	ADV	also	_	MO	61
65	zu	zu	APPR	zu	_	CJ	53
66	dem	dem	ART	d	dat|sg|masc	NK	67
67	Todt	Tot	NN	Tod	dat|sg|masc	NK	65
68	gericht	Gericht	NN	Gericht	nom|sg|neut	NK	67
69	;	;	SENT	;	_	--	68

1	wie	wie	PWAV	wie	_	MO	11
2	dann	dann	ADV	dann	_	MO	11
3	deren	deren	PDAT	d	gen|pl|masc	AG	4
4	vil	vil	PIAT	viel	nom|sg|fem	SB	5
5	hundert	hundert	CARD	hundert	_	MO	11
6	kaum	kaum	ADV	kaum	_	MO	5
7	den	den	ART	d	acc|sg|masc	NK	8
8	Altar	Altar	NN	Altar	acc|sg|masc	OA	11
9	vnd	und	KON	und	_	CD	8
10	Kirchen	Kirchen	NN	Kirche	acc|pl|fem	CJ	9
11	verlassen	verlassen	VVINF	verlassen	_	MO	21
12	/	/	$,	/	_	--	11
13	in	in	APPR	in	_	MO	21
14	der	der	ART	d	dat|sg|fem	NK	15
15	Ruckkehr	Ruckkehr	NN	Ruckkehr	dat|sg|fem	NK	13
16	nach	nach	APPR	nach	_	MO	21
17	Hauß	Haus	NN	Haus	dat|sg|neut	NK	16
18	von	von	APPR	von	_	SBP	21
19	der	der	ART	d	dat|sg|fem	NK	20
20	Hand-GOttes	Hand-GOttes	NE	Hand-GOttes	dat|sg|fem	NK	18
21	beruͤhrt	berührt	VVPP	berühren	_	OC	22
22	worden	worden	VAPP	werden	_	PAR	49
23	/	/	$,	/	_	--	22
24	die	die	PRELS	d	acc|sg|fem	NK	25
25	Beul	Beul	NE	Beul	acc|sg|fem	OA	31
26	vnd	und	KON	und	_	CD	25
27	Tipel	Tippel	NE	Tippel	acc|pl|masc	CJ	26
28	an	an	APPR	an	_	MO	31
29	dem	dem	ART	d	dat|sg|masc	NK	30
30	Leib	Leib	NN	Leib	dat|sg|masc	NK	28
31	auffgefahren	aufgefahren	VVPP	aufgefahren	_	MO	40
32	/	/	$,	/	_	--	31
33	ja	ja	ADV	ja	_	MO	40
34	vil	vil	ADV	viel	_	OA	40
35	bereits	bereits	ADV	bereits	_	MO	36
36	vor	vor	APPR	vor	_	MO	40
37	dem	dem	ART	d	dat|sg|neut	NK	38
38	Beichtstuͤhlen	Beichtstühlen	NN	Beichtstühlen	dat|sg|neut	NK	36
39	vhrblaͤtzlich	vhrblätzlich	ADJD	vhrblätzlich	pos	MO	40
40	nidergefallen	niedergefallen	VVFIN	niedergefallen	_	OC	22
41	/	/	$,	/	_	--	40
42	das	das	KOUS	d	acc|sg|neut	NK	43
43	mans	Manns	PIS	man	acc|sg|neut	OA	49
44	halb	halb	ADJD	halb	pos	MO	45
45	todt	tot	ADJD	tot	pos	MO	49
46	zur	zur	APPRART	zur	dat|sg|fem	MO	49
47	Thuͤr	Tür	NN	Tür	dat|sg|fem	NK	46
48	hinauß	hinaus	ADV	hinaus	_	AC	36
49	schlaiffte	schleifte	VVFIN	schleifte	sg|3|past|ind	--	0
50	/	/	$,	/	_	--	49
51	etliche	etliche	PIS	etlich	nom|sg|fem|pos	SB	64
52	bey	bei	APPR	bei	_	MO	62
53	denen	denen	PDS	d	dat|pl|fem	NK	52
54	noch	noch	ADV	noch	_	MO	62
55	ein	ein	ART	ein	nom|sg|neut	NK	56
56	Fuͤnckl	Fünckl	NN	Fünckl	nom|sg|neut	OA	61
57	von	von	APPR	von	_	SBP	61
58	einer	einer	ART	ein	dat|sg|fem	NK	59
59	Curaggi	Curaggi	NE	Curaggi	dat|sg|fem	NK	57
60	sich	sich	PRF	er|es|sie	acc|sg|3	OA	61
61	blicken	blicken	VVFIN	blicken	_	OC	62
62	liesse	ließe	VVFIN	lassen	sg|3|past|subj	RC	43
63	/	/	$,	/	_	--	62
64	tratten	traten	VVFIN	treten	pl|3|past|ind	PAR	49
65	auff	auf	APPR	auf	_	MO	64
66	offentlicher	öffentlicher	ADJA	öffentlich	gen|pl|fem|pos	NK	67
67	Gassen	Gassen	NN	Gasse	dat|pl|fem	NK	65
68	zusammen	zusammen	PTKVZ	zusammen	_	SVP	64
69	/	/	$,	/	_	--	68
70	jedoch	jedoch	ADV	jedoch	_	CD	64
71	mit	mit	APPR	mit	_	MO	79
72	verstopfften	verstopften	ADJA	verstopft	dat|pl|masc|pos	NK	73
73	Naßloͤchern	Naßlöchern	NN	Naßlöchern	dat|pl|masc	NK	71
74	/	/	$,	/	_	--	73
75	vnd	und	KON	und	_	CD	73
76	gerauchten	gerauchten	ADJA	gerauchten	dat|pl|neut|pos	NK	77
77	Schnufftuͤchern	Schnufftüchern	NN	Schnufftüchern	dat|pl|neut	CJ	75
78	/	/	$,	/	_	--	77
79	ziechten	ziechten	VVFIN	ziechten	pl|3|past|ind	CJ	70
80	aber	aber	ADV	aber	_	MO	79
81	nicht	nicht	PTKNEG	nicht	_	NG	79
82	mehr	mehr	ADV	mehr	_	MO	81
83	an	an	APPR	an	_	SVP	79
84	nach	nach	APPR	nach	_	MO	79
85	alten	alten	ADJA	alt	dat|sg|masc|pos	NK	86
86	Brauch	Brauch	NN	Brauch	dat|sg|masc	NK	84
87	/	/	$,	/	_	--	86
88	was	was	PWREL	was	acc|sg|neut	SB	101
89	etwann	etwan	ADV	etwa	_	MO	101
90	der	der	ART	d	nom|sg|masc	NK	91
91	Curir	Kurier	NE	Kurier	nom|sg|masc	SB	101
92	auß	aus	APPR	aus	_	MNR	91
93	dem	dem	ART	d	dat|sg|neut	NK	94
94	Reich	Reich	NN	Reich	dat|sg|neut	NK	92
95	noch	noch	ADV	noch	_	MO	101
96	was	was	PWS	was	acc|sg|neut	SB	101
97	die	die	ART	d	acc|sg|fem	NK	98
98	Zeitung	Zeitung	NN	Zeitung	nom|sg|fem	SB	101
99	von	von	APPR	von	_	PG	98
100	Madritt	Madrid	NE	Madrid	dat|sg|neut	NK	99
101	mitfuͤhre	mitführe	VVFIN	mitführe	sg|3|past|subj	APP	7
102	/	/	$,	/	_	--	101
103	sonder	sonder	APPR	sonder	_	JU	105
104	es	es	PPER	es	nom|sg|neut|3	SB	105
105	ware	wäre	VAFIN	sein	sg|3|past|subj	OC	79
106	das	das	ART	d	nom|sg|neut	NK	108
107	traurige	traurige	ADJA	traurig	nom|sg|neut|pos	NK	108
108	Reden	Reden	NN	Rede	nom|sg|neut	PD	105
109	von	von	APPR	von	_	PG	108
110	dem	dem	ART	d	dat|sg|masc	NK	112
111	gegenwaͤrtigen	gegenwärtigen	ADJA	gegenwärtig	dat|sg|masc|pos	NK	112
112	Ellend	Elend	NN	Elend	dat|sg|masc	NK	109
113	/	/	$,	/	_	--	112
114	vnd	und	KON	und	_	CD	105
115	wann	wann	KOUS	wann	_	MO	121
116	sie	sie	PPER	Sie	nom|pl|masc|3	SB	121
117	nach	nach	APPR	nach	_	MO	121
118	abgekuͤrtzten	abgekürzten	ADJA	abgekürzten	dat|pl|neut|pos	NK	119
119	Discurs	Discurs	NN	Discurs	dat|pl|neut	NK	117
120	einander	einander	PRF	einander	_	OA	121
121	beurlaubten	beurlaubten	VVFIN	beurlaubten	dat|sg|fem|pos	PD	123
122	/	/	$,	/	_	--	121
123	seynd	sind	VAFIN	sein	pl|3|pres|ind	CJ	114
124	ihnen	ihnen	PPER	sie	dat|pl|*|3	DA	127
125	die	die	ART	d	nom|pl|fem	NK	126
126	Augen	Augen	NN	Auge	nom|pl|neut	SB	123
127	uͤbergangen	übergangen	VVPP	übergehen	_	OC	123
128	/	/	$,	/	_	--	127
129	als	als	KOKOM	als	_	MO	127
130	Prophezeyeten	Prophezeyeten	NN	Prophezeyeten	dat|pl|neut	NK	129
131	sie	sie	PPER	Sie	nom|pl|masc|3	SB	144
132	ihnen	ihnen	PPER	sie	dat|pl|masc|3	DA	143
133	selber	selber	PRF	selber	_	MNR	130
134	/	/	$,	/	_	--	133
135	daß	daß	KOUS	daß	_	CP	144
136	sie	sie	PPER	Sie	nom|pl|*|3	SB	144
137	den	den	ART	d	acc|sg|masc	NK	139
138	dritten	dritten	ADJA	dritt	acc|sg|masc|pos	NK	139
139	Tag	Tag	NN	Tag	acc|sg|masc	OA	143
140	einander	einander	PRF	einander	acc|pl|*|*	OA	143
141	nicht	nicht	PTKNEG	nicht	_	NG	143
142	mehr	mehr	ADV	mehr	_	MO	141
143	sehen	sehen	VVINF	sehen	_	OC	144
144	wurden	wurden	VAFIN	werden	pl|3|past|ind	RC	127
145	.	.	SENT	.	_	--	144

1	Die	Die	ART	d	nom|pl|masc	NK	2
2	Wierths-Haͤuser	Wierths-Häuser	NN	Wierths-Häuser	nom|pl|neut	SB	3
3	seynd	sind	VAFIN	sein	pl|3|pres|ind	--	0
4	sonsten	sonsten	ADV	sonst	sup	MO	3
5	Einkehr	Einkehr	NN	Einkehr	nom|sg|masc	PD	3
6	der	der	ART	d	gen|pl|fem	NK	7
7	Freuden	Freuden	NN	Freude	gen|pl|fem	AG	5
8	auch	auch	ADV	auch	_	MO	9
9	zu	zu	APPR	zu	_	MNR	5
10	weilen	weilen	KOUS	weil	_	MO	9
11	der	der	ART	d	gen|pl|fem	NK	12
12	Freyheiten	Freiheiten	NN	Freiheit	gen|pl|fem	NK	9
13	/	/	$,	/	_	--	12
14	dann	dann	KON	dann	_	MO	31
15	es	es	PPER	es	nom|sg|neut|3	SB	16
16	ist	ist	VAFIN	sein	sg|3|pres|ind	PAR	12
17	nicht	nicht	PTKNEG	nicht	_	NG	16
18	ohne	ohne	APPR	ohne	_	MO	16
19	Geheimnuß	Geheimnuß	NN	Geheimnuß	acc|sg|masc	NK	18
20	/	/	$,	/	_	--	19
21	das	das	PRELS	d	acc|sg|neut	NK	30
22	/	/	$,	/	_	--	21
23	wie	wie	KOUS	wie	_	CM	26
24	die	die	ART	d	acc|pl|neut	NK	26
25	seeligste	seligste	ADJA	seligste	acc|sg|fem|sup	NK	26
26	Jungfrau	Jungfrau	NN	Jungfrau	nom|sg|fem	MO	31
27	mit	mit	APPR	mit	_	MO	31
28	Joseph	Joseph	NE	Joseph	dat|sg|*	AG	30
29	nacher	nachher	ADV	nachher	_	NK	30
30	Bethlehem	Bethlehem	NN	Bethlehem	dat|sg|neut	NK	27
31	kom̄en	kommen	VVINF	kommen	_	OC	3
32	/	/	$,	/	_	--	31
33	sie	sie	PPER	Sie	nom|pl|*|3	SB	42
34	in	in	APPR	in	_	MO	42
35	einem	einem	ART	ein	dat|sg|neut	NK	38
36	uͤbel	übel	ADJD	übel	pos	MO	37
37	bedeckten	bedeckten	ADJA	bedecken	dat|sg|neut|pos	NK	38
38	Stall	Stall	NN	Stall	dat|sg|masc	NK	34
39	die	die	ART	d	acc|sg|fem	NK	40
40	Herberg	Herberg	NN	Herberg	acc|sg|fem	OA	41
41	nehmen	nehmen	VVINF	nehmen	_	OC	42
42	muͤssen	müssen	VMFIN	müssen	_	RE	52
43	/	/	$,	/	_	--	42
44	non	non	FM	non	_	PD	67
45	enim	enim	FM	enim	_	UC	44
46	erat	erat	ADJA	erat	_	UC	44
47	eis	eis	ADJA	eis	_	UC	44
48	locus	locus	FM	locus	_	UC	44
49	in	in	FM	in	_	MNR	44
50	diversorio	diversorio	FM	diversorio	dat|sg|neut	NK	49
51	,	,	$,	,	_	--	50
52	dann	dann	KON	dann	_	CD	31
53	es	es	PPER	es	nom|sg|neut|3	SB	54
54	ware	wäre	VAFIN	sein	sg|3|past|subj	RE	52
55	kein	kein	PIAT	kein	nom|sg|masc	NK	56
56	Platz	Platz	NN	Platz	nom|sg|masc	PD	54
57	mehr	mehr	ADV	mehr	_	MO	56
58	fuͤr	für	APPR	für	_	MNR	56
59	sie	sie	PPER	Sie	acc|pl|masc|3	NK	58
60	in	in	APPR	in	_	MO	54
61	dem	dem	ART	d	dat|sg|masc	NK	62
