Verkehrspolizeiverordnung	NN	Verkehrspolizeiverordnung
oder	KON	oder
bei	APPR	bei
unsichtigem	ADJA	unsichtigem
Wetter	NN	Wetter
mindestens	ADV	mindestens
eine	ART	eine
hellbrennende	ADJA	hellbrennende
Laterne	NN	Laterne
mit	APPR	mit
farblosem	ADJA	farblos
oder	KON	oder
gelblichem	ADJA	gelblich
Glas	NN	Glas
führen	VVINF	führen
.	$.	.
Diese	PDS	diese
muß	VMFIN	müssen
so	ADV	so
angebracht	VVPP	anbringen
sein	VAINF	sein
,	$,	,
daß	KOUS	dass
der	ART	die
Lichtschein	NN	Lichtschein
von	APPR	von
entgegenkommenden	ADJA	entgegenkommend
und	KON	und
überholenden	ADJA	überholend
Personen	NN	Person
und	KON	und
sonstigen	ADJA	sonstig
Wegbenutzern	NN	Wegbenutzern
leicht	ADJD	leicht
bemerkt	VVPP	bemerken
werden	VAINF	werden
kann	VMFIN	können
.	$.	.
2	CARD	@card@
.	$.	.
Sind	VAFIN	sein
diese	PDS	diese
Fahrzeuge	NN	Fahrzeug
so	ADV	so
hoch	ADJD	hoch
beladen	VVPP	beladen
,	$,	,
daß	KOUS	dass
sie	PPER	sie
dem	ART	die
Führer	NN	Führer
die	ART	die
Uebersicht	NN	Uebersicht
über	APPR	über
die	ART	die
Straße	NN	Straße
nehmen	VVFIN	nehmen
,	$,	,
so	ADV	so
dürfen	VMFIN	dürfen
die	PDS	die
nur	ADV	nur
gezogen	VVPP	ziehen
und	KON	und
nicht	PTKNEG	nicht
geschoben	VVPP	schieben
werden	VAINF	werden
.	$.	.
§	NN	§
8	CARD	@card@
.	$.	.
Gespannführer	NN	Gespannführer
.	$.	.
Der	ART	die
Führer	NN	Führer
von	APPR	von
bespannten	ADJA	bespannt
Fuhrwerken	NN	Fuhrwerk
muß	VMFIN	müssen
wach	ADJD	wach
und	KON	und
nüchtern	ADJD	nüchtern
und	KON	und
mindestens	ADV	mindestens
18	CARD	@card@
Jahre	NN	Jahr
alt	ADJD	alt
sein	VAINF	sein
.	$.	.
Die	ART	die
Altersgrenze	NN	Altersgrenze
gilt	VVFIN	gelten
nicht	PTKNEG	nicht
für	APPR	für
die	ART	die
Führung	NN	Führung
von	APPR	von
Wirtschaftsfuhren	NN	Wirtschaftsfuhren
in	APPR	in
landwirtschaftlichen	ADJA	landwirtschaftlich
Betrieben	NN	Betrieb
.	$.	.
§	NN	§
9	CARD	@card@
.	$.	.
Treiben	NN	Treiben
und	KON	und
Führen	NN	Führe
von	APPR	von
Tieren	NN	Tier
.	$.	.
1	CARD	@card@
.	$.	.
Tiere	NN	Tier
aller	PIAT	alle
Art	NN	Art
dürfen	VMFIN	dürfen
auf	APPR	auf
öffentlichen	ADJA	öffentlich
Straßen	NN	Straße
mit	APPR	mit
Ausnahme	NN	Ausnahme
der	ART	die
ländlichen	ADJA	ländlich
Ortsteile	NN	Ortsteil
nur	ADV	nur
mit	APPR	mit
polizeilicher	ADJA	polizeilich
Erlaubnis	NN	Erlaubnis
getrieben	VVPP	treiben
werden	VAINF	werden
.	$.	.
2	CARD	@card@
.	$.	.
Beim	APPRART	bei+die
Treiben	NN	Treiben
oder	KON	oder
Führen	NN	Führe
von	APPR	von
Tieren	NN	Tier
bei	APPR	bei
Dunkelheit	NN	Dunkelheit
oder	KON	oder
undurchsichtigem	ADJA	undurchsichtig
Wetter	NN	Wetter
muß	VMFIN	müssen
mindestens	ADV	mindestens
eine	ART	eine
hellbrennende	ADJA	hellbrennende
Laterne	NN	Laterne
mit	APPR	mit
farblosem	ADJA	farblos
oder	KON	oder
gelblichem	ADJA	gelblich
Glase	NN	Glas
mitgeführt	VVPP	mitführen
werden	VAINF	werden
,	$,	,
und	KON	und
zwar	ADV	zwar
so	ADV	so
,	$,	,
daß	KOUS	dass
der	ART	die
Lichtschein	NN	Lichtschein
von	APPR	von
entgegenkommenden	ADJA	entgegenkommend
und	KON	und
überholenden	ADJA	überholend
Personen	NN	Person
und	KON	und
sonstigen	ADJA	sonstig
Wegbenutzern	NN	Wegbenutzern
leicht	ADJD	leicht
bemerkt	VVPP	bemerken
werden	VAINF	werden
kann	VMFIN	können
.	$.	.
§	NN	§
10	CARD	@card@
.	$.	.
Ladegeschäft	NN	Ladegeschäft
.	$.	.
1	CARD	@card@
.	$.	.
Das	ART	die
Be	NE	be
=	$(	=
und	KON	und
Entladen	NN	Entladen
eines	ART	eine
Lastfahrzeuges	NN	Lastfahrzeuges
,	$,	,
mit	APPR	mit
Ausnahme	NN	Ausnahme
von	APPR	von
Gegenständen	NN	Gegenstand
geringeren	ADJA	gering
Umfanges	NN	Umfang
,	$,	,
darf	VMFIN	dürfen
auf	APPR	auf
der	ART	die
Straße	NN	Straße
nur	ADV	nur
vorgenommen	VVPP	vornehmen
werden	VAINF	werden
,	$,	,
wenn	KOUS	wenn
dies	PDS	dies
nicht	PTKNEG	nicht
auf	APPR	auf
dem	ART	die
Grundstück	NN	Grundstück
selbst	ADV	selbst
erfolgen	VVINF	erfolgen
kann	VMFIN	können
.	$.	.
Das	ART	die
Aufstellen	NN	Aufstellen
der	ART	die
Fahrzeuge	NN	Fahrzeug
darf	VMFIN	dürfen
erst	ADV	erst
erfolgen	VVINF	erfolgen
,	$,	,
wenn	KOUS	wenn
das	ART	die
Ladegeschäft	NN	Ladegeschäft
beginnen	VVINF	beginnen
kann	VMFIN	können
.	$.	.
Es	PPER	es
muß	VMFIN	müssen
ohne	APPR	ohne
Verzögerung	NN	Verzögerung
oder	KON	oder
Unterbrechung	NN	Unterbrechung
zu	APPR	zu
Ende	NN	Ende
geführt	VVPP	führen
werden	VAINF	werden
.	$.	.
Nach	APPR	nach
Beendigung	NN	Beendigung
des	ART	die
Ladegeschäfts	NN	Ladegeschäfts
muß	VMFIN	müssen
jedes	PIAT	jede
Fahrzeug	NN	Fahrzeug
sofort	ADV	sofort
abfahren	VVINF	abfahren
.	$.	.
Abgeladene	ADJA	abgeladen
Gegenstände	NN	Gegenstand
müssen	VMFIN	müssen
umgehend	ADJD	umgehend
von	APPR	von
der	ART	die
Straße	NN	Straße
gebracht	VVPP	bringen
werden	VAINF	werden
.	$.	.
2	CARD	@card@
.	$.	.
Jn	NE	Jn
den	ART	die
in	APPR	in
der	ART	die
Anlage	NN	Anlage
F	NN	F
bezeichneten	ADJA	bezeichnet
Straßen	NN	Straße
dürfen	VMFIN	dürfen
Kohlen	NN	Kohle
und	KON	und
Koks	NN	Koks
in	APPR	in
der	ART	die
jeweils	ADV	jeweils
angegebenen	ADJA	angegeben
Zeit	NN	Zeit
nicht	PTKNEG	nicht
auf	APPR	auf
die	ART	die
Straße	NN	Straße
aufgeschlagen	VVPP	aufschlagen
werden	VAINF	werden
.	$.	.
Vorher	ADV	vorher
aufgeschlagene	ADJA	aufgeschlagen
Kohlen	NN	Kohle
und	KON	und
Koks	NN	Koks
müssen	VMFIN	müssen
bei	APPR	bei
Beginn	NN	Beginn
der	ART	die
jeweiligen	ADJA	jeweilig
Verbotszeit	NN	Verbotszeit
von	APPR	von
der	ART	die
Straße	NN	Straße
entfernt	VVPP	entfernen
sein	VAINF	sein
.	$.	.
3	CARD	@card@
.	$.	.
Ausnahmen	NN	Ausnahme
bedürfen	VVFIN	bedürfen
der	ART	die
polizeilichen	ADJA	polizeilich
Erlaubnis	NN	Erlaubnis
.	$.	.
§	NN	§
11	CARD	@card@
.	$.	.
Fußgänger	NN	Fußgänger
.	$.	.
1	CARD	@card@
.	$.	.
Fußgänger	NN	Fußgänger
haben	VAFIN	haben
die	ART	die
Gehbahnen	NN	Gehbahnen
zu	PTKZU	zu
benutzen	VVINF	benutzen
und	KON	und
einander	PRF	einander
nach	APPR	nach
rechts	ADV	rechts
auszuweichen	VVIZU	ausweichen
.	$.	.
2	CARD	@card@
.	$.	.
Jn	NE	Jn
den	ART	die
Straßen	NN	Straße
der	ART	die
Altstadt	NN	Altstadt
innerhalb	APPR	innerhalb
der	ART	die
Ringstraßen	NN	Ringstraße
haben	VAFIN	haben
die	ART	die
Fußgänger	NN	Fußgänger
den	ART	die
in	APPR	in
der	ART	die
Gehrichtung	NN	Gehrichtung
rechts	ADV	rechts
gelegenen	ADJA	gelegen
Bürgersteig	NN	Bürgersteig
zu	PTKZU	zu
benutzen	VVINF	benutzen
.	$.	.
3	CARD	@card@
.	$.	.
Das	ART	die
Ueberschreiten	NN	Ueberschreiten
der	ART	die
Fahrbahn	NN	Fahrbahn
hat	VAFIN	haben
rechtswinklig	ADJD	rechtswinklig
auf	APPR	auf
dem	ART	die
kürzesten	ADJA	kurz
Wege	NN	Weg
und	KON	und
ohne	APPR	ohne
Aufenthalt	NN	Aufenthalt
zu	PTKZU	zu
erfolgen	VVINF	erfolgen
.	$.	.
An	APPR	an
Straßenkreuzungen	NN	Straßenkreuzung
mit	APPR	mit
bezeichneten	ADJA	bezeichnet
Ueberwegen	NN	Ueberwegen
sind	VAFIN	sein
ausschließlich	ADV	ausschließlich
diese	PDS	diese
zu	PTKZU	zu
benutzen	VVINF	benutzen
.	$.	.
An	APPR	an
Schranken	NN	Schranke
=	$(	=
oder	KON	oder
Kettenabsperrungen	NN	Kettenabsperrungen
ist	VAFIN	sein
nur	ADV	nur
innerhalb	APPR	innerhalb
dieser	PDAT	dies
auf	APPR	auf
dem	ART	die
Bürgersteig	NN	Bürgersteig
entlang	APPO	entlang
zu	PTKZU	zu
gehen	VVINF	gehen
.	$.	.
4	CARD	@card@
.	$.	.
Das	ART	die
Stehenbleiben	NN	Stehenbleiben
auf	APPR	auf
der	ART	die
Fahrbahn	NN	Fahrbahn
ist	VAFIN	sein
verboten	VVPP	verbieten
.	$.	.
Das	ART	die
Stehenbleiben	NN	Stehenbleiben
auf	APPR	auf
der	ART	die
Gehbahn	NN	Gehbahn
ist	VAFIN	sein
nur	ADV	nur
gestattet	VVPP	gestatten|statten
,	$,	,
wenn	KOUS	wenn
der	ART	die
Verkehr	NN	Verkehr
hierdurch	PAV	hierdurch
nicht	PTKNEG	nicht
gestört	VVPP	stören
wird	VAFIN	werden
oder	KON	oder
wenn	KOUS	wenn
es	PPER	es
vor	APPR	vor
dem	ART	die
Ueberschreiten	NN	Ueberschreiten
der	ART	die
Fahrbahn	NN	Fahrbahn
oder	KON	oder
einer	ART	eine
Haltestelle	NN	Haltestelle
oder	KON	oder
zum	APPRART	zu+die
Einsteigen	NN	Einsteigen
in	APPR	in
ein	ART	eine
Fahrzeug	NN	Fahrzeug
erforderlich	ADJD	erforderlich
ist	VAFIN	sein
.	$.	.
5	CARD	@card@
.	$.	.
Das	ART	die
verkehrsbehindernde	ADJA	verkehrsbehindernd
Stehenbleiben	NN	Stehenbleiben
an	APPR	an
den	ART	die
Straßenecken	NN	Straßenecke
ist	VAFIN	sein
untersagt	VVPP	untersagen
.	$.	.
Auf	APPR	auf
der	ART	die
Gehbahn	NN	Gehbahn
darf	VMFIN	dürfen
der	ART	die
Verkehr	NN	Verkehr
durch	APPR	durch
Nebeneinandergehen	NN	Nebeneinandergehen
nicht	PTKNEG	nicht
behindert	VVPP	behindern
werden	VAINF	werden
.	$.	.
6	CARD	@card@
.	$.	.
Kinderwagen	NN	Kinderwagen
und	KON	und
fahrbare	ADJA	fahrbar
Krankenstühle	NN	Krankenstühle
dürfen	VMFIN	dürfen
die	ART	die
Gehbahn	NN	Gehbahn
nur	ADV	nur
benutzen	VVINF	benutzen
,	$,	,
wenn	KOUS	wenn
sie	PPER	sie
ihrem	PPOSAT	ihr
bestimmungsmäßigen	ADJA	bestimmungsmäßigen
Zweck	NN	Zweck
dienen	VVFIN	dienen
.	$.	.
§	NN	§
12	CARD	@card@
.	$.	.
Radfahrer	NN	Radfahrer
,	$,	,
Reiter	NN	Reiter
,	$,	,
Viehtreiber	NN	Viehtreiber
.	$.	.
Die	ART	die
Vorschriften	NN	Vorschrift
dieser	PDAT	dies
Verordnung	NN	Verordnung
finden	VVFIN	finden
sinngemäß	ADJD	sinngemäß
Anwendung	NN	Anwendung
auf	APPR	auf
Radfahrer	NN	Radfahrer
,	$,	,
Reiter	NN	Reiter
,	$,	,
Viehtreiber	NN	Viehtreiber
.	$.	.
§	NN	§
13	CARD	@card@
.	$.	.
Ausnahmen	NN	Ausnahme
.	$.	.
1	CARD	@card@
.	$.	.
Von	APPR	von
den	ART	die
Bestimmungen	NN	Bestimmung
dieser	PDAT	dies
Verordnung	NN	Verordnung
kann	VMFIN	können
der	ART	die
Polizeipräsident	NN	Polizeipräsident
Ausnahmen	NN	Ausnahme
zulassen	VVINF	zulassen
.	$.	.
2	CARD	@card@
.	$.	.
Von	APPR	von
der	ART	die
Jnnehaltung	NN	Jnnehaltung
der	ART	die
vorstehenden	ADJA	vorstehend
Vorschriften	NN	Vorschrift
sind	VAFIN	sein
in	APPR	in
Gefahrfällen	NN	Gefahrfällen
befreit	VVFIN	befreien
die	ART	die
Fahrzeuge	NN	Fahrzeug
der	ART	die
Staatlichen	ADJA	staatlich
Polizeiverwaltung	NN	Polizeiverwaltung
und	KON	und
der	ART	die
Feuerwehr	NN	Feuerwehr
,	$,	,
Krankenwagen	NN	Krankenwagen
,	$,	,
Rettungswagen	NN	Rettungswagen
,	$,	,
sowie	KON	sowie
die	ART	die
Störungs	NN	Störungs
=	$(	=
und	KON	und
Gerätewagen	NN	Gerätewagen
der	ART	die
städtischen	ADJA	städtisch
Betriebe	NN	Betrieb
.	$.	.
§	NN	§
14	CARD	@card@
.	$.	.
Strafbestimmung	NN	Strafbestimmung
.	$.	.
Zuwiderhandlungen	NN	Zuwiderhandlung
werden	VAFIN	werden
mit	APPR	mit
Geldstrafe	NN	Geldstrafe
bis	APPR	bis
150	CARD	@card@
RM	NE	RM
,	$,	,
ersatzweise	ADJD	ersatzweise
mit	APPR	mit
Haft	NN	Haft
bestraft	VVPP	bestrafen
.	$.	.
§	NN	§
15	CARD	@card@
.	$.	.
Geltungszeit	NN	Geltungszeit
.	$.	.
Diese	PDAT	dies
Polizeiverordnung	NN	Polizeiverordnung
tritt	VVFIN	treten
mit	APPR	mit
dem	ART	die
Tage	NN	Tag
der	ART	die
Veröffentlichung	NN	Veröffentlichung
in	APPR	in
Kraft	NN	Kraft
.	$.	.
Sie	PPER	Sie
tritt	VVFIN	treten
am	APPRART	an+die
1	CARD	@card@
.	$.	.
Januar	NN	Januar
1961	CARD	@card@
außer	APPR	außer
Kraft	NN	Kraft
.	$.	.
Köln	NE	Köln
,	$,	,
den	ART	die
23	CARD	@card@
.	$.	.
September	NN	September
1931	CARD	@card@
.	$.	.
Der	ART	die
Polizeipräsident	NN	Polizeipräsident
.	$.	.
