Vorspiel	NN	Vorspiel
Pauxel	NE	Pauxel
muß	VMFIN	müssen
ein	ART	eine
großer	ADJA	groß
Mann	NN	Mann
werden	VAINF	werden
,	$,	,
–	$(	-
ich	PPER	ich
werd	VVFIN	werd
‘	$(	‘
ihm	PPER	er
dazu	PAV	dazu
verhelfen	VVINF	verhelfen
!	$.	!
–	$(	-
Aber	KON	aber
wie	KOUS	wie
fang	VVIMP	fangen
‘	$(	‘
ich’s	ADJD	ich’s
denn	ADV	denn
an	PTKVZ	an
?	$.	?
–	$(	-
ich	PPER	ich
hab	VAIMP	haben
‘	$(	‘
kein	PIAT	keine
Geld	NN	Geld
,	$,	,
–	$(	-
ich	PPER	ich
kann	VMFIN	können
ihm	PPER	er
keine	PIAT	keine
Ammel	NN	Ammel
halten	VVINF	halten
.	$.	.
–	$(	-
Frau	NN	Frau
Sali	NE	Sali
,	$,	,
muß	VMFIN	müssen
er	PPER	er
a	FM	a
Ammel	NN	Ammel
hab	VAIMP	haben
’	ADJD	’
n	VVFIN	n
?	$.	?
Sali	NE	Sali
.	$.	.
Ja	ADV	ja
freilich	ADV	freilich
braucht	VVFIN	brauchen
er	PPER	er
–	$(	-
Ignaz	NE	Ignaz
.	$.	.
Gut	ADJD	gut
,	$,	,
er	PPER	er
soll	VMFIN	sollen
’	ADJA	’
s	NN	s
hab	VAIMP	haben
’	ADJD	’
n	VVFIN	n
!	$.	!
Sali	NE	Sali
.	$.	.
Nachher	ADV	nachher
braucht	VVFIN	brauchen
er	PPER	er
a	FM	a
Wäsch	NE	Wäsch
,	$,	,
–	$(	-
Windeln	NN	Windel
–	$(	-
Ignaz	NE	Ignaz
.	$.	.
Windeln	NN	Windel
,	$,	,
–	$(	-
ja	ADV	ja
ja	ADV	ja
,	$,	,
kann	VMFIN	können
mir	PPER	ich
’	ADJA	’
s	NN	s
denken	VVINF	denken
!	$.	!
–	$(	-
Ich	NN	Ich
hab	VAIMP	haben
‘	$(	‘
Schnupftücheln	NN	Schnupftücheln
,	$,	,
die	PRELS	die
thun	NE	thun
’	NN	’
s.	ADV	s.
Sali	NE	Sali
.	$.	.
A	NN	A
Bett	NN	Bett
.	$.	.
Ignaz	NE	Ignaz
.	$.	.
Bett	NN	Bett
.	$.	.
–	$(	-
Natürlich	ADJD	natürlich
,	$,	,
–	$(	-
wenn	KOUS	wenn
ein	ART	eine
’	ADJA	’
s	NN	s
so	ADV	so
viel	ADV	viel
schlaft	VVFIN	schlafen
.	$.	.
–	$(	-
Gib	VVIMP	geben
‘	$(	‘
halt	PTKVZ	halt
‘	$(	‘
mein	PPOSAT	mein
Rock	NN	Rock
und	KON	und
Pudelhaub	NN	Pudelhaub
’	NN	’
n	VVFIN	n
zum	APPRART	zu+die
Kopfpolster	NN	Kopfpolster
her	PTKVZ	her
.	$.	.
Sali	NE	Sali
.	$.	.
Ein’n	NE	Ein’n
Sutzl	NE	Sutzl
.	$.	.
Ignaz	NE	Ignaz
.	$.	.
Sutzeln	NE	Sutzeln
,	$,	,
–	$(	-
mit	APPR	mit
Zuckerkand	NN	Zuckerkand
’	ADJA	’
l	NN	l
g’füllt	VVFIN	g’füllt
,	$,	,
–	$(	-
no	FM	no
,	$,	,
ich	PPER	ich
gib	VVIMP	geben
halt	ADV	halt
’	ADJA	’
s	NN	s
Rauchen	NN	Rauchen
auf	PTKVZ	auf
.	$.	.
Sali	NE	Sali
.	$.	.
Aber	KON	aber
die	ART	die
Pfleg	VVIMP	pflegen
‘	$(	‘
,	$,	,
die	PRELS	die
so	ADV	so
a	FM	a
klan	NE	klan
’	ADJA	’
s	NN	s
Kind	NN	Kind
braucht	VVFIN	brauchen
–	$(	-
Ignaz	NE	Ignaz
.	$.	.
Recht	ADJD	recht
hab	VAIMP	haben
’	NN	’
n’s	NE	n’s
!	$.	!
–	$(	-
Dazu	PAV	dazu
g’hört	VVFIN	g’hört
a	FM	a
ganze	ADJA	ganz
Menge	NN	Menge
,	$,	,
ich	PPER	ich
kann	VMFIN	können
ihn	PPER	er
doch	ADV	doch
net	ADJD	net
zum	APPRART	zu+die
Bau’n	NN	Bau’n
mitnehmen	VVINF	mitnehmen
,	$,	,
–	$(	-
und	KON	und
auf	APPR	auf
die	ART	die
Ziegelsteiner	NN	Ziegelsteiner
leg	VVIMP	legen
’	ADJD	’
n.	APPR	n.
–	$(	-
Teuxel	NE	Teuxel
,	$,	,
nein	PTKANT	nein
ich	PPER	ich
kumm	ADJA	kumm
net	ADJA	net
d’raus	NN	d’raus
,	$,	,
wann	PWAV	wann
ich	PPER	ich
mir	PRF	ich
mein	PPOSAT	mein
ganzen	ADJA	ganz
Verdienst	NN	Verdienst
abdruck	VVFIN	abdruck
,	$,	,
–	$(	-
so	ADV	so
bleibt’s	NE	bleibt’s
doch	ADV	doch
immer	ADV	immer
ein	ART	eine
G	NN	G
’	ADJA	’
frett	NN	frett
!	$.	!
Sali	NE	Sali
.	$.	.
Mir	PPER	ich
scheint	VVFIN	scheinen
,	$,	,
er	PPER	er
wird	VAFIN	werden
munter	ADJD	munter
,	$,	,
–	$(	-
muß	VMFIN	müssen
ihm	PPER	er
gleich	APPR	gleich
a	FM	a
Bißerl	NE	Bißerl
Mili	NE	Mili
geb	NE	geb
’	NN	’
n	VVFIN	n
!	$.	!
–	$(	-
Nein	NN	Nein
,	$,	,
ist	VAFIN	sein
das	ART	die
a	FM	a
Kreuz	NN	Kreuz
,	$,	,
–	$(	-
ich	PPER	ich
bin	VAFIN	sein
a	FM	a
arme	ADJA	arm
Wittib	NE	Wittib
,	$,	,
hab	VAIMP	haben
‘	$(	‘
selber	ADV	selber
a	FM	a
klan’s	NE	klan’s
Madl	NE	Madl
,	$,	,
–	$(	-
kann	VMFIN	können
a	FM	a
net	ADJD	net
helfen	VVINF	helfen
.	$.	.
–	$(	-
Herr	NN	Herr
Stoppel	NN	Stoppel
,	$,	,
meiner	PPOSAT	mein
Seel	ADJA	Seel
‘	$(	‘
wann	PWAV	wann
ich	PPER	ich
könnt	VMFIN	können
‘	$(	‘
–	$(	-
Ignaz	NE	Ignaz
.	$.	.
Weiß	VVFIN	wissen
Alles	NN	All
!	$.	!
–	$(	-
Aber	KON	aber
den	ART	die
Augenblick	NN	Augenblick
wird	VAFIN	werden
der	ART	die
junge	ADJA	jung
Herr	NN	Herr
ein	ART	eine
unsinniges	ADJA	unsinnig
G	NN	G
’	ADJA	’
schrei	VVIMP	schreien
anfangen	VVINF	anfangen
,	$,	,
–	$(	-
gehen	VVFIN	gehen
’	ADJA	’
s	NN	s
doch	KON	doch
Frau	NN	Frau
Sali	NE	Sali
!	$.	!
Sali	NE	Sali
.	$.	.
Ja	PTKANT	ja
,	$,	,
ja	ADV	ja
,	$,	,
bin	VAFIN	sein
schon	ADV	schon
fort	PTKVZ	fort
!	$.	!
O	ITJ	O
Gott	NN	Gott
,	$,	,
–	$(	-
o	ITJ	o
Gott	NN	Gott
ist	VAFIN	sein
das	ART	die
a	FM	a
Elend	NN	Elend
!	$.	!
Vierte	ADJA	viert
Scene	NN	Scene
.	$.	.
Ignaz	NE	Ignaz
(	$(	(
geht	VVFIN	gehen
auf	PTKVZ	auf
und	KON	und
ab	ADV	ab
)	$(	)
.	$.	.
Was	PWS	was
fang	VVIMP	fangen
‘	$(	‘
ich	PPER	ich
jetzt	ADV	jetzt
an	PTKVZ	an
?	$.	?
Ich	PPER	ich
muß	VMFIN	müssen
was	PIS	was
unternehmen	VVINF	unternehmen
,	$,	,
mein	PPOSAT	mein
Bruder	NN	Bruder
ist	VAFIN	sein
ja	ADV	ja
sonst	ADV	sonst
verlor	VVFIN	verlieren
’	ADJD	’
n.	APPR	n.
–	$(	-
Als	KOKOM	als
Maurer	NN	Maurer
kann	VMFIN	können
ich	PPER	ich
einmal	ADV	einmal
nit	ADJD	nit
für	APPR	für
ihn	PPER	er
sorgen	VVINF	sorgen
,	$,	,
–	$(	-
das	PDS	die
steht	VVFIN	stehen
fest	PTKVZ	fest
,	$,	,
und	KON	und
sonst	ADV	sonst
hab	VAIMP	haben
‘	$(	‘
ich	PPER	ich
nix	PIS	nix
g’lernt	VVFIN	g’lernt
.	$.	.
–	$(	-
Wann	PWAV	wann
ich	PPER	ich
nur	ADV	nur
wüßt	VVFIN	wüßt
‘	$(	‘
–	$(	-
(	$(	(
geht	VVFIN	gehen
wieder	ADV	wieder
hin	PTKVZ	hin
und	KON	und
her	ADV	her
)	$(	)
.	$.	.
Fünfte	ADJA	fünft
Scene	NN	Scene
.	$.	.
Steinkopf	NN	Steinkopf
(	$(	(
im	APPRART	in+die
Fortgehen	NN	Fortgehen
)	$(	)
.	$.	.
Frau	NN	Frau
Steinkopf	NN	Steinkopf
.	$.	.
Micherl	ADJA	Micherl
Steinkopf	NN	Steinkopf
.	$.	.
Ach	ITJ	ach
,	$,	,
laßt	VVFIN	lassen
‘	$(	‘
mich	PPER	ich
in	APPR	in
Ruh	VVIMP	ruhen
‘	$(	‘
!	$.	!
Kathi	NE	Kathi
.	$.	.
Lieber	ADJA	lieb
Alter	NN	Alter
,	$,	,
sei	VAFIN	sein
g’scheidt	NE	g’scheidt
!	$.	!
Micherl	NE	Micherl
(	$(	(
weinerlich	ADJD	weinerlich
)	$(	)
.	$.	.
Papa	NN	Papa
!	$.	!
Steinkopf	NN	Steinkopf
.	$.	.
Nichts	PIS	nichts
da	ADV	da
!	$.	!
Micherl	NE	Micherl
.	$.	.
Mama	NN	Mama
!	$.	!
Kathi	NE	Kathi
.	$.	.
Aber	KON	aber
Mann	NN	Mann
,	$,	,
Gatte	NN	Gatte
,	$,	,
Familienvater	NN	Familienvater
,	$,	,
hast	VAFIN	haben
Du	PPER	du
denn	ADV	denn
gar	ADV	gar
kein	PIAT	keine
Herz	NN	Herz
mehr	ADV	mehr
für	APPR	für
uns	PPER	wir
.	$.	.
Micherl	NE	Micherl
.	$.	.
Papa	NN	Papa
!	$.	!
Steinkopf	NN	Steinkopf
.	$.	.
Weib	NN	Weib
,	$,	,
red	FM	red
‘	$(	‘
nicht	PTKNEG	nicht
so	ADV	so
kopflos	ADJD	kopflos
,	$,	,
hat’s	VVFIN	hat’s
euch	PPER	ihr
vielleicht	ADV	vielleicht
schon	ADV	schon
an	APPR	an
etwas	PIAT	etwas
Nothwendigen	NN	Nothwendigen
g’fehlt	VVFIN	g’fehlt
,	$,	,
hab	VAIMP	haben
‘	$(	‘
ich	PPER	ich
nicht	PTKNEG	nicht
immer	ADV	immer
für	APPR	für
euch	PPER	ihr
g	NN	g
’	NN	’
sorgt	VVFIN	sorgen
,	$,	,
und	KON	und
meine	PPOSAT	mein
Pflichten	NN	Pflicht
als	KOKOM	als
Ehemann	NN	Ehemann
und	KON	und
Vater	NN	Vater
getreulich	ADV	getreulich
erfüllt	VVPP	erfüllen
?	$.	?
Micherl	NE	Micherl
.	$.	.
Mama	NN	Mama
!	$.	!
Kathi	NE	Kathi
.	$.	.
Aber	KON	aber
Adam	NE	Adam
,	$,	,
bedenk	VVIMP	bedenken
‘	$(	‘
doch	KON	doch
unsern	PPOSAT	unser
einzigen	ADJA	einzig
Sohn	NN	Sohn
,	$,	,
die	ART	die
Freude	NN	Freude
,	$,	,
den	ART	die
Stolz	NN	Stolz
unseres	PPOSAT	unser
ehelichen	ADJA	ehelich
Lebens	NN	Leben
,	$,	,
willst	VMFIN	wollen
Du	PPER	du
jetzt	ADV	jetzt
opfern	VVINF	opfern
!	$.	!
–	$(	-
Micherl	NE	Micherl
.	$.	.
Papa	NN	Papa
!	$.	!
(	$(	(
Fangt	VVFIN	fangen
zum	APPRART	zu+die
Plärren	NN	Plärren
an	PTKVZ	an
.	$.	.
)	$(	)
Steinkopf	NN	Steinkopf
(	$(	(
zornig	ADJD	zornig
)	$(	)
.	$.	.
Ah	ITJ	ah
,	$,	,
da	KOUS	da
plärr	ADJA	plärr
’	ADJA	’
t	NN	t
er	PPER	er
wieder	ADV	wieder
wie	KOKOM	wie
eine	ART	eine
Regenwolke	NN	Regenwolke
,	$,	,
und	KON	und
diesen	PDAT	dies
faulen	ADJA	faul
,	$,	,
nichtsnutzigen	ADJA	nichtsnutzig
Burschen	NN	Bursche
soll	VMFIN	sollen
ich	PPER	ich
vom	APPRART	von+die
Militär	NN	Militär
loskaufen	VVINF	loskaufen
?	$.	?
–	$(	-
Meine	NE	Meine
blanken	ADJA	blank
Zwanziger	NN	zwanziger
hinzählen	ADJA	hinzählen
auf’s	NN	auf’s
Bret	NN	Bret
,	$,	,
nur	ADV	nur
damit	PAV	damit
der	ART	die
Schlingel	NN	Schlingel
in	APPR	in
sein	PPOSAT	sein
Müßiggang	NN	Müßiggang
von	APPR	von
Deiner	PPOSAT	dein
Affenlieb	NN	Affenlieb
‘	$(	‘
gehätschelt	VVPP	hätscheln
,	$,	,
noch	ADV	noch
bestärkt	VVPP	bestärken
wird	VAFIN	werden
.	$.	.
Nichts	PIS	nichts
da	ADV	da
!	$.	!
–	$(	-
(	$(	(
Zu	APPR	zu
Micherl	NE	Micherl
)	$(	)
.	$.	.
Du	PPER	du
hast	VAFIN	haben
Dir	PPER	du
Dein	PPOSAT	dein
Loos	NE	Loos
selber	ADV	selber
gezogen	VVPP	ziehen
,	$,	,
jetzt	ADV	jetzt
bist	VAFIN	sein
in	APPR	in
meinen	PPOSAT	mein
Augen	NN	Auge
noch	ADV	noch
ein	ART	eine
Bub	NN	Bub
‘	$(	‘
,	$,	,
in	APPR	in
einer	ART	eine
halben	ADJA	halb
Stunde	NN	Stunde
machen	VVFIN	machen
sie	PPER	sie
Dich	PPER	du
zum	APPRART	zu+die
Mann	NN	Mann
,	$,	,
und	KON	und
das	PDS	die
ist	VAFIN	sein
ein	ART	eine
Glück	NN	Glück
für	APPR	für
Dich	PPER	du
,	$,	,
übrigens	ADV	übrigens
glaub	VVIMP	glauben
‘	$(	‘
nicht	PTKNEG	nicht
,	$,	,
daß	KOUS	dass
Dein	PPOSAT	dein
Vater	NN	Vater
Dich	PPER	du
in	APPR	in
Stich	NN	Stich
laßt	VVFIN	lassen
,	$,	,
wann	PWAV	wann
ich	PPER	ich
seh	FM	seh
‘	$(	‘
,	$,	,
daß	KOUS	dass
Du	PPER	du
den	ART	die
Willen	NN	Wille
hast	VAFIN	haben
,	$,	,
was	PWS	was
zu	PTKZU	zu
werden	VAINF	werden
,	$,	,
–	$(	-
wann	PWAV	wann
Du	PPER	du
brav	ADJD	brav
bist	VAFIN	sein
,	$,	,
und	KON	und
vor’m	NE	vor’m
Feind	NN	Feind
net	ADJD	net
davonlauf’st	VVFIN	davonlauf’st
,	$,	,
so	ADV	so
geb	NE	geb
‘	$(	‘
ich	PPER	ich
Dir	PPER	du
eine	ART	eine
Zulage	NN	Zulage
und	KON	und
in	APPR	in
ein	ART	eine
paar	PIAT	paar
Jahren	NN	Jahr
da	PTKVZ	da
–	$(	-
(	$(	(
Zu	APPR	zu
Kathi	NE	Kathi
.	$.	.
)	$(	)
Gib	VVIMP	geben
dich	PPER	du
zufrieden	ADJD	zufrieden
,	$,	,
Frau	NN	Frau
,	$,	,
–	$(	-
ich	PPER	ich
sag	VVIMP	sagen
‘	$(	‘
Dir	PPER	du
nichts	PIS	nichts
,	$,	,
als	KOUS	als
unser	PPOSAT	unser
Michel	NE	Michel
,	$,	,
der	PRELS	die
macht	VVFIN	machen
noch	ADV	noch
Carriere	VVFIN	Carriere
!	$.	!
Micherl	NE	Micherl
(	$(	(
plärrt	VVFIN	plärren
)	$(	)
.	$.	.
Steinkopf	NN	Steinkopf
.	$.	.
Was	PWS	was
,	$,	,
Du	PPER	du
plärrst	VVFIN	plärrst
noch	ADV	noch
immer	ADV	immer
?	$.	?
dann	ADV	dann
hol	VVIMP	holen
Dich	PPER	du
der	ART	die
–	$(	-
(	$(	(
Besinnt	VVFIN	besinnen
sich	PRF	sich
.	$.	.
)	$(	)
Pfird	NN	Pfird
euch	PPER	ihr
Gott	NN	Gott
!	$.	!
Ich	PPER	ich
habe	VAFIN	haben
noch	ADV	noch
wichtige	ADJA	wichtig
Geschäfte	NN	Geschäft
!	$.	!
–	$(	-
(	$(	(
Geht	VVFIN	gehen
schnell	ADJD	schnell
ab	PTKVZ	ab
.	$.	.
)	$(	)
Micherl	NE	Micherl
.	$.	.
Papa	NN	Papa
!	$.	!
Papa	NN	Papa
!	$.	!
Kathi	NE	Kathi
.	$.	.
Um	APPR	um
Alles	NN	All
in	APPR	in
der	ART	die
Welt	NN	Welt
.	$.	.
–	$(	-
Mann	NN	Mann
,	$,	,
ich	PPER	ich
bitt	VVFIN	bitt
‘	$(	‘
Dich	PPER	du
,	$,	,
–	$(	-
fort	ADV	fort
ist	VAFIN	sein
er	PPER	er
ohne	KOUI	ohne
zu	PTKZU	zu
hören	VVINF	hören
!	$.	!
O	ITJ	O
Gott	NN	Gott
!	$.	!
(	$(	(
Sie	PPER	Sie
weint	VVFIN	weinen
in	APPR	in
ihre	PPOSAT	ihr
Schürze	NN	Schürze
.	$.	.
)	$(	)
Sechste	NN	Sechste
Scene	NN	Scene
.	$.	.
Vorige	NN	Vorige
,	$,	,
ohne	KOUI	ohne
Steinkopf	NN	Steinkopf
.	$.	.
Micherl	NE	Micherl
(	$(	(
hört	VVIMP	hören
zum	APPRART	zu+die
Weinen	NN	Wein|Weinen
auf	PTKVZ	auf
,	$,	,
steckt	VVFIN	stecken
die	ART	die
Hände	NN	Hand
in	APPR	in
die	ART	die
Taschen	NN	Tasche
und	KON	und
sagt	VVFIN	sagen
zu	APPR	zu
seiner	PPOSAT	sein
Mutter	NN	Mutter
mit	APPR	mit
dreister	ADJA	dreist
Stimme	NN	Stimme
)	$(	)
.	$.	.
Frau	NN	Frau
Mutter	NN	Mutter
!	$.	!
Sie	PPER	Sie
wer	PWS	wer
’	NN	’
n	VVFIN	n
mich	PRF	ich
doch	ADV	doch
loskaufen	VVFIN	loskaufen
vom	APPRART	von+die
Militär	NN	Militär
,	$,	,
mich	PRF	ich
,	$,	,
Ihr	PPOSAT	ihr
’	ADJA	’
n	ADJA	n
einzigen	ADJA	einzig
Sohn	NN	Sohn
?	$.	?
Kathi	NE	Kathi
(	$(	(
sanft	ADJD	sanft
)	$(	)
.	$.	.
O	ITJ	O
Du	PPER	du
arm	ADJD	arm
’	ADJA	’
s	NN	s
Kind	NN	Kind
,	$,	,
wann’s	NN	wann’s
der	ART	die
Vater	NN	Vater
nicht	PTKNEG	nicht
thut	NN	thut
,	$,	,
–	$(	-
ich	PPER	ich
hab	VAIMP	haben
‘	$(	‘
kein	PIAT	keine
Geld	NN	Geld
!	$.	!
Micherl	NE	Micherl
(	$(	(
geht	VVFIN	gehen
trotzig	ADJD	trotzig
auf	PTKVZ	auf
und	KON	und
ab	ADV	ab
)	$(	)
.	$.	.
Gut	ADJD	gut
,	$,	,
gut	ADJD	gut
,	$,	,
ich	PPER	ich
weiß	VVFIN	wissen
schon	ADV	schon
,	$,	,
was	PWS	was
ich	PPER	ich
thue	NE	thue
,	$,	,
–	$(	-
wie	KOUS	wie
ich	PPER	ich
Soldat	NN	Soldat
bin	VAFIN	sein
,	$,	,
nimm	VVIMP	nehmen
ich’s	ADJA	ich’s
Bajonett	NN	Bajonett
und	KON	und
d’erstich	NN	d’erstich
mich	PPER	ich
!	$.	!
Kathie	NN	Kathie
(	$(	(
erschrocken	VVPP	erschrecken
)	$(	)
.	$.	.
Micherl	NE	Micherl
,	$,	,
um’s	ADJA	um’s
Himmelswillen	NN	Himmelswille
,	$,	,
Du	PPER	du
wirst	VAFIN	werden
mir	PPER	ich
doch	ADV	doch
das	ART	die
net	ADJA	net
anthun	NN	anthun
?	$.	?
Micherl	NE	Micherl
.	$.	.
Gut	ADJD	gut
,	$,	,
so	ADV	so
bring	VVIMP	bringen
‘	$(	‘
ich	PPER	ich
ein	ART	eine
Paar	NN	Paar
And’re	NE	And’re
um	PTKVZ	um
,	$,	,
geg’n	NE	geg’n
Feind	NN	Feind
geh	VVIMP	gehen
‘	$(	‘
ich	PPER	ich
einmal	ADV	einmal
um	APPR	um
kein	PIAT	keine
Preis	NN	Preis
,	$,	,
der	PRELS	die
hat	VAFIN	haben
mir	PPER	ich
nix	PIS	nix
than	VVFIN	than
,	$,	,
warum	PWAV	warum
sollt	VMFIN	sollen
‘	$(	‘
denn	KON	denn
ich	PPER	ich
den	ART	die
armen	ADJA	arm
Feind	NN	Feind
Aengsten	ADJD	Aengsten
machen	VVINF	machen
,	$,	,
nein	PTKANT	nein
ich	PPER	ich
thu’s	NN	thu’s
einmal	ADV	einmal
net	ADJD	net
,	$,	,
überhaupt	ADV	überhaupt
ist	VAFIN	sein
das	PDS	die
grauslich	ADJD	grauslich
von	APPR	von
die	ART	die
Aeltern	NN	Aeltern
,	$,	,
da	KOUS	da
setzen’s	NE	setzen’s
die	ART	die
armen	ADJA	arm
Kinder	NN	Kind
in	APPR	in
die	ART	die
Welt	NN	Welt
,	$,	,
und	KON	und
kaum	ADV	kaum
sind’s	NN	sind’s
da	PTKVZ	da
,	$,	,
müssen’s	VVFIN	müssen’s
Soldaten	NN	Soldat
werd’n	NE	werd’n
!	$.	!
–	$(	-
Frau	NN	Frau
Mutter	NN	Mutter
ich	PPER	ich
sag’s	VVFIN	sag’s
Ihnen	PPER	Sie
,	$,	,
wenn’s	VVFIN	wenn’s
mich	PRF	ich
net	ADJD	net
mit	APPR	mit
600	CARD	@card@
fl	NN	fl
.	$.	.
loskaufen	VVFIN	loskaufen
,	$,	,
–	$(	-
so	ADV	so
g	NN	g
’	ADJA	’
schiecht	NN	schiecht
ein	ART	eine
Unglück	NN	Unglück
!	$.	!
Kathi	NE	Kathi
.	$.	.
Aber	KON	aber
schau	VVIMP	schauen
,	$,	,
Micherl	NE	Micherl
,	$,	,
wenn	KOUS	wenn
ich	PPER	ich
auch	ADV	auch
meine	PPOSAT	mein
Kropfperlen	NN	Kropfperlen
,	$,	,
meine	PPOSAT	mein
Ringe	NN	Ring
und	KON	und
alle	PIAT	alle
meine	PPOSAT	mein
Pretiosen	NN	Pretiose
verkauf	VVIMP	verkaufen
‘	$(	‘
,	$,	,
so	ADV	so
bring	VVIMP	bringen
‘	$(	‘
ich	PPER	ich
doch	ADV	doch
kaum	ADV	kaum
z’samm	NN	z’samm
,	$,	,
was	PRELS	was
ein	ART	eine
Ersatzmann	NN	Ersatzmann
kost	VVFIN	kosen
’	ADJA	’
t	NN	t
!	$.	!
Ignaz	NE	Ignaz
(	$(	(
tritt	VVFIN	treten
schnell	ADJD	schnell
vor	PTKVZ	vor
)	$(	)
.	$.	.
Hausfrau	NN	Hausfrau
,	$,	,
ich	PPER	ich
weiß	VVFIN	wissen
Ihnen	PPER	Sie
einen	ART	eine
Ersatzmann	NN	Ersatzmann
für	APPR	für
den	ART	die
jungen	ADJA	jung
Herrn	NN	Herr
,	$,	,
der	PRELS	die
ist	VAFIN	sein
auch	ADV	auch
um	APPR	um
500	CARD	@card@
fl	NN	fl
.	$.	.
z	ADJA	z
’	NN	’
hab	VAIMP	haben
’	ADJD	’
n.	APPR	n.
Kathi	NE	Kathi
(	$(	(
erfreut	VVPP	erfreuen
)	$(	)
.	$.	.
Um	APPR	um
500	CARD	@card@
fl	NN	fl
.	$.	.
Micherl	NE	Micherl
.	$.	.
Wo	PWAV	wo
ist	VAFIN	sein
er	PPER	er
?	$.	?
Her	ADV	her
mit	APPR	mit
ihm	PPER	er
!	$.	!
Wann	PWAV	wann
er	PPER	er
nur	ADV	nur
statt	APPR	statt
meiner	PPOSAT	mein
einruckt	VVFIN	einruckt
,	$,	,
wird	VAFIN	werden
d’Frau	NN	d’Frau
Mutter	NN	Mutter
schon	ADV	schon
ausrucken	VVINF	ausrucken
?	$.	?
–	$(	-
Wo	PWAV	wo
ist	VAFIN	sein
er	PPER	er
?	$.	?
Ignaz	NE	Ignaz
.	$.	.
Da	ADV	da
ist	VAFIN	sein
er	PPER	er
.	$.	.
Micherl	NE	Micherl
(	$(	(
sieht	VVFIN	sehen
sich	PRF	sich
um	PTKVZ	um
)	$(	)
.	$.	.
Wo	PWAV	wo
?	$.	?
Ignaz	NE	Ignaz
(	$(	(
auf	APPR	auf
sich	PRF	sich
deutend	ADJD	deutend
)	$(	)
.	$.	.
Da	ADV	da
!	$.	!
Seh	NE	seh
’	NN	’
ns	VVFIN	ns
ihn	PPER	er
nicht	PTKNEG	nicht
?	$.	?
Ich	PPER	ich
glaub	VVIMP	glauben
‘	$(	‘
doch	ADV	doch
,	$,	,
daß	KOUS	dass
er	PPER	er
mehr	ADV	mehr
als	KOKOM	als
g	NN	g
’	ADJD	’
setzliche	ADJA	setzliche
Maß	NN	Maß
hat	VAFIN	haben
.	$.	.
Kathi	NE	Kathi
.	$.	.
Wie	KOUS	wie
?	$.	?
–	$(	-
Sie	PPER	Sie
selber	ADV	selber
wärn’s	ADJD	wärn’s
–	$(	-
aber	ADV	aber
Herr	NN	Herr
Stoppel	NN	Stoppel
–	$(	-
Micherl	NE	Micherl
.	$.	.
No	NN	No
,	$,	,
sein	PPOSAT	sein
’	ADJA	’
s	NN	s
so	ADV	so
gut	ADJD	gut
–	$(	-
redens	ADJA	redens
ihm’s	NN	ihm’s
aus	PTKVZ	aus
!	$.	!
–	$(	-
Der	ART	die
Bengl	NE	Bengl
ist	VAFIN	sein
gut	ADJD	gut
g’nug	NN	g’nug
zum	APPRART	zu+die
z’sammpracken	ADJA	z’sammpracken
–	$(	-
geb’ns	NN	geb’ns
ihm	PPER	er
nur	ADV	nur
g	NN	g
’	ADJA	’
schwind	NN	schwind
die	ART	die
500	ADJA	@card@
fl	NN	fl
.	$.	.
Kathi	NE	Kathi
.	$.	.
Also	ADV	also
,	$,	,
Herr	NN	Herr
Stoppel	NN	Stoppel
.	$.	.
–	$(	-
