Brühen	NN	Brühe|Brühen
Lasse	VVFIN	lassen
4	CARD	@card@
Loth	NE	Loth
Butter	NN	Butter
heiß	ADJD	heiß
werden	VAINF	werden
,	$,	,
thue	NE	thue
6	CARD	@card@
Eßlöffel	NN	Esslöffel
voll	ADJD	voll
Mehl	NN	Mehl
dazu	PAV	dazu
,	$,	,
und	KON	und
röste	VVFIN	röste
es	PPER	es
hübsch	ADJD	hübsch
gelbbraun	ADJA	gelbbraun
;	$.	;
fülle	VVFIN	füllen
es	PPER	es
mit	APPR	mit
Schildkrötenbrühe	NN	Schildkrötenbrühe
jedoch	ADV	jedoch
durchgesiebt	VVPP	durchsieben
,	$,	,
und	KON	und
lasse	VVFIN	lassen
das	ART	die
Ganze	NN	Ganze
noch	ADV	noch
lange	ADV	lange
kochen	VVINF	kochen
;	$.	;
gieße	VVFIN	gießen
eine	ART	eine
Flasche	NN	Flasche
Madeira-Wein	NE	Madeira-Wein
hinein	PTKVZ	hinein
,	$,	,
lasse	VVFIN	lassen
Alles	NN	All
um	APPR	um
einen	ART	eine
Viertheil	NN	Viertheil
einkochen	VVINF	einkochen
,	$,	,
thue	NE	thue
ein	ART	eine
wenig	PIAT	wenige
Salz	NN	Salz
hinein	PTKVZ	hinein
und	KON	und
eine	ART	eine
Messerspitze	NN	Messerspitze
voll	ADJD	voll
Cayenne	ADJA	Cayenne
=P	NN	=P
feffer	NN	feffer
und	KON	und
Muskatnuß	NN	Muskatnuss
.	$.	.
Schneide	NN	Schneide
das	ART	die
Fleisch	NN	Fleisch
in	APPR	in
gleiche	ADJA	gleich
schöne	ADJA	schön
viereckige	ADJA	viereckig
Stückchen	NN	Stückchen
,	$,	,
lege	VVFIN	legen
das	ART	die
Alles	NN	All
in	APPR	in
die	ART	die
Suppen-Schüssel	NN	Suppen-Schüssel
und	KON	und
lasse	VVFIN	lassen
die	ART	die
übrige	ADJA	übrig
Suppe	NN	Suppe
durch	APPR	durch
ein	ART	eine
Haarsieb	NN	Haarsieb
kochend	ADJD	kochend
darüber	PAV	darüber
laufen	VVINF	laufen
.	$.	.
Man	PIS	man
kann	VMFIN	können
Klöße	NN	Kloß
von	APPR	von
Krebs	NE	Krebs
oder	KON	oder
sonst	ADV	sonst
feine	ADJA	fein
Klöße	NN	Kloß
hineinkochen	VVINF	hineinkochen
.	$.	.
Nr.	NN	Nr.
8	CARD	@card@
.	$.	.
Mandelmilch	NN	Mandelmilch
=	$(	=
Suppe	NN	Suppe
.	$.	.
Ein	ART	eine
Pfund	NN	Pfund
abgezogene	ADJA	abgezogen
und	KON	und
sehr	ADV	sehr
fein	ADJD	fein
gestoßene	ADJA	gestoßen
Mandeln	NN	Mandel
werden	VAFIN	werden
mit	APPR	mit
8	CARD	@card@
Schoppen	NN	Schoppen
kochender	ADJA	kochend
Milch	NN	Milch
nach	PTKVZ	nach
und	KON	und
nach	ADV	nach
vermischt	VVPP	vermischen
,	$,	,
und	KON	und
mehrere	PIAT	mehrere
Male	NN	Mal
durch	APPR	durch
ein	ART	eine
feines	ADJA	fein
Haarsieb	NN	Haarsieb
passirt	NN	passirt
,	$,	,
indem	KOUS	indem
man	PIS	man
die	ART	die
durchgelaufene	ADJA	durchgelaufen
Milch	NN	Milch
wiederholt	ADJD	wiederholt
darüber	PAV	darüber
gießt	VVFIN	gießen
;	$.	;
die	ART	die
Mandelmilch	NN	Mandelmilch
gehörig	ADJD	gehörig
versüßet	VVFIN	versüßet
,	$,	,
in	APPR	in
warmes	ADJA	warm
Wasser	NN	Wasser
gestellt	VVPP	stellen
und	KON	und
warm	ADJD	warm
gehalten	VVPP	halten
.	$.	.
Ferner	ADJD	fern
werden	VAFIN	werden
8	ADJA	@card@
Loth	NE	Loth
rein	ADV	rein
gewaschener	ADJA	gewaschen
und	KON	und
gebrühter	ADJA	gebrühter
Reis	NN	Reis
,	$,	,
sobald	KOUS	sobald
dieser	PDAT	dies
weich	ADJD	weich
geworden	VAPP	werden
ist	VAFIN	sein
,	$,	,
in	APPR	in
2	CARD	@card@
Schoppen	NN	Schoppen
kochende	ADJA	kochend
Milch	NN	Milch
gethan	NE	gethan
,	$,	,
Ist	VAFIN	sein
es	PPER	es
Zeit	NN	Zeit
zum	APPRART	zu+die
Anrichten	NN	Anrichten
,	$,	,
so	ADV	so
gieße	VVFIN	gießen
man	PIS	man
den	ART	die
Reis	NN	Reis
in	APPR	in
den	ART	die
Suppen	NN	Suppe
=	$(	=
Kumpen	NN	Kumpen
und	KON	und
richte	VVFIN	richten
langsam	ADJD	langsam
die	ART	die
Mandelmilch	NN	Mandelmilch
darüber	PAV	darüber
;	$.	;
bestreue	NN	bestreue
die	ART	die
Suppe	NN	Suppe
mit	APPR	mit
einem	ART	eine
wenig	PIS	wenige
fein	ADJD	fein
gesiebter	ADJA	gesiebter
Vanille	NN	Vanille
,	$,	,
versuche	VVFIN	versuchen
ob	ADV	ob
nicht	PTKNEG	nicht
an	APPR	an
Zucker	NN	Zucker
fehlt	VVFIN	fehlen
,	$,	,
und	KON	und
gieb	VVFIN	gieb
sie	PPER	sie
heiß	ADJD	heiß
zur	APPRART	zu+die
Tafel	NN	Tafel
.	$.	.
