Dresdner	NN	Dresdner
hinweg	ADV	hinweg
sein	PPOSAT	sein
Ziel	NN	Ziel
auf	APPR	auf
der	ART	die
Völkerwiese	NN	Völkerwiese
sicher	ADJD	sicher
zu	PTKZU	zu
treffen	VVINF	treffen
.	$.	.
Provinzialnachrichten	NN	Provinzialnachrichten
.	$.	.
⊙	NN	⊙
Leipzig	NE	Leipzig
,	$,	,
6	CARD	@card@
.	$.	.
August	NE	August
.	$.	.
Die	ART	die
hiesigen	ADJA	hiesig
Stadtverordneten	NN	Stadtverordnete
hatten	VAFIN	haben
in	APPR	in
einer	PIS	eine
ihrer	PPOSAT	ihr
letzten	ADJA	letzt
Sitzungen	NN	Sitzung
vor	APPR	vor
den	ART	die
Ferien	NN	Ferien
eine	ART	eine
verminderte	ADJA	vermindert
Ausstattung	NN	Ausstattung
des	ART	die
Reserverfonds	NN	Reserverfonds
der	ART	die
städtischen	ADJA	städtisch
Sparkasse	NN	Sparkasse
abgeregt	VVPP	abgeregt
.	$.	.
Der	ART	die
betreffende	ADJA	betreffend
Auschuß	NN	Auschuß
des	ART	die
Rats	NN	Rat
hat	VAFIN	haben
sich	PRF	sich
nun	ADV	nun
mit	APPR	mit
dieser	PDAT	dies
Angelegenheit	NN	Angelegenheit
beschäftigt	VVPP	beschäftigen
und	KON	und
der	ART	die
Rat	NN	Rat
,	$,	,
den	ART	die
Vorschlägen	NN	Vorschlag
des	ART	die
Auschusses	NN	Auschusses
entsprechend	ADJD	entsprechend
,	$,	,
beschlossen	VVPP	beschließen
,	$,	,
den	ART	die
Reserverfonds	NN	Reserverfonds
,	$,	,
welcher	PRELS	welche
am	APPRART	an+die
1	CARD	@card@
.	$.	.
Januar	NN	Januar
d.	ART	d.
J.	NE	J.
auf	APPR	auf
2	CARD	@card@
108	ADJA	@card@
858	CARD	@card@
M.	APPR	m.
sich	PRF	sich
belief	VVFIN	belaufen
,	$,	,
als	KOUS	als
solchen	PIS	solche
mit	APPR	mit
Ende	NN	Ende
des	ART	die
laufenden	ADJA	laufend
Jahres	NN	Jahr
zu	PTKZU	zu
schließen	VVINF	schließen
und	KON	und
dessen	PDAT	die
Vermehrung	NN	Vermehrung
in	APPR	in
Zukunst	NN	Zukunst
nur	ADV	nur
durch	APPR	durch
eine	ART	eine
jährliche	ADJA	jährlich
Zins	NN	Zins
=	$(	=
auf	APPR	auf
Zinsverzinsung	NN	Zinsverzinsung
von	APPR	von
3	CARD	@card@
Prozent	NN	Prozent
zu	PTKZU	zu
bewirken	VVINF	bewirken
.	$.	.
Der	ART	die
Rat	NN	Rat
hat	VAFIN	haben
aber	ADV	aber
hierzu	PAV	hierzu
noch	ADV	noch
den	ART	die
weitern	ADJA	weitern
Zusatzantrag	NN	Zusatzantrag
angennommen	VVPP	angennommen
,	$,	,
wonach	PWAV	wonach
,	$,	,
falls	KOUS	falls
bei	APPR	bei
der	ART	die
beschlossenen	ADJA	beschlossen
Minderung	NN	Minderung
des	ART	die
Fonds	NN	Fonds
derselbe	PDAT	derselb
unter	APPR	unter
10	CARD	@card@
Prozent	NN	Prozent
von	APPR	von
3	CARD	@card@
Millionen	NN	Million
M.	NE	M.
und	KON	und
von	APPR	von
5	CARD	@card@
Prozent	NN	Prozent
von	APPR	von
dem	ART	die
über	APPR	über
diese	PDAT	dies
Summe	NN	Summe
hinausgehenden	ADJA	hinausgehend
Betrage	NN	Betrag
der	ART	die
Sparkasseneilagen	NN	Sparkasseneilagen
sinken	VVINF	sinken
sollte	VMFIN	sollen
,	$,	,
dem	ART	die
Fonds	NN	Fonds
so	ADV	so
viel	PIS	viele
und	KON	und
so	ADV	so
lange	ADJA	lang
Mittel	NN	Mittel
zugeführt	VVPP	zuführen
werden	VAINF	werden
sollen	VMFIN	sollen
,	$,	,
bis	KOUS	bis
der	ART	die
erwähnte	ADJA	erwähnt
Mindestbetrag	NN	Mindestbetrag
erfüllt	VVPP	erfüllen
ist	VAFIN	sein
.	$.	.
Kamenzl	NE	Kamenzl
,	$,	,
5	CARD	@card@
.	$.	.
August	NE	August
.	$.	.
(	$(	(
B.	NE	B.
N	NE	N
)	$(	)
Noch	ADV	noch
sind	VAFIN	sein
die	ART	die
rauchenden	ADJA	rauchend
Trümmer	NN	Trümmer
der	ART	die
Unglücksstätten	NN	Unglücksstätten
in	APPR	in
Räckelwitz	NN	Räckelwitz
nicht	PTKNEG	nicht
erloschen	VVPP	erlöschen
und	KON	und
schon	ADV	schon
wieder	ADV	wieder
ist	VAFIN	sein
von	APPR	von
einem	ART	eine
ähnlichen	ADJA	ähnlich
großen	ADJA	groß
Brande	NN	Brand
aus	APPR	aus
hiesiger	ADJA	hiesig
Gegend	NN	Gegend
zu	PTKZU	zu
berichten	VVINF	berichten
.	$.	.
Heute	ADV	heute
nachmittags	ADV	nachmittags
3	CARD	@card@
Uhr	NN	Uhr
brach	VVFIN	brechen
in	APPR	in
der	ART	die
Gartennahrung	NN	Gartennahrung
des	ART	die
N.	NE	N.
Raab	NE	Raab
(	$(	(
Schnäbel	NN	Schnabel
)	$(	)
in	APPR	in
Dürrwicknitz	NE	Dürrwicknitz
Feuer	NN	Feuer
aus	PTKVZ	aus
,	$,	,
und	KON	und
binnen	APPR	binnen
1/2	CARD	@card@
Stunde	NN	Stunde
standen	VVFIN	stehen
7	CARD	@card@
Wirtschaften	NN	Wirtschaft|Wirtschaften
mit	APPR	mit
allen	PIAT	alle
Haupt	NN	Haupt
=	$(	=
und	KON	und
Nebengebäuden	NN	Nebengebäude
in	APPR	in
hellen	ADJA	hell
Flammen	NN	Flamme
.	$.	.
Das	ART	die
entfesselte	ADJA	entfesselt
Element	NN	Element
verbreitete	VVFIN	verbreiten
sich	PRF	sich
,	$,	,
einzelne	ADJA	einzeln
Gebäude	NN	Gebäude
und	KON	und
weite	ADJA	weit
Entfernungen	NN	Entfernung
überspringend	ADJD	überspringend
,	$,	,
mit	APPR	mit
unglaublicher	ADJA	unglaublich
Schnelligkeit	NN	Schnelligkeit
.	$.	.
Menschenleben	NN	Menschenleben
waren	VAFIN	sein
in	APPR	in
Gefahr	NN	Gefahr
,	$,	,
das	ART	die
gesamte	ADJA	gesamt
Vieh	NN	Vieh
wurde	VAFIN	werden
bis	KON	bis
auf	APPR	auf
2	CARD	@card@
Ziegen	NN	Ziege
gerettet	VVPP	retten
,	$,	,
freilich	ADV	freilich
fiel	VVFIN	fallen
die	ART	die
gesamte	ADJA	gesamt
reiche	ADJA	reich
Ernie	NE	Ernie
in	APPR	in
Schutt	NN	Schutt
und	KON	und
Alsche	NN	Alsche
.	$.	.
Versichert	VVPP	versichern
hatte	VAFIN	haben
,	$,	,
wie	KOUS	wie
in	APPR	in
Räckelwitz	NN	Räckelwitz
,	$,	,
wiederum	ADV	wiederum
nur	ADV	nur
einer	PIS	eine
.	$.	.
Dürrwicknitz	NE	Dürrwicknitz
besteht	VVFIN	bestehen
aus	APPR	aus
12	CARD	@card@
Nummern	NN	Nummer
;	$.	;
somit	ADV	somit
ist	VAFIN	sein
über	APPR	über
die	ART	die
Hälfte	NN	Hälfte
der	ART	die
ganzen	ADJA	ganz
Ortschaft	NN	Ortschaft
abgebrannt	VVPP	abbrennen
.	$.	.
