Erster	ADJA	erst
dem	ART	die
angehängten	ADJA	angehängt
Tarife	NN	Tarif
zulässigen	ADJA	zulässig
Gebühren	NN	Gebühr
müssen	VMFIN	müssen
die	ART	die
Standesregister	NN	Standesregister
Jedermann	PIS	jedermann
zur	APPRART	zu+die
Einsicht	NN	Einsicht
vorgelegt	VVPP	vorlegen
,	$,	,
sowie	KON	sowie
beglaubigte	ADJA	beglaubigt
Auszüge	NN	Auszug
(	$(	(
§	NN	§
.	$.	.
15	CARD	@card@
)	$(	)
,	$,	,
aus	APPR	aus
denselben	PDAT	derselb
ertheilt	ADJA	ertheilt
werden	VAFIN	werden
.	$.	.
Jn	NE	Jn
amtlichem	ADJA	amtlich
Jnteresse	NN	Jnteresse
und	KON	und
bei	APPR	bei
Unvermögen	NN	Unvermögen
der	ART	die
Betheiligten	NN	Betheiligten
ist	VAFIN	sein
die	ART	die
Einsicht	NN	Einsicht
der	ART	die
Register	NN	Register
und	KON	und
die	ART	die
Ertheilung	NN	Ertheilung
der	ART	die
Auszüge	NN	Auszug
gebührenfrei	ADJD	gebührenfrei
zu	PTKZU	zu
gewähren	VVINF	gewähren
.	$.	.
Jeder	PIAT	jede
Auszug	NN	Auszug
einer	ART	eine
Eintragung	NN	Eintragung
muß	VMFIN	müssen
auch	ADV	auch
die	ART	die
zu	APPR	zu
derselben	PDAT	dieselb
gehörigen	ADJA	gehörig
Ergänzungen	NN	Ergänzung
und	KON	und
Berichtigungen	NN	Berichtigung
enthalten	VVPP	enthalten
.	$.	.
Zweiter	ADJA	zweit
Abschnitt	NN	Abschnitt
.	$.	.
Beurkundung	NN	Beurkundung
der	ART	die
Geburten	NN	Geburt
.	$.	.
§	NN	§
.	$.	.
17	CARD	@card@
.	$.	.
Jede	PIAT	jede
Geburt	NN	Geburt
eines	ART	eine
Kindes	NN	Kind
ist	VAFIN	sein
innerhalb	APPR	innerhalb
einer	ART	eine
Woche	NN	Woche
dem	ART	die
Standesbeamten	NN	Standesbeamte
des	ART	die
Bezirks	NN	Bezirk
,	$,	,
in	APPR	in
welchem	PRELS	welche
die	ART	die
Niederkunft	NN	Niederkunft
stattgefunden	VVPP	stattfinden
hat	VAFIN	haben
,	$,	,
anzuzeigen	VVIZU	anzeigen
.	$.	.
§	NN	§
.	$.	.
18	CARD	@card@
.	$.	.
Zur	APPRART	zu+die
Anzeige	NN	Anzeige
sind	VAFIN	sein
verpflichtet	VVPP	verpflichten
:	$.	:
1	CARD	@card@
.	$.	.
der	ART	die
eheliche	ADJA	ehelich
Vater	NN	Vater
;	$.	;
2	CARD	@card@
.	$.	.
die	ART	die
bei	APPR	bei
der	ART	die
Niederkunft	NN	Niederkunft
zugegen	ADJD	zugegen
gewesene	ADJA	gewesen
Hebamme	NN	Hebamme
;	$.	;
3	CARD	@card@
.	$.	.
der	ART	die
dabei	PAV	dabei
zugegen	ADJD	zugegen
gewesene	ADJA	gewesen
Arzt	NN	Arzt
;	$.	;
4	CARD	@card@
.	$.	.
jede	PIAT	jede
andere	PIS	andere
dabei	PAV	dabei
zugegen	ADJD	zugegen
gewesene	ADJA	gewesen
Person	NN	Person
;	$.	;
5	CARD	@card@
.	$.	.
die	ART	die
Mutter	NN	Mutter
,	$,	,
sobald	KOUS	sobald
sie	PPER	sie
dazu	PAV	dazu
im	APPRART	in+die
Stande	NN	Stand
ist	VAFIN	sein
.	$.	.
Jedoch	ADV	jedoch
tritt	VVFIN	treten
die	ART	die
Verpflichtung	NN	Verpflichtung
der	ART	die
in	APPR	in
der	ART	die
vorstehenden	ADJA	vorstehend
Reihenfolge	NN	Reihenfolge
später	ADJD	spät
genannten	ADJA	genannt
Personen	NN	Person
nur	ADV	nur
dann	ADV	dann
ein	PTKVZ	ein
,	$,	,
wenn	KOUS	wenn
ein	ART	eine
früher	ADJD	früh
genannter	ADJA	genannt
Verpflichteter	ADJA	verpflichtet
nicht	PTKNEG	nicht
vorhanden	ADJD	vorhanden
oder	KON	oder
derselbe	PDS	derselbe
an	APPR	an
der	ART	die
Erstattung	NN	Erstattung
der	ART	die
Anzeige	NN	Anzeige
verhindert	VVPP	verhindern
ist	VAFIN	sein
.	$.	.
§	NN	§
.	$.	.
19	CARD	@card@
.	$.	.
Die	ART	die
Anzeige	NN	Anzeige
ist	VAFIN	sein
mündlich	ADJD	mündlich
von	APPR	von
dem	ART	die
Verpflichteten	NN	Verpflichtete
selbst	ADV	selbst
oder	KON	oder
durch	APPR	durch
eine	ART	eine
andere	PIS	andere
aus	APPR	aus
eigener	ADJA	eigen
Wissenschaft	NN	Wissenschaft
unterrichtete	ADJA	unterrichtet
Person	NN	Person
zu	PTKZU	zu
machen	VVINF	machen
.	$.	.
§	NN	§
.	$.	.
20	CARD	@card@
.	$.	.
Bei	APPR	bei
Geburten	NN	Geburt
,	$,	,
welche	PRELS	welche
sich	PRF	sich
in	APPR	in
öffentlichen	ADJA	öffentlich
Entbindungs	NN	Entbindungs
=	$(	=
,	$,	,
Hebammen	NN	Hebamme
=	$(	=
,	$,	,
Kranken	NN	Kranke
=	$(	=
,	$,	,
Gefangen	VVPP	fangen
=	$(	=
und	KON	und
ähnlichen	ADJA	ähnlich
Anstalten	NN	Anstalt
,	$,	,
sowie	KON	sowie
in	APPR	in
Kasernen	NN	Kaserne
ereignen	VVFIN	ereignen
,	$,	,
trifft	VVFIN	treffen
die	ART	die
Verpflichtung	NN	Verpflichtung
zur	APPRART	zu+die
Anzeige	NN	Anzeige
ausschließlich	ADV	ausschließlich
den	ART	die
Vorsteher	NN	Vorsteher
der	ART	die
Anstalt	NN	Anstalt
oder	KON	oder
den	ART	die
von	APPR	von
der	ART	die
zuständigen	ADJA	zuständig
Behörde	NN	Behörde
ermächtigten	ADJA	ermächtigt
Beamten	NN	Beamter
.	$.	.
Es	PPER	es
genügt	VVFIN	genügen
eine	ART	eine
schriftliche	ADJA	schriftlich
Anzeige	NN	Anzeige
in	APPR	in
amtlicher	ADJA	amtlich
Form	NN	Form
.	$.	.
§	NN	§
.	$.	.
21	CARD	@card@
.	$.	.
Der	ART	die
Standesbeamte	NN	Standesbeamte
ist	VAFIN	sein
verpflichtet	VVPP	verpflichten
,	$,	,
sich	PRF	sich
von	APPR	von
der	ART	die
Richtigkeit	NN	Richtigkeit
der	ART	die
Anzeige	NN	Anzeige
(	$(	(
§§	ADJD	§§
.	$.	.
17	CARD	@card@
bis	KON	bis
20	CARD	@card@
)	$(	)
,	$,	,
wenn	KOUS	wenn
er	PPER	er
dieselbe	PDS	dieselbe
zu	PTKZU	zu
bezweifeln	VVINF	bezweifeln
Anlaß	NN	Anlass
hat	VAFIN	haben
,	$,	,
in	APPR	in
geeigneter	ADJA	geeignet
Weise	NN	Weise
Ueberzeugung	NN	Ueberzeugung
zu	PTKZU	zu
verschaffen	VVINF	verschaffen
.	$.	.
§	NN	§
.	$.	.
22	CARD	@card@
.	$.	.
Die	ART	die
Eintragung	NN	Eintragung
des	ART	die
Geburtsfalles	NN	Geburtsfalles
soll	VMFIN	sollen
enthalten	VVPP	enthalten
:	$.	:
1	CARD	@card@
.	$.	.
Vor	ADV	vor
=	$(	=
und	KON	und
Familiennamen	NN	Familienname
,	$,	,
Stand	NN	Stand
oder	KON	oder
Gewerbe	NN	Gewerbe
und	KON	und
Wohnort	NN	Wohnort
des	ART	die
Anzeigenden	NN	Anzeigende
:	$.	:
2	CARD	@card@
.	$.	.
Ort	NN	Ort
,	$,	,
Tag	NN	Tag
und	KON	und
Stunde	NN	Stunde
der	ART	die
Geburt	NN	Geburt
;	$.	;
3	CARD	@card@
.	$.	.
Geschlecht	NN	Geschlecht
des	ART	die
Kindes	NN	Kind
;	$.	;
4	CARD	@card@
.	$.	.
Vornamen	NN	Vorname
des	ART	die
Kindes	NN	Kind
;	$.	;
5	CARD	@card@
.	$.	.
Vor	ADV	vor
=	$(	=
und	KON	und
Familiennamen	NN	Familienname
,	$,	,
Religion	NN	Religion
,	$,	,
Stand	NN	Stand
oder	KON	oder
Gewerbe	NN	Gewerbe
und	KON	und
Wohnort	NN	Wohnort
der	ART	die
Eltern	NN	Eltern
.	$.	.
Bei	APPR	bei
Zwillings	NN	Zwilling
=	$(	=
oder	KON	oder
Mehrgeburten	NN	Mehrgeburten
ist	VAFIN	sein
die	ART	die
Eintragung	NN	Eintragung
für	APPR	für
jedes	PIAT	jede
Kind	NN	Kind
besonders	ADV	besonders
und	KON	und
so	ADV	so
genau	ADJD	genau
zu	PTKZU	zu
bewirken	VVINF	bewirken
,	$,	,
daß	KOUS	dass
die	ART	die
Zeitfolge	NN	Zeitfolge
der	ART	die
verschiedenen	ADJA	verschieden
Geburten	NN	Geburt
ersichtlich	ADJD	ersichtlich
ist	VAFIN	sein
.	$.	.
Standen	VVFIN	stehen
die	ART	die
Vornamen	NN	Vorname
des	ART	die
Kindes	NN	Kind
zur	APPRART	zu+die
Zeit	NN	Zeit
der	ART	die
Anzeige	NN	Anzeige
noch	ADV	noch
nicht	PTKNEG	nicht
fest	PTKVZ	fest
,	$,	,
so	ADV	so
sind	VAFIN	sein
dieselben	PDS	dieselbe
nachträglich	ADJD	nachträglich
und	KON	und
längstens	ADV	längstens
binnen	APPR	binnen
zwei	CARD	zwei
Monaten	NN	Monat
nach	APPR	nach
der	ART	die
Geburt	NN	Geburt
anzuzeigen	VVIZU	anzeigen
.	$.	.
Jhre	ADJA	Jhre
Eintragung	NN	Eintragung
erfolgt	VVFIN	erfolgen
am	APPRART	an+die
Rande	NN	Rand
der	ART	die
ersten	ADJA	erst
Eintragung	NN	Eintragung
.	$.	.
§	NN	§
.	$.	.
23	CARD	@card@
.	$.	.
Wenn	KOUS	wenn
ein	ART	eine
Kind	NN	Kind
todtgeboren	ADJA	todtgeboren
oder	KON	oder
in	APPR	in
der	ART	die
Geburt	NN	Geburt
verstorben	VVPP	versterben
ist	VAFIN	sein
,	$,	,
so	ADV	so
muß	VMFIN	müssen
die	ART	die
Anzeige	NN	Anzeige
spätestens	ADV	spätestens
am	APPRART	an+die
nächstfolgenden	ADJA	nächstfolgend
Tage	NN	Tag
geschehen	VVPP	geschehen
.	$.	.
Die	ART	die
Eintragung	NN	Eintragung
ist	VAFIN	sein
alsdann	ADJD	alsdann
mit	APPR	mit
dem	ART	die
im	APPRART	in+die
§	NN	§
.	$.	.
22	CARD	@card@
unter	APPR	unter
Nr.	NN	Nr.
1	CARD	@card@
bis	KON	bis
3	CARD	@card@
und	KON	und
5	CARD	@card@
angegebenen	ADJA	angegeben
Jnhalte	NN	Jnhalte
nur	ADV	nur
im	APPRART	in+die
Sterberegister	NN	Sterberegister
zu	PTKZU	zu
machen	VVINF	machen
.	$.	.
§	NN	§
.	$.	.
24	CARD	@card@
.	$.	.
Wer	PWS	wer
ein	ART	eine
neugeborenes	ADJA	neugeboren
Kind	NN	Kind
findet	VVFIN	finden
,	$,	,
ist	VAFIN	sein
verpflichtet	VVPP	verpflichten
,	$,	,
hier	ADV	hier
von	APPR	von
spätestens	ADV	spätestens
am	APPRART	an+die
nächstfolgenden	ADJA	nächstfolgend
Tage	NN	Tag
Anzeige	NN	Anzeige
bei	APPR	bei
der	ART	die
Ortspolizeibehörde	NN	Ortspolizeibehörde
zu	PTKZU	zu
machen	VVINF	machen
.	$.	.
Die	ART	die
letztere	ADJA	letzt
hat	VAFIN	haben
die	ART	die
erforderlichen	ADJA	erforderlich
Ermittelungen	NN	Ermittelungen
vorzunehmen	VVIZU	vornehmen
und	KON	und
dem	ART	die
Standesbeamten	NN	Standesbeamte
des	ART	die
Bezirks	NN	Bezirk
von	APPR	von
deren	PDAT	die
Ergebniß	NN	Ergebniß
behufs	ADJA	behufs
Eintragung	NN	Eintragung
in	APPR	in
das	ART	die
Geburtsregister	NN	Geburtsregister
Anzeige	NN	Anzeige
zu	PTKZU	zu
machen	VVINF	machen
.	$.	.
Die	ART	die
Eintragung	NN	Eintragung
soll	VMFIN	sollen
enthalten	VVPP	enthalten
die	ART	die
Zeit	NN	Zeit
,	$,	,
den	ART	die
Ort	NN	Ort
und	KON	und
die	ART	die
Umstände	NN	Umstand
des	ART	die
Auffindens	NN	Auffinden
,	$,	,
die	ART	die
Beschaffenheit	NN	Beschaffenheit
und	KON	und
die	ART	die
Kennzeichen	NN	Kennzeichen
der	ART	die
bei	APPR	bei
dem	ART	die
Kinde	NN	Kind
vorgefundenen	ADJA	vorgefunden
Kleider	NN	Kleid
und	KON	und
sonstigen	ADJA	sonstig
Gegenstände	NN	Gegenstand
,	$,	,
die	ART	die
körperlichen	ADJA	körperlich
Merkmale	NN	Merkmal
des	ART	die
Kindes	NN	Kind
,	$,	,
sein	PPOSAT	sein
vermuthliches	ADJA	vermuthliches
Alter	NN	Alter
,	$,	,
sein	PPOSAT	sein
Geschlecht	NN	Geschlecht
,	$,	,
die	ART	die
Behörde	NN	Behörde
,	$,	,
Anstalt	NN	Anstalt
oder	KON	oder
Person	NN	Person
,	$,	,
bei	APPR	bei
welcher	PRELS	welche
das	ART	die
Kind	NN	Kind
untergebracht	VVPP	unterbringen
worden	VAPP	werden
,	$,	,
und	KON	und
die	ART	die
Namen	NN	Name
,	$,	,
welche	PRELS	welche
ihm	PPER	er
beigelegt	VVPP	beilegen
werden	VAFIN	werden
.	$.	.
§	NN	§
25	CARD	@card@
.	$.	.
Die	ART	die
Anerkennung	NN	Anerkennung
eines	ART	eine
unehelichen	ADJA	unehelich
Kindes	NN	Kind
darf	VMFIN	dürfen
in	APPR	in
das	ART	die
Geburtsregister	NN	Geburtsregister
nur	ADV	nur
dann	ADV	dann
eingetragen	VVPP	eintragen
werden	VAINF	werden
,	$,	,
wenn	KOUS	wenn
dieselbe	PDS	dieselbe
vor	APPR	vor
dem	ART	die
Standesbeamten	NN	Standesbeamte
oder	KON	oder
in	APPR	in
einer	ART	eine
gerichtlich	ADJD	gerichtlich
oder	KON	oder
notariell	ADJD	notariell
aufgenommenen	ADJA	aufgenommen
Urkunde	NN	Urkunde
erklärt	VVPP	erklären
ist	VAFIN	sein
.	$.	.
§	NN	§
26	CARD	@card@
.	$.	.
Wenn	KOUS	wenn
die	ART	die
Feststellung	NN	Feststellung
der	ART	die
Abstammung	NN	Abstammung
eines	ART	eine
Kindes	NN	Kind
erst	ADV	erst
nach	APPR	nach
Eintragung	NN	Eintragung
des	ART	die
Geburtsfalles	NN	Geburtsfalles
erfolgt	VVPP	erfolgen
oder	KON	oder
die	ART	die
Standesrechte	NN	Standesrechte
durch	APPR	durch
Legitimation	NN	Legitimation
,	$,	,
Annahme	NN	Annahme
an	APPR	an
Kindesstatt	NN	Kindesstatt
oder	KON	oder
in	APPR	in
anderer	PIAT	andere
Weise	NN	Weise
eine	ART	eine
Veränderung	NN	Veränderung
erleiden	VVFIN	erleiden
,	$,	,
so	ADV	so
ist	VAFIN	sein
dieser	PDAT	dies
Vorgang	NN	Vorgang
,	$,	,
sofern	KOUS	sofern
er	PPER	er
durch	APPR	durch
öffentliche	ADJA	öffentlich
Urkunden	NN	Urkunde
nachgewiesen	VVPP	nachweisen
wird	VAFIN	werden
,	$,	,
auf	APPR	auf
Antrag	NN	Antrag
eines	ART	eine
Betheiligten	NN	Betheiligten
am	APPRART	an+die
Rande	NN	Rand
der	ART	die
über	APPR	über
den	ART	die
Geburtsfall	NN	Geburtsfall
vorgenommenen	ADJA	vorgenommen
Eintragung	NN	Eintragung
zu	PTKZU	zu
vermerken	VVINF	vermerken
.	$.	.
§	NN	§
27	CARD	@card@
.	$.	.
Wenn	KOUS	wenn
die	ART	die
Anzeige	NN	Anzeige
eines	ART	eine
Geburtsfalles	NN	Geburtsfalles
über	APPR	über
drei	CARD	drei
Monate	NN	Monat
verzögert	VVPP	verzögern
wird	VAFIN	werden
,	$,	,
so	ADV	so
darf	VMFIN	dürfen
die	ART	die
Eintragung	NN	Eintragung
nur	ADV	nur
mit	APPR	mit
Genehmigung	NN	Genehmigung
der	ART	die
Aufsichtsbehörde	NN	Aufsichtsbehörde
nach	APPR	nach
Ermittelung	NN	Ermittelung
des	ART	die
Sachverhalts	NN	Sachverhalt
erfolgen	VVINF	erfolgen
.	$.	.
Die	ART	die
Kosten	NN	Kosten
dieser	PDAT	dies
Ermittelung	NN	Ermittelung
sind	VAFIN	sein
von	APPR	von
Demjenigen	PDS	derjenige
einzuziehen	VVIZU	einziehen
,	$,	,
welcher	PRELS	welche
die	ART	die
rechtzeitige	ADJA	rechtzeitig
Anzeige	NN	Anzeige
versäumt	VVPP	versäumen
hat	VAFIN	haben
.	$.	.
Dritter	ADJA	dritt
Abschnitt	NN	Abschnitt
.	$.	.
Erfordernisse	NN	Erfordernis
der	ART	die
Eheschließung	NN	Eheschließung
.	$.	.
§	NN	§
28	CARD	@card@
.	$.	.
Zur	APPRART	zu+die
Eheschließung	NN	Eheschließung
ist	VAFIN	sein
die	ART	die
Einwilligung	NN	Einwilligung
und	KON	und
die	ART	die
Ehemündigkeit	NN	Ehemündigkeit
der	ART	die
Eheschließenden	NN	Eheschließenden
erforderlich	ADJD	erforderlich
.	$.	.
Die	ART	die
Ehemündigkeit	NN	Ehemündigkeit
des	ART	die
männlichen	ADJA	männlich
Geschlechts	NN	Geschlecht
tritt	VVFIN	treten
mit	APPR	mit
dem	ART	die
vollendeten	ADJA	vollendet
zwanzigsten	ADJA	zwanzigst
Lebensjahre	NN	Lebensjahr
,	$,	,
die	PRELS	die
des	ART	die
weiblichen	ADJA	weiblich
Geschlechts	NN	Geschlecht
mit	APPR	mit
dem	ART	die
vollendeten	ADJA	vollendet
sechszehnten	ADJA	sechszehnten
Lebensjahre	NN	Lebensjahr
ein	PTKVZ	ein
.	$.	.
Dispensation	NN	Dispensation
ist	VAFIN	sein
zulässig	ADJD	zulässig
.	$.	.
