Einleitung	NN	Einleitung
einzelner	ADJA	einzeln
außerordentlich	ADJD	außerordentlich
gesteigerter	ADJA	gesteigert
Geisteskraͤfte	NN	Geisteskraͤfte
,	$,	,
verbunden	ADJD	verbunden
mit	APPR	mit
einer	PIS	eine
denselben	PDAT	derselb
entsprechenden	ADJA	entsprechend
sinnlichen	ADJA	sinnlich
Anlage	NN	Anlage
,	$,	,
in	APPR	in
irgend	ADV	irgend
einem	ART	eine
Fache	NN	Fache
ganz	ADV	ganz
Unerwartetes	NN	Unerwartete
zu	PTKZU	zu
leisten	VVINF	leisten
.	$.	.
Daher	PAV	daher
gibt	VVFIN	geben
es	PPER	es
ein	ART	eine
philosophisches	ADJA	philosophisch
Genie	NN	Genie
–	$(	-
Kant	NE	Kant
;	$.	;
ein	ART	eine
mathematisches	ADJA	mathematisch
-	$(	-
Galilaͤi	NE	Galilaͤi
,	$,	,
Newton	NE	Newton
;	$.	;
ein	ART	eine
poetisches	ADJA	poetisch
–	$(	-
Shakspeare	NE	Shakspeare
,	$,	,
Klopstock	NN	Klopstock
,	$,	,
Goͤthe	NN	Goͤthe
;	$.	;
ein	ART	eine
kuͤnstlerisches	ADJA	kuͤnstlerisches
–	$(	-
Raphael	NE	Raphael
,	$,	,
Duͤrer	NN	Duͤrer
;	$.	;
ein	ART	eine
politisches	ADJA	politisch
–	$(	-
Montesquieu	NN	Montesquieu
,	$,	,
Sully	NE	Sully
,	$,	,
Metternich	NN	Metternich
;	$.	;
ein	ART	eine
militaͤrisches	ADJA	militaͤrisches
–	$(	-
Friedrich	NE	Friedrich
1I	NN	1I
.	$.	.
,	$,	,
Napoleon	NN	Napoleon
.	$.	.
–	$(	-
Ein	ART	eine
Genie	NN	Genie
kann	VMFIN	können
sich	PRF	sich
in	APPR	in
mehreren	PIS	mehrere
,	$,	,
aber	KON	aber
nur	ADV	nur
verwandten	ADJA	verwandt
Faͤchern	NN	Faͤchern
auszeichnen	VVFIN	auszeichnen
.	$.	.
Leibnitz	NE	Leibnitz
war	VAFIN	sein
Mathematiker	NN	Mathematiker
und	KON	und
Philosoph	NN	Philosoph
,	$,	,
Michel	NE	Michel
Angelo	NE	Angelo
Bildhauer	NN	Bildhauer
und	KON	und
Maler	NN	Maler
,	$,	,
in	APPR	in
Beidem	PIS	beide
ausgezeichnet	ADJD	ausgezeichnet
.	$.	.
Das	ART	die
Genie	NN	Genie
schafft	VVFIN	schaffen
immer	ADV	immer
Neues	NN	Neue
,	$,	,
sein	PPOSAT	sein
Charakter	NN	Charakter
ist	VAFIN	sein
Orginalitaͤt	NN	Orginalitaͤt
(	$(	(
Urspruͤnglichkeit	NN	Urspruͤnglichkeit
)	$(	)
.	$.	.
Das	ART	die
Talent	NN	Talent
ist	VAFIN	sein
vom	APPRART	von+die
Genie	NN	Genie
verschieden	VVPP	verscheiden
;	$.	;
das	ART	die
Talent	NN	Talent
steht	VVFIN	stehen
viel	ADV	viel
tiefer	ADJD	tief
;	$.	;
es	PPER	es
wuchert	VVFIN	wuchern
mit	APPR	mit
dem	ART	die
,	$,	,
was	PRELS	was
das	ART	die
Genie	NN	Genie
geschaffen	VVPP	schaffen
hat	VAFIN	haben
,	$,	,
sucht	VVFIN	suchen
dasselbe	PDS	dasselbe
gemeinnuͤtzig	ADJD	gemeinnuͤtzig
zu	PTKZU	zu
machen	VVINF	machen
,	$,	,
und	KON	und
wagt	VVFIN	wagen
sich	PRF	sich
oft	ADV	oft
mit	APPR	mit
Gluͤck	NN	Gluͤck
auch	ADV	auch
an	APPR	an
die	ART	die
fleißige	ADJA	fleißig
Vervollkommnung	NN	Vervollkommnung
dessen	PDS	die
,	$,	,
was	PRELS	was
das	ART	die
Genie	NN	Genie
nur	ADV	nur
in	APPR	in
grossen	ADJA	groß
Umrissen	NN	Umriss
hingeworfen	VVPP	hinwerfen
hat	VAFIN	haben
.	$.	.
Werke	NN	Werk
uͤber	NN	uͤber
den	ART	die
Styl	ADJA	Styl
,	$,	,
sich	PRF	sich
ein	ART	eine
Genie	NN	Genie
auch	ADV	auch
ohne	APPR	ohne
Verstand	NN	Verstand
denken	VVINF	denken
kann	VMFIN	können
;	$.	;
der	PDS	die
denkt	VVFIN	denken
es	PPER	es
sich	PRF	sich
eben	ADV	eben
ohne	APPR	ohne
Verstand	NN	Verstand
.	$.	.
Nur	ADV	nur
das	ART	die
einseitige	ADJA	einseitig
Talent	NN	Talent
gibt	VVFIN	geben
,	$,	,
wie	KOUS	wie
eine	ART	eine
Klaviersaite	NN	Klaviersaite
unter	APPR	unter
dem	ART	die
Hammerschlage	NN	Hammerschlage
,	$,	,
Einen	ART	eine
Ton	NN	Ton
;	$.	;
aber	ADV	aber
das	ART	die
Genie	NN	Genie
gleicht	VVFIN	gleichen
einer	ART	eine
Windharfen-	TRUNC	Windharfen-
Saite	NN	Saite
;	$.	;
eine	ART	eine
und	KON	und
dieselbe	PDS	dieselbe
spielt	VVFIN	spielen
sich	PRF	sich
selber	ADV	selber
zu	APPR	zu
mannigfaltigen	ADJA	mannigfaltig
Toͤnen	NN	Toͤnen
von	APPR	von
dem	ART	die
mannigfachen	ADJA	mannigfach
Anwehen	NN	Anwehen
.	$.	.
Im	APPRART	in+die
Genius	NE	Genius
stehen	VVFIN	stehen
alle	PIAT	alle
Kraͤfte	NN	Kraͤfte
auf	APPR	auf
einmal	ADV	einmal
in	APPR	in
Bluͤte	NN	Bluͤte
,	$,	,
und	KON	und
die	ART	die
Phantasie	NN	Phantasie
ist	VAFIN	sein
darin	PAV	darin
nicht	PTKNEG	nicht
die	ART	die
Blume	NN	Blume
,	$,	,
sondern	KON	sondern
die	ART	die
Blumengoͤttin	NN	Blumengoͤttin
,	$,	,
welche	PRELS	welche
die	ART	die
zusammenstaͤubenden	ADJA	zusammenstaͤubenden
Blumenkelche	NN	Blumenkelche
fuͤr	ADJA	fuͤr
neue	ADJA	neu
Mischungen	NN	Mischung
ordnet	VVFIN	ordnen
,	$,	,
gleichsam	ADJD	gleichsam
die	ART	die
Kraft	NN	Kraft
voll	ADJD	voll
Kraͤfte	NN	Kraͤfte
.	$.	.
(	$(	(
Jean	NE	Jean
Paul	NE	Paul
.	$.	.
)	$(	)
Das	ART	die
Talent	NN	Talent
bleibt	VVFIN	bleiben
im	APPRART	in+die
Leben	NN	Leben
wie	KOKOM	wie
in	APPR	in
der	ART	die
Wissenschaft	NN	Wissenschaft
und	KON	und
Kunst	NN	Kunst
bescheiden	ADJD	bescheiden
auf	APPR	auf
der	ART	die
Bahn	NN	Bahn
des	ART	die
Gewoͤhnlichen	NN	Gewoͤhnlichen
;	$.	;
das	ART	die
Genie	NN	Genie
ist	VAFIN	sein
auch	ADV	auch
im	APPRART	in+die
Leben	NN	Leben
originell	ADJD	originell
.	$.	.
Anmerk	NN	Anmerk
.	$.	.
Ein	ART	eine
Juͤngling	NN	Juͤngling
kann	VMFIN	können
nicht	PTKNEG	nicht
genug	ADV	genug
gewarnt	VVPP	warnen
werden	VAINF	werden
,	$,	,
sich	PRF	sich
selbst	ADV	selbst
fuͤr	VVFIN	fuͤr
ein	ART	eine
Genie	NN	Genie
zu	PTKZU	zu
halten	VVINF	halten
,	$,	,
was	PRELS	was
er	PPER	er
so	ADV	so
gerne	ADV	gerne
glaubt	VVFIN	glauben
,	$,	,
weil	KOUS	weil
es	PPER	es
der	ART	die
eigenen	ADJA	eigen
Eitelkeit	NN	Eitelkeit
schmeichelt	VVFIN	schmeicheln
,	$,	,
und	KON	und
weil	KOUS	weil
er	PPER	er
sich	PRF	sich
hiedurch	ADV	hiedurch
von	APPR	von
der	ART	die
Nothwendigkeit	NN	Nothwendigkeit
des	ART	die
gruͤndlichen	ADJA	gruͤndlichen
,	$,	,
oft	ADV	oft
muͤhvollen	ADJA	muͤhvollen
Lernens	NN	Lernen
freisprechen	VVINF	freisprechen
zu	PTKZU	zu
duͤrfen	VVINF	duͤrfen
waͤhnt	VVFIN	waͤhnt
.	$.	.
Ferner	ADJD	fern
bestaͤrken	VVFIN	bestaͤrken
ihn	PPER	er
auch	ADV	auch
Eltern	NN	Eltern
,	$,	,
Onkel	NN	Onkel
und	KON	und
Tanten	NN	Tante
gerne	ADV	gerne
in	APPR	in
diesem	PDAT	dies
Wahne	NN	Wahn
.	$.	.
–	$(	-
Leute	NN	Leute
von	APPR	von
Genie	NN	Genie
sind	VAFIN	sein
eine	ART	eine
Seltenheit	NN	Seltenheit
.	$.	.
–	$(	-
Eine	ART	eine
traurige	ADJA	traurig
Folge	NN	Folge
dieser	PDAT	dies
Einbildung	NN	Einbildung
ist	VAFIN	sein
,	$,	,
daß	KOUS	dass
das	ART	die
Pseudo	NN	Pseudo
-	$(	-
Genie	NN	Genie
sich	PRF	sich
besonders	ADV	besonders
im	APPRART	in+die
Leben	NN	Leben
als	KOKOM	als
originell	ADJD	originell
zeigen	VVINF	zeigen
will	VMFIN	wollen
,	$,	,
was	PRELS	was
gewoͤhnlich	ADJD	gewoͤhnlich
sehr	ADV	sehr
ungluͤcklich	ADJD	ungluͤcklich
ausfaͤllt	VVFIN	ausfaͤllt
.	$.	.
Claudius	NE	Claudius
faͤllt	VVFIN	faͤllt
daher	PAV	daher
,	$,	,
auf	APPR	auf
solche	PIAT	solche
Genie	NN	Genie
bezogen	VVPP	beziehen
,	$,	,
das	ART	die
Urtheil	NN	Urtheil
:	$.	:
Ein	ART	eine
Fuchs	NN	Fuchs
traf	VVFIN	treffen
einen	ART	eine
Esel	NN	Esel
an	PTKVZ	an
.	$.	.
Herr	NN	Herr
Esel	NN	Esel
,	$,	,
sprach	VVFIN	sprechen
er	PPER	er
,	$,	,
jedermann	PIS	jedermann
Haͤlt	NN	Haͤlt
Sie	PPER	Sie
fuͤr	VVFIN	fuͤr
ein	ART	eine
Genie	NN	Genie
,	$,	,
fuͤr	VVFIN	fuͤr
einen	ART	eine
großen	ADJA	groß
Mann	NN	Mann
.	$.	.
Das	PDS	die
waͤre	VVFIN	waͤre
!	$.	!
fing	VVFIN	fangen
der	ART	die
Esel	NN	Esel
an	PTKVZ	an
,	$,	,
Hab	NN	Hab
'	$(	'
doch	ADV	doch
nichts	PIAT	nichts
Naͤrrisches	NN	Naͤrrisches
gethan	NE	gethan
?	$.	?
Geschmack	NN	Geschmack
.	$.	.
§	NN	§
.	$.	.
5	CARD	@card@
.	$.	.
Der	ART	die
Geschmack	NN	Geschmack
ist	VAFIN	sein
das	ART	die
Vermoͤgen	NN	Vermoͤgen
,	$,	,
Lust	NN	Lust
oder	KON	oder
Unlust	NN	Unlust
zu	PTKZU	zu
empfinden	VVINF	empfinden
an	APPR	an
den	ART	die
Schoͤnheiten	NN	Schoͤnheiten
oder	KON	oder
Mißgestaltungen	NN	Mißgestaltungen
der	ART	die
Natur	NN	Natur
und	KON	und
Kunst	NN	Kunst
.	$.	.
Der	ART	die
Geschmack	NN	Geschmack
aͤußert	VVFIN	aͤußert
sich	PRF	sich
also	ADV	also
dadurch	PAV	dadurch
,	$,	,
daß	KOUS	dass
man	PIS	man
beim	APPRART	bei+die
Gewahrwerden	NN	Gewahrwerden
der	ART	die
Gegenstaͤnde	NN	Gegenstaͤnde
eine	ART	eine
behagliche	ADJA	behaglich
Annehmlichkeit	NN	Annehmlichkeit
uͤber	NN	uͤber
die	ART	die
Schoͤnheit	NN	Schoͤnheit
der	ART	die
einzelnen	ADJA	einzeln
Theile	NE	Theile
und	KON	und
uͤber	NN	uͤber
die	ART	die
Verschlingung	NN	Verschlingung
derselben	PDS	dieselbe
zum	APPRART	zu+die
harmonirenden	ADJA	harmonirenden
Ganzen	NN	Ganze
empfinde	VVFIN	empfinden
,	$,	,
oder	KON	oder
daß	KOUS	dass
sowohl	KON	sowohl
das	ART	die
mißgestaltete	ADJA	missgestaltet
Einzelne	NN	Einzelne
als	KOKOM	als
auch	ADV	auch
die	ART	die
verungluͤckte	ADJA	verungluͤckte
Verbindung	NN	Verbindung
desselben	PDS	derselbe
unserem	PPOSAT	unser
urtheilenden	ADJA	urtheilenden
Gefuͤhle	NN	Gefuͤhle
widerstrebe	VVFIN	widerstreben
.	$.	.
Der	ART	die
Geschmack	NN	Geschmack
kann	VMFIN	können
nicht	PTKNEG	nicht
durch	APPR	durch
Regeln	NN	Regel
erlernt	VVPP	erlernen
,	$,	,
wohl	ADV	wohl
aber	ADV	aber
durch	APPR	durch
Ubung	NN	Ubung
erhoͤht	VVFIN	erhoͤht
,	$,	,
berichtigt	VVPP	berichtigen
und	KON	und
veredelt	VVPP	veredeln
werden	VAFIN	werden
.	$.	.
Darum	PAV	darum
sagt	VVFIN	sagen
Goͤthe	NE	Goͤthe
:	$.	:
„	$(	„
Man	PIS	man
sollte	VMFIN	sollen
alle	PIAT	alle
Tage	NN	Tag
wenigstens	ADV	wenigstens
ein	ART	eine
kleines	ADJA	klein
Lied	NN	Lied
hoͤren	VVINF	hoͤren
,	$,	,
ein	ART	eine
gutes	ADJA	gut
Gedicht	NN	Gedicht
lesen	VVFIN	lesen
,	$,	,
ein	ART	eine
treffliches	ADJA	trefflich
Gemaͤlde	NN	Gemaͤlde
sehen	VVFIN	sehen
,	$,	,
und	KON	und
,	$,	,
wenn	KOUS	wenn
es	PPER	es
moͤglich	ADJD	moͤglich
zu	PTKZU	zu
machen	VVINF	machen
waͤre	VVFIN	waͤre
,	$,	,
auch	ADV	auch
einige	PIAT	einige
vernuͤnftige	ADJA	vernuͤnftige
Worte	NN	Wort
sprechen	VVFIN	sprechen
.	$.	.
“	$(	“
Da	KOUS	da
der	ART	die
Geschmack	NN	Geschmack
nicht	PTKNEG	nicht
an	APPR	an
bestimmte	ADJA	bestimmt
Regeln	NN	Regel
gebunden	VVPP	binden
ist	VAFIN	sein
,	$,	,
so	ADV	so
kann	VMFIN	können
von	APPR	von
einem	ART	eine
allgemeinen	ADJA	allgemein
Geschmacke	NN	Geschmacke
nie	ADV	nie
die	ART	die
Rede	NN	Rede
seyn	NE	seyn
.	$.	.
Wie	KOKOM	wie
jeder	PIS	jede
fuͤhlt	VVFIN	fuͤhlt
,	$,	,
so	ADV	so
ist	VAFIN	sein
sein	PPOSAT	sein
Geschmack	NN	Geschmack
,	$,	,
wie	KOUS	wie
die	ART	die
Mehrheit	NN	Mehrheit
der	ART	die
Gebildeten	ADJA	gebildet
fuͤhlt	ADJA	fuͤhlt
,	$,	,
so	ADV	so
ist	VAFIN	sein
der	ART	die
gute	ADJA	gut
Geschmack	NN	Geschmack
,	$,	,
oder	KON	oder
doch	ADV	doch
wenigstens	ADV	wenigstens
der	ART	die
Geschmack	NN	Geschmack
der	ART	die
Zeit	NN	Zeit
.	$.	.
Rohe	ADJA	roh
Menschen	NN	Mensch
finden	VVFIN	finden
in	APPR	in
der	ART	die
Regel	NN	Regel
am	APPRART	an+die
Plumpen	ADJA	plump
und	KON	und
Bunten	NN	Bunte
,	$,	,
an	APPR	an
auffallenden	ADJA	auffallend
und	KON	und
schreienden	ADJA	schreiend
Ubergaͤngen	NN	Ubergaͤngen
und	KON	und
Verbindungen	NN	Verbindung
der	ART	die
Formen	NN	Form
Geschmack	NN	Geschmack
;	$.	;
Gebildete	ADJA	gebildet
lieben	ADJA	lieb
das	ART	die
Naturgemaͤße	NN	Naturgemaͤße
und	KON	und
Einfache	ADJA	einfach
und	KON	und
leise	ADJA	leise
,	$,	,
von	APPR	von
selbst	ADV	selbst
sich	PRF	sich
ergebende	ADJA	ergebend
Ubergaͤnge	NN	Ubergaͤnge
und	KON	und
Verschlingungen	NN	Verschlingung
zu	APPR	zu
einem	ART	eine
harmonischen	ADJA	harmonisch
Gebilde	NN	Gebilde
sagen	VVFIN	sagen
ihnen	PPER	sie
am	APPRART	an+die
meisten	PIS	meiste
zu	PTKVZ	zu
.	$.	.
Das	ART	die
Vorwalten	NN	Vorwalten
einer	ART	eine
Seelenkraft	NN	Seelenkraft
,	$,	,
des	ART	die
Verstandes	NN	Verstand
oder	KON	oder
der	ART	die
Phantasie	NN	Phantasie
,	$,	,
hat	VAFIN	haben
ebenfalls	ADV	ebenfalls
großen	ADJA	groß
Einfluß	NN	Einfluss
auf	APPR	auf
den	ART	die
Geschmack	NN	Geschmack
des	ART	die
einzelnen	ADJA	einzeln
Menschen	NN	Mensch
.	$.	.
Ein	ART	eine
Mensch	NN	Mensch
mit	APPR	mit
vorherrschender	ADJA	vorherrschend
Phantasie	NN	Phantasie
ist	VAFIN	sein
entzuͤckt	ADJA	entzuͤckt
uͤber	NN	uͤber
Pindar	NE	Pindar
,	$,	,
Horaz	NE	Horaz
,	$,	,
Klopstock	NN	Klopstock
,	$,	,
Jean	NE	Jean
Paul	NE	Paul
;	$.	;
dem	ART	die
Menschen	NN	Mensch
mit	APPR	mit
vorherrschendem	ADJA	vorherrschendem
Verstande	NN	Verstand
behagen	VVFIN	behagen
sie	PPER	sie
nicht	PTKNEG	nicht
so	ADV	so
sehr	ADV	sehr
,	$,	,
und	KON	und
er	PPER	er
lobt	VVFIN	loben
sich	PRF	sich
vielmehr	ADV	vielmehr
den	ART	die
Xenophon	NE	Xenophon
,	$,	,
Cicero	NE	Cicero
,	$,	,
Claudius	NE	Claudius
.	$.	.
Merkwuͤrdig	ADJD	Merkwuͤrdig
,	$,	,
ein	ART	eine
Verstandesmensch	NN	Verstandesmensch
bewundert	VVFIN	bewundern
oft	ADV	oft
einen	ART	eine
Dichter	NN	Dichter
nur	ADV	nur
wegen	APPR	wegen
der	ART	die
Regelmaͤßigkeit	NN	Regelmaͤßigkeit
im	APPRART	in+die
Versbau	NN	Versbau
,	$,	,
und	KON	und
ein	ART	eine
Mathematiker	NN	Mathematiker
kann	VMFIN	können
nach	APPR	nach
einer	ART	eine
Ode	NN	Ode
von	APPR	von
Klopstock	NN	Klopstock
fragen	VVINF	fragen
,	$,	,
was	PWS	was
damit	PAV	damit
bewiesen	VVPP	beweisen
sei	VAFIN	sein
?	$.	?
–	$(	-
Kritik	NN	Kritik
.	$.	.
§	NN	§
.	$.	.
6	CARD	@card@
.	$.	.
Kritik	NN	Kritik
nennt	VVFIN	nennen
man	PIS	man
die	ART	die
Beurtheilung	NN	Beurtheilung
eines	ART	eine
geistigen	ADJA	geistig
Erzeugnisses	NN	Erzeugnis
der	ART	die
Wissenschaft	NN	Wissenschaft
oder	KON	oder
der	ART	die
Kunst	NN	Kunst
.	$.	.
Wenn	KOUS	wenn
die	ART	die
Kritik	NN	Kritik
ihren	PPOSAT	ihr
Namen	NN	Name
verdienen	VVINF	verdienen
soll	VMFIN	sollen
,	$,	,
muß	VMFIN	müssen
sie	PPER	sie
gerecht	ADJD	gerecht
seyn	ADJD	seyn
,	$,	,
muß	VMFIN	müssen
den	ART	die
Gegenstand	NN	Gegenstand
,	$,	,
den	PRELS	die
sie	PPER	sie
beurtheilt	VVFIN	beurtheilt
,	$,	,
in	APPR	in
seinem	PPOSAT	sein
ganzen	ADJA	ganz
Umfange	NN	Umfang
kennen	VVFIN	kennen
,	$,	,
und	KON	und
muß	VMFIN	müssen
das	ART	die
Urtheil	NN	Urtheil
sprechen	VVFIN	sprechen
nach	APPR	nach
allgemeinen	ADJA	allgemein
,	$,	,
d.	ART	d.
i.	APPR	in
nach	APPR	nach
Vernunftgrundsaͤtzen	NN	Vernunftgrundsaͤtzen
.	$.	.
Ein	ART	eine
Kritiker	NN	Kritiker
der	ART	die
Art	NN	Art
steht	VVFIN	stehen
,	$,	,
„	$(	„
wie	KOUS	wie
ein	ART	eine
Cherub	NN	Cherub
vor	APPR	vor
dem	ART	die
Paradiese	NN	Paradies
,	$,	,
“	$(	“
mit	APPR	mit
flammendem	ADJA	flammend
Schwerte	NN	Schwert
vor	APPR	vor
dem	ART	die
Heiligthume	NN	Heiligthume
der	ART	die
Wissenschaft	NN	Wissenschaft
und	KON	und
der	ART	die
Kunst	NN	Kunst
,	$,	,
abwehrend	ADJD	abwehrend
alles	PIAT	alle
Gemeine	NN	Gemeine
und	KON	und
Unheilige	NN	Unheilige
,	$,	,
jedoch	ADV	jedoch
Muth	NE	Muth
zulaͤchelnd	ADJD	zulaͤchelnd
der	ART	die
noch	ADV	noch
ungeuͤbten	ADJA	ungeuͤbten
Kraft	NN	Kraft
.	$.	.
Der	ART	die
Geschmack	NN	Geschmack
beurtheilt	VVFIN	beurtheilt
auch	ADV	auch
,	$,	,
aber	KON	aber
mehr	ADV	mehr
von	APPR	von
Seite	NN	Seite
des	ART	die
Gefuͤhls	NN	Gefuͤhls
;	$.	;
er	PPER	er
fuͤhlt	VVFIN	fuͤhlt
und	KON	und
sieht	VVFIN	sehen
sogleich	ADV	sogleich
,	$,	,
was	PRELS	was
schoͤn	ADJD	schoͤn
und	KON	und
recht	ADJD	recht
ist	VAFIN	sein
,	$,	,
es	PPER	es
faͤllt	VVFIN	faͤllt
ihm	PPER	er
sogleich	ADV	sogleich
jeder	PIAT	jede
Fehler	NN	Fehler
auf	PTKVZ	auf
,	$,	,
aber	ADV	aber
um	APPR	um
die	ART	die
Gruͤnde	NN	Gruͤnde
,	$,	,
warum	PWAV	warum
Etwas	NN	Etwas
recht	VVFIN	rechen
oder	KON	oder
gefehlt	VVPP	fehlen
ist	VAFIN	sein
,	$,	,
schoͤn	ADJD	schoͤn
oder	KON	oder
mißgestaltet	ADJD	missgestaltet
,	$,	,
kuͤmmert	VVFIN	kuͤmmert
er	PPER	er
sich	PRF	sich
weniger	ADV	weniger
.	$.	.
Dieses	PDAT	dies
Geschaͤft	NN	Geschaͤft
uͤbernimmt	VVFIN	uͤbernimmt
die	ART	die
Kritik	NN	Kritik
,	$,	,
und	KON	und
wie	KOKOM	wie
beim	APPRART	bei+die
Geschmacke	NN	Geschmacke
mehr	ADV	mehr
die	ART	die
Phantasie	NN	Phantasie
thaͤtig	ADJD	thaͤtig
ist	VAFIN	sein
,	$,	,
so	ADV	so
entscheidet	VVFIN	entscheiden
die	ART	die
Kritik	NN	Kritik
mehr	ADV	mehr
durch	APPR	durch
die	ART	die
Schaͤrfe	NN	Schaͤrfe
des	ART	die
Verstandes	NN	Verstand
,	$,	,
nach	APPR	nach
Grundsaͤtzen	NN	Grundsaͤtzen
,	$,	,
die	PRELS	die
von	APPR	von
der	ART	die
Vernunft	NN	Vernunft
als	KOKOM	als
wahr	ADJD	wahr
anerkannt	VVPP	anerkennen
worden	VAPP	werden
sind	VAFIN	sein
.	$.	.
Wenn	KOUS	wenn
daher	PAV	daher
ein	ART	eine
geistiges	ADJA	geistig
Produkt	NN	Produkt
dem	ART	die
guten	ADJA	gut
Geschmacke	NN	Geschmacke
zugesagt	VVPP	zusagen
und	KON	und
den	ART	die
Anforderungen	NN	Anforderung
der	ART	die
gerechten	ADJA	gerecht
Kritik	NN	Kritik
Genuͤge	NN	Genuͤge
geleistet	VVPP	leisten
hat	VAFIN	haben
,	$,	,
ist	VAFIN	sein
es	PPER	es
gelungen	VVPP	gelingen
;	$.	;
