Titel	NN	Titel
besorgen	VVINF	besorgen
oder	KON	oder
durch	APPR	durch
einen	ART	eine
von	APPR	von
ihm	PPER	er
zu	PTKZU	zu
wählenden	ADJA	wählend
,	$,	,
und	KON	und
von	APPR	von
ihm	PPER	er
zu	PTKZU	zu
bezahlenden	ADJA	bezahlend
Gemeindeschreiber	NN	Gemeindeschreiber
besorgen	VVINF	besorgen
zu	PTKZU	zu
lassen	VVINF	lassen
.	$.	.
In	APPR	in
beiden	PIAT	beide
Fällen	NN	Fall|Fällen
unterzeichnet	VVFIN	unterzeichnen
er	PPER	er
die	ART	die
Ausfertigungen	NN	Ausfertigung
und	KON	und
muß	VMFIN	müssen
dafür	PAV	dafür
sorgen	VVINF	sorgen
,	$,	,
daß	KOUS	dass
sie	PPER	sie
für	APPR	für
Jedermann	PIS	jedermann
lesbar	ADJD	lesbar
und	KON	und
verständlich	ADJD	verständlich
sind	VAFIN	sein
.	$.	.
Art	NN	Art
.	$.	.
8	CARD	@card@
.	$.	.
Die	ART	die
Art	NN	Art
.	$.	.
22	CARD	@card@
,	$,	,
23	CARD	@card@
und	KON	und
24	CARD	@card@
des	ART	die
Edikts	NN	Edikt
über	APPR	über
die	ART	die
Dienstverhältnisse	NN	Dienstverhältnis
der	ART	die
Civilstaatsbeamten	NN	Civilstaatsbeamten
vom	APPRART	von+die
12ten	ADJA	12ten
April	NN	April
1820	CARD	@card@
sind	VAFIN	sein
auf	APPR	auf
die	ART	die
Bürgermeister	NN	Bürgermeister
anwendbar	ADJD	anwendbar
.	$.	.
Art	NN	Art
,	$,	,
19	CARD	@card@
.	$.	.
Dem	ART	die
Bürgermeister	NN	Bürgermeister
bleibt	VVFIN	bleiben
entweder	KON	entweder
auf	APPR	auf
Widerruf	NN	Widerruf
,	$,	,
oder	KON	oder
auf	APPR	auf
die	ART	die
Zeit	NN	Zeit
seiner	PPOSAT	sein
Amtsverwaltung	NN	Amtsverwaltung
die	ART	die
Ernennung	NN	Ernennung
des	ART	die
Rathsdieners	NN	Rathsdieners
überlassen	VVPP	überlassen
.	$.	.
Die	ART	die
Ernennung	NN	Ernennung
der	ART	die
übrigen	ADJA	übrig
niederen	ADJA	nieder
Gemeinde	NN	Gemeinde
=D	ADJA	=D
iener	NN	iener
(	$(	(
Nachtwächter	NN	Nachtwächter
,	$,	,
Feldschützen	NN	Feldschütz
u.	KON	und
s.	ADV	s.
w.	APPR	w.
)	$(	)
erfolgt	VVFIN	erfolgen
auf	APPR	auf
den	ART	die
Vorschlag	NN	Vorschlag
des	ART	die
Gemeinderaths	NN	Gemeinderaths
entweder	KON	entweder
von	APPR	von
dem	ART	die
Bürgermeister	NN	Bürgermeister
,	$,	,
oder	KON	oder
,	$,	,
wenn	KOUS	wenn
derselbe	PDS	derselbe
diesem	PDAT	dies
Vorschlag	NN	Vorschlag
nicht	PTKNEG	nicht
beistimmt	VVFIN	beistimmen
,	$,	,
von	APPR	von
der	ART	die
vorgesetzten	ADJA	vorgesetzt
Regierungsbehörde	NN	Regierungsbehörde
.	$.	.
Art	NN	Art
.	$.	.
20	CARD	@card@
.	$.	.
Die	ART	die
jetzigen	ADJA	jetzig
Schultheißen	NN	Schultheißen
und	KON	und
Bürgermeister	NN	Bürgermeister
in	APPR	in
den	ART	die
Provinzen	NN	Provinz
Starkenburg	NN	Starkenburg
und	KON	und
Oberhessen	NN	Oberhesse
und	KON	und
die	ART	die
jetzigen	ADJA	jetzig
Bürgermeister	NN	Bürgermeister
in	APPR	in
der	ART	die
Provinz	NN	Provinz
Rheinhessen	NE	Rheinhessen
legen	VVFIN	legen
unmittelbar	ADJD	unmittelbar
nach	APPR	nach
der	ART	die
Bestätigung	NN	Bestätigung
der	ART	die
zunächst	ADV	zunächst
bevorstehenden	ADJA	bevorstehend
Wahlen	NN	Wahl
ihr	PPOSAT	ihr
Amt	NN	Amt
nieder	PTKVZ	nieder
,	$,	,
können	VMFIN	können
aber	ADV	aber
durch	APPR	durch
diese	PDAT	dies
bevorstehenden	ADJA	bevorstehend
Wahlen	NN	Wahl
allerdings	ADV	allerdings
als	KOKOM	als
Bürgermeister	NN	Bürgermeister
wieder	ADV	wieder
eintreten	VVINF	eintreten
,	$,	,
so	ADV	so
wie	KOUS	wie
es	PPER	es
sich	PRF	sich
von	APPR	von
selbst	ADV	selbst
versteht	VVFIN	verstehen
,	$,	,
daß	KOUS	dass
die	ART	die
Staatsregierung	NN	Staatsregierung
sie	PPER	sie
als	KOKOM	als
Polizeibeamte	NN	Polizeibeamte
beibehalten	VVINF	beibehalten
kann	VMFIN	können
.	$.	.
In	APPR	in
jedem	PIAT	jede
Falle	NN	Falle
sind	VAFIN	sein
die	ART	die
genannten	ADJA	genannt
Schultheisen	NN	Schultheisen
,	$,	,
wenn	KOUS	wenn
sie	PPER	sie
nicht	PTKNEG	nicht
provisorisch	ADJD	provisorisch
oder	KON	oder
auf	APPR	auf
Widerruf	NN	Widerruf
angestellt	VVPP	anstellen
find	VVFIN	find
,	$,	,
berechtigt	VVFIN	berechtigen
ihr	PPOSAT	ihr
gesammtes	ADJA	gesammtes
Diensteinkommen	NN	Diensteinkommen
fort	PTKVZ	fort
zu	PTKZU	zu
beziehen	VVINF	beziehen
.	$.	.
In	APPR	in
der	ART	die
Regel	NN	Regel
hat	VAFIN	haben
die	ART	die
Gemeinde	NN	Gemeinde
diesen	PDAT	dies
Gehalt	NN	Gehalt
zu	PTKZU	zu
entrichten	VVINF	entrichten
;	$.	;
haben	VAFIN	haben
aber	ADV	aber
die	ART	die
Staatskassen	NN	Staatskasse
dazu	PAV	dazu
beigetragen	VVPP	beitragen
,	$,	,
so	ADV	so
übernimmt	VVFIN	übernehmen
der	ART	die
Staat	NN	Staat
die	ART	die
fernere	ADJA	fern
Entrichtung	NN	Entrichtung
dieses	PDAT	dies
Beitrags	NN	Beitrag
,	$,	,
so	ADV	so
bald	ADV	bald
dieser	PDAT	dies
jetzige	ADJA	jetzig
Schultheis	NE	Schultheis
entweder	KON	entweder
sich	PRF	sich
unter	APPR	unter
den	ART	die
drei	CARD	drei
nach	APPR	nach
dem	ART	die
Art	NN	Art
.	$.	.
13	CARD	@card@
zum	APPRART	zu+die
Bürgermeister	NN	Bürgermeister
vorzuschlagenden	ADJA	vorzuschlagenden
Personen	NN	Person
befindet	VVFIN	befinden
,	$,	,
oder	KON	oder
als	KOKOM	als
Polizeibeamter	NN	Polizeibeamte
beibehalten	VVPP	beibehalten
wird	VAFIN	werden
.	$.	.
Abschnitt	NN	Abschnitt
3	CARD	@card@
:	$.	:
Von	APPR	von
den	ART	die
Beigeordneten	NN	Beigeordnete
der	ART	die
Bürgermeister	NN	Bürgermeister
.	$.	.
Art	NN	Art
.	$.	.
21	CARD	@card@
.	$.	.
Der	ART	die
Beigeordnete	NN	Beigeordnete
ist	VAFIN	sein
der	ART	die
Stellvertreter	NN	Stellvertreter
des	ART	die
Bürgermeisters	NN	Bürgermeister
,	$,	,
so	ADV	so
bald	ADV	bald
dieser	PDS	diese
verhindert	VVPP	verhindern
ist	VAFIN	sein
,	$,	,
oder	KON	oder
wenn	KOUS	wenn
er	PPER	er
von	APPR	von
diesem	PDAT	dies
zur	APPRART	zu+die
Versehung	NN	Versehung
einzelner	ADJA	einzeln
Geschäfte	NN	Geschäft
beauftragt	VVPP	beauftragen
ist	VAFIN	sein
.	$.	.
Art	NN	Art
.	$.	.
22	CARD	@card@
.	$.	.
Jede	PIAT	jede
Bürgermeisterei	NN	Bürgermeisterei
hat	VAFIN	haben
einen	ART	eine
oder	KON	oder
mehrere	PIAT	mehrere
Beigeordnete	NN	Beigeordnete
,	$,	,
von	APPR	von
welchen	PRELS	welche
bei	APPR	bei
Verhinderung	NN	Verhinderung
des	ART	die
Bürgermeisters	NN	Bürgermeister
zunächst	ADV	zunächst
der	ART	die
erste	ADJA	erst
Beigeordnete	NN	Beigeordnete
,	$,	,
bei	APPR	bei
dessen	PRELAT	die
Verhinderung	NN	Verhinderung
der	ART	die
zweite	ADJA	zweit
u.	KON	und
s.	ADV	s.
w.	APPR	w.
eintritt	VVFIN	eintreten
.	$.	.
In	APPR	in
jeder	PIAT	jede
Gemeinde	NN	Gemeinde
,	$,	,
worin	PWAV	worin
der	ART	die
Bürgermeister	NN	Bürgermeister
nicht	PTKNEG	nicht
wohnt	VVFIN	wohnen
,	$,	,
muß	VMFIN	müssen
wenigstens	ADV	wenigstens
ein	ART	eine
Beigeordneter	NN	Beigeordnete
seyn	NE	seyn
.	$.	.
Art	NN	Art
.	$.	.
23	CARD	@card@
.	$.	.
Was	PWS	was
in	APPR	in
den	ART	die
Art	NN	Art
.	$.	.
13	CARD	@card@
bis	KON	bis
15	CARD	@card@
und	KON	und
18	CARD	@card@
von	APPR	von
den	ART	die
Bürgermeistern	NN	Bürgermeister
gesagt	VVPP	sagen
ist	VAFIN	sein
,	$,	,
gilt	VVFIN	gelten
auch	ADV	auch
von	APPR	von
den	ART	die
Beigeordneten	NN	Beigeordnete
.	$.	.
Abschnitt	NN	Abschnitt
4	CARD	@card@
.	$.	.
Von	APPR	von
dem	ART	die
Gemeinderath	NN	Gemeinderath
.	$.	.
Art	NN	Art
.	$.	.
24	CARD	@card@
Der	ART	die
Gemeinderath	NN	Gemeinderath
steht	VVFIN	stehen
als	KOKOM	als
berathende	ADJA	berathende
und	KON	und
mitaufsehende	ADJA	mitaufsehende
(	$(	(
controlirende	ADJA	controlirende
)	$(	)
Behörde	NN	Behörde
dem	ART	die
Bürgermeister	NN	Bürgermeister
zur	APPRART	zu+die
Seite	NN	Seite
.	$.	.
Seine	PPOSAT	sein
Mitglieder	NN	Mitglied
werden	VAFIN	werden
aus	APPR	aus
den	ART	die
sämmtlichen	ADJA	sämmtlichen
wählbaren	ADJA	wählbar
Einwohnern	NN	Einwohner
einer	ART	eine
Bürgermeisterei	NN	Bürgermeisterei
gewählt	VVPP	wählen
.	$.	.
Jedoch	ADV	jedoch
muß	VMFIN	müssen
der	ART	die
dritte	ADJA	dritt
Theil	NN	Theil
des	ART	die
Gemeinderaths	NN	Gemeinderaths
aus	APPR	aus
der	ART	die
höchst	ADV	höchst
besteuerten	ADJA	besteuert
Haͤlfte	NN	Haͤlfte
der	ART	die
Wählbaren	ADJA	wählbar
gewählt	VVPP	wählen
werden	VAINF	werden
.	$.	.
Art	NN	Art
.	$.	.
25	CARD	@card@
.	$.	.
Wird	VAFIN	werden
eine	ART	eine
Bürgermeisterei	NN	Bürgermeisterei
aus	APPR	aus
mehreren	PIAT	mehrere
Gemeinden	NN	Gemeinde
neu	ADJD	neu
gebildet	VVPP	bilden
,	$,	,
so	ADV	so
hat	VAFIN	haben
jede	PIAT	jede
Gemeinde	NN	Gemeinde
das	ART	die
Recht	NN	Recht
,	$,	,
einen	ART	eine
eigenen	ADJA	eigen
Gemeinderath	NN	Gemeinderath
zu	PTKZU	zu
wählen	VVINF	wählen
,	$,	,
bis	KOUS	bis
die	ART	die
Mehrheit	NN	Mehrheit
der	ART	die
Ortsbürger	NN	Ortsbürger
in	APPR	in
jeder	PIS	jede
der	ART	die
zu	APPR	zu
einer	ART	eine
Bürgermeisterei	NN	Bürgermeisterei
vereinigten	ADJA	vereinigt
Gemeinden	NN	Gemeinde
für	APPR	für
einen	ART	eine
gemeinschaftlichen	ADJA	gemeinschaftlich
Gemeinderath	NN	Gemeinderath
stimmt	VVFIN	stimmen
.	$.	.
In	APPR	in
diesem	PDAT	dies
Falle	NN	Falle
muß	VMFIN	müssen
wenigstens	ADV	wenigstens
ein	ART	eine
Mitglied	NN	Mitglied
aus	APPR	aus
jeder	PIAT	jede
Gemeinde	NN	Gemeinde
in	APPR	in
dem	ART	die
Gemeinderathe	NN	Gemeinderathe
seyn	NE	seyn
.	$.	.
Art	NN	Art
.	$.	.
26	CARD	@card@
.	$.	.
Der	ART	die
Gemeinderath	NN	Gemeinderath
soll	VMFIN	sollen
mindestens	ADV	mindestens
9	CARD	@card@
und	KON	und
höchstens	ADV	höchstens
30	CARD	@card@
Mitglieder	NN	Mitglied
haben	VAINF	haben
.	$.	.
Bürgermeistereien	NN	Bürgermeistereien
bis	APPR	bis
2000	CARD	@card@
Seelen	NN	Seele
haben	VAFIN	haben
9	CARD	@card@
Mitglieder	NN	Mitglied
,	$,	,
von	APPR	von
2000	CARD	@card@
bis	KON	bis
4000	CARD	@card@
Seelen	NN	Seele
12	CARD	@card@
,	$,	,
von	APPR	von
4000	CARD	@card@
bis	KON	bis
10,000	CARD	@card@
Seelen	NN	Seele
15	CARD	@card@
,	$,	,
von	APPR	von
10,000	CARD	@card@
bis	KON	bis
20,000	CARD	@card@
Seelen	NN	Seele
18	CARD	@card@
und	KON	und
über	APPR	über
20,000	CARD	@card@
Seelen	NN	Seele
30	CARD	@card@
Mitglieder	NN	Mitglied
des	ART	die
Gemeinderathes	NN	Gemeinderathes
.	$.	.
Sollte	VMFIN	sollen
jedoch	ADV	jedoch
eine	ART	eine
Gemeinde	NN	Gemeinde
nicht	PTKNEG	nicht
mehr	ADV	mehr
als	KOKOM	als
9	CARD	@card@
Ortsbürger	NN	Ortsbürger
haben	VAINF	haben
,	$,	,
welche	PRELS	welche
zu	APPR	zu
Gliedern	NN	Glied|Gliedern
des	ART	die
Gemeinderaths	NN	Gemeinderaths
waͤhlbar	ADJD	waͤhlbar
sind	VAFIN	sein
,	$,	,
und	KON	und
dennoch	ADV	dennoch
keine	PIAT	keine
Vereinigung	NN	Vereinigung
mit	APPR	mit
einer	ART	eine
benachbarten	ADJA	benachbart
Gemeinde	NN	Gemeinde
zu	APPR	zu
einem	ART	eine
gemeinschaftlichen	ADJA	gemeinschaftlich
Gemeinderath	NN	Gemeinderath
zu	APPR	zu
Stande	NN	Stand
kommen	VVFIN	kommen
,	$,	,
so	ADV	so
besteht	VVFIN	bestehen
der	ART	die
Gemeinderath	NN	Gemeinderath
aus	APPR	aus
den	ART	die
sämmtlichen	ADJA	sämmtlichen
wählbaren	ADJA	wählbar
Ortsbürgern	NN	Ortsbürgern
,	$,	,
und	KON	und
wenn	KOUS	wenn
einige	PIS	einige
wegen	APPR	wegen
ihrer	PPOSAT	ihr
Familienverhältnisse	NN	Familienverhältnis
nicht	PTKNEG	nicht
zugleich	ADV	zugleich
wählbar	ADJD	wählbar
sind	VAFIN	sein
,	$,	,
so	ADV	so
geht	VVFIN	gehen
der	ART	die
Aeltere	NN	Aeltere
vor	PTKVZ	vor
.	$.	.
Art	NN	Art
.	$.	.
27	CARD	@card@
.	$.	.
Alle	PIAT	alle
drei	CARD	drei
Jahre	NN	Jahr
tritt	VVFIN	treten
ein	ART	eine
Drittheil	NN	Drittheil
aus	APPR	aus
dem	ART	die
Gemeinderathe	NN	Gemeinderathe
aus	PTKVZ	aus
,	$,	,
und	KON	und
wird	VAFIN	werden
durch	APPR	durch
neue	ADJA	neu
Wahlen	NN	Wahl
ersetzt	VVPP	ersetzen
.	$.	.
Die	ART	die
abtretenden	ADJA	abtretend
Mitglieder	NN	Mitglied
können	VMFIN	können
wieder	ADV	wieder
gewählt	VVPP	wählen
werden	VAINF	werden
,	$,	,
sind	VAFIN	sein
aber	ADV	aber
zur	APPRART	zu+die
Annahme	NN	Annahme
der	ART	die
neuen	ADJA	neu
Wahl	NN	Wahl
vor	APPR	vor
Ablauf	NN	Ablauf
von	APPR	von
drei	CARD	drei
Jahren	NN	Jahr
nicht	PTKNEG	nicht
verbunden	VVPP	verbinden
.	$.	.
Die	ART	die
nach	APPR	nach
Verlauf	NN	Verlauf
von	APPR	von
drei	CARD	drei
und	KON	und
sechs	CARD	sechs
Jahren	NN	Jahr
zum	APPRART	zu+die
erstenmal	NN	erstenmal
austretenden	ADJA	austretend
zwei	CARD	zwei
Drittheile	NN	Drittheile
werden	VAFIN	werden
durch	APPR	durch
das	ART	die
Loos	NE	Loos
bestimmt	VVPP	bestimmen
.	$.	.
Bei	APPR	bei
der	ART	die
regelmäßigen	ADJA	regelmäßig
dreijährigen	ADJA	dreijährig
Ergänzung	NN	Ergänzung
des	ART	die
Gemeinderathes	NN	Gemeinderathes
werden	VAFIN	werden
zugleich	ADV	zugleich
die	ART	die
in	APPR	in
der	ART	die
Zwischenzeit	NN	Zwischenzeit
abgegangenen	ADJA	abgegangen
Mitglieder	NN	Mitglied
ersetzt	VVPP	ersetzen
,	$,	,
wenn	KOUS	wenn
nicht	PTKNEG	nicht
die	ART	die
Regierung	NN	Regierung
bereits	ADV	bereits
früher	ADV	früher
ihre	PPOSAT	ihr
Ersetzung	NN	Ersetzung
angeordnet	VVPP	anordnen
hat	VAFIN	haben
.	$.	.
–	$(	-
Dieses	PDS	diese
wird	VAFIN	werden
sie	PPER	sie
thun	NE	thun
,	$,	,
1	CARD	@card@
)	$(	)
wenn	KOUS	wenn
in	APPR	in
der	ART	die
Zwischenzeit	NN	Zwischenzeit
mehr	ADV	mehr
,	$,	,
als	KOUS	als
ein	ART	eine
Drittheil	NN	Drittheil
des	ART	die
Gemeinderathes	NN	Gemeinderathes
abgegangen	VVPP	abgehen
ist	VAFIN	sein
,	$,	,
2	CARD	@card@
)	$(	)
wenn	KOUS	wenn
bei	APPR	bei
einer	ART	eine
aus	APPR	aus
mehreren	PIAT	mehrere
Gemeinden	NN	Gemeinde
bestehenden	ADJA	bestehend
und	KON	und
einen	ART	eine
gemeinschaftlichen	ADJA	gemeinschaftlich
Gemeinderath	NN	Gemeinderath
besitzenden	ADJA	besitzend
Bürgermeisterei	NN	Bürgermeisterei
nicht	PTKNEG	nicht
mehr	ADV	mehr
aus	APPR	aus
jedem	PIAT	jede
-	$(	-
Orte	NN	Ort
wenigstens	ADV	wenigstens
ein	ART	eine
Mitglied	NN	Mitglied
des	ART	die
Gemeinderathes	NN	Gemeinderathes
vorhanden	ADJD	vorhanden
ist	VAFIN	sein
.	$.	.
Diese	PDAT	dies
in	APPR	in
der	ART	die
Zwischenzeit	NN	Zwischenzeit
erfolgten	ADJA	erfolgt
Ersetzungen	NN	Ersetzung
dauern	VVFIN	dauern
jedoch	ADV	jedoch
nur	ADV	nur
bis	APPR	bis
zur	APPRART	zu+die
regelmäßigen	ADJA	regelmäßig
dreijährigen	ADJA	dreijährig
Ergänzung	NN	Ergänzung
des	ART	die
Gemeinderathes	NN	Gemeinderathes
.	$.	.
Art	NN	Art
.	$.	.
28	CARD	@card@
.	$.	.
Was	PWS	was
im	APPRART	in+die
Art	NN	Art
.	$.	.
15	CARD	@card@
.	$.	.
von	APPR	von
den	ART	die
Bürgermeistern	NN	Bürgermeister
gesagt	VVPP	sagen
ist	VAFIN	sein
,	$,	,
findet	VVFIN	finden
hier	ADV	hier
gleichfalls	ADV	gleichfalls
Anwendung	NN	Anwendung
.	$.	.
Art	NN	Art
.	$.	.
29	CARD	@card@
.	$.	.
Die	ART	die
gegenwärtigen	ADJA	gegenwärtig
Mitglieder	NN	Mitglied
der	ART	die
Ortsvorstaͤnde	NN	Ortsvorstaͤnde
(	$(	(
außer	APPR	außer
dem	ART	die
im	APPRART	in+die
Art	NN	Art
.	$.	.
20	CARD	@card@
.	$.	.
bereits	ADV	bereits
genannten	ADJA	genannt
Schultheißen	NN	Schultheißen
)	$(	)
,	$,	,
welche	PRELS	welche
sehr	ADV	sehr
verschiedene	ADJA	verschieden
Benennungen	NN	Benennung
,	$,	,
z.	APPRART	zu+die
B.	NE	B.
Stadträthe	NE	Stadträthe
,	$,	,
Ortsgerichte	NN	Ortsgericht
,	$,	,
Gemeinderäthe	NN	Gemeinderäthe
,	$,	,
Vorsteher	NN	Vorsteher
,	$,	,
Deputirte	NN	Deputirte
,	$,	,
Schöffen	NN	Schöffe
,	$,	,
älterer	ADJA	alt
und	KON	und
jüngerer	ADJA	jung
Rath	NE	Rath
,	$,	,
auch	ADV	auch
Bürgermeister	NN	Bürgermeister
(	$(	(
insofern	ADV	insofern
unter	APPR	unter
dieser	PDAT	dies
Benennung	NN	Benennung
nicht	PTKNEG	nicht
die	ART	die
Gemeinderechner	NN	Gemeinderechner
verstanden	VVPP	verstehen
sind	VAFIN	sein
)	$(	)
,	$,	,
auch	ADV	auch
von	APPR	von
ihrer	PPOSAT	ihr
Anzahl	NN	Anzahl
herrührende	ADJA	herrührend
Namen	NN	Name
führen	VVFIN	führen
,	$,	,
haben	VAFIN	haben
das	ART	die
Recht	NN	Recht
,	$,	,
zu	PTKZU	zu
verlangen	VVINF	verlangen
,	$,	,
daß	KOUS	dass
ihre	PPOSAT	ihr
fixe	ADJA	fix
Besoldung	NN	Besoldung
ihnen	PPER	sie
aus	APPR	aus
der	ART	die
Gemeindekasse	NN	Gemeindekasse
als	KOKOM	als
Ruhegehalt	NN	Ruhegehalt
so	ADV	so
lange	ADV	lange
gezahlt	VVPP	zahlen
werde	VAFIN	werden
,	$,	,
als	KOUS	als
sie	PPER	sie
ihr	PPOSAT	ihr
genanntes	ADJA	genannt
Amt	NN	Amt
behalten	VVPP	behalten
hätten	VAFIN	haben
,	$,	,
wenn	KOUS	wenn
die	ART	die
durch	APPR	durch
dieses	PDAT	dies
Gesetz	NN	Gesetz
eingeführten	ADJA	eingeführt
Veränderungen	NN	Veränderung
nicht	PTKNEG	nicht
erfolgt	VVPP	erfolgen
wären	VAFIN	sein
.	$.	.
Auch	ADV	auch
behalten	VVFIN	behalten
sie	PPER	sie
ihre	PPOSAT	ihr
Ehrenvorzüge	NN	Ehrenvorzüge
bei	PTKVZ	bei
.	$.	.
Art	NN	Art
.	$.	.
30	CARD	@card@
.	$.	.
Wo	PWAV	wo
in	APPR	in
den	ART	die
Provinzen	NN	Provinz
Starkenburg	NN	Starkenburg
und	KON	und
Oberhessen	NN	Oberhesse
entweder	KON	entweder
Güterschätzungen	NN	Güterschätzungen
zu	APPR	zu
den	ART	die
Obliegenheiten	NN	Obliegenheit
des	ART	die
Ortsvorstandes	NN	Ortsvorstand
gehören	VVFIN	gehören
,	$,	,
oder	KON	oder
einzelne	ADJA	einzeln
Handlungen	NN	Handlung
der	ART	die
sogenannten	ADJA	sogenannt
freiwilligen	ADJA	freiwillig
Gerichtsbarkeit	NN	Gerichtsbarkeit
(	$(	(
z.	APPRART	zu+die
B.	NN	B.
Ausfertigung	NN	Ausfertigung
von	APPR	von
Hypotheken	NN	Hypothek
und	KON	und
Contracten	NN	Contracten
)	$(	)
einem	ART	eine
Mitglied	NN	Mitglied
oder	KON	oder
einem	ART	eine
Untergeordneten	NN	Untergeordnete
des	ART	die
Ortsvorstandes	NN	Ortsvorstand
übertragen	VVPP	übertragen
sind	VAFIN	sein
,	$,	,
da	KOUS	da
soll	VMFIN	sollen
es	PPER	es
bis	KON	bis
zu	APPR	zu
einer	ART	eine
neuen	ADJA	neu
Organisation	NN	Organisation
dieser	PDAT	dies
Geschäftszweige	NN	Geschäftszweig
bei	APPR	bei
der	ART	die
bisherigen	ADJA	bisherig
Einrichtung	NN	Einrichtung
bleiben	VVINF	bleiben
,	$,	,
jedoch	ADV	jedoch
so	ADV	so
,	$,	,
daß	KOUS	dass
die	ART	die
Verrichtungen	NN	Verrichtung
des	ART	die
gesammten	ADJA	gesammten
Magistrats	NN	Magistrat
oder	KON	oder
Ortsvorstandes	NN	Ortsvorstand
stets	ADV	stets
an	APPR	an
den	ART	die
Gemeinderath	NN	Gemeinderath
übergehen	VVFIN	übergehen
.	$.	.
Art	NN	Art
.	$.	.
3r	NN	3r
.	$.	.
Bei	APPR	bei
Berathungen	NN	Berathungen
des	ART	die
Gemeinderathes	NN	Gemeinderathes
über	APPR	über
Gemeindesachen	NN	Gemeindesachen
entscheidet	VVFIN	entscheiden
Stimmenmehrheit	NN	Stimmenmehrheit
,	$,	,
wobei	PWAV	wobei
die	ART	die
Stimme	NN	Stimme
des	ART	die
Bürgermeisters	NN	Bürgermeister
mitgezählt	VVPP	mitzählen
wird	VAFIN	werden
und	KON	und
bei	APPR	bei
Stimmengleichheit	NN	Stimmengleichheit
entscheidet	VVFIN	entscheiden
Zur	APPRART	zu+die
Gültigkeit	NN	Gültigkeit
der	ART	die
Berathung	NN	Berathung
gehört	VVFIN	gehören
,	$,	,
daß	KOUS	dass
alle	PIAT	alle
Mitlieder	NN	Mitlieder
des	ART	die
Gemeinderathes	NN	Gemeinderathes
zur	APPRART	zu+die
Versammlung	NN	Versammlung
eingeladen	VVPP	einladen
wurden	VAFIN	werden
,	$,	,
daß	KOUS	dass
wenigstens	ADV	wenigstens
zwei	CARD	zwei
Drittheile	NN	Drittheile
derselben	PDS	dieselbe
erschienen	VVPP	erscheinen
sind	VAFIN	sein
und	KON	und
abgestimmt	VVPP	abstimmen
haben	VAINF	haben
,	$,	,
und	KON	und
daß	KOUS	dass
das	ART	die
Resultat	NN	Resultat
der	ART	die
Berathung	NN	Berathung
niedergeschrieben	VVPP	niederschreiben
und	KON	und
von	APPR	von
den	ART	die
Abstimmenden	NN	Abstimmende
unterschrieben	VVPP	unterschreiben
wird	VAFIN	werden
.	$.	.
Art	NN	Art
.	$.	.
32	CARD	@card@
.	$.	.
Der	ART	die
Gemeinderath	NN	Gemeinderath
versammelt	VVFIN	versammeln
sich	PRF	sich
jährlich	ADJD	jährlich
einmal	ADV	einmal
regelmäßig	ADJD	regelmäßig
,	$,	,
und	KON	und
zwar	ADV	zwar
nach	APPR	nach
der	ART	die
mit	APPR	mit
Rücksicht	NN	Rücksicht
auf	APPR	auf
die	ART	die
örtlichen	ADJA	örtlich
Verhältnisse	NN	Verhältnis
erfolgenden	ADJA	erfolgend
Bestimmung	NN	Bestimmung
der	ART	die
Staatsregierung	NN	Staatsregierung
,	$,	,
entweder	KON	entweder
vom	APPRART	von+die
1	CARD	@card@
.	$.	.
Mai	NN	Mai
an	PTKVZ	an
oder	KON	oder
vom	APPRART	von+die
1	CARD	@card@
.	$.	.
Juni	NN	Juni
an	APPR	an
auf	APPR	auf
höchstens	ADV	höchstens
14	CARD	@card@
Tage	NN	Tag
,	$,	,
außerdem	ADV	außerdem
nur	ADV	nur
in	APPR	in
den	ART	die
gesetzlich	ADJD	gesetzlich
vorgesehenen	ADJA	vorgesehen
einzelnen	ADJA	einzeln
Fällen	NN	Fall|Fällen
,	$,	,
oder	KON	oder
auf	APPR	auf
ausdrückliche	ADJA	ausdrücklich
Ermächtigung	NN	Ermächtigung
der	ART	die
vorgesetzten	ADJA	vorgesetzt
Regierungsbehörde	NN	Regierungsbehörde
.	$.	.
Art	NN	Art
.	$.	.
33	CARD	@card@
.	$.	.
Die	ART	die
regelmäßige	ADJA	regelmäßig
Versammlung	NN	Versammlung
im	APPRART	in+die
Monat	NN	Monat
Mai	NN	Mai
ist	VAFIN	sein
der	ART	die
Prüfung	NN	Prüfung
der	ART	die
Rechnung	NN	Rechnung
für	APPR	für
das	ART	die
verflossene	ADJA	verflossen
Jahr	NN	Jahr
,	$,	,
der	ART	die
Prüfung	NN	Prüfung
des	ART	die
Voranschlags	NN	Voranschlags
für	APPR	für
das	ART	die
künftige	ADJA	künftig
Jahr	NN	Jahr
und	KON	und
der	ART	die
Berathung	NN	Berathung
über	APPR	über
Verbesserung	NN	Verbesserung
in	APPR	in
der	ART	die
Verwaltung	NN	Verwaltung
des	ART	die
Gemeindevermögens	NN	Gemeindevermögens
überhaupt	ADV	überhaupt
bestimmt	VVPP	bestimmen
.	$.	.
Ueber	NN	Ueber
diese	PDAT	dies
drei	CARD	drei
verschiedenen	ADJA	verschieden
Gegenstände	NN	Gegenstand
sind	VAFIN	sein
besondere	ADJA	besonder
Protokolle	NN	Protokoll
aufzunehmen	VVIZU	aufnehmen
und	KON	und
der	ART	die
vorgesetzten	ADJA	vorgesetzt
Regierungsbehörde	NN	Regierungsbehörde
vorzulegen	VVIZU	vorlegen
.	$.	.
