Sauerstoff	NN	Sauerstoff
versehen	VVPP	versehen
ist	VAFIN	sein
,	$,	,
das	PRELS	die
durch	APPR	durch
ein	ART	eine
Kautschuckrohr	NN	Kautschuckrohr
e	VVFIN	e
mit	APPR	mit
einem	ART	eine
anderen	PIAT	andere
Glasrohr	NN	Glasrohr
f	ADJD	f
verbunden	VVPP	verbinden
ist	VAFIN	sein
,	$,	,
was	PRELS	was
in	APPR	in
einen	ART	eine
Gasbehälter	NN	Gasbehälter
hineingeht	VVFIN	hineingehen
.	$.	.
Dieser	PDAT	dies
Gasbehälter	NN	Gasbehälter
besteht	VVFIN	bestehen
aus	APPR	aus
einem	ART	eine
kupfernen	ADJA	kupfern
cylindrischen	NN	cylindrischen
Gefäss	NN	Gefäß
,	$,	,
worauf	PWAV	worauf
ein	ART	eine
anderes	PIS	andere
durch	APPR	durch
fünf	CARD	fünf
kupferne	ADJA	kupfern
Stäbe	NN	Stab
befestigt	VVPP	befestigen
ist	VAFIN	sein
,	$,	,
von	APPR	von
denen	PRELS	die
zwei	CARD	zwei
hohle	ADJA	hohl
Röhre	NN	Röhre
sind	VAFIN	sein
,	$,	,
die	PRELS	die
mit	APPR	mit
dem	ART	die
unteren	ADJA	unter
Cylinder	NN	Cylinder
in	APPR	in
Verbindung	NN	Verbindung
stehen	VVFIN	stehen
;	$.	;
das	ART	die
Rohr	NN	Rohr
m	NN	m
,	$,	,
welches	PRELS	welche
das	PDS	die
eine	ART	eine
hohle	ADJA	hohl
ist	VAFIN	sein
,	$,	,
geht	VVFIN	gehen
bis	KON	bis
nahe	APPR	nahe
auf	APPR	auf
den	ART	die
Boden	NN	Boden
des	ART	die
Cylinders	NN	Cylinders
,	$,	,
das	PRELS	die
andere	PIS	andere
Rohr	NN	Rohr
n	ADJD	n
geht	VVFIN	gehen
nur	ADV	nur
bis	APPR	bis
an	APPR	an
die	ART	die
obere	ADJA	ober
Fläche	NN	Fläche
;	$.	;
beide	PIAT	beide
Röhre	NN	Röhre
sind	VAFIN	sein
mit	APPR	mit
Hähnen	NN	Hahn
versehen	VVPP	versehen
,	$,	,
so	ADV	so
dass	KOUS	dass
die	ART	die
Verbindung	NN	Verbindung
des	ART	die
oberen	ADJA	ober
Cylinders	NN	Cylinders
mit	APPR	mit
dem	ART	die
unteren	ADJA	unter
unterbrochen	VVPP	unterbrechen
werden	VAINF	werden
kann	VMFIN	können
.	$.	.
Bei	APPR	bei
l	NN	l
findet	VVFIN	finden
sich	PRF	sich
gleichfalls	ADV	gleichfalls
ein	ART	eine
kleines	ADJA	klein
Rohr	NN	Rohr
mit	APPR	mit
einem	ART	eine
Hahn	NN	Hahn
versehen	VVPP	versehen
,	$,	,
und	KON	und
unten	ADV	unten
ist	VAFIN	sein
eine	ART	eine
grössere	ADJA	groß
Oeffnung	NN	Oeffnung
bei	APPR	bei
i	NE	i
,	$,	,
die	PRELS	die
mit	APPR	mit
einer	ART	eine
Schraube	NN	Schraube
verschlossen	VVPP	verschließen
werden	VAINF	werden
kann	VMFIN	können
.	$.	.
Um	KOUI	um
den	ART	die
Cylinder	NN	Cylinder
mit	APPR	mit
Wasser	NN	Wasser
zu	PTKZU	zu
füllen	VVINF	füllen
,	$,	,
verschliesst	VVFIN	verschließen
man	PIS	man
unten	ADV	unten
die	ART	die
grosse	ADJA	groß
Oeffnung	NN	Oeffnung
mit	APPR	mit
der	ART	die
Schraube	NN	Schraube
,	$,	,
öffnet	VVFIN	öffnen
alle	PIAT	alle
drei	CARD	drei
Hähne	NN	Hahn
,	$,	,
und	KON	und
giesst	VVFIN	gießen
in	APPR	in
den	ART	die
oberen	ADJA	ober
Cylinder	NN	Cylinder
Wasser	NN	Wasser
;	$.	;
dies	PDAT	dies
Wasser	NN	Wasser
fliesst	VVFIN	fließen
durch	APPR	durch
die	ART	die
Röhren	NN	Röhre|Röhren
m	NN	m
und	KON	und
n	VVFIN	n
in	APPR	in
den	ART	die
unteren	ADJA	unter
Cylinder	NN	Cylinder
,	$,	,
und	KON	und
die	ART	die
Luft	NN	Luft
,	$,	,
die	ART	die
darin	PAV	darin
enthalten	VVPP	enthalten
war	VAFIN	sein
,	$,	,
strömt	VVFIN	strömen
durch	APPR	durch
das	ART	die
Rohr	NN	Rohr
l	NN	l
aus	PTKVZ	aus
;	$.	;
ist	VAFIN	sein
das	ART	die
Wasser	NN	Wasser
so	ADV	so
gestiegen	VVPP	steigen
,	$,	,
dass	KOUS	dass
es	PPER	es
durch	APPR	durch
diese	PDAT	dies
Oeffnung	NN	Oeffnung
anfängt	VVFIN	anfangen
auszuströmen	VVIZU	auszuströmen
,	$,	,
so	ADV	so
verschliesst	VVFIN	verschließen
man	PIS	man
das	ART	die
Rohr	NN	Rohr
durch	APPR	durch
Umdrehen	NN	Umdrehen
des	ART	die
Hahnes	NN	Hahn
,	$,	,
und	KON	und
die	ART	die
noch	ADV	noch
zurückgebliebene	ADJA	zurückgeblieben
Luft	NN	Luft
entweicht	ADJD	entweicht
alsdann	VVFIN	alsdann
durch	APPR	durch
das	ART	die
Rohr	NN	Rohr
n.	APPR	n.
Ist	VAFIN	sein
der	ART	die
ganze	ADJA	ganz
Behälter	NN	Behälter
mit	APPR	mit
Wasser	NN	Wasser
gefüllt	VVPP	füllen
,	$,	,
so	ADV	so
verschliesst	VVFIN	verschließen
man	PIS	man
auch	ADV	auch
die	ART	die
beiden	PIAT	beide
anderen	PIS	andere
Hähne	NN	Hahn
.	$.	.
Die	ART	die
Flasche	NN	Flasche
,	$,	,
die	PRELS	die
mit	APPR	mit
Braunstein	NE	Braunstein
gefüllt	VVPP	füllen
ist	VAFIN	sein
,	$,	,
und	KON	und
in	APPR	in
die	ART	die
man	PIS	man
das	ART	die
eiserne	ADJA	eisern
Rohr	NN	Rohr
b	ADJD	b
hineingesteckt	VVPP	hineinstecken
hat	VAFIN	haben
,	$,	,
legt	VVFIN	legen
man	PIS	man
in	APPR	in
einen	ART	eine
vierkantigen	ADJA	vierkantig
Ofen	NN	Ofen
,	$,	,
oder	KON	oder
auch	ADV	auch
auf	APPR	auf
einen	ART	eine
Heerd	NE	Heerd
zwischen	APPR	zwischen
Backsteine	NN	Backstein
,	$,	,
und	KON	und
bedeckt	VVFIN	bedecken
sie	PPER	sie
mit	APPR	mit
glühenden	ADJA	glühend
Kohlen	NN	Kohle
.	$.	.
Der	ART	die
Braunstein	NN	Braunstein
,	$,	,
wie	KOUS	wie
man	PIS	man
ihn	PPER	er
in	APPR	in
dem	ART	die
Handel	NN	Handel
erhält	VVFIN	erhalten
,	$,	,
ist	VAFIN	sein
nicht	PTKNEG	nicht
reines	ADJA	rein
Mangansuperoxyd	NN	Mangansuperoxyd
,	$,	,
sondern	KON	sondern
er	PPER	er
enthält	VVFIN	enthalten
auch	ADV	auch
Manganoxydhydrat	NN	Manganoxydhydrat
(	$(	(
das	ART	die
aus	APPR	aus
Wasser	NN	Wasser
und	KON	und
einer	ART	eine
Verbindung	NN	Verbindung
von	APPR	von
Mangan	NN	Mangan
und	KON	und
Sauerstoff	NN	Sauerstoff
besteht	VVFIN	bestehen
)	$(	)
,	$,	,
und	KON	und
ausserdem	ADV	außerdem
noch	ADV	noch
andere	PIAT	andere
Substanzen	NN	Substanz
.	$.	.
Wenn	KOUS	wenn
die	ART	die
Retorte	NN	Retorte
heiss	ADJD	heiß
wird	VAFIN	werden
,	$,	,
so	ADV	so
entweicht	ADJD	entweicht
zuerst	ADV	zuerst
Wasser	NN	Wasser
,	$,	,
indem	KOUS	indem
sich	PRF	sich
das	ART	die
Manganoxydhydrat	NN	Manganoxydhydrat
zersetzt	VVPP	zersetzen
.	$.	.
Sobald	KOUS	sobald
ein	ART	eine
glimmender	ADJA	glimmend
Holzspahn	NN	Holzspahn
sich	PRF	sich
vor	APPR	vor
der	ART	die
Mündung	NN	Mündung
des	ART	die
eisernen	ADJA	eisern
Rohrs	NN	Rohr
entzündet	VVPP	entzünden
,	$,	,
verschliesst	VVFIN	verschließen
man	PIS	man
es	PPER	es
mit	APPR	mit
dem	ART	die
Kork	NN	Kork
,	$,	,
in	APPR	in
dem	PRELS	die
sich	PRF	sich
ein	ART	eine
gläsernes	ADJA	gläsernes
Rohr	NN	Rohr
befindet	VVFIN	befinden
.	$.	.
Dies	PDS	dies
verbindet	VVFIN	verbinden
man	PIS	man
durch	APPR	durch
ein	ART	eine
Kautschuckrohr	NN	Kautschuckrohr
mit	APPR	mit
einem	ART	eine
Glasrohr	NN	Glasrohr
,	$,	,
dessen	PRELAT	die
gebogenes	ADJA	gebogen
Ende	NN	Ende
t	NN	t
durch	APPR	durch
die	ART	die
Oeffnung	NN	Oeffnung
i	NE	i
des	ART	die
Gasbehälters	NN	Gasbehälter
in	APPR	in
denselben	PDAT	derselb
ein	ART	eine
wenig	PIS	wenige
hineingeht	VVFIN	hineingehen
;	$.	;
man	PIS	man
hat	VAFIN	haben
nämlich	ADV	nämlich
vorher	ADV	vorher
,	$,	,
nachdem	KOUS	nachdem
die	ART	die
drei	CARD	drei
Hähne	NN	Hahn
oben	ADV	oben
verschlossen	VVPP	verschließen
wurden	VAFIN	werden
,	$,	,
die	ART	die
Schraube	NN	Schraube
bei	APPR	bei
i	NE	i
abgeschroben	VVPP	abgeschroben
.	$.	.
Das	ART	die
Gas	NN	Gas
,	$,	,
was	PRELS	was
aus	APPR	aus
dem	ART	die
Braunstein	NN	Braunstein
entwickelt	VVPP	entwickeln
wird	VAFIN	werden
,	$,	,
entweicht	VVFIN	entweichen
durch	APPR	durch
die	ART	die
Oeffnung	NN	Oeffnung
t	NN	t
des	ART	die
gläsernen	ADJA	gläsernen
Rohrs	NN	Rohr
,	$,	,
und	KON	und
steigt	VVFIN	steigen
durch	APPR	durch
das	ART	die
Wasser	NN	Wasser
in	APPR	in
Blasen	NN	Blase|Blasen
in	APPR	in
die	ART	die
Höhe	NN	Höhe
.	$.	.
Das	ART	die
Glasrohr	NN	Glasrohr
g	NN	g
,	$,	,
das	PRELS	die
oben	ADV	oben
und	KON	und
unten	ADV	unten
mit	APPR	mit
dem	ART	die
innern	ADJA	innern
Raum	NN	Raum
des	ART	die
Gasbehälters	NN	Gasbehälter
in	APPR	in
Verbindung	NN	Verbindung
steht	VVFIN	stehen
,	$,	,
dient	VVFIN	dienen
dazu	PAV	dazu
,	$,	,
um	KOUI	um
zu	PTKZU	zu
sehen	VVINF	sehen
,	$,	,
wie	KOUS	wie
viel	PIAT	viele
Gas	NN	Gas
in	APPR	in
dem	ART	die
Gasbehälter	NN	Gasbehälter
sich	PRF	sich
befindet	VVFIN	befinden
,	$,	,
indem	KOUS	indem
nämlich	ADV	nämlich
der	ART	die
Stand	NN	Stand
des	ART	die
Wassers	NN	Wasser
in	APPR	in
dem	ART	die
Gasbehälter	NN	Gasbehälter
und	KON	und
in	APPR	in
dem	ART	die
Rohr	NN	Rohr
als	KOKOM	als
derselbe	PDS	derselbe
anzunehmen	VVIZU	annehmen
ist	VAFIN	sein
.	$.	.
Ein	ART	eine
Flintenlauf	NN	Flintenlauf
,	$,	,
an	APPR	an
dem	PRELS	die
man	PIS	man
das	ART	die
Zündloch	NN	Zündloch
vernagelt	VVPP	vernageln
hat	VAFIN	haben
,	$,	,
und	KON	und
den	ART	die
man	PIS	man
zur	APPRART	zu+die
Hälfte	NN	Hälfte
mit	APPR	mit
Braunstein	NE	Braunstein
füllt	VVFIN	füllen
,	$,	,
und	KON	und
mit	APPR	mit
ähnlichen	ADJA	ähnlich
Glasröhren	NN	Glasröhre
in	APPR	in
Verbindung	NN	Verbindung
bringt	VVFIN	bringen
,	$,	,
kann	VMFIN	können
gleichfalls	ADV	gleichfalls
zur	APPRART	zu+die
Entwickelung	NN	Entwickelung
kleinerer	ADJA	klein
Quantitäten	NN	Quantität
von	APPR	von
Sauerstoff	NN	Sauerstoff
angewandt	VVPP	anwenden
werden	VAINF	werden
.	$.	.
Statt	APPR	statt
eines	ART	eine
Gasbehälters	NN	Gasbehälter
kann	VMFIN	können
man	PIS	man
zum	APPRART	zu+die
Auffangen	NN	Auffangen
des	ART	die
Gases	NN	Gas
sich	PRF	sich
gewöhnlicher	ADJA	gewöhnlich
Flaschen	NN	Flasche
bedienen	VVINF	bedienen
.	$.	.
Drei	CARD	drei
Pfund	NN	Pfund
Braunstein	NE	Braunstein
geben	VVFIN	geben
geglüht	VVPP	glühen
einen	ART	eine
Cubikfuss	NN	Cubikfuss
Sauerstoff	NN	Sauerstoff
.	$.	.
Das	ART	die
Sauerstoffgas	NN	Sauerstoffgas
,	$,	,
welches	PRELS	welche
aus	APPR	aus
Braunstein	NE	Braunstein
dargestellt	VVPP	darstellen
wird	VAFIN	werden
,	$,	,
enthält	VVFIN	enthalten
,	$,	,
wenn	KOUS	wenn
kohlensaure	ADJA	kohlensaure
Verbindungen	NN	Verbindung
mit	APPR	mit
dem	ART	die
Braunstein	NN	Braunstein
gemengt	VVPP	mengen
waren	VAFIN	sein
,	$,	,
Kohlensäure	NN	Kohlensäure
.	$.	.
Aus	APPR	aus
dem	ART	die
Quecksilberoxyde	NN	Quecksilberoxyde
erhält	VVFIN	erhalten
man	PIS	man
gleichfalls	ADV	gleichfalls
kein	PIAT	keine
reines	ADJA	rein
Sauerstoffgas	NN	Sauerstoffgas
;	$.	;
wenn	KOUS	wenn
man	PIS	man
es	PPER	es
daher	PAV	daher
zu	PTKZU	zu
genauen	ADJA	genau
chemischen	ADJA	chemisch
Versuchen	NN	Versuch|Versuchen
vollkommen	ADJD	vollkommen
anwenden	VVINF	anwenden
will	VMFIN	wollen
,	$,	,
so	ADV	so
nimmt	VVFIN	nehmen
man	PIS	man
dazu	PAV	dazu
chlorsaures	ADJA	chlorsaures
Kali	NN	Kali
,	$,	,
das	PRELS	die
aus	APPR	aus
Chlorsäure	NN	Chlorsäure
und	KON	und
Kali	NN	Kali
besteht	VVFIN	bestehen
.	$.	.
Die	ART	die
Chlorsäure	NN	Chlorsäure
ist	VAFIN	sein
eine	ART	eine
chemische	ADJA	chemisch
Verbindung	NN	Verbindung
des	ART	die
Chlors	NN	Chlor
,	$,	,
eines	ART	eine
einfachen	ADJA	einfach
Körpers	NN	Körper
,	$,	,
mit	APPR	mit
dem	ART	die
Sauerstoff	NN	Sauerstoff
;	$.	;
das	ART	die
Kali	NN	Kali
besteht	VVFIN	bestehen
aus	APPR	aus
einem	ART	eine
Metall	NN	Metall
(	$(	(
also	ADV	also
einem	ART	eine
einfachen	ADJA	einfach
Körper	NN	Körper
)	$(	)
,	$,	,
Kalium	NN	Kalium
nämlich	ADV	nämlich
,	$,	,
und	KON	und
Sauerstoff	NN	Sauerstoff
;	$.	;
Kali	NN	Kali
und	KON	und
Chlorsäure	NN	Chlorsäure
verbinden	VVFIN	verbinden
sich	PRF	sich
mit	APPR	mit
einander	PRF	einander
zu	APPR	zu
einem	ART	eine
krystallisirten	NN	krystallisirten
Salze	NN	Salz
,	$,	,
das	PRELS	die
bei	APPR	bei
einer	ART	eine
erhöheten	NN	erhöheten
Temperatur	NN	Temperatur
schmilzt	VVFIN	schmelzen
,	$,	,
und	KON	und
noch	ADV	noch
stärker	ADJD	stark
erhitzt	VVFIN	erhitzen
sich	PRF	sich
so	ADV	so
zersetzt	VVPP	zersetzen
,	$,	,
dass	KOUS	dass
Chlor	NN	Chlor
und	KON	und
Kalium	NN	Kalium
mit	APPR	mit
einander	PRF	einander
verbunden	ADJD	verbunden
zurückbleiben	VVFIN	zurückbleiben
,	$,	,
und	KON	und
der	ART	die
Sauerstoff	NN	Sauerstoff
,	$,	,
der	PRELS	die
mit	APPR	mit
dem	ART	die
Kalium	NN	Kalium
und	KON	und
dem	ART	die
Chlor	NN	Chlor
verbunden	VVPP	verbinden
war	VAFIN	sein
,	$,	,
fortgeht	VVFIN	fortgehen
.	$.	.
Aus	APPR	aus
100	CARD	@card@
Theilen	NN	Theilen
des	ART	die
Salzes	NN	Salz
erhält	VVFIN	erhalten
man	PIS	man
dem	ART	die
Gewichte	NN	Gewicht
nach	APPR	nach
39	CARD	@card@
Theile	NE	Theile
Sauerstoff	NN	Sauerstoff
.	$.	.
Man	PIS	man
füllt	VVFIN	füllen
eine	ART	eine
kleine	ADJA	klein
gläserne	ADJA	gläsern
Retorte	NN	Retorte
mit	APPR	mit
so	ADV	so
viel	PIAT	viele
chlorsaurem	ADJA	chlorsaurem
Kali	NN	Kali
an	PTKVZ	an
,	$,	,
dass	KOUS	dass
das	ART	die
geschmolzene	ADJA	geschmolzen
Salz	NN	Salz
den	ART	die
dritten	ADJA	dritt
Theil	NN	Theil
der	ART	die
Retorte	NN	Retorte
füllt	VVFIN	füllen
;	$.	;
man	PIS	man
zieht	VVFIN	zeihen|ziehen
alsdann	ADJD	alsdann
vor	APPR	vor
der	ART	die
Glasbläser-Lampe	NN	Glasbläser-Lampe
den	ART	die
Hals	NN	Hals
der	ART	die
Retorte	NN	Retorte
bei	APPR	bei
a	FM	a
in	APPR	in
ein	ART	eine
langes	ADJA	lang
Rohr	NN	Rohr
aus	PTKVZ	aus
,	$,	,
und	KON	und
erhitzt	VVFIN	erhitzen
das	ART	die
Salz	NN	Salz
über	APPR	über
einer	ART	eine
Spiritus-Lampe	NN	Spiritus-Lampe
.	$.	.
Das	ART	die
mechanisch	ADJD	mechanisch
eingeschlossene	ADJA	eingeschlossen
Wasser	NN	Wasser
entweicht	ADJD	entweicht
alsdann	VVFIN	alsdann
aus	APPR	aus
den	ART	die
Krystallen	NE	Krystallen
,	$,	,
die	PRELS	die
stärker	ADJD	stark
erhitzt	VVFIN	erhitzen
erst	ADV	erst
schmelzen	VVINF	schmelzen
und	KON	und
dann	ADV	dann
sich	PRF	sich
zersetzen	VVINF	zersetzen
.	$.	.
Man	PIS	man
muss	VMFIN	müssen
die	ART	die
Zersetzung	NN	Zersetzung
des	ART	die
chlorsauren	ADJA	chlorsauren
Kali´s	NN	Kali´s
so	ADV	so
lange	ADV	lange
fortsetzen	VVINF	fortsetzen
,	$,	,
bis	KOUS	bis
man	PIS	man
alle	PIAT	alle
atmosphärische	ADJA	atmosphärisch
Luft	NN	Luft
aus	APPR	aus
der	ART	die
Retorte	NN	Retorte
ausgetrieben	VVPP	austreiben
hat	VAFIN	haben
,	$,	,
dann	ADV	dann
bringt	VVFIN	bringen
man	PIS	man
die	ART	die
Spitze	NN	Spitze
b	VVFIN	b
unter	APPR	unter
Quecksilber	NN	Quecksilber
und	KON	und
lässt	VVFIN	lassen
den	ART	die
Apparat	NN	Apparat
erkalten	VVINF	erkalten
.	$.	.
Ist	VAFIN	sein
dies	PDS	dies
geschehen	VVPP	geschehen
,	$,	,
so	ADV	so
ist	VAFIN	sein
das	ART	die
Quecksilber	NN	Quecksilber
bis	KON	bis
zu	APPR	zu
einem	ART	eine
gewissen	ADJA	gewiss
Punkt	NN	Punkt
in	APPR	in
den	ART	die
Hals	NN	Hals
der	ART	die
Retorte	NN	Retorte
gestiegen	VVPP	steigen
;	$.	;
denn	KON	denn
das	ART	die
Gas	NN	Gas
,	$,	,
welches	PRELS	welche
in	APPR	in
der	ART	die
Retorte	NN	Retorte
durch	APPR	durch
die	ART	die
Wärme	NN	Wärme
ausgedehnt	VVPP	ausdehnen
war	VAFIN	sein
,	$,	,
hat	VAFIN	haben
sich	PRF	sich
zusammengezogen	VVPP	zusammenziehen
.	$.	.
Die	ART	die
Spitze	NN	Spitze
b	ADJD	b
nimmt	VVFIN	nehmen
man	PIS	man
dann	ADV	dann
aus	APPR	aus
dem	ART	die
Quecksilber	NN	Quecksilber
heraus	PTKVZ	heraus
und	KON	und
schmilzt	VVFIN	schmelzen
sie	PPER	sie
mit	APPR	mit
einer	ART	eine
Spiritus-Lampe	NN	Spiritus-Lampe
zu	PTKVZ	zu
.	$.	.
Man	PIS	man
bewahrt	VVFIN	bewahren
so	ADV	so
die	ART	die
Retorte	NN	Retorte
,	$,	,
indem	KOUS	indem
man	PIS	man
sie	PPER	sie
aufhängt	VVFIN	aufhängen
,	$,	,
auf	PTKVZ	auf
.	$.	.
Will	VMFIN	wollen
man	PIS	man
reines	ADJA	rein
Sauerstoffgas	NN	Sauerstoffgas
anwenden	VVINF	anwenden
,	$,	,
so	ADV	so
bricht	VVFIN	brechen
man	PIS	man
die	ART	die
Spitze	NN	Spitze
b	VVFIN	b
unter	APPR	unter
Quecksilber	NN	Quecksilber
ab	PTKVZ	ab
und	KON	und
erhitzt	VVFIN	erhitzen
die	ART	die
Retorte	NN	Retorte
;	$.	;
die	ART	die
Sauerstoffgasentwickelung	NN	Sauerstoffgasentwickelung
fängt	VVFIN	fangen
an	PTKVZ	an
,	$,	,
sobald	KOUS	sobald
das	ART	die
Quecksilber	NN	Quecksilber
aus	APPR	aus
dem	ART	die
Halse	NN	Hals
herausgetrieben	VVPP	heraustreiben
ist	VAFIN	sein
.	$.	.
Hat	VAFIN	haben
man	PIS	man
genug	ADV	genug
Sauerstoffgas	NN	Sauerstoffgas
erhalten	VVPP	erhalten
,	$,	,
so	ADV	so
behandelt	ADJD	behandelt
man	PIS	man
den	ART	die
Apparat	NN	Apparat
wieder	ADV	wieder
,	$,	,
wie	KOUS	wie
so	ADV	so
eben	ADV	eben
angeführt	VVPP	anführen
worden	VAPP	werden
ist	VAFIN	sein
.	$.	.
Da	KOUS	da
man	PIS	man
nur	ADV	nur
wenig	PIAT	wenige
reines	ADJA	rein
Sauerstoffgas	NN	Sauerstoffgas
zu	APPR	zu
jedem	PIAT	jede
Versuch	NN	Versuch
bedarf	VVFIN	bedürfen
,	$,	,
so	ADV	so
reicht	VVFIN	reichen
ein	ART	eine
solcher	PIAT	solche
Apparat	NN	Apparat
für	APPR	für
viele	PIAT	viele
Versuche	NN	Versuch
hin	PTKVZ	hin
.	$.	.
Wie	KOKOM	wie
man	PIS	man
Sauerstoffgas	NN	Sauerstoffgas
noch	ADV	noch
aus	APPR	aus
anderen	PIS	andere
Oxyden	NN	Oxyden
,	$,	,
Superoxyden	NN	Superoxyden
und	KON	und
aus	APPR	aus
anderen	PIS	andere
Salzen	NN	Salz|Salzen
erhält	VVFIN	erhalten
,	$,	,
wird	VAFIN	werden
bei	APPR	bei
diesen	PDAT	dies
Substanzen	NN	Substanz
selbst	ADV	selbst
angeführt	VVPP	anführen
werden	VAINF	werden
.	$.	.
Alle	PIAT	alle
einfachen	ADJA	einfach
Körper	NN	Körper
,	$,	,
ein	ART	eine
einziger	ADJA	einzig
vielleicht	ADV	vielleicht
nur	ADV	nur
ausgenommen	ADV	ausgenommen
,	$,	,
das	ART	die
Fluor	NN	Fluor
nämlich	ADV	nämlich
,	$,	,
verbinden	VVFIN	verbinden
sich	PRF	sich
mit	APPR	mit
dem	ART	die
Sauerstoff	NN	Sauerstoff
,	$,	,
einige	PIAT	einige
direct	NE	direct
,	$,	,
andere	PIS	andere
durch	APPR	durch
Zersetzung	NN	Zersetzung
.	$.	.
Schwefel	NN	Schwefel
,	$,	,
Phosphor	NN	Phosphor
,	$,	,
Kohle	NN	Kohle
,	$,	,
Wasserstoff	NN	Wasserstoff
und	KON	und
viele	PIAT	viele
Metalle	NN	Metall
verbinden	VVFIN	verbinden
sich	PRF	sich
direct	NE	direct
mit	APPR	mit
dem	ART	die
Sauerstoff	NN	Sauerstoff
;	$.	;
damit	KOUS	damit
eine	ART	eine
solche	PIAT	solche
Verbindung	NN	Verbindung
statt	PTKVZ	statt
findet	VVFIN	finden
,	$,	,
müssen	VMFIN	müssen
diese	PDAT	dies
Substanzen	NN	Substanz
bis	KON	bis
zu	APPR	zu
einer	ART	eine
bestimmten	ADJA	bestimmt
Temperatur	NN	Temperatur
erhitzt	VVPP	erhitzen
werden	VAINF	werden
;	$.	;
Eisen	NN	Eisen
und	KON	und
Kohle	NN	Kohle
bis	KON	bis
zur	APPRART	zu+die
Rothglühhitze	NN	Rothglühhitze
,	$,	,
Phosphor	NN	Phosphor
dagegen	PAV	dagegen
verbindet	VVFIN	verbinden
sich	PRF	sich
schon	ADV	schon
bei	APPR	bei
gewöhnlichen	ADJA	gewöhnlich
Temperatur	NN	Temperatur
mit	APPR	mit
dem	ART	die
Sauerstoffgas	NN	Sauerstoffgas
der	ART	die
Atmosphäre	NN	Atmosphäre
;	$.	;
beim	APPRART	bei+die
Verbrennen	NN	Verbrennen
der	ART	die
Körper	NN	Körper
in	APPR	in
der	ART	die
atmosphärischen	ADJA	atmosphärisch
Luft	NN	Luft
werden	VAFIN	werden
diese	PDAT	dies
einzelnen	ADJA	einzeln
Erscheinungen	NN	Erscheinung
zusammengestellt	VVPP	zusammenstellen
werden	VAINF	werden
.	$.	.
